date,CHINA SECURITIES DEPOSITORY AND CLEARING,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,EVERBRIGHT SECURITIES INVESTMENT,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,12.794137492061546,0.7288069551926648,2.1739486544084046,13.25206418493029,8.314248572549921,11.072929827581765,2.3159738926459146,0.8652114325790782,2.7291607618828917,2.810370910665497,57.05685268449797
2024-03-04,12.541129779764152,0.7187410174593286,2.30304246898849,13.25151312994489,8.38750214860931,10.84001591285155,2.3157902076507804,0.9134103753022064,2.7373985195966597,2.7452140222436134,56.75375758241098
2024-03-05,12.481542367342724,0.7157653205381599,2.6465334098888307,13.25151312994489,8.38779391385558,10.752568023687694,2.3157902076507804,0.9118306843440551,2.724320147943128,2.7252650235580966,56.912922228753935
2024-03-06,12.506192893689692,0.7118711986413218,2.9985840715624104,13.250411019974088,8.38779391385558,10.668366381074339,2.3156065226556466,0.9458491454428483,2.7294265908078494,2.6822151386185613,57.19631687632233
2024-03-07,12.42647360580159,0.7118711986413218,3.2909371098174813,13.251145759954621,8.387132647873099,10.529979428272444,2.3156065226556466,0.9834310954472384,2.732512498726099,2.5626733846294254,57.19176325181896
2024-03-08,12.313764492787445,0.6751341996145473,3.475136422937728,13.251145759954621,8.352951001024628,10.53764120494697,2.3128512477286383,0.987913009328505,2.7372438935677557,2.743473423229725,57.387254655120564
2024-03-11,12.612877138863443,0.6732973496632086,3.528809178515846,13.25026407197798,8.354014390198456,10.57264954448454,2.311932822752969,0.9890885932973617,2.744423093023067,2.6760628301285463,57.71341901290542
2024-03-12,12.827715109172019,0.6609169809911856,3.2504896738890023,13.251182496953648,8.362086537520613,10.4854425949288,2.311932822752969,1.040336706939712,2.820138048017249,2.867017103839343,57.87725807500455
2024-03-13,12.704205318444004,0.6609169809911856,3.4034625378364916,13.250998811958514,8.362453613614887,10.509253478794509,2.311932822752969,1.0671914532282842,2.7545256575444323,2.965826497744214,57.9907671729095
2024-03-14,12.603950048099938,0.5996029296154991,3.514922592883725,13.248170063033454,8.369006796238283,10.522115800156765,2.3670383212931307,1.0494842196973788,2.7289637597256107,3.090030911649828,58.09328544239361
2024-03-15,12.883665558689797,0.5849081300047893,3.708453103756773,13.248721118018855,8.269365033777962,10.459507210409374,2.4410266373330547,1.10550814321321,2.7385592985549088,2.7595263713259555,58.19924060508468
2024-03-18,12.786753355257167,0.5628659305887246,3.818039571853641,13.249272173004256,8.248080461492826,10.33279819648961,2.5332365048902585,1.1427594602263593,2.724965617016028,2.5922729725372817,57.99104424335615
2024-03-19,12.72804763081238,0.5209857516982018,4.018182742551509,13.248904803013989,8.326376502933131,8.827262193405819,2.6250790024571944,1.1315914125222197,2.7866539816747986,3.5967125249849707,57.809796546054216
2024-03-20,12.811514092601211,0.5209857516982018,4.085668609763693,13.249639542994524,8.44802372781049,8.953317215268907,2.6250790024571944,1.1859989080808728,2.734550630695105,3.1990712475191643,57.81384872888936
2024-03-21,13.140163285894738,0.5040867321458855,4.303372065996358,13.24853743302372,8.442476440957448,8.800877037807306,2.624711632466927,1.1529356089567757,2.7719121587053346,3.3663535583260713,58.35542595428056
2024-03-22,13.146209145337778,0.5104748998430206,4.35261301124635,13.224605534797561,8.35534872989287,8.738875692591124,2.6839579620665686,1.206252023322625,2.736075023745984,3.312794836014426,58.26720685885831
2024-03-25,13.064072610075891,0.5027745996622186,4.40281163480596,13.22548556910394,8.320638893465985,8.660770576152704,2.74262691582506,1.210652194854512,2.7297259429064322,3.3668149718813822,58.22637390873409
2024-03-26,13.170006739706066,0.5068080902331149,4.352136325997063,13.226915624851804,8.351432760569972,8.52372252194174,2.812296298413268,1.2155657197317857,2.738078458512548,3.285464655602003,58.18242719555936
2024-03-27,13.345720256212749,0.5364725799772518,4.283860331060619,13.226072258641524,8.194558780151594,8.637042046143419,2.879032233313551,1.2145756811371111,2.7312655262573435,3.293700401656091,58.34230009455125
2024-03-28,13.393682125910313,0.5368392609382425,4.241618684354505,13.227392310101092,8.180551567441753,8.717510293037087,2.879032233313551,1.2123389272750686,2.7399558650328197,3.299070095982885,58.42799136338732
2024-04-02,13.37399135830512,0.5342724942113085,4.239601939069058,13.228492352984064,8.22756499849967,8.740071347534673,2.879032233313551,1.2118255739296817,2.7142898294937567,3.1810839515290157,58.3302260788699
2024-04-03,13.3942321473518,0.5342724942113085,4.268423062602916,13.226988961044,8.179236447841113,8.719133864662112,2.879032233313551,1.2117522377374836,2.717993307199761,3.191516501554447,58.32258125751849
2024-04-05,13.438270530766768,0.5342724942113085,4.285620399673374,13.226988961044,8.146051820871467,8.651517895455452,2.879032233313551,1.2381899350249037,2.718469992449049,3.2569519107563374,58.37536617356621
2024-04-08,13.45290110111029,0.5342724942113085,4.273409923672388,13.226805620563505,8.141981662204472,8.57577994296285,2.9377011870720424,1.2381899350249037,2.7432942935081104,3.316971057149388,58.441307217479256
2024-04-09,13.45290110111029,0.5342724942113085,4.273409923672388,13.227172301524497,8.140835784201375,8.583076894086563,2.9377011870720424,1.2843550680136162,2.741869737974662,3.273990548306878,58.44958504017362
2024-04-10,13.356170663600981,0.5342724942113085,4.252729117472519,13.227538982485488,8.127240170870248,8.53841515303791,3.014704188880062,1.3371937944923573,2.750228230480442,3.258335104677386,58.396827900208706
2024-04-11,13.18346393097442,0.52877227979645,4.2633261972451475,13.227538982485488,8.128450218041516,8.461130430247563,3.080706761858364,1.3888958099920274,2.7414583586045267,3.353813400041107,58.35755636928661
2024-04-12,13.249686512529319,0.5089715079029593,4.203227187738793,13.227722322965981,8.13574716916523,8.447489898498713,3.080706761858364,1.3907292147969805,2.732115327718487,3.3667224032727803,58.34311830644761
2024-04-15,12.999683433325949,0.4825704787116383,4.176679486163075,13.221305406148648,8.12680015371706,8.372980327225429,3.080706761858364,1.4849662217715567,2.7386771568516055,3.5340817541090206,58.218451179882344
2024-04-16,13.222112104262825,0.4628430430103457,4.251775746973944,13.220572044226667,8.134867134858851,8.23180815724406,3.0803400808973738,1.5913037004588217,2.731492043420995,3.371525850525564,58.29863990587945
2024-04-17,13.265380457659715,0.4536760189855814,4.258926025713261,13.218555298941217,8.13490380295495,8.233582618084533,3.0803400808973738,1.646305844607407,2.7353110256297124,3.416800315460031,58.44378148893379
2024-04-18,13.370031203926422,0.45404269994657204,4.285877076346067,13.218555298941217,8.134666982056295,8.223075686826165,3.0803400808973738,1.672706873798728,2.735393528845935,3.2898206420780904,58.464510073662865
