date,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,SILVERBRICKS SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,YUEN META (INTERNATIONAL) SECURITIES LTD,WATON SECURITIES INTERNATIONAL LIMITED,BANK OF CHINA (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-01,13.603039879647017,5.705682955224725,0.0,7.8295065817415574,61.31295471034175,0.0,7.9728841329424345,0.0,0.0,3.575931740102515
2024-03-04,13.27289476181055,5.5556132082454015,0.0,7.664896026701924,55.92787140465205,0.0,7.771871489081851,0.0,6.255770531137131,3.5510825783710844
2024-03-05,13.893994477540275,4.728484518492674,0.0,8.098455986434606,54.802260514922295,0.0,8.117085884590109,0.0,6.620681553298498,3.739037064721547
2024-03-06,13.812809783378688,4.74601796814602,0.0,8.120709828620145,54.844312685894316,0.0,8.125338392982094,0.0,6.619600813850794,3.731210527127941
2024-03-07,13.801792645819372,4.742232530307228,0.0,8.202388840016761,54.8005687013841,0.0,8.113960037417023,0.0,6.6143210008440505,3.7247362442114644
2024-03-08,13.822235528166429,4.73265327045252,0.0,8.220990918325963,54.77067879082112,0.0,8.1200234860346,0.0,6.610713347350028,3.7227046588493344
2024-03-11,13.324882462399232,7.444729345261185,0.0,8.487101317003457,52.928442511796206,0.0,7.836766616850671,0.0,6.3863317976045835,3.591745949084667
2024-03-12,13.183396586703727,7.44840362316775,0.0,8.57242004763193,52.95456485928944,0.0,7.85956471439633,0.0,6.388807629776159,3.5928425390346646
2024-03-13,13.043432616334732,7.422494898827114,0.0,8.664115910411125,52.98196733133808,0.0,7.904217805261972,0.0,6.3819671571565415,3.601804280670425
2024-03-14,13.29267763356686,7.41583673111551,0.0,8.549365531779623,52.86217892916707,0.0,7.899845015931062,0.0,6.252804341359298,3.7272918170805824
2024-03-15,13.480436187108186,8.010184050161147,0.0,8.390198551431421,52.4452201831053,0.0,7.821463816766175,0.0,6.136526323478194,3.7159708879495774
2024-03-18,14.086579600469696,8.318578346800265,0.0,8.864664284565977,50.325316028226496,0.0,8.160678713284188,0.0,6.377095025851102,3.867088000802276
2024-03-19,12.186271569918313,7.197951899547637,0.0,7.6807848450118135,43.44402154031627,0.0,7.104065091024292,13.539266926534127,5.505115030223137,3.342523097424409
2024-03-20,11.774949506243923,8.021631326740607,0.0,7.348666104968434,44.532372894250564,0.0,6.827819478954102,12.999590337765962,5.285680572182823,3.209289778893582
2024-03-21,11.832351917923477,8.00377039588913,0.0,7.269489599284397,44.54213802115352,0.0,6.836241373585396,13.002440907836329,5.28683962431055,3.2267281600172004
2024-03-22,11.830117215276696,8.000307922660902,0.0,7.262883937661045,44.52286885764709,0.0,6.8540490323721155,12.99681598341719,5.308201597567125,3.2247554533978406
2024-03-25,11.748795760467456,7.941875922874404,0.0,7.884901774490201,44.21681403148617,0.0,6.8252645309487505,12.907474520063419,5.280305098164974,3.194568361504621
2024-03-26,11.913610241997915,8.0439921165396,0.0,7.99551277023616,43.50572421005114,0.0,6.931466524092501,13.088543181419332,5.354378285308545,3.166772670354809
2024-03-27,11.792272254204741,9.579510738530631,0.0,7.883149780160546,42.586673760444135,0.0,6.866757411830121,12.911172550959307,5.297289086739177,3.0831744171313424
2024-03-28,11.880293564057917,11.316982629178554,0.0,7.886426033642476,40.870309000565506,0.0,6.86961125052499,12.916538461186247,5.299490651126408,2.9603484097178985
2024-04-02,12.93482622278531,11.318280257004488,0.0,7.871850937431983,39.8671163199935,0.0,6.8703989338681675,12.91801949727786,5.300098301306453,2.9194095303322354
2024-04-03,13.327868608921603,12.503647120402524,0.0,7.886570279895635,38.36211971561877,0.0,6.908674793428149,12.962944641135296,5.376060892730562,2.672113947867463
2024-04-05,13.338995872510361,12.514086252225626,0.0,7.916186038682705,38.3941477487893,0.0,6.9144427558631945,12.973767234465171,5.380549295818703,2.567824801644931
2024-04-08,13.463415806519741,12.63081181392239,0.0,7.991186840521299,37.81835477406197,0.0,6.978937453936313,13.094780486031718,5.430736550895348,2.591776274111215
2024-04-09,13.461147133736837,13.704800673882971,0.0,7.990421330591271,36.739351243638026,0.0,6.977761457763954,13.092573930688431,5.429821436604799,2.604122793093715
2024-04-10,13.296373615589818,15.372073100066913,0.0,7.871432378326909,35.736100062214774,0.0,6.8813585788693885,12.911690444387258,5.356523568737597,2.5744482518073446
2024-04-11,11.61366144124331,27.452314762688694,0.0,6.752248183316141,30.0984612456555,0.0,5.990120624918446,11.225413560314191,4.656957395597095,2.210822786266626
2024-04-12,11.612041636990192,27.449482120631956,0.0,6.75280078468791,30.094263291738493,0.0,5.9977532251805235,11.223847906560634,4.656307870945963,2.2135031632643245
2024-04-15,11.592293287310156,27.592260929663748,0.0,6.7169499950032,30.043082624856005,0.0,6.0213676356078185,11.204759749616015,4.648388988209578,2.1808967897334783
2024-04-16,11.58653160154672,27.636201985928828,0.0,6.707150133382298,30.02815039383328,0.0,6.018374851753698,11.19919067858477,4.644587530391493,2.1798128245789146
2024-04-17,11.40468245703253,27.46639328482523,1.2630089415159453,6.552702157171327,29.63313270142004,0.0,5.949013435083492,11.051866304598054,4.583488387607016,2.0957123307463634
2024-04-18,11.952851171816507,28.89842875449471,1.3288593640306408,6.897957623534125,26.017518162053115,0.0,6.2488602692548,11.628085555160279,4.822461079718644,2.2049780199371813
2024-04-19,11.767449454473047,28.437904698046072,2.89518415278778,6.789047758049516,25.602904166790445,0.0,6.1492787140143506,11.442780908527501,4.745610557589399,2.1698395897218847
2024-04-22,12.260081086535594,29.73236093360856,3.0524549449201324,6.979142622881749,22.387943812842206,0.0,6.476971706332389,11.963641332545889,4.961624544662252,2.185779015671233
2024-04-23,10.050171077789834,41.281460072594484,2.659610354026374,6.319802361950705,18.155662982280603,0.0,5.3763827116969765,10.163232593254733,4.273206825173092,1.720471021233199
