date,REALINK FINANCIAL TRADE LTD,INTERACTIVE BROKERS HONG KONG LTD,IFAST SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,75.37049180327868,0.0,0.0,0.0,24.62950819672131,0.0
2024-03-06,0.0,35.91307981613038,0.0,48.03175929795236,0.0,0.0,0.0,16.055160885917257,0.0
2024-03-07,41.636975455265244,20.31373713380839,0.0,28.54315122723674,0.0,0.0,0.0,9.506136183689629,0.0
2024-03-08,37.03366302273122,16.020301926080165,0.0,25.33836543466944,12.601943432240153,0.0,0.0,9.005726184279021,0.0
2024-03-18,37.05455965970745,16.081427145275402,0.0,25.35266287599288,12.609054212422413,0.0,0.0,8.902296106601849,0.0
2024-03-19,33.14779833309713,14.46357605608373,0.0,22.679663823781226,11.26023370809203,0.0,10.48502485987804,7.963703219067847,0.0
2024-03-22,33.293878832432775,14.086621804234175,0.0,22.77961183791025,11.309856930309833,0.0,10.531231779917984,7.998798815194988,0.0
2024-04-02,33.31336690554839,14.09486719724034,0.0,22.792945542381183,11.25794348395304,0.0,10.537396078645612,8.003480792231434,0.0
2024-04-05,33.31076717775432,14.101571111679059,0.0,22.791166813314163,11.25706493004817,0.0,10.536573755235901,8.002856211968387,0.0
2024-04-09,29.899465367999483,12.709987093881939,0.0,20.45716026876947,10.104247111008375,10.188303239488167,9.457540272516972,7.183296646335591,0.0
2024-04-10,29.89423038202074,12.707761749602117,0.0,20.453578500806273,10.102477996032546,10.186519407438015,9.455884387031709,7.199547577068601,0.0
2024-04-11,29.89527723255948,12.708206756115539,0.0,20.45079290595612,10.102831769466336,10.186876123874375,9.456215517739487,7.199799694288661,0.0
2024-04-17,29.98136919718975,13.756240265361633,0.0,20.509686788284895,10.131925750719507,10.216212134780953,8.184032295732827,7.220533567930436,0.0
2024-05-08,29.98136919718975,13.756240265361633,0.0,20.509686788284895,10.131925750719507,10.216212134780953,8.1805203630636,7.224045500599663,0.0
2024-05-13,29.991902151287487,13.761073061566487,0.0,20.51689218267763,10.135485264901535,10.219801260172813,8.18339431604797,7.191451763346081,0.0
2024-05-22,30.018266943513126,13.773169921253475,0.0,20.534927837661552,10.144395001995475,10.228785116396825,8.190588040865913,7.10986713831364,0.0
2024-05-24,30.018266943513126,13.685263552085402,0.0,20.622834206829623,10.144395001995475,10.228785116396825,8.190588040865913,7.10986713831364,0.0
2024-05-31,25.043746617246065,11.4173903987726,11.388054863318406,17.205291543885227,8.463301978535188,8.533707263625256,6.833272951022856,5.931645268838181,5.183589114756215
2024-06-06,25.043746617246065,11.332317345955436,11.388054863318406,17.205291543885227,8.463301978535188,8.533707263625256,6.833272951022856,6.016718321655345,5.183589114756215
2024-06-12,25.043011967080623,11.331984916110164,11.387720798431182,17.20478683225113,8.463053710323019,8.533456930096936,6.833072499182295,6.01947529066996,5.183437055854688
2024-08-09,25.071695298286212,11.344964148679823,11.400763868800173,17.109956285324525,8.472746976169114,8.543230833163241,6.8408988453863175,6.026369772997929,5.18937397119266
2024-08-26,25.008531960798386,11.448206969989469,11.372041826381556,17.186957597985725,8.451401511878101,8.521707798285405,6.823664510118979,6.011187487824563,5.1763003367378175
2024-09-12,24.988767202279636,11.339637359919328,11.36305426721911,17.322657175013575,8.444722194983806,8.514972916883151,6.78900049321861,6.064978990643482,5.172209399839302
2024-09-13,25.007799375171185,11.166654705183618,11.371708700294546,17.441306955577982,8.451153941357486,8.521458168252662,6.794171193721832,6.069598255283435,5.176148705157255
2024-09-17,25.0063343326689,11.17185886667438,11.371042506667525,17.44028518410573,8.450658843826844,8.520958952059718,6.793773167913273,6.069242677438205,5.175845468645419
2024-09-26,25.00706683246261,11.172186119129952,11.371375593723775,17.4407960548767,8.450906385340827,8.521208552844527,6.791042918008633,6.069420461152926,5.175997082460048
2024-10-02,24.99096174365895,11.244029993837886,11.364052183306086,17.414926954788225,8.44546381989646,8.515720711292477,6.7866693403316996,6.065511623856313,5.172663629031904
2024-10-07,24.952977506660606,11.378931876939175,11.3467797447413,17.388457676833074,8.432627399170183,8.50277750578373,6.776354152813238,6.0562925376362635,5.1648015994224306
2024-10-08,24.999743765072104,11.165986057891523,11.368045601031968,17.42104669771746,8.495286009426517,8.518713202834105,6.78905422956014,6.067643092565234,5.17448134390095
2024-10-09,24.99681573888766,11.088548811428788,11.366714149977966,17.419006305569017,8.582132708290938,8.517715471995338,6.788259080268269,6.066932436567322,5.173875297014701
2024-10-10,24.952867294516786,11.095046195178474,11.373374525926284,17.4292130486181,8.58716144654558,8.522706464688191,6.792236690412468,6.070487382204858,5.176906951909259
2024-10-16,24.952867294516786,11.095046195178474,11.373374525926284,17.4292130486181,8.58716144654558,8.522706464688191,6.786377146607251,6.076346926010076,5.176906951909259
2024-10-22,24.952867294516786,11.013012581905436,11.373374525926284,17.51124666189114,8.58716144654558,8.522706464688191,6.786377146607251,6.076346926010076,5.176906951909259
2024-10-28,24.95213625383972,10.962885272028675,11.373041321757167,17.563467986587895,8.586909869672915,8.522456776144152,6.786178327061363,6.07616890812065,5.1767552847874585
2024-11-01,24.9331442196646,10.9545409968281,11.36438486095315,17.55009975306907,8.580374041075139,8.515970005284059,6.781013104757555,6.147657961875738,5.172815056492586
2024-11-11,24.772871713057025,10.884124216303789,11.291333566993938,17.437286124195943,8.525218620520151,8.461228579697416,6.737424139079446,6.7509493067987965,5.1395637333535
2024-11-18,24.562825258440316,10.791838924161521,11.195595591553987,17.289437292984584,8.45293422948087,8.389486753176339,7.528187262342337,6.693708750127976,5.0959859377320695
2024-11-20,24.499940310700783,11.020226761805176,11.16693299121057,17.24517343696738,8.43129330170999,8.36800826157433,7.5089138417327455,6.676571734312143,5.082939359986883
2024-12-09,24.464752745713927,11.148022238595251,11.150894699878064,17.220405390460844,8.41918401992339,8.355989871701516,7.498129309589569,6.666982637407775,5.07563908672966
2024-12-10,24.505579716504077,11.002622617812797,11.169503400195941,17.249142937705994,8.433234020086116,8.369934412975269,7.507764991576836,6.678108550194431,5.084109352948539
2024-12-11,24.497121581023578,10.915413455440232,11.165648230308033,17.24318937163747,8.548250010426448,8.3670455182808,7.505173675876936,6.675803591588085,5.082354565418417
2024-12-12,24.497826202635594,10.912851075824756,11.165969392818056,17.243685345168533,8.548495887546435,8.367286183335324,7.505389550528024,6.675995610698275,5.082500751445004
2025-01-06,24.64456073392584,11.007151465522355,11.232850154878491,17.31803404867279,8.599698779056899,8.41740368380771,7.550344552197885,6.117013196139395,5.1129433857986335
2025-01-27,24.716900057437424,10.934812142010774,11.232850154878491,17.31803404867279,8.599698779056899,8.41740368380771,7.550344552197885,6.117013196139395,5.1129433857986335
2025-02-03,24.670783294471246,10.909401823354061,11.25140751282159,17.31766097091937,8.613906009300816,8.547243883387653,7.559919831547707,6.008286392086336,5.121390282111219
2025-02-04,24.670259404142413,10.957801024523981,11.244563462120565,17.307126915551358,8.608666308455003,8.542044732043674,7.549528073028834,6.0017350575769735,5.118275022557197
2025-02-05,24.678911972560318,10.944586152404376,11.245866448817837,17.309132414138737,8.609663855200054,8.543034558877846,7.547505964046253,6.002430520852798,5.118868113101782
2025-02-11,24.678911972560318,10.944586152404376,11.245866448817837,17.309132414138737,8.609663855200054,8.543034558877846,7.544609038119201,6.00532744677985,5.118868113101782
2025-02-14,24.61473561335304,10.919014659333389,11.216622097785715,17.264120822841225,8.587274826022448,8.520818796076783,7.524989634304024,6.246866814892507,5.10555673539087
2025-02-17,24.615446850254347,10.916440685557099,11.216946199399857,17.264619665485352,8.587522953275727,8.521065003098963,7.525207067080632,6.247047316615788,5.105704259232238
2025-02-18,24.661717566128853,10.915179119591706,11.215649905308366,17.227954761811898,8.586530530287598,8.520080260369491,7.521448269187155,6.246325372302083,5.10511421501285
2025-02-20,24.574178914351464,11.574939782514933,11.125010209389199,17.042873703049345,8.517138161335575,8.451224911769383,7.454931815609117,6.195845459221908,5.0638570427590714
2025-02-24,24.68894206487502,11.191898320351902,11.171753478942167,17.114481694814287,8.552924095676486,8.486733902473068,7.486254743030964,6.221878161121319,5.085133538714788
2025-03-07,24.68965259221207,11.192220413930846,11.172074992769234,17.114974235445292,8.553170241759442,8.486978143656998,7.483592273943193,6.222057221629851,5.085279884653074
2025-03-18,24.701737817211747,11.436682901266472,11.177543560603334,17.123351765818658,8.557356893898277,8.491132395728808,7.199322782523067,6.225102827930038,5.087769055019601
2025-03-21,24.691073769583554,11.431745542928766,11.172718075943976,17.115959401761675,8.596833820928556,8.487466668201645,7.196214745282463,6.222415373567974,5.085572601801392
2025-03-31,24.675449811389132,11.487789549678075,11.165648230308033,17.105128806193168,8.591393937127794,8.482095989484387,7.191661141847164,6.21847796855383,5.082354565418417
2025-04-01,24.844810434878305,18.126083286152618,11.242283961790136,9.982522621404069,8.650361203984321,8.540313086893123,7.235229298283974,6.261158661872816,5.117237444740641
2025-04-10,24.843371505269694,18.13951265986821,11.241632845722924,9.973256960502255,8.649860203548267,8.539818460081634,7.234810257627992,6.260796036180567,5.116941071198456
2025-04-17,24.874505369447217,18.1389873846586,11.241307315971373,9.944010644782507,8.649609725091832,8.539571168160633,7.234600755501567,6.26061473908555,5.1167928973007255
2025-04-22,24.87378508644292,18.138462139869436,11.240981805072341,9.943722699283466,8.649359261141443,8.539323890561137,7.234391265508109,6.263329120136907,5.116644731984242
2025-04-23,24.953267091462873,17.83330694697213,11.2769013794015,9.975496995585974,8.676997532270034,8.566610553285683,7.083212900170954,6.501212078078453,5.132994522772398
2025-04-24,25.040693686592068,16.20142533933343,11.35474511054204,10.044357215250225,8.73689429293897,8.625745319677609,6.696286893049826,8.131424885962616,5.168427256653216
2025-04-25,25.44666786441312,16.448721356165745,11.52806216007139,10.197672709347025,8.861344020003356,8.757407344165514,6.771771392766304,6.7410358329114,5.247317320156142
2025-04-28,25.445912217690385,16.448232906265265,11.527719830677336,10.197369886281805,8.86108087963451,8.757147290228609,6.771570302907022,6.743805186880017,5.247161499435047
2025-04-29,25.44137927963101,16.445302815950072,11.525666281191222,10.210398336171204,8.85950236555245,8.75558729088947,6.770364014506544,6.745572846694091,5.2462267694139335
