date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,65.1847699620665,0.0,0.0,18.301371208126636,12.994976134415758,3.518882695391105,0.0
2024-03-04,0.0,59.13947997095056,0.0,26.211497436473728,0.0,0.0,7.29334904106818,5.262872416108248,1.4325125378737351,0.6602885975255453
2024-03-05,0.0,59.11999449947387,0.0,26.21999431759908,0.0,0.0,7.265246306301021,5.286179118882032,1.448514714289604,0.6600710434543936
2024-03-06,0.0,59.13831048045402,0.0,26.20240988087492,0.0,0.0,7.235197786430728,5.310228637600277,1.470056943653476,0.6437962709865801
2024-03-07,0.0,59.13237193068353,0.0,26.213769351469217,0.0,0.0,7.230853331805685,5.308799597616141,1.4770936175975606,0.6371121708278609
2024-03-08,0.0,59.08786529182692,0.0,26.1641115859282,0.0,0.0,7.22533041765161,5.348210483285402,1.5497109679876548,0.6247712533202061
2024-03-11,0.0,59.0478114521369,0.0,26.146375742436163,0.0,0.0,7.220432589225642,5.370251985804447,1.5809086097237208,0.6342196206731235
2024-03-12,60.47517407219325,23.34038799880533,0.0,10.320557682417588,0.0,0.0,2.86345397812756,2.1308148405397263,0.6189174282758558,0.25069399964069505
2024-03-13,60.47194913898631,23.339143336123907,0.0,10.322608618321304,0.0,0.0,2.86590257574507,2.133822766440237,0.6160229981808332,0.2505505662023311
2024-03-14,60.46833133064183,23.337747043318455,0.0,10.328233791995931,0.0,0.0,2.8667715756778693,2.142018756369038,0.6102636355167761,0.2466338664800997
2024-03-15,47.149757923758926,18.193140498083956,22.11129611127938,8.078026478857343,0.0,0.0,2.21332226838288,1.5682052665417838,0.4757362414298195,0.2105152116659091
2024-03-18,43.9655598194287,16.964490213611953,20.618038239718985,7.525680496082969,0.0,6.783623858549094,2.056474282187084,1.459840505728244,0.4413390475672415,0.18495353712573845
2024-03-19,43.96207325558155,16.964458137211203,20.617999255201976,7.525099027565851,0.0,6.783611032096033,2.0564703938124635,1.4628630200580914,0.4424726910566151,0.18495318741621566
2024-03-20,43.962572001276726,16.964650597435217,20.61823316451539,7.525184399125193,0.0,6.78368799154197,2.053657497175002,1.4668503340531447,0.44020872918417175,0.18495528569318945
2024-03-21,43.96223950288923,16.964522290134003,20.618077224383413,7.525127484537071,0.0,6.783636685050659,2.0536419649216513,1.4677846418334983,0.4400163194138893,0.18495388683658368
2024-03-22,43.913158328027826,16.94558242959965,20.5950583912894,7.516915005248611,0.0,6.7760631660011255,2.0513491981854064,1.5834559644256703,0.4336701201861543,0.18474739703616014
2024-03-25,40.49677563013562,15.628449579037538,18.99426195486658,6.940310487116032,7.78809321733282,6.249378678731196,1.8831940975932635,1.4656040194849833,0.3943881035840168,0.15954423211794602
2024-03-26,40.4871045476504,15.62330611784757,18.98801077501007,6.942553792899399,7.78553008686971,6.247321952852349,1.8869276135045039,1.4780074198584539,0.3939100436241453,0.16732764988339593
2024-03-27,40.52832835519275,15.632983698015842,19.0073991452029,6.944413445199168,7.793479773714752,6.253700998670833,1.8888543267095457,1.3838002082588587,0.39954154342315035,0.16749850561219637
2024-03-28,40.529811948535176,15.633555964168384,19.008094936319214,6.942924496137734,7.793765064403411,6.253929923710273,1.892409787830019,1.3838508641052638,0.3941523776728357,0.16750463711768596
2024-04-02,40.53376872852058,15.635082212092213,19.00995062836388,6.943602308922095,7.79452594169682,6.254540472428922,1.8925945370013741,1.3839859644952888,0.3844282164849748,0.16752098999384663
2024-04-03,40.533213531564655,15.634868056085455,19.00951591580625,6.945773497688547,7.79441917893551,6.254454803073717,1.8925436845979957,1.3864076346243699,0.38128500218914196,0.16751869543435668
2024-04-05,40.521254557454775,15.631734205112924,18.990367643146723,6.959544999884046,7.792856866542685,6.253201160945306,1.9019248937345572,1.3845610833755633,0.3869603303581668,0.17759425944525342
2024-04-08,40.52789512412191,15.63429591190719,18.94501695952589,6.96887875336,7.794133949054441,6.254225926827947,1.9240270916987494,1.3846136592090283,0.3894635850554326,0.17744903923940866
2024-04-09,40.533547903701155,15.636476563737144,18.931619331917723,6.982926895246412,7.795221065004829,6.255098258354044,1.9103475789786204,1.3846324349520451,0.39352792060010466,0.17660204750791672
2024-04-10,40.533547903701155,15.636476563737144,18.922727562506232,6.995305633054566,7.795221065004829,6.255098258354044,1.9103475789786204,1.3792276339372174,0.39544575321826936,0.17660204750791672
2024-04-11,40.52577573824244,15.63347832427058,18.916484471114767,7.004248892125616,7.793726358742045,6.2538988652306005,1.909981276539397,1.386284401425899,0.3995534876231385,0.1765681846855247
2024-04-12,40.515958809144124,15.629691283912347,18.91190215816802,7.002726461654703,7.791838413164652,6.252383926142338,1.9431532476178615,1.383160224871919,0.3952741538122155,0.1739113215118187
2024-04-15,40.54119080160258,15.632633573541602,18.855675513510725,7.002650280460321,7.793305226868099,6.253560937514465,1.9616468255348,1.3898699108986443,0.39552286974794126,0.17394406032082005
