date,HAITONG INTERNATIONAL SECURITIES CO LTD,FUNDERSTONE SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,65.22463216669136,34.775367833308636,0.0
2024-03-06,0.0,0.0,0.0,0.0,65.19236483849225,34.80763516150774,0.0
2024-03-07,0.0,0.0,0.0,0.0,65.20447210135374,34.79552789864626,0.0
2024-03-08,0.0,0.0,0.0,0.0,65.17046938901616,34.829530610983845,0.0
2024-03-12,0.0,0.0,0.0,0.0,65.24723465596882,34.752765344031175,0.0
2024-03-25,0.0,87.48462550709506,0.0,0.0,8.165935763458952,4.349438729445984,0.0
2024-04-02,0.0,87.36552637670631,0.0,0.0,8.24364465253692,4.390828970756769,0.0
2024-04-03,0.0,87.3658045710499,0.0,0.0,8.243352476662691,4.390842952287403,0.0
2024-04-10,0.0,87.3645284647839,0.0,0.0,8.243232070357273,4.392239464858816,0.0
2024-04-11,0.0,87.3645284647839,0.0,0.0,8.238850128455882,4.3966214067602065,0.0
2024-04-12,0.0,87.40921437633897,0.0,0.0,8.205798644467428,4.384986979193608,0.0
2024-04-16,0.0,87.4066596642727,0.0,0.0,8.205558813312784,4.387781522414524,0.0
2024-04-18,0.0,74.0527723008083,15.268597528973826,0.0,6.961208783413979,3.717421386803896,0.0
2024-04-19,0.0,74.05185547360719,15.268408492627145,0.0,6.961122598584338,3.718613435181332,0.0
2024-04-23,0.0,74.05368915071196,15.268786570001438,0.0,6.961294970377736,3.7162293089088756,0.0
2024-04-24,0.0,74.06561026577408,15.27124452940424,0.0,6.946317659718266,3.7168275451034107,0.0
2024-04-26,37.539702824891755,46.261600276559975,9.53846471540335,0.0,4.3386906529870535,2.321541530157871,0.0
2024-05-06,37.54144500523888,46.263747231510685,9.538907386083148,0.0,4.3342511065713065,2.3216492705959806,0.0
2024-05-09,37.54042871371851,46.26249481690585,9.538649156526755,0.0,4.334133773244204,2.3242935396046778,0.0
2024-05-13,37.53723501284437,46.258559098130135,9.53783766893343,0.0,4.333765052712911,2.3326031673791534,0.0
2024-05-14,35.44865277966092,43.68471995862074,9.00714971891511,5.564027911136206,4.091902790869387,2.2035468407976415,0.0
2024-05-16,35.44800553035614,43.68392232874187,9.006985259311248,5.568673602668355,4.0816031584917996,2.2108101204305823,0.0
2024-05-17,35.457198686221645,43.69525140355937,9.009321148682972,5.570117793494537,4.072068848178486,2.1960421198629985,0.0
2024-05-21,35.45538557386265,43.69301703639884,9.008860454885207,5.5698329641852125,4.071860621961277,2.2010433487068113,0.0
2024-05-22,35.45551507573888,43.69317662647501,9.008893360022544,5.569853308169841,4.071875494556278,2.200686135037455,0.0
2024-05-24,35.45564457856113,43.69333621771699,9.008926265400252,5.569873652303085,4.071890367259926,2.200328918758622,0.0
2024-05-27,35.457198686221645,43.69525140355937,9.009321148682972,5.570117793494537,4.072068848178486,2.1960421198629985,0.0
2024-05-28,35.45776855983357,43.695953680435835,9.009465947893688,5.570207317294033,4.070673190054193,2.195931304488684,0.0
2024-05-30,35.460359125319926,43.699146132586534,9.01012418479023,5.570614279926317,4.063664536851888,2.1960917405250977,0.0
2024-06-11,40.21692323006678,40.49067076862444,8.348583536251535,5.143669534149174,3.765302470134683,2.034850460773384,0.0
2024-06-13,45.32727684270434,37.029463068711856,7.634933179996424,4.703980384538978,3.4434383553957213,1.8609081686526752,0.0
2024-07-05,45.32741715270126,37.02957769293398,7.634956813832947,4.703994945649178,3.4434490145144387,1.8606043803682044,0.0
2024-07-18,45.32587379050966,37.02831686551931,7.6381017694565765,4.703834778394906,3.44333176783789,1.8605410282816623,0.0
2024-07-26,45.324751411291295,37.02739995405429,7.640388875395699,4.7037182999696645,3.4432465025424874,1.8604949567465674,0.0
2024-07-29,45.32208598341164,37.02522247130864,7.644891761186089,4.70344168682774,3.4430440143889145,1.8613140828769779,0.0
2024-07-31,24.463097849131444,19.984773881171268,4.126414994851838,2.538734740820718,1.8587552636647606,1.00433076480582,0.0
2024-08-01,45.32180543029224,37.024993277496485,7.644844437719294,4.703412571547441,3.4442607427443357,1.8606835402002069,0.0
2024-08-07,45.322927663610564,37.02591006977059,7.645033735101866,4.703529034831449,3.4443460276116484,1.8582534690738821,0.0
2024-08-08,45.320262450219765,37.02373276224852,7.644584169124243,4.703252443948781,3.443833983106791,1.8643341913519014,0.0
2024-08-19,45.32068325254739,37.02407653062234,7.6446551497108075,4.703296114030744,3.443865959385781,1.8634229937029394,0.0
2024-08-20,45.31900009012137,37.02270149542864,7.644371235272975,4.7031214385684725,3.44745195247228,1.8633537881362603,0.0
2024-08-28,45.31905619352133,37.0227473282896,7.644380698747809,4.703127260874847,3.447332423660758,1.8633560949056647,0.0
2024-09-04,45.317934151914066,37.02183069263108,7.646667305226944,4.7030108174862555,3.447247072138941,1.863309960602719,0.0
2024-09-05,45.31787805129216,37.02178486203962,7.646657839155744,4.703004995468183,3.447366598096747,1.8633076539475386,0.0
2024-09-11,45.316756068022,37.02086827403875,7.646468522653358,4.702888558133706,3.4472812479476334,1.8657373292045552,0.0
2024-09-19,45.31633533861866,37.02052456523936,7.646397531381734,4.702844895619688,3.4472492427312753,1.86664842640928,0.0
2024-09-26,45.31857931904933,37.022357752588626,7.646776166730275,4.703077771730156,3.442468130542749,1.8667408593588664,0.0
2024-09-27,45.31914034888172,37.0228160777938,7.646870831426645,4.703135994361439,3.4425107472211023,1.865526000315301,0.0
2024-10-02,45.31030574220423,37.015598773678526,7.65280649893218,4.702219155331814,3.441839657076837,1.8772301727764193,0.0
2024-10-03,45.316195097220266,37.02040999705781,7.65380119745833,4.7028303416285135,3.429289194734106,1.877474171900972,0.0
2024-10-04,45.32643500096425,37.02877533828117,7.648101685803094,4.703893019770826,3.4148965385971666,1.8778984165834927,0.0
2024-10-07,45.32980255556005,37.03152641328993,7.648669906091776,4.704242498315886,3.415150250377775,1.8706083763645802,0.0
2024-10-08,45.33092518495895,37.03244352913633,7.651335912885897,4.7043590027043996,3.4152348293491492,1.8657015409652706,0.0
2024-10-09,45.332732983348976,37.038979294650645,7.657949942476079,4.705189263535355,3.4090257753303383,1.8561227406586132,0.0
2024-10-10,45.33217154024437,37.038520569174416,7.657855099237923,4.70513099005626,3.4089835547561744,1.8573382465308632,0.0
2024-10-14,45.323751562190516,37.03164105028654,7.656432732523857,4.7042570610488745,3.408350371616216,1.8755672223339976,0.0
2024-10-15,45.32256143135411,37.030769826912554,7.658729073112827,4.704146386539384,3.408270185201942,1.875523096879191,0.0
2024-10-16,45.31919448348797,37.02801886431219,7.6618745451976915,4.703796922273951,3.408016989714642,1.879098195013559,0.0
2024-10-17,45.326490169561936,37.033979799952235,7.663727158939629,4.7045541604837595,3.391848010439738,1.8794007006226996,0.0
2024-10-18,45.32789345542218,37.03512635376674,7.663964424166181,4.704699811168546,3.3919530203872403,1.876362935089113,0.0
2024-10-21,45.33210383439183,37.038566441210726,7.668701417960039,4.7051368173392145,3.3910295938741584,1.8644618952240395,0.0
2024-10-22,45.330980990188635,37.037649022072735,7.668511469640752,4.705020274422524,3.390945600465508,1.8668926432098463,0.0
2024-10-23,45.33041958894583,37.03719032954639,7.6684164990097266,4.7049620051291665,3.390903605321507,1.8681079720473757,0.0
2024-10-25,45.3325249153091,37.038910485104836,7.664128250220716,4.705180522421471,3.3904418390371616,1.8688139879067085,0.0
2024-10-29,45.33463043724105,37.04063080045254,7.664484219585985,4.705399060012357,3.38905110655833,1.8658043761497392,0.0
