date,HAITONG INTERNATIONAL SECURITIES CO LTD,FUNDERSTONE SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD
2024-11-01,45.329016146672785,37.03604364793492,7.663535041418,4.7048163382098895,3.388631402736342,1.877957423028068,0.0
2024-11-05,45.32761279129897,37.0348970373244,7.663297783608389,4.70467068031011,3.391312831540383,1.8782088759177553,0.0
2024-11-07,45.32789345542218,37.03512635376674,7.663345233995049,4.704699811168546,3.3913338302161082,1.8776013154313764,0.0
2024-11-08,45.32677081978295,37.034209105035806,7.6631554359740175,4.704583289899251,3.39124983707343,1.8800315122345517,0.0
2024-11-14,45.329977495253985,37.036829117178264,7.663697571496201,4.704916119076453,3.384368739161607,1.8802109578334856,0.0
2024-11-15,45.33559202397795,37.04141646428084,7.664646789927899,4.705498865597718,3.372402017206915,1.8804438390086633,0.0
2024-11-18,45.336731148630015,37.03728780075761,7.6637924827593125,4.704974387233244,3.376979937264523,1.8802342433552925,0.0
2024-11-20,45.33713822088663,37.03762035345698,7.6638612948951055,4.705016632549406,3.3776294905699675,1.878734007641913,0.0
2024-11-22,45.335594192428545,37.03635897829989,7.663600289891205,4.704856395713524,3.380920119304134,1.878670024362712,0.0
2024-11-25,45.33433097463985,37.03532700798334,7.663386753565408,4.704725300965608,3.380825914330913,1.8814040485148877,0.0
2024-11-26,45.33405026913557,37.035097689056144,7.663339302664582,4.704696169791513,3.38080498060535,1.8820115887468432,0.0
2024-12-03,45.33966503978081,37.03968460723605,7.664288432343172,4.705278861825251,3.381223704378093,1.869859354436621,0.0
2024-12-04,45.34022659334113,37.04014336154635,7.664383358242001,4.705337138967238,3.3800270343591317,1.869882513544146,0.0
2024-12-06,45.33896311739111,37.03911118032806,7.664169778276207,4.705206017427747,3.379932844647495,1.8726170619293812,0.0
2024-12-11,45.33879387077494,37.03922586428926,7.66419350879569,4.705220586126809,3.379943309911776,1.8726228601015198,0.0
2024-12-19,45.33795159313128,37.03853777117471,7.664051127883052,4.705133175285676,3.3755457888519134,1.878780543673361,0.0
2024-12-30,45.33963617971446,37.03991398297074,7.664335894998662,4.7053080002157985,3.3719555900570533,1.8788503520432893,0.0
2025-01-02,45.3351442269889,37.03624431209136,7.6635765630451225,4.704841829269644,3.3815288606879044,1.8786642079170701,0.0
2025-01-03,44.86187560259079,36.64961065960545,7.583573942565913,4.655726423142326,3.328764733096365,1.8611968150023754,1.0592518239967759
2025-01-07,44.86091351249057,36.64882468650204,7.583411308228485,4.655626578268681,3.328693345720054,1.8611569005091397,1.0613736682810335
2025-01-10,44.85720298004615,36.64579339171997,7.582784069692856,4.655241502439518,3.3284180230908484,1.8692741529872305,1.0612858800234288
2025-01-14,49.077287311314926,30.685544493755973,8.296158647553627,5.093198183141524,3.6415495563566753,2.0451320763485286,1.1611297315287477
2025-01-17,49.83610872340747,29.613820772107907,8.424431890937006,5.171948009163542,3.6978543345533805,2.076753424941949,1.1790828448887465
2025-01-27,49.83627833748448,29.61392156089351,8.4244605629637,5.171965611564901,3.6975265762277414,2.0767604930422556,1.1790868578234155
2025-02-07,49.836787186642844,29.61422393136668,8.42454658021479,5.172018419487891,3.6975643295140843,2.0757606559823936,1.1790988967913172
2025-02-10,49.83424304475695,29.61271214074423,8.42956178899489,5.1717543906562105,3.697375570791511,2.0753143596460624,1.179038704410141
2025-02-13,49.834412646134744,29.61281292198364,8.429590477406839,5.171771991739655,3.6973881541067724,2.074981091583994,1.1790427170443563
2025-02-14,49.78142497041181,29.621785200471905,8.432144528367976,5.173338968126193,3.7257431415635778,2.086163240149403,1.179399950909128
2025-02-19,49.75751203112587,29.631872900923558,8.441827096628433,5.175100748974042,3.727011943579308,2.0868736831465906,1.179801595622198
2025-02-21,49.728553076352355,29.614627101602732,8.450528013215148,5.172088831729383,3.7466253348281096,2.1111855079412982,1.176392134330972
2025-02-24,55.11838664176763,21.985902316878345,9.366439229477102,5.732666131168661,4.152703648743391,2.3400065334806754,1.3038954984842062
2025-02-25,55.11589160544222,21.984907084102687,9.366015240178047,5.732406631369953,4.156287907270679,2.340655056407993,1.3038364752284204
2025-02-26,54.89225958174584,21.89570360541834,9.328012753397532,6.11489618311174,4.139423822363524,2.3311578785198646,1.298546175443164
2025-02-28,24.40940390102881,9.736547139327483,4.147966081675856,2.719162444463662,1.8373712395293007,1.0366156293697077,0.5774354767328436
2025-03-04,54.905048604817395,21.90080495596779,9.330186031947623,6.116320856626037,4.11708983338711,2.331701001213647,1.2988487160403952
2025-03-06,54.89762199502019,21.89784259209077,9.328924004998273,6.115493546031638,4.116532944349224,2.3449118873644306,1.2986730301454774
2025-03-11,54.90793727352934,21.90195720283124,9.330676912424954,6.116642648977372,4.098516414103312,2.3453524969631445,1.2989170511706412
2025-03-17,54.90814361863984,21.902039510818096,9.330711977292697,6.116665635441005,4.098156014437788,2.3453613108440545,1.2989219325265209
2025-03-20,54.8974157289826,21.897760315644923,9.328888953567636,6.1154705683765815,4.104869892395537,2.3569263903725552,1.2986681506601678
2025-03-21,54.88256864657664,21.891838035923826,9.344396035264955,6.113816630859229,4.112774770968503,2.3562889563535228,1.2983169240533265
2025-03-24,54.86051906198407,21.88304278550892,9.340641836875065,6.111360347920765,4.130647178291783,2.375993476317435,1.2977953131019655
2025-03-25,54.82552342418894,21.869083547567485,9.334683422261307,6.107461898601872,4.191802435375857,2.374477825198516,1.2969674468060193
2025-03-26,54.81359394864895,21.86432505770786,9.349159103823661,6.106132977092686,4.190515187001572,2.3795884858270315,1.2966852398982416
2025-03-28,54.813799585279156,21.864407083092487,9.349194177779497,6.1061558846329245,4.190155751719563,2.3795974130022493,1.2966901044941195
2025-03-31,24.40940390102881,9.736547139327483,4.163335849023218,2.719162444463662,1.8656048338956503,1.0596702803907505,0.5774354767328436
2025-04-02,54.814827791574395,21.864817219247517,9.349369551506216,6.106270424912339,4.189108861454224,2.3788917232842985,1.296714428021014
2025-04-03,54.81236016126812,21.863832918324118,9.353450422540382,6.1059955354605995,4.18892027795594,2.378784631361397,1.2966560530894475
2025-04-09,54.7860525888245,21.85333922006515,9.34896116913358,6.103064920551536,4.231530773017156,2.381017614385058,1.2960337140230263
2025-04-11,54.786258018859954,21.85342116304222,9.348996224724077,6.103087805077503,4.231171672131075,2.3810265424335277,1.2960385737316427
2025-04-15,54.78646345043602,21.85350310663381,9.34903128057747,6.103110689775089,4.230812568551958,2.381035470548952,1.296043433476704
2025-04-17,61.47888930148435,12.307538592038556,10.491059706650265,6.848634550591755,4.74762635103552,2.6718902242926523,1.4543612739069007
2025-04-25,61.45406539327962,12.302569061656563,10.486823632998199,6.845869213134567,4.78608729602998,2.670811370097098,1.453774032803976
