date,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,33.94484115118255,11.969383330959271,19.347367867912844,17.07962920495342,2.5282974890346854,2.770983292136228,9.889218641939353,0.0,2.4702790218816486
2024-03-04,0.0,34.0828647880449,11.96030797496799,19.336489490360808,16.937458959420518,2.5263804980644404,2.790786258127311,9.886775257383327,0.0,2.478936773630698
2024-03-05,0.0,34.09994582727386,11.966900806197984,19.345104317989115,16.574761283037763,2.5275060556546736,3.102614502642313,9.891180031304913,0.0,2.4919871758993883
2024-03-06,0.0,34.067978056168506,11.968539354202425,19.342984933874604,16.60294996245553,2.5268077790610124,3.100167732755224,9.890096387118378,0.0,2.5004757943643225
2024-03-07,0.0,33.78634010703359,11.957420568712564,19.324334936632354,16.682517273653925,2.5226876362118786,3.3455481681404926,9.880560616347946,0.0,2.5005906932672546
2024-03-08,0.0,33.76819576912951,11.958481949388315,19.32400930308407,16.701074037645675,2.5159110578507287,3.3446498760085452,9.884603701648546,0.0,2.5030743052446063
2024-03-11,0.0,33.75038920147181,11.939632289902809,19.34299513883358,16.668853740635743,2.5200147421933785,3.3449135249503117,9.900841590062734,0.0,2.532359771949631
2024-03-12,0.0,33.6999287828972,11.954031858471549,19.365015685207588,16.682216392376425,2.5221870340407135,3.335702867652348,9.906794404038164,0.0,2.5341229753160115
2024-03-13,0.0,33.71454829199211,11.955728072882025,19.368446892348558,16.650789749297743,2.5247432855318537,3.3358720359474354,9.90981536137121,0.0,2.5400563106290663
2024-03-14,0.0,33.769911670767726,11.961739230054565,19.341679766308733,16.855341668908398,2.528294804243709,3.3583272166154594,9.85190682644138,0.0,2.332798816660023
2024-03-15,0.0,33.691484279860674,11.9764657643075,19.358665190587825,17.03976945266006,2.522493283417334,3.338899790029969,9.86478055375272,0.0,2.2074416853839156
2024-03-18,0.0,33.70974000078292,11.970729418135244,19.359942965902306,16.928486409494045,2.521285089366131,3.363464464550825,9.864275621715262,0.0,2.2820760300532643
2024-03-19,0.0,33.74573426826635,11.962097361993049,19.345982570611923,16.643367443517754,2.524105633620995,3.361039080676865,9.857162522922824,0.0,2.5605111183902425
2024-03-20,0.0,33.74684679301358,11.961744343859342,19.34541164375394,17.00593295819777,2.5240305112299533,3.364313345033084,9.856871624344407,0.0,2.1948487805679244
2024-03-21,0.0,33.69776463025846,11.951544396917487,19.32210401121933,17.10634658753095,2.5209895226614374,3.356890582609328,9.844995922447145,0.0,2.199364346355859
2024-03-22,0.0,33.626992265792374,11.95872763526817,19.32690635698512,17.11812857498701,2.5211960788581336,3.388056946497555,9.847442813037059,0.0,2.2125493285745823
2024-03-25,0.0,33.62784857092442,11.957328258609369,19.32739851307715,17.117300617899918,2.5288434830206064,3.3763471301631034,9.845587131241961,0.0,2.219346295063469
2024-03-26,0.0,33.6165560972299,11.960805138168267,19.33301841706936,17.503562019067363,2.524521866581036,3.354572661845337,9.848449971493697,0.0,1.8585138285450344
2024-03-27,0.0,33.61335557632159,11.961690711206655,19.334449825713097,17.48821098801605,2.5253122344272105,3.3666214292156487,9.851286360242112,0.0,1.8590728748576388
2024-03-28,0.0,33.579699406131915,11.960304550798787,19.333052073283504,17.6923876987987,2.522912623449419,3.362860142886617,9.850144760492643,0.0,1.6986387441584088
2024-04-02,0.0,33.58216961840424,11.964262259343544,19.33944945096412,17.89079717446297,2.521639797848046,3.0052480667022192,9.853404209440628,0.0,1.843029422834233
2024-04-03,0.0,33.24957213866128,11.959674584084075,19.321499480984905,17.87719503283599,2.5202515078274943,3.0635091176416385,10.165975421511636,0.0,1.8423227164529845
2024-04-05,0.0,33.225059646257385,11.949694165009742,19.309457522093112,17.86731655152341,2.5207863280421097,3.1138173367433875,10.161324000778656,0.0,1.8525444495521934
2024-04-08,0.0,33.21980609827543,11.926490891801306,19.282470740989705,18.044114800851744,2.515471309389671,3.182162668875679,10.135288917764962,0.0,1.694194572051505
2024-04-09,0.0,33.181367317694146,11.907944992543722,19.252486166059494,17.99585541765246,2.5115597080718555,3.2032318960969697,10.119528368503603,0.0,1.8280261333777428
2024-04-10,0.0,33.173646483216395,11.910413835029514,19.255799155342157,18.11652238912077,2.510732769957881,3.2151152827891694,10.121269748226789,0.0,1.6965003363173243
2024-04-11,0.0,33.18576418972717,11.907206943982203,19.262832935089975,18.032009565041292,2.510810166521992,3.2305650575208955,10.124966856905736,0.0,1.745844285210733
2024-04-12,0.0,33.18513346134929,11.907281935451145,19.262954252217035,17.71302497607181,2.5099862475938153,3.562279537748662,10.113484309047859,0.0,1.7458552805203895
2024-04-15,0.0,33.2060274287281,11.898446771135127,19.25680943986546,17.711571906091443,2.5091855711090685,3.5619826476450718,10.110677876390548,0.0,1.7452983590351727
2024-04-16,0.0,33.21147166964839,11.899645490177798,19.258749483353544,17.627783122129,2.5094383611230544,3.5484889492635867,10.113795356865705,0.0,1.8306275674389232
2024-04-17,0.0,33.2772273124369,11.904903994137962,19.291759449422347,17.54335344645808,2.5137395996444867,3.6428748536074327,10.131130648642854,0.0,1.695010695649945
2024-04-18,0.0,33.273175671553076,11.801651163521171,19.270782294508994,17.224763614102915,2.5110056209216074,3.654665097622684,10.122214610131968,0.0,2.141741927637587
2024-04-19,0.0,33.27255395102143,11.801728612920984,19.281409745092088,17.221936377552836,2.511205919353206,3.6492285698367573,10.120180841210615,0.0,2.1417559830120894
2024-04-22,0.0,33.26942386234846,11.79977837510461,19.279595862024053,17.012345800293787,2.5109691021822518,3.668205265098697,10.119228793361627,0.0,2.340452939586518
2024-04-23,0.0,33.286484667652175,11.794226682717463,19.28425300755755,16.39957939750609,2.511575647496929,4.246310554478459,10.121673176610877,0.0,2.3558968659804544
2024-04-24,0.0,21.02587065652557,10.775044042167782,17.60948906181996,14.979276551965818,11.689809233398387,3.8953844457600284,9.247680845745112,8.624976697974294,2.1524684646430527
2024-04-25,0.0,21.025257333210885,10.766285805790764,17.608975394139904,14.811027120932335,11.689468242403807,3.907936711180235,9.247411091480847,8.62472510795056,2.318913192910669
2024-04-26,0.0,21.017781436847883,10.766781700011691,17.60978646206917,15.08149164809911,11.690006658330311,3.912338869393158,9.21482741992117,8.62512236206542,2.0818634432620833
