date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,KINGSTON SECURITIES LTD,CHINA SOUTHERN SECURITIES LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,THE HONGKONG AND SHANGHAI BANKING,USMART SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,81.34271798730464,0.0,0.0,0.0,0.0,0.0,18.65728201269537,0.0,0.0,0.0
2024-03-04,60.201978769486175,0.0,0.0,0.0,0.0,25.9927496990073,13.805271531506527,0.0,0.0,0.0
2024-03-05,60.242059125786405,0.0,0.0,0.0,0.0,25.9487544238705,13.809186450343097,0.0,0.0,0.0
2024-03-06,60.23934996699703,0.0,0.0,0.0,0.0,25.928664983547783,13.831985049455186,0.0,0.0,0.0
2024-03-07,49.83427579763754,17.29651416783933,0.0,0.0,0.0,21.42891971218155,11.44029032234158,0.0,0.0,0.0
2024-03-08,49.992884520264944,17.1199181198585,0.0,0.0,0.0,21.440646460418904,11.446550899457655,0.0,0.0,0.0
2024-03-11,49.85344274678104,17.107747477317947,0.0,0.0,0.0,21.425404188693,11.613405587208012,0.0,0.0,0.0
2024-03-13,49.58562205100063,17.10213609214839,0.0,0.0,0.0,21.40744318195951,11.904798674891477,0.0,0.0,0.0
2024-03-14,48.85075755186462,17.06642092824715,0.0,0.0,0.0,22.068727179243638,12.014094340644599,0.0,0.0,0.0
2024-03-15,43.65809520464866,15.250318370344083,0.0,0.0,10.49906456556191,19.758180332001313,10.834341527444034,0.0,0.0,0.0
2024-03-18,43.68804585707194,15.236931464300172,0.0,0.0,10.489848365121045,19.740836372532407,10.844337940974437,0.0,0.0,0.0
2024-03-19,40.83498328678883,15.727077224264734,0.0,0.0,11.672934639946972,19.706042887992755,12.05896196100671,0.0,0.0,0.0
2024-03-20,35.503871291546595,13.709658977157964,0.0,0.0,23.113890020550578,17.167226801746036,10.505352908998827,0.0,0.0,0.0
2024-03-21,35.506985328935535,13.71086144858126,0.0,0.0,23.115917335181614,17.168732535745747,10.497503351555848,0.0,0.0,0.0
2024-03-22,35.506413527659106,13.707254666956063,0.0,0.0,23.109836457899995,17.164216125943916,10.512279221540927,0.0,0.0,0.0
2024-03-25,35.49142060222809,13.731152604938277,0.0,0.0,23.105784316774646,17.16120650594185,10.510435970117133,0.0,0.0,0.0
2024-03-26,35.48576455210621,13.732356539176013,0.0,0.0,23.107810209693405,17.162711184002593,10.511357515021775,0.0,0.0,0.0
2024-03-27,35.269840317258726,13.631956645328358,0.0,0.0,23.58294576581787,17.037231309073913,10.478025962521134,0.0,0.0,0.0
2024-03-28,34.42472478552268,13.549404730274208,0.0,0.0,24.677239122598493,16.934057853613535,10.414573507991088,0.0,0.0,0.0
2024-04-02,34.871394883685774,13.297472271895414,0.0,0.0,24.96554078275609,16.644663157184908,10.220928904477812,0.0,0.0,0.0
2024-04-03,34.595888857155416,13.262047552429863,0.0,0.0,25.33631474706588,16.628394427886892,10.177354415461952,0.0,0.0,0.0
2024-04-05,33.04240540709837,13.455666013402759,0.0,0.0,26.35220364004509,16.479257307993844,10.670467631459932,0.0,0.0,0.0
2024-04-08,32.832082643416555,13.475397371684753,0.0,0.0,26.390846452004297,16.50342245372809,10.798251079166308,0.0,0.0,0.0
2024-04-09,31.56287380823828,13.730029256590203,0.0,0.0,26.88952940664907,16.8152720749952,11.002295453527244,0.0,0.0,0.0
2024-04-10,31.491105698309173,13.740898276346636,0.0,0.0,26.910815801666892,16.828583446804927,11.028596776872373,0.0,0.0,0.0
2024-04-11,31.392169214682188,13.758975559263959,0.0,0.0,26.946219195316935,16.850722833761118,11.051913196975805,0.0,0.0,0.0
2024-04-12,31.37705948435892,13.76200574412544,0.0,0.0,26.95215365062054,16.854433924388175,11.054347196506924,0.0,0.0,0.0
2024-04-15,31.206309382347484,13.845625804163241,0.0,0.0,26.994959014558262,16.88120210727441,11.071903691656598,0.0,0.0,0.0
2024-04-17,29.96184296831286,13.267222153551044,0.0,0.0,25.875694196556527,15.776923530876918,10.617827537420203,4.500489613282445,0.0,0.0
2024-04-18,29.94863274685014,13.272608535535522,0.0,0.0,25.88619951345279,15.768104142282496,10.622138287198862,4.502316774680192,0.0,0.0
2024-04-19,29.942707188741707,13.27373124899868,0.0,0.0,25.888389194902818,15.769437946618064,10.623036800677252,4.5026976200614754,0.0,0.0
2024-04-22,30.055629303059906,13.250966876794973,0.0,0.0,25.847285068064373,15.744400120871212,10.606170140925766,4.495548490283769,0.0,0.0
2024-04-23,28.289309579871734,13.195247008965493,0.0,0.0,27.8579010726196,15.67819545052933,10.502702027180565,4.47664486083328,0.0,0.0
2024-04-25,28.32302242722967,13.161938060241452,0.0,0.0,27.86651849363244,15.673581968760914,10.499611491380422,4.475327558755097,0.0,0.0
2024-04-26,31.50746248032289,12.577184012921135,0.0,0.0,26.628474415374637,14.977241471617479,10.033138371177715,4.2764992485861475,0.0,0.0
2024-04-29,30.52365461880781,10.669160691715414,0.0,0.0,34.399444647460044,12.70511712440134,8.074890538547756,3.6277323790676363,0.0,0.0
2024-05-02,33.7159766270777,10.376393846917408,0.0,0.0,32.17627761595556,12.34985453233807,7.853311700870711,3.5281856768405437,0.0,0.0
2024-05-03,33.24252570158934,10.450509946394583,0.0,0.0,32.406105071213325,12.438066589489246,7.909406028036205,3.553386663277304,0.0,0.0
2024-05-06,33.171439488307875,10.442841741442747,0.0,0.0,32.50239707262967,12.428939987600728,7.9036023929235295,3.550779317095454,0.0,0.0
2024-05-07,29.833768987314674,9.441459672224003,0.0,0.0,39.68047672297823,11.206952909686525,6.627052731159056,3.21028897663752,0.0,0.0
2024-05-08,29.76692410666328,9.437475502167143,0.0,0.0,39.748129423550544,11.202223725030597,6.63631296508205,3.208934277506387,0.0,0.0
2024-05-09,29.676265280077956,9.435484677822686,0.0,0.0,39.89042233280227,11.160684419235592,6.652994370318368,3.184148919743134,0.0,0.0
2024-05-10,29.640264217351653,9.40565214802617,0.0,0.0,39.98659723520212,11.16144557842441,6.631959345667745,3.1740814753279,0.0,0.0
2024-05-13,27.86038463380417,8.81004370559862,0.0,0.0,43.57166183528173,10.437769565364443,6.347055982255514,2.9730842776955244,0.0,0.0
2024-05-14,27.889710199517122,8.805088557506178,0.0,0.0,43.5471552557184,10.431898914130521,6.354734986102313,2.971412087025467,0.0,0.0
2024-05-16,27.855743796095744,8.789483714159491,0.0,0.0,43.56786811701444,10.468356970693113,6.34955665303685,2.9689907490003558,0.0,0.0
2024-05-17,28.3904162729685,8.791832223650804,0.0,0.0,43.43040594994038,10.094211651349708,6.3304534320563555,2.9626804700342535,0.0,0.0
2024-05-20,28.433260873696074,8.811844681559597,0.0,0.0,43.410200413368024,10.089515426245905,6.29387649081906,2.9613021143113416,0.0,0.0
2024-05-21,29.3763234630097,9.079371481691917,0.0,0.0,44.56329268529288,10.362872608396806,3.5766065195109844,3.041533242097709,0.0,0.0
2024-05-22,29.394052388653236,9.031749824268143,0.0,0.0,44.3352834405669,10.308518937520095,3.563574041784609,3.025580281654327,0.0,0.3412410855526937
2024-05-23,29.5351486513855,9.027613759528021,0.0,0.0,44.29208285959647,10.303798179911665,3.5619421129524533,3.0241947255699753,0.0,0.2552197110559107
2024-05-24,29.55088716633652,9.0219328520362,0.0,0.0,44.292814375436706,10.297314193574444,3.559700649795752,3.022291656726884,0.0,0.2550591060934899
2024-05-27,33.35849774545404,8.524438970922594,0.0,0.0,41.88358586462381,9.737210183707871,3.420172779461296,2.8349088341611237,0.0,0.2411856216692609
2024-05-28,33.65520353260072,7.7312337680692345,0.0,0.0,42.24926636065665,9.82222458198464,3.4500338921786713,2.859660078527703,0.0,0.23237778598237824
2024-05-29,33.7419781868154,7.723976525306671,0.0,0.0,42.22560060996599,9.826876402344979,3.451667833427881,2.797412601687157,0.0,0.2324878404519234
2024-05-30,33.79156293426006,7.7261095048075354,0.0,0.0,42.17423525009745,9.836542664669553,3.4386688253900317,2.8001642923496677,0.0,0.23271652842570778
2024-05-31,33.73645277994586,7.848256943321284,0.0,0.0,42.12589165106039,9.82526720533587,3.4347271385774536,2.796954512279336,0.0,0.2324497694798065
2024-06-03,33.82683497248705,7.920622664149396,0.0,0.0,41.98268168720386,9.813482511559345,3.43060743305819,2.793599768663184,0.0,0.23217096287897884
2024-06-04,33.844698862541904,7.910813665522835,0.0,0.0,41.95553341167507,9.824999057071697,3.434633399028099,2.7968781786304118,0.0,0.23244342552997893
2024-06-05,33.727845446049706,7.976118217864949,0.0,0.0,42.010200330897405,9.768520411586042,3.4629866387915813,2.81996668572127,0.0,0.23436226908905033
2024-06-06,33.8086012340862,8.02289530262001,0.0,0.0,41.74626100214229,9.853002980273926,3.4929361085423882,2.8399142326800755,0.0,0.23638913965510666
2024-06-07,33.340543735178166,8.108868783048182,0.0,0.0,41.95236399537315,9.964198405198626,3.52475599040765,2.8703468011595965,0.0,0.23892228963463263
2024-06-11,33.23344021217803,8.059798507786295,0.0,0.0,42.04121770493804,10.00912833790098,3.5313664250055563,2.884913978046539,0.0,0.24013483414456258
2024-06-12,35.13324928328143,7.789508961273826,0.0,0.0,40.96517824959077,9.772607886577246,3.3212874071869347,2.783707878004868,0.0,0.23446033408491676
2024-06-13,35.260928777372925,7.782524096281969,0.0,0.0,41.128840135947364,9.750061892381465,3.0664399815281382,2.7772856964962402,0.0,0.2339194199918956
2024-06-14,35.53797847553171,7.829379166930724,0.0,0.0,40.83865247540976,9.666777956467506,3.140045272625592,2.7551146127831494,0.0,0.23205204025156106
2024-06-17,35.3088371692589,7.789646698427961,0.0,0.0,41.15186847536461,9.617721071816828,3.1241101969022433,2.7248684907616614,0.05207347298674357,0.23087442448104895
2024-06-18,35.138873226338376,7.8048797844021855,0.0,0.0,41.340985204484824,9.636529058576055,3.0650343862695673,2.730197122161158,0.052175305550105355,0.23132591221772372
2024-06-19,34.90418216679222,7.723906481338634,0.0,0.0,41.809726128408066,9.542663187839253,3.0351790182468457,2.703603280270887,0.05166708516736693,0.22907265193673304
2024-06-20,35.1012823133549,7.699883398758871,0.0,0.0,41.68505095298349,9.512983363731308,3.025738930335906,2.695194467318298,0.05150638893721057,0.2283601845800221
2024-06-21,34.917774700732345,7.7254856407694845,0.0,0.0,41.753710729560346,9.5392339075103,3.0788418525143046,2.704156034324504,0.051677648548086735,0.22911948604063234
2024-06-24,34.95031741279247,7.726732801775695,0.0,0.0,41.69049621349667,9.540773870318045,3.106244657858649,2.7045925787849483,0.05168599111076289,0.2291564738627629
2024-06-25,35.13183155131006,7.705172185454629,0.0,0.0,41.5795295097946,9.514151367624967,3.097577016439489,2.6970457042660594,0.04617562772559625,0.22851703738460388
2024-06-26,35.9496011424226,7.6124439704614035,0.0,0.0,41.042028012171535,9.39965291745916,3.0602990970594792,2.664587995613701,0.0456199252140717,0.2257669395980527
2024-06-27,35.94620529195861,7.612847570155553,0.0,0.0,41.04420399534032,9.400151272134392,3.060461349259216,2.664729267839052,0.045622343910082463,0.225778909402773
2024-06-28,35.95025276258292,7.60228260407058,0.0,0.0,41.07836313877849,9.368294093172784,3.062612816279521,2.666602540030248,0.04565441586169699,0.22593762922374971
2024-07-02,36.070210866180666,7.631028333309013,0.0,0.0,40.90349948197599,9.371763681356493,3.0741931591007394,2.676685489927583,0.045827044208372296,0.22679194394114285
2024-07-03,35.980071493481134,7.642424535932936,0.0,0.0,41.0179207325015,9.31642292369744,3.089451335374531,2.680682860776094,0.04589548246579227,0.227130635770571
2024-07-04,35.97902714895241,7.687559918892317,0.0,0.0,40.99019655794235,9.306495530265082,3.0861592779886027,2.6778263788790975,0.04584657716008239,0.22688860992005913
2024-07-05,35.98584836857381,7.681413503145949,0.0,0.0,40.9858291901784,9.305503954425314,3.0911577901416867,2.6775410654728047,0.045841692361277074,0.22686443570075354
2024-07-08,35.968792593376506,7.683460120316814,0.0,0.0,40.99674935503457,9.307983290314322,3.0919813907210023,2.678254463015854,0.04585390631053129,0.22692488091039803
2024-07-09,35.91850654993079,7.681822739351402,0.0,0.0,40.99866798947817,9.305999715931522,3.1445986339353573,2.6776837145757497,0.04584413463055807,0.22687652216645154
2024-07-10,36.05877802001658,7.62103522014547,0.0,0.0,40.9582991237995,9.29683667061906,3.1388411560996863,2.6537576837726577,0.04579899473202452,0.22665313081502197
2024-07-11,36.12851235757654,7.604988376208184,0.0,0.0,40.9284329071719,9.284517657528383,3.132888398317878,2.64872487837809,0.045712137733300566,0.22622328708571815
2024-07-12,36.24950056508099,7.582757783949622,0.0,0.0,40.869121177938126,9.258548115525645,3.125913996379368,2.6428283159801893,0.0456103738714944,0.22571967127456002
2024-07-15,36.24373732135155,7.581552214753662,0.0,0.0,40.87852229136797,9.257076115400437,3.1254170128635255,2.6424081373988955,0.045603122359139346,0.22568378450481688
2024-07-16,37.188746396124,7.882970749878416,0.0,0.0,39.08182480520252,9.56724999837446,3.249673707401362,2.747461926836179,0.04741615825855025,0.23465625792450465
2024-07-17,37.191227029408985,7.925351337909333,0.0,0.0,39.05466949198161,9.55656011116614,3.246042711514156,2.744392073104749,0.04736317820851269,0.23439406670650934
2024-07-18,37.193308097960866,7.925800672997087,0.0,0.0,39.05137927412929,9.556964317679462,3.2462267488929983,2.7445476689389805,0.04736586350748925,0.23440735589383266
2024-07-19,37.18780363967992,7.925800672997087,0.0,0.0,39.05688373241023,9.556964317679462,3.2462267488929983,2.7445476689389805,0.04736586350748925,0.23440735589383266
2024-07-22,37.21660845063722,7.928419172151102,0.0,0.0,39.02023072180902,9.560121715147966,3.247299226280006,2.7454544032924892,0.04738151208088148,0.23448479860131757
2024-07-23,37.18882716141806,7.923266510306391,0.0,0.0,39.05795869693115,9.557227354475732,3.2463160949505556,2.744623207258687,0.047367167160466864,0.23441380749895194
2024-07-24,37.27559887989562,7.920650504892203,0.0,0.0,38.97902951873899,9.554071868228814,3.24524426675072,2.7437170217655247,0.04735152805939846,0.23433641166873717
2024-07-25,37.199583295087876,7.937377270597133,0.0,0.0,39.05164028445377,9.540577386467117,3.2453335587339094,2.7437925143676356,0.04735283092337415,0.23434285936919097
2024-07-26,37.2279804798348,7.931703067545658,0.0,0.0,39.02922239821498,9.533757101696269,3.2540115826744236,2.7418310559000747,0.0473189797445072,0.2341753343892899
2024-07-29,37.29768361411902,7.93728829047102,0.0,0.0,38.97564054042121,9.509685618282433,3.2605271845963215,2.7380668916993938,0.047254017168062636,0.23385384324252728
2024-07-30,37.31145368102896,7.952015944577419,0.0,0.0,38.967081093035,9.469165413241571,3.2817721575140832,2.7374655843398616,0.047243639704905416,0.23380248655820995
2024-07-31,37.314895252793676,7.951579382635016,0.0,0.0,38.9649418185755,9.468645560505541,3.281591989763214,2.737315298764343,0.047241046051263426,0.23378965091145298
2024-08-01,36.98768607951003,7.992385757670803,0.0,0.0,39.170422487646576,9.517237303507784,3.2984326533603294,2.751362811754846,0.04748348038405279,0.2349894261655884
2024-08-02,37.05868019926321,7.982716860994921,0.0,0.0,39.12854699079731,9.505448124513821,3.2944423298843777,2.748034313412634,0.04742603660198758,0.23470514453174215
2024-08-05,37.07948719898279,7.9800779524366945,0.0,0.0,39.11561196387314,9.50230583488457,3.293353260559948,2.747125874419464,0.04741035860963848,0.23462755623375417
2024-08-06,37.08517966860083,7.9765621205193815,0.0,0.0,39.1204073655078,9.498119345687162,3.2919022877026056,2.745915556313836,0.04738947073698806,0.2345241849313929
2024-08-07,37.65483169194535,7.918289700302675,0.0,0.0,38.71373565419894,9.435245567026982,3.270111201670197,2.727738685648843,0.04707577125759654,0.2329717279494188
2024-08-08,37.94809474492409,7.880351664682859,0.0,0.0,38.533695300527974,9.390039506633675,3.254443475438233,2.7146695695474534,0.046850222262245604,0.23185551598346646
2024-08-09,38.10983705603278,7.859811017536641,0.0,0.0,38.433254727303904,9.365563760321589,3.24596055767888,2.7075936074433065,0.046728104122705776,0.23125116956018887
2024-08-12,38.34086992444618,7.830470737947902,0.0,0.0,38.28978531860077,9.330602581405085,3.2338435500200657,2.697486296557863,0.046553670458009136,0.2303879205641277
2024-08-13,38.34762418636695,7.829612972840572,0.0,0.0,38.28559098049358,9.329580488916328,3.2334893084613405,2.6971908086235974,0.04654857087773186,0.23036268341989674
2024-08-14,38.76109370062505,7.775824701720893,0.0,0.0,38.02257469159407,9.264816125461227,3.222020354420359,2.678661510818074,0.04622878915170145,0.22878012620862362
2024-08-15,38.77753902450526,7.7737365528073505,0.0,0.0,38.01236396783448,9.26232811724748,3.2211551010793205,2.677942173083734,0.04621637470056032,0.22871868874182003
2024-08-16,38.787401979879434,7.772484201701413,0.0,0.0,38.00624016549939,9.260835953629327,3.2206361721027807,2.677510755859942,0.04620892922983006,0.22868184209788645
2024-08-19,38.78082702942899,7.773319057599642,0.0,0.0,38.0103224811334,9.261830675949474,3.220982106174122,2.6777983518960475,0.04621389261040663,0.22870640520792168
2024-08-20,38.80383317884385,7.770397846302416,0.0,0.0,37.99603821174726,9.258350082369935,3.219771661929263,2.6767920359659683,0.046196525441481485,0.2286204573998244
2024-08-22,38.816971788114635,7.7687295682633755,0.0,0.0,37.98788059133027,9.25636234603704,3.2190803878837686,2.6762173378028873,0.04618660720429488,0.22857137336373007
2024-08-23,38.7994314111695,7.758781247146891,0.0,0.0,38.02447191392399,9.250900469489713,3.217180913876891,2.6746381895190963,0.046159353998633836,0.22843650087528436
2024-08-26,38.76582846823842,7.754205744059034,0.0,0.0,38.0717422484882,9.245445034890475,3.2152836801829974,2.6730609037437634,0.046132132936455815,0.22830178746065904
2024-08-27,38.73762305948015,7.749635634315623,0.0,0.0,38.11359893853078,9.239996030849216,3.2133886828409564,2.671485477183759,0.04610494396092744,0.22816723283859328
2024-08-29,38.799194252733066,7.743878741289734,0.0,0.0,38.085285876823825,9.23313200894944,3.1949397512567987,2.6695009379308083,0.046070694449999165,0.22799773656632358
2024-08-30,38.807824392733224,7.738110502394237,0.0,0.0,38.083246920830156,9.232637698629416,3.1947687051058966,2.669358021977516,0.046068227982532295,0.22798553034702357
2024-09-02,38.83043498579318,7.737282047139588,0.0,0.0,38.0791696637251,9.231649236754475,3.1783674129455903,2.669072235973405,0.04606329583979116,0.22796112182887932
2024-09-03,38.7979947543928,7.771480626523594,0.0,0.0,38.07330088959428,9.234120788397101,3.1792183442362925,2.6697868157521567,0.04607562817733757,0.22802215292642888
2024-09-04,38.78130823446865,7.751544392230998,0.0,0.0,38.07268930688322,9.233972457979354,3.216648300072226,2.6697439301756356,0.046074888050872675,0.2280184901390369
2024-09-05,38.77180178280284,7.766775954985183,0.0,0.0,38.06861259087305,9.23298371029585,3.216303870459747,2.669458061538002,0.04606995448202835,0.2279940745632978
2024-09-09,38.74290749113884,7.770645028016506,0.0,0.0,38.08757673290172,9.235976227095696,3.21790609442473,2.670787870490133,0.0460929045477279,0.22810765138465924
2024-09-10,38.74498287614455,7.771061286919623,0.0,0.0,38.0842602003223,9.236470981047223,3.2180784716284716,2.670930939595133,0.046095373658312594,0.22811987068439765
2024-09-11,38.733321539860405,7.777303407770791,0.0,0.0,38.08859591168653,9.236852831387123,3.218444834512431,2.67123501234243,0.0461006213967315,0.22814584104355737
