date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,KINGSTON SECURITIES LTD,CHINA SOUTHERN SECURITIES LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,THE HONGKONG AND SHANGHAI BANKING,USMART SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,YUANTA SECURITIES (HONG KONG) CO LTD
2024-09-12,38.75234089170478,7.7789704170447145,0.0,0.0,38.102118500294615,9.201322688210693,3.219134685107867,2.671807572432339,0.04611050273469308,0.2281947424702969
2024-09-13,38.73452861767807,7.808611262709928,0.0,0.0,38.09522891206905,9.193008434036729,3.22345686869057,2.6709488243110076,0.04609568231573566,0.22812139818891375
2024-09-16,62.21393203876768,4.640849610507953,0.0,1.6532989833439415,22.124289538062595,5.398013307765668,1.8949798032996197,1.6174129479826165,0.1467657126071322,0.3104580576627857
2024-09-17,61.34426732874203,4.780842223319155,0.0,2.469353348210952,22.04376359320971,5.368953080780298,1.8974956678066484,1.627214432620415,0.15250688626403217,0.3156034390467581
2024-09-19,61.3300859368403,4.807723675623968,0.0,2.468656221647311,22.037540387780407,5.361163777868368,1.896959983176751,1.620481465128333,0.15873741816577147,0.3186511337687955
2024-09-20,61.33058808208541,4.807271293151782,0.0,2.46842393358754,22.0354667667335,5.360659319482809,1.899917986850044,1.6203289860216321,0.1587224817778875,0.3186211503093904
2024-09-23,61.41651339690553,4.783835398563099,0.0,5.024829264904884,19.243662200304158,5.446024979760412,1.872606114606256,1.7225454488325873,0.15462571692655508,0.3353574791965211
2024-09-24,60.484961784321555,4.7093982356554935,0.0,7.519629609440874,17.870629959579382,5.3469860956216975,1.8468977629930605,1.723697072242954,0.15531871689214505,0.34248076325284077
2024-09-25,59.754040887745816,4.694413638973643,0.0,8.667480567465734,17.79235200850582,5.216772373419905,1.8440806828934466,1.6080715813351725,0.0966945723031255,0.3260936873573369
2024-09-26,59.75226762770357,4.6941825462252424,0.0,8.667223351439356,17.791824002928195,5.216617560559355,1.8440259579821088,1.6110832401599176,0.09975108272985535,0.32302463027240536
2024-09-27,59.73458818373639,4.693033924320041,0.0,8.665102564166874,17.78135324983555,5.215341103765843,1.8527506363329556,1.6168062860501757,0.11196119991575305,0.3290628518764183
2024-09-30,59.734831939692945,4.694604775973142,0.0,8.66913294777877,17.789623858775816,5.199406582090447,1.8505523489249818,1.6206183622456416,0.11201327622782982,0.3292159082904268
2024-10-02,59.72756284063937,4.69331221498474,0.0,8.66674608379633,17.784725858859854,5.197975034509435,1.8500428381381613,1.626290581893225,0.12421928158579244,0.32912526559309147
2024-10-03,58.74053528613488,4.629637947091084,7.182933096090055,8.482812588050727,12.017567356915492,5.06430349221794,1.7988024172991648,1.6127359804379695,0.14254299091216197,0.3281288448505255
2024-10-04,58.70749389585226,4.419977093769441,7.214602484389483,8.52021311540194,12.064537561748988,5.077609427295514,1.794703344705447,1.634883935930644,0.20632870482956236,0.35965043607671765
2024-10-07,55.15362355447314,4.145482298453328,6.7716208429794005,7.9970660675651315,17.412602201826864,4.763723535582795,1.6845073033848055,1.5401465701591386,0.19365997796163284,0.3375676476137579
2024-10-08,55.199013482700764,4.079517956116026,6.779275529078414,8.006106005252096,17.432285525378592,4.76910848095598,1.6864114818581581,1.5249314606110322,0.17127075695316035,0.35207932109577567
2024-10-09,55.187717304399406,4.0183728165089,6.787096357285871,8.015342151416858,17.45522534527579,4.783098135995827,1.674210604091129,1.5408370648433822,0.1658097870751094,0.37229043310772586
2024-10-10,55.24259335160636,3.930690461954557,6.793496845510334,8.022900921818007,17.47168628208831,4.620524007858422,1.6729575026683299,1.5819373660365996,0.273580071850416,0.38963318860865875
2024-10-14,55.30204143173556,3.8792148470794228,6.745836745294839,8.033593749756305,17.503479498895445,4.5671320753721805,1.6695157614543863,1.6038957910462548,0.2909590140112057,0.40433108535439566
2024-10-15,55.33281820854536,3.880975704525965,6.748898822888982,8.037240367418486,17.511424697455208,4.537998117759445,1.6702735898749723,1.607460840014461,0.27406904542691946,0.3988406060901969
2024-10-16,55.51648415719666,3.8295606782524456,6.713472949195129,7.995051816430336,17.41950488419211,4.511355442929962,1.5119340047276635,1.847369183469281,0.21901023516204599,0.4362566484443641
2024-10-17,55.13858792477711,3.8213645871857826,6.699104659908668,7.977940670198269,17.382223362795205,4.501700163081724,1.4213998106527446,2.0208281417816076,0.26923085696233867,0.7676198226565462
2024-10-18,55.64135884357994,3.8098222980402148,6.78131593070759,8.075845789486902,17.601238908290462,4.066635904526228,1.290610237190698,1.954407417782659,0.28393738787922446,0.4948272825160903
2024-10-21,55.931531141337274,3.800591079152196,6.810748997725828,8.110897527642113,17.677633880842297,4.0785603841147,0.806637777594609,1.9686161803902547,0.30234780565006897,0.5124352255506613
2024-10-22,56.091852807139055,3.8050575800942217,6.818753072929053,7.951313653612285,17.704141593920795,3.9715650819465425,0.6499353332329912,2.142911992917082,0.317034984375554,0.5474338998324234
2024-10-23,56.67679050956763,3.832369118520572,6.888452434139642,7.036479105696516,17.888003981662646,4.015056964931434,0.5899783684733073,2.164816231923741,0.33475397819508057,0.5732993068894341
2024-10-24,55.3095721560929,3.8058271040654685,6.988597670226546,6.750990989953509,17.692708110093562,4.29376100028887,0.4839825981896827,2.7750289245298254,0.3513717481955567,1.5481596983640775
2024-10-25,55.28834655354476,3.8134002546284873,7.002504161754879,6.764424671993842,17.701422003931665,4.302305082205274,0.4761148253140313,2.7805509073439545,0.35207093685544977,1.5188606024276514
2024-10-28,56.04646985483727,4.652008744487503,7.179173660477126,6.811354482654389,4.790884023577246,4.676423391259623,0.5907348618551987,6.2518531667532145,2.388968659832356,6.612129154266073
2024-10-29,55.95214982417457,5.966577071213209,7.174432074266567,6.80685582779276,4.781688043848216,5.26143264892866,0.8135203036189446,5.342958092764236,2.082786295504129,5.81759981788871
2024-10-30,54.90658679900461,8.011634383063976,6.914394791427979,6.56014134561346,6.221525277042806,5.718898408392574,0.8479789263961005,5.044665857369419,1.347503025490974,4.426671186198102
2024-10-31,54.93419911689523,7.874760560010661,7.007269031273363,6.648257248614467,6.305092884651868,5.872300763741012,0.8623146071092787,4.6116710082359,1.36560270347537,4.518532075992851
2024-11-01,54.88310237553077,8.06643421126356,6.936774901511562,6.581374828789849,6.241662747463303,5.594817410806953,0.8798834504710646,4.582772838773972,1.3343686435659632,4.898808591823002
2024-11-04,54.804705378417154,8.174771517487104,6.813201029512572,6.464132164552175,6.345274616998379,6.050772822514334,0.8556168203363489,4.486813707391306,1.310597784297695,4.694114158492932
2024-11-05,55.257789753751965,8.0249732528852,6.812526002312877,6.417629926048118,6.296783992571359,5.799673582338228,0.8579919105163444,4.596707761534804,1.3011694914972303,4.634754326543882
2024-11-06,55.25937735708267,8.035965093917081,6.783400894454325,6.390193089296379,6.269863799843524,5.746565876400047,0.9420933980938964,4.642175163969537,1.3125943585127373,4.617770968429799
2024-11-07,55.64737935111738,8.037711908149362,6.743861362689027,6.398345059687388,6.277862266139886,5.555454523252208,0.974479008658503,4.650932076861275,1.0903125838197023,4.623661859625271
2024-11-08,55.83858102792664,7.9492621598720765,6.728982145701183,6.3842281673928785,6.2640111992430345,5.543197329802934,0.9723289815686598,4.623698755625677,1.0879069890651918,4.6078032438017225
2024-11-11,55.51024023210446,7.902627858454952,6.761688195325949,6.415258548918258,6.294457269197822,5.868590122437498,0.9855821114508911,4.640487361819858,1.0931947338089085,4.527873566481414
2024-11-12,55.63344337242002,7.863344708331208,6.764572321184162,6.417994908912031,6.297142102696364,5.9137472384600605,0.9860025009706258,4.500286940106899,1.0936610243429825,4.529804882575646
2024-11-13,55.73571714509442,7.736311671649264,6.772853801344911,6.425852094109608,6.304851334694606,5.92098710198811,0.9872096076083456,4.505796384790558,1.094999931171921,4.515420927548262
2024-11-14,55.913430911111185,7.741034079281081,6.75957473225342,6.413253367423313,6.29248984588344,5.7445715411839195,1.0449454406748278,4.494120684783724,1.092853040043351,4.503726357361736
2024-11-15,55.887675745784435,7.754960825342798,6.76230326912455,6.415842109906389,6.295029841554141,5.7468903668319555,1.0993774287974065,4.439081927390036,1.0932941757556698,4.505544309512617
2024-11-18,55.79259136664658,7.739569321291325,6.743937835956791,6.3984176149088965,6.2779334551243915,5.889471262068597,1.104896443652046,4.469549846940467,1.0903249476216377,4.493307905789268
2024-11-19,55.64711991243158,7.749852911127175,6.747955119665022,6.402229076323293,6.281673145555132,5.884469719775398,1.227528853182775,4.472212304724035,1.0909744412491449,4.495984515966449
