date,HALCYON SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,DEUTSCHE BANK AG,EVERBRIGHT SECURITIES INVESTMENT,BOCI SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,38.87614107235364,31.573365655776964,0.0,10.318151516744619,8.88121315716988,0.0,6.3566571657092386,3.9944714322456596,0.0
2024-03-04,0.0,38.89566520441588,31.589784590419946,0.0,10.271968686443332,8.885941729713648,0.0,6.3600416036246425,3.996598185382548,0.0
2024-03-05,0.0,38.88574602281391,31.604632005093496,0.0,10.276796581934827,8.871317909662148,0.0,6.363030866649207,3.9984766138464107,0.0
2024-03-06,0.0,38.88757376536053,31.606117514219434,0.0,10.272579331834766,8.871734887265676,0.0,6.363329947506073,3.998664553813526,0.0
2024-03-07,0.0,38.94561583369105,31.51674520883071,0.0,10.28791178109238,8.876974072965766,0.0,6.368120299628734,4.004632803791363,0.0
2024-03-08,0.0,38.87986255985418,31.537067192986402,0.0,10.293285925449998,8.887815292916384,0.0,6.386056765057421,4.015912263735609,0.0
2024-03-11,0.0,38.88553714533358,31.52823385228186,0.0,10.295069491414537,8.887388084181032,0.0,6.387163307086492,4.016608119702502,0.0
2024-03-12,0.0,38.84527926745331,31.563785400764232,0.0,10.274146463591533,8.877468457977882,0.0,6.427195413197947,4.0121249970150945,0.0
2024-03-13,0.0,38.839784084831344,31.55932028252365,0.0,10.286839381763116,8.876212621713675,0.0,6.426286200721975,4.011557428446236,0.0
2024-03-14,0.0,38.87044230189085,31.5459325043925,0.0,10.277762157947919,8.872447243874081,0.0,6.423560106082029,4.009855685812629,0.0
2024-03-15,0.0,38.95117824580463,31.584626421559385,0.0,10.134640370811793,8.883335405861109,0.0,6.431443022829346,4.014776533133742,0.0
2024-03-18,0.0,38.950835934313254,31.58463269591038,0.0,10.13475595569475,8.883436719696192,0.0,6.431516372998846,4.014822321386576,0.0
2024-03-19,0.0,38.93246260671749,31.569734047663335,0.0,10.12997533451396,8.879246352811577,0.0,6.475653151095638,4.012928507197992,0.0
2024-03-20,0.0,38.99450158978235,31.61913363703886,0.0,10.015867937485863,8.868476693730875,0.0,6.487560940084065,4.014459201877978,0.0
2024-03-21,0.0,38.99315813830137,31.61982994758495,0.0,10.016088505024277,8.868671993637586,0.0,6.487703807916967,4.0145476075348565,0.0
2024-03-22,0.0,38.98300638525596,31.63773900870751,0.0,10.014288800155194,8.864601449734067,0.0,6.486538088172536,4.013826267974727,0.0
2024-03-26,0.0,38.97734602575402,31.610997094429965,0.0,10.033058500116,8.86868118368642,0.0,6.494243654543591,4.015673541470004,0.0
2024-03-27,0.0,38.977530010715874,31.61067427747668,0.0,10.033105859212341,8.868723046566675,0.0,6.494274309354473,4.015692496673955,0.0
2024-04-02,0.0,38.89766772670878,31.741152748086726,0.0,10.01618769209189,8.853768301669906,0.0,6.483323441334794,4.007900090107899,0.0
2024-04-03,0.0,38.969073871645335,31.615847005482383,0.0,10.03457484463477,8.870021550245774,0.0,6.495225160907678,4.015257567084056,0.0
2024-04-05,0.0,38.96894627283325,31.596592679852066,0.0,10.03474460143386,8.870171606076692,0.0,6.514219345848969,4.0153254939551655,0.0
2024-04-08,0.0,36.8912343702506,29.915305444306934,0.0,9.499720940496154,8.397239620827088,0.0,6.166899945007482,3.8012399112164252,5.328359767895314
2024-04-09,0.0,36.89144047174556,29.915286348696018,0.0,9.499774012905386,8.396914085066912,0.0,6.166934397834004,3.8012611477307834,5.328389536021335
2024-04-10,0.0,36.83078098131976,29.972696245021858,0.0,9.500853280523417,8.397346569267267,0.0,6.167635022142442,3.8016930083265046,5.328994893398751
2024-04-11,0.0,36.82826317320748,29.97389090119974,0.0,9.50123196694435,8.397681271953832,0.0,6.167880852655048,3.801844536770982,5.329207297268567
2024-04-12,0.0,36.851790376867946,29.97992445242702,0.0,9.501727490095217,8.398119240998094,0.0,6.136910388636172,3.802042816529916,5.329485234445638
2024-04-15,0.0,36.794290304885216,30.013300577047673,0.0,9.567241841726808,8.385015604622803,0.0,6.122871599330602,3.796110466068889,5.321169606318006
2024-04-16,0.0,36.79593262908451,30.014640229733725,0.0,9.56766887844003,8.385389872312837,0.0,6.118681365507509,3.7962799065997412,5.32140711832165
2024-04-17,0.0,36.79570074153436,30.014242501819144,0.0,9.567850380587133,8.385548946198593,0.0,6.118797439111162,3.7963519234057994,5.321508067343805
2024-04-18,0.0,36.77276392739925,30.02650845438198,0.0,9.588689971972775,8.380355652295869,0.0,6.119468828113207,3.7940007867750416,5.318212379061887
2024-04-19,0.0,36.76653790269185,30.035627281200426,0.0,9.57833395324045,8.383004488052165,0.0,6.121403050062009,3.795199982293751,5.319893342459349
2024-04-22,0.0,36.75696355880487,30.02706221182978,0.0,9.602624101285727,8.380821476750228,0.0,6.119808980529894,3.7942116773887182,5.31850799341078
2024-04-23,0.0,36.75657609322634,30.02724617600491,0.0,9.602682932842722,8.38087282279597,0.0,6.119846474228181,3.7942349230534647,5.318540577848411
2024-04-25,0.0,36.74714594332159,30.031935344268707,0.0,9.604182524107003,8.381735429346731,0.0,6.120802172586201,3.794827445120999,5.319371141248771
2024-04-26,0.0,36.74687500808709,30.032063982091717,0.0,9.604223662352592,8.381771331401872,0.0,6.120828390232767,3.794843699762455,5.319393926071512
2024-04-29,0.0,36.76029639692747,30.009055863547037,0.0,9.603821927646562,8.385316303296602,0.0,6.123417122823759,3.7964486844045617,5.321643701354008
2024-04-30,21.31772970762779,13.092832872743607,10.720059527811088,0.0,3.4469340786868687,2.995640434292472,0.0,2.1876047453744647,1.3849941482523225,1.9011693603041229
2024-05-02,37.35742297481848,22.94355794145883,18.785949704220915,0.0,6.034855964859049,5.283127457375572,0.0,3.836377040452691,2.4270789114751374,3.331630005339322
2024-05-03,37.35762306904877,22.943191786661625,18.78600374998095,0.0,6.0348882888194035,5.283155754919619,0.0,3.8363975888966104,2.4270919114212783,3.3316478502517497
2024-05-06,34.50927925811197,21.193235488879722,17.353551378664044,7.614958728472714,5.585082213701542,4.880339869954816,0.0,3.5438902388323616,2.242037519398162,3.077625303984673
2024-05-07,34.505716234034104,21.19104732355265,17.351759654156083,7.614172497004401,5.594830392528059,4.879835983207871,0.0,3.5435243382247066,2.241806032857822,3.0773075444342997
2024-05-08,34.505805300669046,21.191015981715026,17.35180444275958,7.614192150812412,5.594844833982129,4.879676498180653,0.0,3.543533484819042,2.241811819438752,3.077315487623359
2024-05-09,34.498681422541914,21.186641001507247,17.34822208497778,7.612620166723176,5.6143352013019365,4.878669067101448,0.0,3.5428019064522918,2.241348987342921,3.0766801620512836
2024-05-10,34.508533040575294,21.16159626557621,17.353133107427137,7.614794065058514,5.618519877236711,4.880062244526744,0.0,3.5438136068915873,2.2419890383011696,3.0775587544066307
2024-05-13,34.549782226279014,21.175907277934623,17.37387587876569,7.62389627911426,5.516686727009428,4.88589554359899,0.0,3.5480496439725653,2.2446689616139874,3.0812374617114404
2024-05-14,34.54388982493216,21.16454357767014,17.370912796423877,7.622596037728971,5.540552869546654,4.8850622631663345,0.0,3.547444530679407,2.2442861374813767,3.0807119623710837
2024-05-16,34.543956772748366,21.1645199939364,17.370860326541933,7.622610810707959,5.54056360742004,4.88502866286815,0.0,3.547451405807415,2.244290487022109,3.0807179329476257
2024-05-17,34.4889230534302,21.185912376992864,17.33050309392897,7.620157311673714,5.595611453838135,4.883456312737171,0.0,3.5721419443809808,2.2435681145070725,3.079726338510893
2024-05-20,34.54902179023084,21.023073415999047,17.408465172943554,7.627151782203477,5.6007476128187275,4.887938791230169,0.0,3.575420779782427,2.2456274645200174,3.0825531902717427
2024-05-21,34.54465260718878,21.033341170179536,17.405983569096243,7.626187227478068,5.600039323836151,4.887320646397966,0.0,3.574968620299183,2.2453434750775276,3.082163360446546
2024-05-22,34.5402622078479,21.056302074282414,17.364997107266742,7.625217988975147,5.59932759547588,4.886699499918694,0.0,3.6003637819731806,2.245058106611817,3.0817716376482287
2024-05-23,34.540634232308214,21.056098036485746,17.36453789639433,7.625300118276599,5.599387904422415,4.886752133327591,0.0,3.600402560584208,2.245082287566943,3.0818048306339514
2024-05-24,34.556713343646685,21.060727556342194,17.346759484424794,7.628849793964846,5.586477394632488,4.88902697955962,0.0,3.60207859447651,2.246127402367761,3.083239450585106
2024-05-27,34.56656561725231,21.08230704819773,17.354184255029285,7.631024813178013,5.588070124335577,4.890420863028482,0.0,3.6031055632020603,2.200203219827467,3.084118495949077
2024-05-28,34.661850563998144,21.152647097550005,17.343666509553994,7.658364791565226,5.304336677526956,4.86899914295492,0.0,3.5770717270187458,2.337895398961256,3.09516809087075
2024-05-29,34.67486631534549,21.11860258068001,17.35461599035379,7.661240557579804,5.306328490604848,4.870827483944336,0.0,3.5784149408227677,2.3387732939580284,3.096330346710918
