date,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,LONG BRIDGE HK LTD,SUNHIGH FINANCIAL HOLDINGS LTD,INTERACTIVE BROKERS HONG KONG LTD,ZINVEST GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2025-03-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,98.81422924901186,1.185770750988142,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,98.70537634408603,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.004301075268817204
2025-04-03,98.70113113414477,1.2902670852866542,0.0,0.0,0.0,0.0,0.004300890284288848,0.004300890284288848
2025-04-07,90.71055059981545,9.227929867733005,0.0,0.0,0.0,0.0,0.030759766225776686,0.030759766225776686
2025-04-08,95.72173069930918,3.635922918434129,0.0,0.0,0.6059871530723548,0.0,0.024239486122894196,0.012119743061447098
2025-04-09,97.35659727422495,2.246517897259248,0.0,0.0,0.37441964954320806,0.0,0.014976785981728321,0.007488392990864161
2025-04-10,86.90166975881262,11.131725417439704,0.0,0.0,1.855287569573284,0.0,0.07421150278293136,0.03710575139146568
2025-04-11,86.22170179547228,11.7096018735363,0.0,0.0,1.9516003122560501,0.0,0.078064012490242,0.039032006245121
2025-04-14,93.84920634920636,3.968253968253968,1.3227513227513228,0.0,0.6613756613756614,0.13227513227513227,0.052910052910052914,0.013227513227513229
2025-04-15,93.86057565355162,3.9609189331925005,1.3203063110641668,0.0,0.6601531555320834,0.1320306311064167,0.052812252442566675,0.013203063110641669
2025-04-16,93.62705470223659,4.042037186742118,1.4551333872271623,0.0,0.6736728644570197,0.13473457289140395,0.05389382915656157,0.013473457289140393
2025-04-17,95.74716777557994,2.6973565905412693,0.9710483725948571,0.0,0.44955943175687824,0.08991188635137566,0.03596475454055026,0.008991188635137565
2025-04-22,94.93604529251415,3.1453134829104634,1.237156636611449,0.0,0.5242189138184106,0.10484378276368211,0.04193751310547285,0.010484378276368212
2025-04-23,94.98858684374352,3.112678979041295,1.2243203984229094,0.0,0.5187798298402159,0.10375596596804315,0.04150238638721727,0.010375596596804317
2025-04-24,91.75239446612274,5.32103582830791,1.7736786094359702,0.0,0.8868393047179851,0.17736786094359702,0.0709471443774388,0.0177367860943597
2025-04-25,87.04294478527608,7.361963190184049,2.4539877300613497,1.5460122699386503,1.2269938650306749,0.245398773006135,0.09815950920245399,0.024539877300613498
2025-04-28,87.24021266312228,7.249879168680522,2.416626389560174,1.5224746254229098,1.208313194780087,0.2416626389560174,0.09666505558240696,0.02416626389560174
2025-04-29,91.7986952469711,4.659832246039143,1.5532774153463809,0.97856477166822,0.7766387076731904,0.15532774153463808,0.062131096613855234,0.015532774153463809
2025-04-30,90.7660020986359,5.246589716684155,1.7488632388947183,1.1017838405036726,0.8744316194473591,0.17488632388947184,0.06995452955578874,0.017488632388947184
