date,UBS SECURITIES HONG KONG LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,ORIENT SECURITIES (HONG KONG) LTD,DONGXING SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-06-06,0.0,0.0,0.0,35.424146037892406,18.60212971926428,20.265523440741255,0.0,10.874291246024063,8.827548056976905,6.006361499101093
2024-06-07,0.0,0.0,0.0,35.423754128014075,18.60192391731249,20.265299236075386,0.0,10.875277275317103,8.827450394685163,6.006295048595784
2024-06-11,0.0,0.0,0.0,35.42297033427185,18.60151232706977,20.264850841626057,0.0,10.876142957501065,8.827255076584375,6.007268462946881
2024-06-12,0.0,0.0,0.0,35.42257845040739,18.601306538778537,20.264626651842264,0.0,10.876022634871642,8.827157420775183,6.008308303324981
2024-06-20,0.0,41.34400245130114,0.0,20.43963830541042,11.687727216145392,11.693153273348802,0.0,6.275713925497042,5.0934718148246265,3.4662930134725807
2024-06-21,0.0,40.65150156236535,0.0,20.439377351926385,12.380827750417323,11.693003986505248,0.0,6.2756338032664445,5.09340678631502,3.466248759204231
2024-06-24,0.0,40.65150156236535,0.0,20.439377351926385,12.37380588368597,11.693003986505248,0.0,6.282655669997797,5.09340678631502,3.466248759204231
2024-06-25,0.0,40.65098257003425,0.0,19.960358876643337,12.373647908946701,11.67817280593404,0.0,6.777291572909984,5.093341759465835,3.466204506065858
2024-06-28,0.0,40.650463590954786,0.0,19.960104048641146,12.373489938241066,11.678023714153488,0.0,6.778481719675088,5.093276734277005,3.466160254057418
2024-07-09,0.0,41.17318596184465,0.0,19.482264049801692,12.338107803690455,11.674744657836715,0.0,6.776578399058082,5.089932132111052,3.4651869956573482
2024-07-11,0.0,41.17239772948448,0.0,18.68421136597864,12.337871599092558,11.610706776129593,0.0,7.639857183424854,5.089834688857053,3.4651206570328226
2024-07-12,0.0,34.672255585560166,15.944540727902945,15.734418873349188,10.39001518143834,9.777652385366705,0.0,6.217134872973009,4.286270874477719,2.9777114989319253
2024-07-15,0.0,34.66238304890792,15.940000698415938,15.927106865697302,10.387056740922608,9.774868308302285,0.0,6.047207545041113,4.285050406827285,2.9763263858855513
2024-07-16,0.0,34.66275549538369,15.940171973341716,15.927278002079154,10.387168349598541,9.773898841422957,0.0,6.047272522141366,4.285096449591288,2.9763583664412905
2024-07-19,0.0,34.66182439420109,15.939743792928384,15.2553072040443,10.386889332405708,9.773636297703055,0.0,6.72187645221166,4.284981344536461,2.9757411819693402
2024-07-30,0.0,34.5967713826858,15.909828219970667,15.22667617574274,10.3673953085579,9.755293221834053,0.0,6.895867573603734,4.276939328698552,2.9712287889065547
2024-07-31,0.0,34.596029330938244,15.90948697668807,15.22634958510396,10.367172942611633,9.755083984610641,0.0,6.897864525383059,4.276847594407282,2.971165060257115
2024-08-01,0.0,34.58823970900825,15.905904805813401,14.016710045594783,10.364838675955387,9.752887535549725,0.0,8.126110719464764,4.275884621879598,2.9694238867340896
2024-08-13,0.0,34.58749802319628,15.905563730811604,14.016409481152683,10.364616419666719,9.752678401509609,0.0,8.127008633606467,4.275792932826199,2.9704323772304377
2024-08-16,63.56510519210216,12.601918521435312,5.795175413924359,5.1068640503022005,3.7763370897476762,3.5533781165425986,0.0,2.9610670466832927,1.557880657278756,1.0822739119836493
2024-08-22,63.562125587107545,12.601327808350598,5.794903765925731,4.8136568323223985,4.073424770547592,3.5530162405742485,0.0,2.9619048065474796,1.5578076318511505,1.08183255677326
2024-08-29,63.5415242979056,12.597243558553881,5.825436829662791,4.81209666523224,4.072104522035365,3.5518646630517043,0.0,2.960944815720479,1.5573027266855615,1.0814819211523727
2024-09-02,63.54140023421975,12.597218962661906,5.825425455601925,4.812087269699861,4.072096571324365,3.551857728099692,0.0,2.96113428273424,1.5572996860799355,1.0814798095783302
2024-09-04,63.54102804606894,12.597145175562252,5.825391333685819,4.519188490732403,4.072072719377646,3.5518369234061398,0.0,3.2545732719268305,1.5572905643342974,1.0814734749056762
2024-09-09,63.54053180198353,12.597046794107333,5.825345838419479,4.5191531966770775,4.072040917216673,3.5518091841938584,0.0,3.255328836438128,1.5572784021730048,1.081465028790907
2024-09-10,63.53867095569501,12.59667787733707,5.825175237499478,4.519020848879304,4.071921663536973,3.5520956456444144,0.0,3.2577716186122903,1.5572327957600158,1.0814333570354475
2024-09-11,63.53482555206574,12.595915517814946,5.824822693927785,4.030677347460553,4.071675228065353,3.5518806703973436,0.0,3.751696531345027,1.557138550970908,1.0813679079523395
2024-09-23,63.52961639281026,12.594882790813166,5.824345122315933,4.0303468761005075,4.071341395328499,3.5515894551164675,0.0,3.7584165652214994,1.557010882678371,1.0824505196152918
2024-09-24,63.52093635865381,12.593161955413427,5.82354934363079,3.8227045815460867,4.070785129064344,3.551104202418112,0.0,3.9794383971693446,1.5567981487062337,1.0815218833978486
2024-09-30,63.52044042834256,12.593063636164903,5.823503877131016,3.8226747363457223,4.070753347011815,3.550686110096155,0.0,3.9796025120935887,1.5567859942350513,1.0824893585791868
2024-10-02,63.51498570596602,12.591982225747373,5.823003792485912,3.822346469896655,4.070403777184817,3.55038120026168,0.0,3.9880432864880397,1.5566523075770091,1.0822012343924918
2024-10-03,63.514489868567736,12.591883924919046,5.822958334504326,3.822316630287814,4.070372001086682,3.5499631527505846,0.0,3.9891831464428353,1.5566401553829772,1.082192786058
2024-10-04,63.51163895375682,12.591318724939432,5.822696964883104,3.822145061577811,4.0744827467766935,3.5498038089134334,0.0,3.989004087753406,1.5565702839491764,1.082339367450117
2024-10-07,63.51139106021616,12.591269579512993,5.82267423819882,3.822130143287434,4.074466843582081,3.549789953603614,0.0,3.989183674186288,1.5565642084687554,1.0825302989438548
2024-10-08,63.51039950540437,12.591073001643577,5.822583333235757,3.8220704712904645,4.073427467308955,3.549734533445897,0.0,3.991658382424057,1.5565399070213297,1.0825133982255912
2024-10-09,63.509903739608674,12.590974715010619,5.822537881818639,3.8220406359906844,4.073395669902148,3.5497068240159586,0.0,3.992407829006761,1.556527756582165,1.0825049480643516
2024-10-10,63.5081686202742,12.590630723878817,5.8223788074466185,3.821936216109466,4.073284382887561,3.5496098444178266,0.0,3.9950307999077346,1.556485231538887,1.0824753735388926
2024-10-14,63.50581396710271,12.590163908834247,5.822162934701074,3.8217945125392325,4.073133360236477,3.5492830988674924,0.0,3.9968340671855276,1.5564275226966005,1.084386627836636
2024-10-15,63.50358340410121,12.589721694932187,5.821958438444439,3.821660276744012,4.07299029647576,3.549158434697904,0.0,4.002937907435622,1.5563728551090241,1.0816166920598447
2024-10-16,63.5042029892173,12.589844529011144,5.822015241519188,3.8216975635190136,4.072054365867489,3.5489979288487143,0.0,4.003367230694719,1.5563880401648023,1.0814321111576397
2024-10-25,63.50370732015721,12.589746261556229,5.8219697989707155,3.821667734040805,4.072022582280497,3.548970227871695,0.0,4.004116512765756,1.556375892096475,1.0814236702606148
2024-11-01,63.50370732015721,12.589746261556229,5.8219697989707155,3.821667734040805,4.071632317513171,3.548970227871695,0.0,4.004506777533082,1.556375892096475,1.0814236702606148
2024-11-05,63.502963831075085,12.589598863250096,5.821901636478089,3.8216229906965875,4.071584647632116,3.543269904343323,0.0,4.007972235328461,1.556357670349552,1.084728220846685
2024-11-06,63.50271600524976,12.589549731248365,5.821878916001894,3.8216080764813345,4.071568757919812,3.5432560764251364,0.0,4.008541981881851,1.5563515965287271,1.0845288582631225
2024-11-08,63.49887495229376,12.588788234256551,5.821526771296494,3.8213769210296897,4.071322483237452,3.543041757493879,0.0,4.015128633186059,1.5562574583677717,1.0836827888383405
2024-11-11,63.49887495229376,12.588788234256551,5.821526771296494,3.8213769210296897,4.071322483237452,3.543041757493879,0.0,4.01532375072096,1.5562574583677717,1.0834876713034398
2024-11-12,63.498751055096015,12.5887636713712,5.821515412499126,3.8213694648677903,4.071314539388885,3.54303484441163,0.0,4.015511033289719,1.556254421842507,1.0834855572331294
2024-11-13,63.499246646787974,12.588861923487723,5.821560847954552,3.821399289689968,4.071346314969153,3.543062496902491,0.0,4.015737492014768,1.5539251438902684,1.0848598443031006
2024-11-14,63.49825547113986,12.588665420788322,5.8214699777529155,3.8213396405111557,4.07128276430461,3.5430071923524036,0.0,4.017430850044662,1.5539008882834235,1.0846477948226458
2024-11-18,63.43389535951236,12.575905890534905,5.815569493482531,3.8174664341686344,4.168513513460833,3.5394160962395276,0.0,4.013358890964114,1.5523258964370183,1.0835484252000733
2024-11-22,63.43364807248422,12.575856865350874,5.815546822402837,3.81745155237832,4.168497263168892,3.5394022983845663,0.0,4.013733079733182,1.5523198449395426,1.0835442011575738
2024-11-29,63.43352442969314,12.575832352902195,5.815535486929274,3.8174441115266737,4.168489138070433,3.539395399497427,0.0,4.01392017302368,1.5523168192084977,1.0835420891486738
2024-12-03,63.43117530823964,12.575366634532587,5.815320121327272,3.8173027408565026,4.168334767217624,3.539264325751483,0.0,4.017084987952643,1.5522593325596725,1.083891781562574
2024-12-04,63.43030988629914,12.575195062775599,5.815240780126362,3.817250659564781,4.168277896627644,3.5392160378711806,0.0,4.018784342586991,1.552238154341277,1.0834871798070265
2024-12-05,63.42993899841074,12.57512153345576,5.815206777417289,3.8172283394462263,4.168253523992698,3.5391953434686902,0.0,4.019540466908324,1.5522290781388688,1.0832859387614053
2024-12-12,63.42993899841074,12.57512153345576,5.815206777417289,3.8172283394462263,4.168058618282234,3.5391953434686902,0.0,4.019540466908324,1.5522290781388688,1.08348084447187
2024-12-13,63.4285791132604,12.574851933306256,5.815082104219306,3.8171465012446415,4.170892781548906,3.5391194660633554,0.0,4.019454291302948,1.5521957996381068,1.0826780094160828
2024-12-17,63.42771376216023,12.574680375593516,5.815002769512983,3.8170944242161067,4.172005271624712,3.539071182135725,0.0,4.019399454205196,1.5521746231532845,1.0828581373982482
2024-12-18,63.42190415907281,12.573528609313442,5.8164189598966045,3.8167448009641154,4.180392786595927,3.5387470241668058,0.0,4.0190313010101075,1.552032453146705,1.0811999058334905
2024-12-19,63.42116258421685,12.573381590506754,5.816350950111821,3.8167001728184693,4.181513178869844,3.5387056465725895,0.0,4.018984307584135,1.552014305658733,1.0811872636608049
2024-12-20,63.41992666466075,12.57313656680235,5.818186353453262,3.8166257948949,4.181431691654831,3.538636686065818,0.0,4.018905987649606,1.551984060788511,1.0811661940299673
2024-12-30,63.41955589818701,12.57306306155323,5.818152339089775,3.816603482083107,4.182576488943055,3.538615998437892,0.0,4.018882492264484,1.5519749875573075,1.0805752518841374
2025-01-06,63.41807287564263,12.572769049151091,5.818016285612843,3.816514233444786,4.182088943781391,3.538533250345016,0.0027281694801239214,4.018788513471117,1.5519386956933505,1.080549983377653
2025-01-09,63.417207811188305,12.572597548266506,5.817936924023075,3.816462173666664,4.1693655689441895,3.538484982411341,0.01675852677739766,4.018733694538045,1.551917526223197,1.0805352439612792
2025-01-15,63.41646634615385,12.572450551232167,5.817868901526489,3.816417552130101,4.169121956998902,3.5384436109448267,1.9422125985233962,2.094791354883767,1.5518993814227278,1.0803277461837772
2025-01-16,63.41510703862089,12.572181065596547,5.817744197747183,3.8153614480134594,4.168448013069659,3.5383677657687644,1.9448990098377088,2.094746453837829,1.5528404177333635,1.0803045897745975
2025-01-24,63.44923092160341,12.57894619863111,5.820874745521946,3.8174145068770002,4.170496104014602,3.44044969844765,1.972265840223071,2.0958736439697523,1.5566004812515817,1.0978478594598768
2025-01-27,63.47175300245392,12.54440441042528,5.82294093623435,3.8187695448643013,4.172366541025638,3.3888166612252126,2.0359619652113605,2.0966175999638015,1.5585182550056502,1.089851083590486
2025-02-03,63.4784384541834,12.545725707005156,5.823554264033116,3.819171774174987,4.175926890363243,3.3833219616420953,2.0572423239133597,2.09683843577023,1.5319599139106406,1.0878202750037744
2025-02-04,63.479429011256,12.372320052369114,5.823645138399348,3.819231370909004,4.1876955210441995,3.383374757104297,2.222683425511139,2.096871156142584,1.5319838195668702,1.0827657476974404
2025-02-05,63.47955283306377,12.37234418558926,5.823656497894542,3.819238820631536,4.187703689486131,3.3833813566529267,2.222882819199029,2.09687524626093,1.5319868078263577,1.0823777433955257
2025-02-06,63.473238536694396,12.371113511388119,5.823077220135957,3.818858921833536,4.187287139573248,3.383044812495587,2.2236369033618053,2.096666670567442,1.5318344214545758,1.0912418624953337
2025-02-07,63.47274335088798,12.371016998275481,5.823031791459943,3.818829129045609,4.187059435257974,3.383018419706875,2.2253748908279056,2.096650313444346,1.5318224708643622,1.0904532002295197
2025-02-11,63.47286714661524,12.371041126412463,5.823043148562495,3.81883657719901,4.187067601598996,3.383025017865446,2.2279147201912304,2.0966544027011933,1.5318254584944344,1.0877248003594935
2025-02-12,63.473114739518444,12.37108938296878,5.823065862900501,3.8188514735929733,4.186693857617302,3.3830382142598023,2.228508525907728,2.096662581262741,1.5318314337895411,1.0871439281821877
2025-02-14,63.47286714661524,12.371041126412463,5.823043148562495,3.81883657719901,4.186092413504717,3.383025017865446,2.2294750211420777,2.0966544027011933,1.5318254584944344,1.0871396875029256
2025-02-17,63.47274335088798,12.371016998275481,5.823031791459943,3.818829129045609,4.185694174588754,3.3826283452299553,2.230835933504784,2.096650313444346,1.5318224708643622,1.086747492698781
2025-02-18,63.47150542017418,12.370775722082037,5.822918222870946,3.8187546491094966,4.184442338950166,3.3825623726675462,2.233912959698681,2.0966094217531714,1.5317925952045959,1.0867262974891787
2025-02-19,63.4712578398259,12.37072746797271,5.822895509684738,3.818739753470899,4.18442601689061,3.382549178463868,2.2354645073689197,2.0966012436063415,1.5317866202124841,1.0855518625035252
2025-02-21,63.47744792802437,12.371933933650435,5.823463392502915,3.81911217930088,4.174886470161187,3.382879064438448,2.2358775746336055,2.0968057164190226,1.5319360090004654,1.0856577318686773
2025-02-24,63.483639223727785,12.37314063467429,5.824031386098402,3.8194846777802356,4.165345062545525,3.3832090147641227,2.236290722475619,2.0970102291183625,1.532085426929825,1.0857636218858424
2025-02-25,63.47360993111971,12.371185897210852,5.823111292108139,3.818881266729548,4.164101891965058,3.38286956745611,2.2521257398838657,2.0966789385772544,1.531843384519605,1.0855920904298602
2025-02-26,63.47360993111971,12.371185897210852,5.823111292108139,3.818881266729548,4.163906852063795,3.38286956745611,2.2523207797851286,2.0966789385772544,1.531843384519605,1.0855920904298602
2025-02-27,63.47608600502911,12.371668491011041,5.823338448779354,3.8190302393857096,4.164069283996196,3.383001531513046,2.2524086416969444,2.0967607289783645,1.531903140967077,1.0817334886431638
2025-02-28,63.47608600502911,12.371668491011041,5.823338448779354,3.8190302393857096,4.153536718473886,3.383001531513046,2.2629412072192547,2.0967607289783645,1.531903140967077,1.0817334886431638
2025-03-03,63.473486132495026,12.371161768509154,5.823099934739776,3.818873818401823,4.15278147811091,3.3828629695235146,2.2669443509338296,2.0966748492246983,1.5318403968196075,1.0822743012416605
2025-03-04,63.472619555643625,12.370992870232616,5.823020434401693,3.8188216809212605,4.152334708213158,3.382816784715976,2.269253843591362,2.09664622420345,1.5318194832459437,1.0816744148309148
2025-03-05,63.47224817280789,12.370920486668723,5.822986363492746,3.8187993367225337,4.1523104126058605,3.3827969916130742,2.2696306374586377,2.096633956576468,1.5318105204606118,1.0818631215934575
2025-03-07,63.481781708207706,12.372778599651692,5.82386097638621,3.8193729206069795,4.137914084005918,3.3833050879197017,2.270166601124823,2.096948871119767,1.5320405984906649,1.0818305524865326
2025-03-11,63.483020039809645,12.373019953979366,5.8239745817529505,3.8194474246624726,4.136629320091542,3.383371085651596,2.3482384115468253,2.096989776053196,1.4534577508253361,1.081851655627072
2025-03-14,63.47744792802437,12.371933933650435,5.823463392502915,3.81911217930088,4.136071182945615,3.383074116132999,2.377680156571896,2.0968057164190226,1.4326546964742064,1.081756697977665
2025-03-18,63.47596219674559,12.37164436042681,5.8233270905248835,3.819022790476863,4.135584281229874,3.3829949330656763,2.4072716690533933,2.0967566393067556,1.4057046604170964,1.081731378753048
2025-03-19,63.47534316257254,12.371523708917625,5.823270299917145,3.818985546368492,4.13554394993111,3.382961941214929,2.408223418846362,2.096736191188013,1.405690951617861,1.0817208294259273
2025-03-21,63.47534316257254,12.371523708917625,5.823270299917145,3.818985546368492,4.134763769022761,3.382961941214929,2.456984725618176,2.096736191188013,1.357709825754396,1.0817208294259273
2025-03-24,63.481534047684626,12.372730329916068,5.82383825584471,3.8193580201446755,4.134191720068756,3.3832918886822947,2.46990353682696,2.096940690324579,1.3363851785501109,1.08182633195722
2025-03-26,63.48141021814773,12.37270619518949,5.8238268956404395,3.819350569957121,4.134183655754404,3.3832852891022105,2.4698987189375416,2.0969365999509217,1.3363825717454667,1.0820192855746757
2025-03-27,63.49837936640368,12.376013530124741,5.82538365661455,3.8203715164962784,4.134898527966759,3.3059481506514143,2.5224598041503516,2.0974971298434624,1.3367397987495404,1.0823085189992265
2025-03-28,63.485992232776375,12.373599242785433,5.824247252717241,3.8196262462554786,4.132141120949108,3.2857954381411725,2.5629340972065617,2.097087954404821,1.3364790302909237,1.0820973844728876
2025-03-31,63.48537300295774,12.373478553144372,5.8241904441608465,3.819588990376118,4.129759904303495,3.2272405751934277,2.6247482055929865,2.0970674998234564,1.336465994538651,1.0820868299089035
2025-04-01,63.75001322252272,12.425057679582427,5.848272825110492,3.8355110338524003,3.7162144955676144,3.196422435898189,2.6940645172917295,2.1058091733357154,1.342037083397487,1.0865975334412292
2025-04-02,63.749638586502996,12.424984661963785,5.848238456903449,3.8354884939262943,3.7156049924818157,3.157421924890244,2.73322630008956,2.105796798248604,1.3420291967256917,1.087570588267558
2025-04-03,63.74901420292161,12.424862967839804,5.84818117745601,3.8354509279714852,3.715568600702918,3.1573910001281096,2.7331995300299354,2.1057761734266327,1.3420160524786846,1.0885393670448182
2025-04-07,63.74664165685313,12.42440055190829,5.847963525788236,3.83530818405405,3.7150385607134377,3.1531600353835585,2.7432835095851362,2.105697802787591,1.3419661066881663,1.086540066238397
2025-04-08,63.74664165685313,12.42440055190829,5.847963525788236,3.83530818405405,3.7146468029826867,3.133572148845999,2.7632631538534467,2.105697802787591,1.3419661066881663,1.086540066238397
2025-04-10,63.74726599395982,12.424522236974221,5.848020800972196,3.835345747212714,3.713116138108489,3.1140147607923456,2.7832700573107996,2.1057184260743966,1.3419792499568084,1.0867465886382095
2025-04-11,63.75226113111211,12.425495803317148,5.848479042835824,3.835646278972548,3.694796959535303,3.0978034950220836,2.8109136086300865,2.1058834269129156,1.3420844053749197,1.0866358482870646
2025-04-14,63.75226113111211,12.425495803317148,5.848479042835824,3.835646278972548,3.6944051672698306,3.088008688385279,2.820708415266891,2.1058834269129156,1.342476197640392,1.0866358482870646
2025-04-15,63.752510908518886,12.425544485639387,5.848501956814137,3.835661306796878,3.684233002907502,3.06843109698738,2.85010400166434,2.105891677633628,1.3424814573789075,1.086640105658952
2025-04-17,63.75226113111211,12.425495803317148,5.848479042835824,3.835646278972548,3.6840226722348186,3.0541186574219363,2.86478504513251,2.1058834269129156,1.342476197640392,1.0868317444198008
2025-04-22,63.75226113111211,12.425495803317148,5.848479042835824,3.835646278972548,3.6836308799693462,3.034724940281064,2.8843746584061183,2.1058834269129156,1.342867989905864,1.0866358482870646
2025-04-23,63.75226113111211,12.425495803317148,5.848479042835824,3.835646278972548,3.683239087703874,2.995937505999319,2.9235538849533356,2.1058834269129156,1.342867989905864,1.0866358482870646
2025-04-24,63.75163669615789,12.425374099180457,5.848421758675567,3.8356087099269,3.683203011442573,2.995908161658174,2.923525249588818,2.1058628003939823,1.3428548369023954,1.0876046760732456
2025-04-25,63.7508873903593,12.42522805736342,5.848353019164498,3.8355636280435728,3.6831597208618616,2.9958729492075777,2.9234908878918424,2.1058380491046176,1.3438185131960627,1.0877877848072501
2025-04-28,63.750762507771995,12.425203717394345,5.848341562736416,3.835556114499382,3.683152505864013,2.9956711890184775,2.923485161020877,2.1058339239462898,1.3438158807694462,1.0881774369787571
2025-04-30,63.74888932767302,12.424838629301064,5.848169721701166,3.835443414868827,3.683044284288237,2.99558316761397,2.92633754722806,2.1057720485107194,1.3447558244675433,1.0871660343473948
