date,FUTU SECURITIES INTERNATIONAL,ZHESHANG INTERNATIONAL FINANCIAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES (INTERNATIONAL),IFAST SECURITIES (HK) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,CHIEF SECURITIES LTD
2024-05-10,57.56142695589595,0.0,0.0,10.383468695383982,13.159247455536136,0.0,0.0,15.256502518762208,3.6393543744217127,0.0
2024-05-13,57.55114629382132,0.0,0.0,10.383468695383982,13.159247455536136,0.0,0.0,15.266783180836846,3.6393543744217127,0.0
2024-05-14,40.89454545454546,0.0,29.06909090909091,7.345454545454546,9.309090909090909,0.0,0.0,10.807272727272728,2.5745454545454547,0.0
2024-05-16,41.43678579227018,0.0,29.09236480093165,6.812722905597204,9.243758643278259,0.0,0.0,10.815925467646844,2.598442390275857,0.0
2024-05-17,41.706092146444426,0.0,29.09236480093165,6.536138001310139,9.243758643278259,0.0,0.0,10.815925467646844,2.6057209403886743,0.0
2024-05-20,40.59223576083876,0.0,28.315386795126095,6.361575517143667,8.996882969679795,0.0,0.0,10.527061490507226,2.536129215075092,2.670728251629357
2024-05-21,40.66595820049593,0.0,28.317392844491675,6.362026213248317,8.997520368402409,0.0,0.0,10.435706695005313,2.5504782146652496,2.670917463691109
2024-05-22,40.61481796288426,0.0,28.31137554894461,6.381923785238702,8.995608443122254,0.0,0.0,10.43348916277093,2.592435189120272,2.6703499079189688
2024-05-23,40.61902401019902,0.0,28.273957079113256,6.416885048516184,8.994971315248955,0.0,0.0,10.432750194773002,2.5922515758906437,2.6701607762589417
2024-05-30,40.53153791637137,0.0,28.291991495393336,6.470588235294119,9.000708717221828,0.0,0.0,10.439404677533664,2.593905031892275,2.671863926293409
2024-05-31,36.615660413598825,0.0,25.55861450797106,5.845444650745887,8.131122350982778,0.0,9.66130994301812,9.430821435431206,2.3432998271336194,2.4137268711185094
2024-06-04,36.708860759493675,0.0,25.65058150742145,5.545203366960098,8.16038038938508,0.0,9.696074021718177,9.464756152412773,2.3517316712716054,2.422412131337146
2024-06-05,36.804216480267385,0.0,25.49813600719887,5.508420105412007,8.163002956678236,0.0,9.699190127265716,9.467797917470113,2.4360457642370483,2.423190641470626
2024-06-07,37.087753134040504,0.0,25.47090967534555,5.245901639344262,8.164577306332369,0.0,9.70106075216972,9.469623915139827,2.4365155898424944,2.423657987785278
2024-06-12,37.09418193506911,0.0,25.47090967534555,5.239472838315654,8.164577306332369,0.0,9.70106075216972,9.469623915139827,2.4365155898424944,2.423657987785278
2024-06-13,37.15776589576757,0.0,25.523416865296657,5.057012175481543,8.181408232944664,0.0,9.721059073632674,9.489145139470462,2.4415383624299425,2.4286542549764865
2024-06-14,37.11617195496418,0.0,25.345445240532243,4.676305015353122,8.124360286591607,0.0,9.653275332650972,10.126663254861821,2.546059365404299,2.4117195496417607
2024-06-17,37.11617195496418,0.0,25.345445240532243,4.669907881269191,8.124360286591607,0.0,9.653275332650972,10.133060388945752,2.546059365404299,2.4117195496417607
2024-06-18,37.48001279181324,0.0,25.3405820275024,4.381196034537896,8.058842340901823,0.0,9.651423089222897,10.131116085705148,2.545570834665814,2.4112567956507838
2024-06-19,37.76263848210875,0.0,25.226028269451167,4.361390551381637,8.022411817139947,0.0,9.607793200050937,10.085317712975932,2.5340634152553165,2.400356551636317
2024-06-21,37.83904240417675,0.0,25.226028269451167,4.361390551381637,7.93964090156628,0.0,9.607793200050937,10.0916847064816,2.5340634152553165,2.400356551636317
2024-06-24,37.9439847231063,0.0,25.219605346912793,4.360280076384469,7.848504137492044,0.0,9.6053469127944,10.089115213239975,2.5334182049649905,2.399745385105029
2024-06-25,37.96944621260344,0.0,25.219605346912793,4.360280076384469,7.823042647994908,0.0,9.6053469127944,10.089115213239975,2.5334182049649905,2.399745385105029
2024-06-26,37.982176957352,0.0,25.206874602164227,4.360280076384469,7.823042647994908,0.0,9.6053469127944,10.089115213239975,2.5334182049649905,2.399745385105029
2024-07-03,38.10129804021379,0.0,25.19725120895902,4.358615423771952,7.654619496054976,0.0,9.601679816747263,10.155255790277424,2.5324510053448717,2.3988292186306945
2024-07-15,39.54824648305924,0.0,22.35651542170266,4.5241397529885745,7.945314047949277,0.0,9.966316623736873,10.540915395284326,2.628624265240077,2.4899280100389674
2024-08-05,39.979013641133264,0.0,22.193074501573975,4.492392444910808,7.889559286463799,0.0,9.896379853095489,10.46694648478489,2.6101783840503674,2.472455403987408
2024-08-06,38.526196043733805,0.0,25.0205397206598,4.329141123680718,7.602856601150225,0.0,9.536750300195918,10.086582822473614,2.515325791569235,2.3826075965366873
2024-08-07,38.668859926610146,0.0,24.794381880298623,4.35910413766924,7.611033784638745,0.0,9.547007465519423,10.103758066557003,2.5306845501708213,2.385170188535999
2024-08-08,38.66497943688706,0.0,24.795950648528947,4.359379943055995,7.6115153432458085,0.0,9.547611515343245,10.104397342613098,2.530844669408415,2.385321100917431
2024-08-14,38.643553081108436,0.0,24.794381880298623,4.35910413766924,7.611033784638745,0.0,9.547007465519423,10.103758066557003,2.5496646842971025,2.3914968999114263
2024-08-16,38.62457294698216,0.0,24.794381880298623,4.35910413766924,7.630013918765026,0.0,9.547007465519423,10.103758066557003,2.5496646842971025,2.3914968999114263
2024-08-21,38.611919524231304,0.0,24.794381880298623,4.35910413766924,7.64266734151588,0.0,9.547007465519423,10.103758066557003,2.5496646842971025,2.3914968999114263
2024-08-23,38.56916745805635,0.0,24.811649256093702,4.362139917695473,7.6479898702120925,0.0,9.553656220322887,10.110794555239,2.551440329218107,2.3931623931623935
2024-08-28,38.76047752095504,0.0,24.56819913639827,4.3751587503175005,7.670815341630684,0.0,9.58216916433833,10.128270256540512,2.5146050292100584,2.400304800609601
2024-08-29,38.76165704497875,0.0,24.5448201484489,4.370995368901859,7.701579648544059,0.0,9.573050815200153,10.137664150225211,2.5122121423586883,2.398020681342384
2024-08-30,38.792720816688856,0.0,24.53236953902733,4.368778137087059,7.69767294401116,0.0,9.568194787901845,10.132521717075644,2.5109377972227507,2.396804260985353
2024-09-02,38.795180722891565,0.0,24.53392517438174,4.369055168040584,7.691819911223844,0.0,9.568801521876983,10.133164235890932,2.5110970196575777,2.3969562460367784
2024-09-03,38.879403022829315,0.0,24.467210522987415,4.43938531587934,7.670903686839941,0.0,9.542781255928666,10.10560930879656,2.5042686397268072,2.3904382470119523
2024-09-04,39.11366797319509,0.0,24.193956252370715,4.4379820457706405,7.6684789480338855,0.0,9.539764824883044,10.102414970287015,2.5097989632064737,2.433936022253129
2024-09-09,38.87204749273715,0.0,24.371605406088165,4.439813060502716,7.698623215864594,0.0,9.530125047366427,10.092206643930782,2.507262852090438,2.4883162814197295
2024-09-12,38.81076990983038,0.0,24.33318620341762,4.432814174916451,7.686487168169494,0.0,9.515101834920236,10.07629737057822,2.5033104231036005,2.6420329150640014
2024-09-13,38.81076990983038,0.0,24.33318620341762,4.432814174916451,7.673876032536731,0.0,9.515101834920236,10.07629737057822,2.5033104231036005,2.6546440506967652
2024-09-16,38.71068788372384,0.36336298709434905,24.176168399949884,4.404209998747024,7.624357849893497,0.0,9.45370254354091,10.0112767823581,2.4871569978699415,2.769076556822453
2024-09-19,38.8524282767673,0.36252265766610414,24.120257516094757,4.394024626539158,7.606725420338771,0.0,9.431839489968123,9.988124257766112,2.4814050878179885,2.76267266704169
2024-09-23,38.95163806552262,0.3619344773790951,24.0811232449298,4.386895475819032,7.594383775351014,0.0,9.41653666146646,9.97191887675507,2.4773790951638066,2.7581903276131046
2024-09-24,40.5832769334892,0.35685719559465945,23.7433089275826,4.325355319018027,6.712606903340921,0.0,9.28443979573002,9.832031009659756,2.442625976742755,2.7194979388420597
2024-09-27,40.431300061614294,0.3573629081947012,23.77695625385089,4.331484904497843,6.654343807763401,0.0,9.297597042513864,9.845964263709181,2.446087492298213,2.8589032655576094
2024-10-02,40.44978434996919,0.3573629081947012,23.758471965495996,4.331484904497843,6.654343807763401,0.0,9.297597042513864,9.845964263709181,2.446087492298213,2.8589032655576094
2024-10-03,41.44551791610615,0.3546532958297664,23.046349516937752,4.298642533936651,6.591659532836003,0.0,9.227100403570992,9.771309771309772,2.4275406628347804,2.837226366638131
2024-10-04,41.38184041577499,0.3546316111280954,23.02048303271171,4.298379700397432,6.71354325894222,0.0,9.226536227453378,9.770712320391317,2.396820544176093,2.837052889024763
2024-10-07,41.300355087547445,0.35508754744704296,23.050079588588222,4.303905963021918,6.728296804212073,0.0,9.238398432717032,9.783274152075426,2.3999020448144974,2.8407003795763437
2024-10-08,41.34933268029876,0.35508754744704296,23.050079588588222,4.1141177911105675,6.728296804212073,0.0,9.238398432717032,9.783274152075426,2.3937798457205828,2.9876331578302926
2024-10-14,40.54666911809769,0.35545749831464113,23.037323037323038,4.363547220690077,7.145921431635717,0.0,9.248023533737818,9.793466936324078,2.4146595575167003,3.094931666360238
2024-10-15,40.55378583680471,0.35530507228620434,23.027444253859347,4.386179857877972,7.142857142857142,0.0,9.24405782896349,9.789267336437147,2.4074981622151435,3.0936045086988484
2024-10-16,40.835266821345705,0.3541335938454024,22.95152033215289,4.347295152033215,7.119306386616192,0.0,9.213579191598486,9.756991085602637,2.417877640737575,3.004029796067896
2024-10-17,40.83313003171505,0.35374481580873385,22.92632349353501,4.3852159063186145,7.111490607465236,0.0,9.203464259575506,9.74627958038546,2.4396194193705782,3.0007318858258114
2024-10-18,40.67384297269355,0.3527336860670194,22.860791826309068,4.372681384175637,7.297938332421092,0.0,9.177157453019522,9.754910904336192,2.4326461108070303,3.0772973301708935
2024-10-21,40.52644347404173,0.3517709849587579,22.79839883551674,4.385007278020379,7.278020378457059,0.0,9.152110625909753,9.764677341096554,2.42600679281902,3.3175642891800097
2024-10-22,40.54447341296308,0.3516643424483114,22.791487297641424,4.383677923967744,7.275813981689201,0.0,9.149336081974171,9.761717092099678,2.425271327229734,3.316558539986661
2024-10-24,40.85652331044452,0.34935549933742926,22.641850379472352,4.4332008191784125,7.228044813877846,0.0,9.089266353451391,9.697626791952777,2.4093482712926155,3.2947837609926514
2024-10-25,40.8781954887218,0.34887218045112783,22.61052631578947,4.427067669172932,7.218045112781955,0.0,9.076691729323308,9.68421052631579,2.4661654135338344,3.2902255639097744
2024-10-28,40.966966966966964,0.3483483483483484,22.576576576576578,4.42042042042042,7.207207207207207,0.0,9.063063063063064,9.66966966966967,2.4624624624624625,3.285285285285285
2024-10-29,41.26301767982562,0.35117461855170745,22.75974812303221,4.498667958343424,6.448292564785662,0.0,9.136594817147008,9.74812303221119,2.4824412690724147,3.3119399370307585
2024-10-31,41.58487384837719,0.34925031613175167,22.63503341964232,4.474016980791232,6.412958391039923,0.0,9.086529776600228,9.694707051243451,2.468838441621003,3.2937917745528997
2024-11-01,41.66917564882279,0.34925031613175167,22.63503341964232,4.474016980791232,6.328656590594328,0.0,9.086529776600228,9.694707051243451,2.468838441621003,3.2937917745528997
2024-11-04,41.637546692372574,0.3494396915290999,22.647306904446317,4.476442944933125,6.3320882033979995,0.0,9.091456802024341,9.699963851066395,2.4701771297746715,3.295577780455477
2024-11-05,41.98618718742558,0.34532031436056204,22.380328649678493,4.423672302929269,6.275303643724696,0.0,8.98428197189807,9.585615622767325,2.4648725887115983,3.554417718504406
2024-11-06,42.32006673021926,0.3455672068636797,22.396329837940897,4.426835081029552,5.90443279313632,0.0,8.990705433746426,9.592469018112489,2.4666348903717825,3.5569590085795992
2024-11-07,42.37318409145034,0.34532031436056204,22.380328649678493,4.411764705882353,5.900214336746845,0.0,8.98428197189807,9.585615622767325,2.4648725887115983,3.554417718504406
2024-11-08,42.70983213429256,0.34772182254196643,22.535971223021583,4.442446043165468,5.203836930455635,0.0,9.046762589928058,9.652278177458033,2.4820143884892087,3.5791366906474815
2024-11-11,42.67546490701859,0.3479304139172165,22.549490101979604,4.445110977804439,5.206958608278344,0.0,9.052189562087582,9.658068386322736,2.483503299340132,3.58128374325135
2024-11-12,43.347689442439766,0.3375625654754976,21.90082644628099,4.353393085787452,5.0692585263648,0.0,9.509952275637295,9.370271214061226,2.636480037248283,3.474566406704691
2024-11-13,44.2862859429486,0.3315611959069342,21.511461727548163,4.333161836163037,4.979134510947237,0.0,9.340879208826387,9.203681472589036,2.6010404161664664,3.412793688904133
2024-11-14,44.22427123303362,0.3321688334001489,21.550884829047593,4.341103029608843,4.98825954985396,0.0,9.357997823721437,9.220548651279996,2.605807227535651,3.3789588225187557
2024-11-15,44.33967655294588,0.3314475112863592,21.504085947768445,4.331676095776901,4.977427281558946,0.0,9.337676438653638,9.206240356591804,2.6001485799188524,3.371621235499171
2024-11-18,44.10791407257839,0.3253126928038589,21.10606315553312,4.25150036457457,6.0799820517135,0.0,9.16484379381906,9.030231645072634,2.5520219866509617,3.382130237253912
2024-11-20,44.08463351666854,0.3255135256482209,21.119093051969916,4.254125042092266,6.083735548321922,0.0,9.170501739813671,9.035806487821304,2.553597485688629,3.3729936019755304
2024-11-21,44.13166601244883,0.32523972410699264,21.101328996803677,4.250546739191387,6.07861829193069,0.0,9.162788089496999,9.028206134694107,2.551449559804856,3.3701564515224582
2024-11-22,44.14899584876024,0.3253674408167845,21.132054302703914,4.252215864467631,6.081005273196455,0.0,9.16638617749355,9.031751374396949,2.5524514753730507,3.3097722427914285
2024-11-25,43.56844190140845,0.31910211267605637,20.72513204225352,4.170334507042254,5.963908450704225,0.0,8.98987676056338,10.513864436619718,2.503301056338028,3.2460387323943665
2024-11-26,43.61585030269675,0.3192074848651623,20.731975784259767,4.171711612548156,5.965877820583379,0.0,8.992845349477161,10.451293340671436,2.5041276829939463,3.2471106219042376
2024-11-27,43.542536821279406,0.31875137392833586,20.70235216531106,4.165750714442735,5.957353264453726,0.0,8.979995603429325,10.436359639481205,2.6324466915805673,3.264453726093647
2024-11-28,43.580023075655184,0.3186638096807868,20.696665018405582,4.164606340310971,5.955716718861601,0.0,8.977528707213889,10.433492665238173,2.631723531674084,3.2415801329597276
2024-11-29,43.81770434402013,0.3173213699529489,20.609475872633766,4.1470620417988835,5.930626983258562,0.0,8.93970893970894,10.389539336907758,2.620636831163147,3.2279242805558592
2024-12-11,43.15406740109622,0.31475552178867966,20.442828458240626,4.21663862810007,5.882672165843599,0.0,8.867422803494872,10.327237206273402,2.7405437672979867,4.053834047864546
2024-12-12,43.32323341629694,0.3138188507737258,20.381993290769397,4.20409046639974,5.865166107564117,0.0,8.841034520073585,10.296504707282763,2.732388269667785,4.041770371171951
2024-12-13,43.436689714779604,0.31331028522039756,20.34896283491789,4.197277441659464,5.855661192739844,0.0,8.826707000864305,10.27981849611063,2.706352636127917,4.035220397579948
2024-12-16,43.64257441847856,0.31448245946971753,20.425093531421133,4.212980534620181,5.460066149758716,0.0,8.859729978853766,10.318277937428835,2.716477796453939,4.050317193515155
2024-12-18,43.50285472615775,0.3066187354620427,20.046521463311482,4.562275322478325,5.323535631211673,0.0,8.63818989215479,10.060266441108057,2.664411080566716,4.895326707549165
2024-12-19,43.521647307286166,0.3062302006335797,20.021119324181626,4.609292502639915,5.316789862724393,0.0,8.627243928194298,10.047518479408659,2.6610348468849,4.889123548046462
2024-12-20,43.76215761526734,0.30492613427264603,19.93586036485989,4.589664055517586,5.294148572630251,0.0,8.590505231060407,10.004731612428369,2.6497029598864414,4.868303454077073
2024-12-23,44.18288344842017,0.3034107553881565,19.83678593848085,4.697635488595941,5.267838459928855,0.0,8.547813350073238,9.923624189160913,2.6574597196066123,4.58254865034526
2024-12-27,44.31588232241997,0.30093913765371244,19.675193275566855,4.674933845275774,5.224926062367042,0.0,8.478181912520105,9.972500389145436,2.6358117573807918,4.721631297670316
2024-12-30,44.82687016560245,0.30109536416965166,19.685407257436534,4.812334527332191,5.227638477911021,0.0,8.4825831905726,8.986139230649432,2.9538493484919273,4.72408243783419
2025-01-02,44.55777056611549,0.29876886622366455,19.533302426209243,4.775150672229949,5.187245660124659,0.0,8.417040127749447,8.916705300571781,2.931025601401123,5.382990779374646
2025-01-03,45.286497004454915,0.2969942137334221,19.50944748835066,4.746786829842798,5.156434021199242,0.0,8.367043883455375,8.300476214859952,2.934098008090532,5.402222336013109
2025-01-06,45.26477359938603,0.2967510872345868,19.54464057303658,4.742900997697621,5.15221284215912,0.0,8.360194423126119,8.293681248401127,2.9470452801227935,5.3977999488360195
2025-01-08,45.386342757987144,0.2960089823415331,19.49576400939063,4.73104011432071,5.139328365826273,0.0,8.339287537001121,8.272940696131469,2.9549862202715116,5.384301316729611
2025-01-16,45.39191671769749,0.29597877117779137,19.493774239640743,4.730557256582976,5.138803837517861,0.0,8.33843641559502,8.2720963461931,2.954684629516228,5.383751786078792
2025-01-21,45.36450888298958,0.29609965284868284,19.501735756585663,4.7324892791505,5.140902593424546,0.0,8.341841944047376,8.280579946906268,2.955891362058403,5.385950581988973
2025-01-22,43.78568515497553,0.2956769983686786,21.283646003262643,4.567699836867863,5.133564437194127,0.0,8.329934747145188,8.268760195758565,2.9567699836867862,5.37826264274062
2025-01-23,44.72710687680535,0.29392388384938933,19.611817767192015,4.5558201996655345,5.103126742005777,0.0,8.280545279481071,8.219733441443267,3.861551715400598,5.346374094156996
2025-01-24,44.75372568830513,0.2930032836574893,19.550391513008336,4.526395554432938,5.087143217984339,0.0,8.254609749936852,8.340490022733013,3.864612275827229,5.3296286941146755
2025-02-04,44.75651646797333,0.29298848252172155,19.549403919983835,4.526166902404526,5.086886239644373,0.0,8.254192766215397,8.340068700747626,3.8644170539502927,5.329359466558901
2025-02-05,44.76767676767677,0.29292929292929293,19.545454545454547,4.525252525252525,5.085858585858586,0.0,8.252525252525253,8.338383838383837,3.8636363636363633,5.328282828282829
2025-02-06,18.789413996672003,58.152006867971714,8.203410668673358,1.899290945511971,2.1345825693421374,0.0,3.4636622823287513,3.4996979364288667,1.6216044345051985,2.236330298565993
2025-02-07,18.736420387701244,58.152006867971714,8.203410668673358,1.9522845544827294,2.1345825693421374,0.0,3.4636622823287513,3.4996979364288667,1.6216044345051985,2.236330298565993
2025-02-10,18.715222944112938,58.152006867971714,8.1504170597026,2.0264756070417906,2.1345825693421374,0.0,3.4636622823287513,3.4996979364288667,1.6216044345051985,2.236330298565993
2025-02-11,18.664207502570463,58.158170890704994,8.151280991297527,2.079689636531307,2.134808831791056,0.0,3.4640294251703923,3.500068898994075,1.6111764768234382,2.236567346116747
2025-02-12,18.6931715940004,58.0769108634213,8.192816995332,2.1085389476358323,2.13182602436675,0.0,3.459189398029067,3.495178516613212,1.6089253014088682,2.2334423591925736
2025-02-13,18.688819514260015,58.06338959733319,8.190909571935023,2.108048044870099,2.1313296999841262,0.0,3.4583840414836766,3.517646436319382,1.6085507169691518,2.2329223768453357
2025-02-14,18.62729533788432,58.069534846801076,8.179076043816478,2.1082711541514523,2.131555273323808,0.0,3.4587500661480655,3.583637614436154,1.6087209609991004,2.2331587024395407
2025-02-17,18.65560271377314,58.071993310824396,8.137085763275156,2.1083604110879435,2.131645516029678,0.0,3.458896497708534,3.5943734719149885,1.6087890687016437,2.2332532466845185
2025-02-19,18.416233553153877,58.078140381704436,8.065967333890823,2.108583586497444,2.131871156227837,0.0,3.459262630860264,3.8974923521503952,1.6089593631908206,2.2334896423240993
2025-02-20,18.445872278265288,58.078140381704436,8.065967333890823,1.8206645425580334,2.131871156227837,0.0,3.459262630860264,4.155772670978395,1.6089593631908206,2.2334896423240993
2025-02-21,18.520359072501773,58.01304756970511,8.054812480835722,1.7340368165621665,2.129481797900124,0.0,3.455385558856804,4.254734237711071,1.6071560738868857,2.2309863920403483
2025-02-25,18.3258181357382,57.93953345934929,8.038269427753782,1.7318394458113773,2.1267833194293377,0.0,3.4510068956777933,4.553470542889427,1.6051194863617644,2.228159286989028
2025-02-26,18.404274377970513,57.821078922131704,8.021835579770475,1.70300660758133,2.1224352151415835,0.0,3.4439514811731353,4.655868312063315,1.6039455796650897,2.2236039245028505
2025-02-27,18.4325307156295,57.6655070575005,8.000252241268774,1.6984245430754517,2.116724647124975,0.0,3.434685276466941,4.83462431816032,1.5996300461391322,2.217621154634408
2025-02-28,18.471051504611495,57.30893366339737,7.950782857560659,1.6879223722829777,2.4859252760108212,0.0,3.4134469756316657,4.882023000031335,1.5960058074556867,2.203908543017997
2025-03-03,18.6696956118504,57.054281337598866,7.898877692443963,1.6714775486385378,2.4947115033919323,0.0,3.405479195106447,4.895636860039807,1.6172899971864156,2.2925502537436304
2025-03-04,18.64813986624926,56.943909973062645,7.991762784844355,1.668244079501607,2.58973052241833,0.0,3.3988913041217277,4.892406577291496,1.5892000956848225,2.27771479682576
2025-03-05,18.867963856551782,56.56741461787787,8.00825421308793,1.6716865900303282,2.7785015268209814,0.0,3.397567508415754,4.833717209825849,1.5924794947421077,2.282414982647393
2025-03-06,19.240011234435624,56.32093037770589,7.993092902541271,1.5873841448826105,2.8148502595362674,0.0,3.3911351981109505,4.774635140898547,1.5998668511333258,2.2780938907555157
2025-03-07,19.600812965761634,55.981030798895205,8.008755015894522,1.5904945541716609,2.8203658345927356,0.0,3.3977799781124607,4.715201417478764,1.6030017197352648,2.282557715357757
2025-03-10,19.632080879670642,55.981030798895205,7.9774871019855125,1.5904945541716609,2.8203658345927356,0.0,3.3977799781124607,4.715201417478764,1.6030017197352648,2.282557715357757
2025-03-11,19.648560638375347,55.879690799945905,7.963045807800747,1.5876153518034934,2.815260250314714,0.0,3.3916291263954053,4.835672447695045,1.600099876195133,2.278425701474214
2025-03-12,19.956521286886694,55.591383309582994,7.961389238498424,1.5872850768158604,2.787630410135325,0.0,3.3909235585974473,4.828425508898574,1.6309718220493243,2.26546978853535
2025-03-13,20.34839581925017,55.15989808122303,7.989184129790443,1.587020955748531,2.787166554001352,0.0,3.3903593156882113,4.827622068535177,1.6307004315948208,2.27965264416827
2025-03-14,20.39645333305614,55.070008211802126,7.9851979667993715,1.5862291196740226,2.785775911354116,0.0,3.3886677130650815,4.858476346891469,1.6402814881032814,2.2889099092543894
2025-03-17,20.838495413990195,55.15600762079269,7.997667954150313,1.5887062350993721,2.790126284447128,0.0,3.393959584812552,4.262230227062143,1.6615826679020957,2.3112240117435165
2025-03-18,20.929243472578086,54.95689878735698,8.01029034968517,1.5829711310048649,2.9045341853300277,0.0,3.3817076586342463,4.246843912407548,1.6742564911152373,2.3132540118878433
2025-03-19,21.12138118058646,54.836305673149575,7.990643081158851,1.5691470092016602,2.898160703010982,0.0,3.3742871042199294,4.1485100348814345,1.7430366513823192,2.3185285624087855
2025-03-20,21.592755498059507,54.62043984476067,8.006209573091851,1.5689521345407502,2.8978007761966365,0.0,3.3738680465717987,3.715394566623545,1.90633893919793,2.318240620957309
2025-03-21,22.403308948359417,53.76732413495077,7.959584735212108,1.5598152092271917,2.8809251885462643,0.0,3.354220040950294,3.8048790525871734,2.0392834727495344,2.2306592174172506
2025-03-24,22.606396605966204,53.55133578594632,7.9972946107416245,1.5535492862486293,2.8693522437309777,0.0,3.340745826629638,3.574393080762018,2.281135033766127,2.2257975262084586
2025-03-25,23.011499638408182,53.22733430436865,7.977428521955245,1.5441498517982826,2.770506330403251,0.0,3.320533322468602,3.593509681493629,2.407895943041649,2.1471424060625197
2025-03-26,23.696246048067774,52.190061082292274,8.013341927826719,1.602259123975567,2.7829788104811892,0.0,3.335481956679661,3.609687221830013,2.5742553996951,2.1956884291517027
2025-03-27,24.146014392613292,51.58922703682093,8.0172793252055,1.6030464023585052,2.784346241644402,0.0,3.337120863147335,3.6114608604858276,2.704501018538423,2.2070038591857832
2025-03-28,25.09020658073617,50.44106673753718,8.105815130173461,1.6640942032689023,2.718974558166634,0.0,3.3322770900839203,3.6062188876736414,2.833457697457861,2.2078891149022293
2025-03-31,25.675191632638438,49.44377923101327,8.125837913071955,1.8298486383592767,2.7222580414069775,0.0,3.3363012086416344,3.637182360586616,3.0190455722370615,2.2105554020447635
2025-04-01,26.619667943805876,48.581353767560664,8.112388250319285,1.8268199233716476,2.7177522349936143,0.0,3.330779054916986,3.6311621966794383,2.9731800766283527,2.206896551724138
