date,LEGO SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-10-15,52.20224426007483,12.939029374430644,9.880873271936135,6.515528557844437,5.23849351991574,5.39208923536664,3.2971485547480506,2.1481082547790016,2.3864849709045224
2024-10-18,52.063680753652655,12.904684542992204,9.854645885231234,6.498234004785168,5.490024594831051,5.377776693789475,3.2883967382042147,2.1424064039069646,2.380150382607037
2024-10-24,52.06204119517823,12.904278156340398,9.854335548583121,6.498029366264091,5.489851706241175,5.377607340043751,3.2882931819695935,2.1454880770530806,2.380075428326554
2024-10-25,52.02927169748062,12.896155794949527,9.848132917670894,6.493939300767838,5.589802851715502,5.333759038954947,3.286223426090225,2.1441376389029956,2.378577333467455
2024-10-31,52.026932597535314,12.895576017521737,9.85218590977479,6.493647350245226,5.5895515488023895,5.333519247101838,3.286075686081852,2.144041244083882,2.378470398852975
2024-11-05,52.02997346847893,12.896329738343917,9.852761750485907,6.494026891043801,5.589878246995883,5.327986179202503,3.2862677506832703,2.1441665590389554,2.3786094157268334
2024-11-08,52.030558292105525,12.89647469475701,9.857368548500908,6.494099884745401,5.589941077949864,5.322426001831455,3.286304688757533,2.14419065974821,2.3786361516040984
2024-11-12,52.03172797880055,12.896764617359386,9.857590149675634,6.494245877071463,5.590066744095288,5.322545654033622,3.284130491010176,2.1442388627921254,2.378689625161757
2024-11-14,52.03172797880055,12.896764617359386,9.866582455223924,6.485253571523171,5.590066744095288,5.322545654033622,3.284130491010176,2.1442388627921254,2.378689625161757
2024-11-18,51.99666023957318,12.88807260584936,9.859932690665921,6.548279553343408,5.58629921588778,5.318958426580837,3.2819170909152504,2.142793713607147,2.3770864635771174
2024-11-19,51.98731682423621,12.885756714507595,9.876130194188127,6.547102875931292,5.585295399228592,5.318002649084539,3.281327354683334,2.1424086694224735,2.376659318717837
2024-11-20,51.97797676618124,12.883441655313396,9.892321877612954,6.545926621323658,5.5842919432614515,5.317047215018826,3.28073783035582,2.1420237635921247,2.376232327340522
2024-11-22,51.985448544100564,12.885293636111307,9.911712502927692,6.5468675911927,5.585094679186022,5.299393704685715,3.2672837564390886,2.1423316771904446,2.3765739081664643
2024-11-27,51.9807784311908,12.884136085722849,9.91980558447728,6.546279453325036,5.584592942190496,5.298917633638003,3.2669902399940414,2.1421392208184624,2.3763604086430323
2024-11-29,51.9807784311908,12.884136085722849,9.924297334611753,6.546279453325036,5.584592942190496,5.294425883503529,3.2669902399940414,2.1421392208184624,2.3763604086430323
2024-12-04,51.9807784311908,12.879644335588377,9.928789084746226,6.546279453325036,5.584592942190496,5.294425883503529,3.2669902399940414,2.1421392208184624,2.3763604086430323
2024-12-05,51.97610915728487,12.878487396638464,9.936879905382147,6.545691421118615,5.5840912953339625,5.293950301463959,3.2666967762803583,2.1419467990220116,2.3761469474756156
2024-12-06,51.97610915728487,12.878487396638464,9.941371252036483,6.541200074464282,5.5840912953339625,5.293950301463959,3.2666967762803583,2.1419467990220116,2.3761469474756156
2024-12-10,51.973774834887685,12.877909005103216,9.945415915585832,6.540906299688028,5.583840505700226,5.293712542482792,3.2665500641933383,2.141850601086699,2.3760402312721824
2024-12-11,51.97389154602774,12.877937923446096,9.963402868894814,6.54092098780013,5.5838530446469035,5.275535252066666,3.266557399484708,2.1418554107782457,2.3760455668546965
2024-12-16,51.97400825769196,12.877966841918854,9.963425242538495,6.540711117722606,5.583865583649896,5.275547098716601,3.2665647348090228,2.141860220491393,2.3760509024611736
2024-12-18,51.97400825769196,12.877966841918854,10.008336893657694,6.540711117722606,5.583865583649896,5.230635447597402,3.2665647348090228,2.141860220491393,2.3760509024611736
2024-12-20,51.974358395829675,12.878053598116399,10.00840431775214,6.540755181139818,5.583903200996763,5.229997006000748,3.2665867409796325,2.141874649760445,2.3760669094243845
2024-12-30,51.97494196987624,12.877075382927686,10.008516693261672,6.540828621487836,5.5839658977012,5.230055729005908,3.266623418589548,2.141898698974234,2.376093588175677
2025-01-02,51.97260775231568,12.876497067794507,10.01255825045584,6.540534869990476,5.5837151193306624,5.229820844897094,3.2664767130915062,2.1418025053592613,2.3759868767649697
2025-01-03,51.97260775231568,12.876497067794507,10.017049294547636,6.540534869990476,5.5837151193306624,5.225329800805297,3.2664767130915062,2.1418025053592613,2.3759868767649697
2025-01-07,51.970857226730985,12.87606336553223,10.021202796162356,6.540314573682042,5.583527050334382,5.224031079627981,3.2663666926152324,2.141730365817969,2.3759068494968267
2025-01-09,51.966656446407875,12.87502259929301,10.033864376468014,6.539785923083724,5.583075736428509,5.218220187820115,3.26610267370805,2.141557250744287,2.375714806046411
2025-01-10,51.96735652930178,12.875196048648743,10.03399955039087,6.538526848484569,5.583150950346156,5.218290486487373,3.266146673895245,2.1415861013130955,2.3757468111321756
2025-01-17,51.96735652930178,12.875196048648743,10.038490140715286,6.534036258160153,5.583150950346156,5.218290486487373,3.266146673895245,2.1415861013130955,2.3757468111321756
2025-01-21,51.96735652930178,12.866214867999911,10.047471321364117,6.534036258160153,5.583150950346156,5.218290486487373,3.266146673895245,2.1415861013130955,2.3757468111321756
2025-01-23,51.96735652930178,12.821308964755755,10.092377224608276,6.534036258160153,5.583150950346156,5.218290486487373,3.266146673895245,2.1415861013130955,2.3757468111321756
2025-02-04,51.96560635743344,12.820877164953648,10.078566013302353,6.532693593199235,5.582962919351652,5.236076499726529,3.266036675650033,2.1415139763485316,2.375666800034579
2025-02-11,51.99362326122594,12.82778945381631,10.092985523886888,6.536215650589418,5.5859729358982255,5.1759994537131435,3.2677975371455212,2.14266855906682,2.3769476246577304
2025-02-12,51.99514170605293,12.828164082267188,10.093280283911222,6.536406537129347,5.58613607112859,5.173230171557515,3.267892971353693,2.1427311345094493,2.3770170420900674
2025-02-14,51.995842556656136,12.828336995086348,10.093416332806235,6.536494642369838,5.586211367525649,5.17195198677614,3.2679370197913933,2.1427600167157257,2.3770490822725368
2025-02-18,51.995842556656136,12.828336995086348,10.097909384658184,6.536494642369838,5.586211367525649,5.17195198677614,3.2679370197913933,2.1382669648637784,2.3770490822725368
2025-02-19,51.9888349007282,12.82660807663116,10.110025794110502,6.535613696833112,5.585458494886616,5.171254945277877,3.2674965888434016,2.1379787833778163,2.3767287193113202
2025-02-20,51.987667141711604,12.826319968862206,10.114291050871167,6.535466895662475,5.5853330358427336,5.171138789961048,3.267423195227049,2.135684587982043,2.3766753338796733
2025-02-21,51.98533178105065,12.825743792150943,10.118328845990716,6.535173313104761,5.58508213466237,5.170906494980981,3.267276417885184,2.135588649963563,2.3765685702108312
2025-02-24,51.98533178105065,12.825743792150943,10.122820989588126,6.535173313104761,5.58508213466237,5.170906494980981,3.267276417885184,2.1310965063661507,2.3765685702108312
2025-02-25,51.98533178105065,12.825743792150943,10.127313133185538,6.535173313104761,5.58508213466237,5.170906494980981,3.267276417885184,2.1266043627687385,2.3765685702108312
2025-02-26,51.98533178105065,12.825743792150943,10.140789563977775,6.535173313104761,5.58508213466237,5.170906494980981,3.267276417885184,2.1131279319765026,2.3765685702108312
2025-02-27,52.01103229387917,12.83208458447778,10.163780426095748,6.470988706297032,5.587843288051844,5.173462888181836,3.2688916942836466,2.114172620346537,2.3777434983864136
2025-03-03,52.01103229387917,12.83208458447778,10.1682747905195,6.466494341873279,5.587843288051844,5.173462888181836,3.2688916942836466,2.114172620346537,2.3777434983864136
2025-03-04,52.0086948336013,12.83150788975215,10.167817811733098,6.466203727113401,5.587592161297602,5.177724546795599,3.2687447849809272,2.114077605994723,2.3776366387311962
2025-03-06,52.00694187626542,12.831075402723629,10.171969115561284,6.465985783185081,5.587403831044354,5.177550031164,3.2686346116691705,2.1128828480942783,2.377556500292782
2025-03-19,52.00694187626542,12.831075402723629,10.176463126524885,6.465985783185081,5.587403831044354,5.1730560202003995,3.2686346116691705,2.1128828480942783,2.377556500292782
2025-03-21,52.019799641510645,12.834247651454668,10.18347419294537,6.438366086749663,5.588785214455838,5.174334963693489,3.2694427217981845,2.11340521973682,2.3781443076553215
2025-03-27,52.02061807810203,12.834449574914064,10.183634411323071,6.4384673826875645,5.588873143789523,5.172843054947151,3.2694941605114316,2.113438470310182,2.3781817234149822
2025-04-08,52.02061807810203,12.834449574914064,10.20611037506388,6.4384673826875645,5.588873143789523,5.172843054947151,3.251513389518785,2.113438470310182,2.37368653066682
2025-04-10,52.02061807810203,12.834449574914064,10.219595953308366,6.4384673826875645,5.588873143789523,5.172843054947151,3.251513389518785,2.0999528920656965,2.37368653066682
2025-04-16,52.01827975616271,12.83162517225577,10.22363157411141,6.440425469522988,5.5886219244620525,5.1726105361334405,3.2513672342946527,2.099858499378711,2.373579833678265
2025-04-28,52.0065912989782,12.828741918481585,10.243804237326064,6.438978312144786,5.58736616651714,5.171448255545402,3.2506366552196178,2.0993866632034552,2.3730464925837493
2025-04-29,52.0065912989782,12.828741918481585,10.293238024691693,6.438978312144786,5.58736616651714,5.171448255545402,3.2012028678539877,2.0993866632034552,2.3730464925837493
2025-04-30,52.0065912989782,12.828741918481585,10.333683850718119,6.438978312144786,5.58736616651714,5.171448255545402,3.2012028678539877,2.0993866632034552,2.3326006665573242
2025-05-02,52.11197689655075,12.854737943204892,10.354623916593098,6.4565292758055755,5.612197606927734,5.181927622700867,3.20768975093464,2.112647012218232,2.1076699750642107
