date,CS WEALTH SECURITIES LTD,FUTURE GROWTH FINANCIAL SERVICES LTD,HEAD & SHOULDERS SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,BOCI SECURITIES LTD
2024-05-17,33.478461868581824,23.020978244701027,27.282102123113035,0.0,5.372566253296643,6.235126498041603,1.8354584628004167,1.3566304970196437,0.0,1.4186760524458033
2024-05-20,33.4738776957705,23.01782600482293,27.27836641173897,0.0,5.371830593090923,6.2342727283110895,1.8373137355134,1.3617112355232694,0.0,1.4248015952289246
2024-05-21,33.47317254983971,23.017341121461328,27.277791777713933,0.0,5.371717432478997,6.23414139987386,1.8393815873291877,1.3627358282434343,0.0,1.4237183030595486
2024-05-22,33.472114886645365,23.01661383472149,27.27692987206865,0.0,5.3715477005000425,6.233944417592089,1.8424832017063304,1.3626927694169368,0.0,1.4236733173490959
2024-05-23,33.47281998801492,23.0170986874412,27.277504469780062,0.0,5.371660853960859,6.234075737730104,1.8404154805670858,1.3627214749989192,0.0,1.4237033075068513
2024-05-24,33.47317254983971,23.017341121461328,27.277791777713933,0.0,5.371717432478997,6.23414139987386,1.8404348652571247,1.3627358282434343,0.0,1.4226650251316115
2024-05-27,33.47352511909149,23.017583560588513,27.278079091700175,0.0,5.371774012189006,6.234207063400841,1.8415075393775155,1.3606436037463163,0.0,1.4226800099061412
2024-05-28,33.05303678634089,22.728440863459813,26.935416824816123,0.0,5.3042947643278335,6.155894088451682,1.818374856690956,1.3435514463361982,1.256181807128462,1.4048085624480466
2024-05-29,33.052005506459956,22.72773171882239,26.934576419329765,0.0,5.304129266297854,6.155702019875243,1.8172780966664206,1.347669627894781,1.2561426133008917,1.4047647313526959
2024-05-31,33.05269301923005,22.728204476997046,26.935136683826926,0.0,5.304239597170335,6.155830064261133,1.8152358037986653,1.3476976606893072,1.2561687422475158,1.4047939517790204
2024-06-04,33.053380560602555,22.728677254839738,26.935696971632634,0.0,5.304349932632884,6.155958113974022,1.8163136318086464,1.3446054888073493,1.2561948722811758,1.4048231734209948
2024-06-05,33.05716254949936,22.73127788459557,26.938778971269173,0.0,5.304956859737152,6.156662482629855,1.8071597669974742,1.3426789641863277,1.2563386069001046,1.4049839141849874
2024-06-06,33.05544335635244,22.730095706388315,26.936337841392678,0.0,5.304680966563797,6.156342295078001,1.8070657826247334,1.349890070576263,1.25627326890505,1.4038707121187208
2024-06-11,33.05393061429551,22.729055491275705,26.935105132737906,0.0,5.304438204307964,6.156060557579995,1.8069830844627526,1.3550287241153245,1.2562157770908153,1.403182414134032
2024-06-12,33.05289927863846,22.728346308284653,26.93426471425111,0.0,5.3042726973271295,6.155868478615649,1.8100468641021248,1.3549864450455278,1.256176581143472,1.4031386325918636
2024-06-13,33.053174295187446,22.728535419421714,26.93448882071961,0.0,5.304316831512145,6.155919698500801,1.81006192459161,1.3549977192061662,1.2561870331569351,1.4023182577035727
2024-06-19,33.05351807230951,22.728771812768546,26.93476895904969,0.0,5.304372000276227,6.155983724555869,1.8100807505559073,1.3539717392295674,1.2562000984183581,1.4023328428363209
2024-06-20,33.05489325231139,22.7297174353312,26.935889570645312,0.0,5.304592686808938,6.156239842095048,1.7945543151328374,1.3633891166657874,1.2562523621819286,1.4044714188275604
2024-06-24,28.94635246074482,19.904539010127543,23.587907164125504,12.415785537906451,4.6452610934486644,5.391053207824305,1.5687686119103121,1.2130549200894043,1.100107127189666,1.2271708666333352
2024-06-25,28.947143443328365,19.90508291781719,23.588551722840613,12.416124809327087,4.645388028979694,5.3912005227303945,1.5688114797863708,1.2103554866065003,1.100137188510132,1.2272044000736493
2024-06-26,28.920274264156063,19.886606716861284,23.566656470070786,12.404599973283053,4.641076109099935,5.386196328341312,1.5673552850906671,1.2110520460667245,1.1901175167609597,1.2260652902692164
2024-07-02,28.920800631359462,19.8869686656266,23.567085398059028,12.40482574481404,4.6411605796077176,5.386294360506305,1.5673838119438572,1.2110740879765916,1.1901391776492103,1.224267542457187
2024-07-03,28.921590218091342,19.887511613479113,23.56772881931754,12.405164417520384,4.6412872911348595,5.386441415444904,1.5674266041707199,1.2111071523458452,1.1901716704600334,1.221570798035259
2024-07-05,28.921853423249633,19.88769260268485,23.56794330087778,12.405277312532018,4.641329529848116,5.386490435542163,1.56744086876559,1.210208109589777,1.1901825017912484,1.2215819151188232
2024-07-08,28.92316952090448,19.88859759812936,23.561734919027565,12.405841818414121,4.641540734946911,5.3867355494125055,1.5675121956346294,1.212993498553848,1.1902366614046218,1.2216375035719615
2024-07-10,28.923695993505106,19.888959619369547,23.56216380037299,12.406067635152509,4.64162522236866,5.386833601206986,1.565720483014656,1.2130155780096026,1.1902583266301439,1.2216597403698013
2024-07-11,28.92422248527226,19.88932165378933,23.562592697332082,12.406293460111883,4.641709712866222,5.386931656571097,1.56392870516637,1.2130376582691724,1.1902799926444008,1.2216819779771844
2024-07-12,28.924485738343613,19.889502675941788,23.56280715166702,12.40640637567458,4.641751959268484,5.3869806855918245,1.5630327917804963,1.2130486987004019,1.1902908259473184,1.2216930970844686
2024-07-15,28.924485738343613,19.889502675941788,23.56280715166702,12.40640637567458,4.641751959268484,5.3869806855918245,1.560302349451515,1.2157791410293832,1.1902908259473184,1.2216930970844686
2024-07-17,28.924538389532927,19.8895388807677,23.562850043002452,12.40642895903377,4.641760408641218,5.3869904915030675,1.560305189667072,1.2157813541099647,1.1902929926315657,1.2215132911102666
2024-07-19,28.924801648354727,19.88971990687437,23.563064502021884,12.407452034446493,4.641802655966303,5.387039521594775,1.5603193908999615,1.213972104866681,1.1903038261711236,1.2215244088036763
2024-07-22,28.897553479110037,19.870983098897582,23.540867275666454,12.3957637830614,4.637429916408471,5.3819647429879325,1.6530529940630585,1.212828500918281,1.1891825185645095,1.220373690322276
2024-07-24,28.89571423803623,19.869718371476317,23.539368971319067,12.394974830532682,4.6371347581493,5.381622197359623,1.6593124770517522,1.2127513080861616,1.1891068307269912,1.2202960172618813
2024-07-25,28.89597694615312,19.86989901889875,23.53958298171674,12.395087520617787,4.637176917098204,5.381671124886441,1.6584184033970926,1.2127623339292946,1.1891176416041236,1.2203071116984507
2024-07-29,28.896765177991128,19.870441035078166,23.540225100472384,12.395425636980383,4.637303411194297,5.381817927485648,1.6557358166217975,1.2127954159699303,1.1891500786588043,1.2203403995474613
2024-07-31,28.89650242926704,19.87026035973278,23.540011056994786,12.395312929476598,4.63726124572882,5.381768992396027,1.6566300284748117,1.2127843884225158,1.1891392661106177,1.2203293033960076
2024-08-01,28.896502455541672,19.870260377800147,23.54001107839894,12.395312940747246,4.637261249945328,5.381768997289492,1.6566299390544394,1.2127843895252604,1.1891392671918628,1.2203293045056125
2024-08-05,28.89492606353044,19.869176394720576,23.53872689926808,12.39463673876306,4.637008273253784,5.381475405438136,1.6565395648575794,1.2181735323026426,1.1890743960316272,1.2202627318340704
2024-08-07,28.895976972426794,19.869899036965464,23.539583003120114,12.395087531888024,4.637176921314558,5.381671129779727,1.6584183139799722,1.2127623350319992,1.1891176426853292,1.2203071128080156
2024-08-20,28.894663348250056,19.868995742372263,23.53851288303479,12.395433254646928,4.636966113155295,5.381426476577168,1.6628889667426408,1.211797993266176,1.1890635848597049,1.220251637094979
2024-09-10,28.89492606353044,19.869176394720576,23.53872689926808,12.39554595607154,4.637008273253784,5.381475405438136,1.662904086016947,1.2118090111432747,1.1890743960316272,1.2193535145255894
2024-09-23,28.894137932020804,19.86863444753051,23.538084862243124,12.39520785794574,4.6368817952582155,5.381328621524378,1.6601311514921853,1.217231113166266,1.1890419631056262,1.219320255713157
2024-09-24,28.894663348250056,19.868995742372263,23.53851288303479,12.395433254646928,4.636966113155295,5.381426476577168,1.6583429215336647,1.2172532475169469,1.1890635848597049,1.219342428053184
2024-09-25,28.89492606353044,19.869176394720576,23.53872689926808,12.39554595607154,4.637008273253784,5.381475405438136,1.6574487821660604,1.2172643149941613,1.1890743960316272,1.2193535145255894
2024-09-27,28.893612534899376,19.868273165827976,23.537656857017307,12.394982469441564,4.636797480427528,5.381230770030284,1.6573734365353046,1.221754859503318,1.189020342137867,1.2192980841794727
2024-09-30,28.897133060508146,19.870694004149865,23.54052478928557,12.396492728954843,4.637362448350898,5.381886442999862,1.6557568047397206,1.2115378545196076,1.1891652176379028,1.2194466488535816
2024-10-02,28.898289241100173,19.871489034947885,23.541466650813163,12.396988715330808,4.637547990233193,5.382101773449455,1.6558230519303587,1.2115863284132278,1.189212796397445,1.2154944173842912
2024-10-03,28.905806670663043,19.876658286244503,23.547590588319554,12.400213594446718,4.638754374461343,5.3835018414827065,1.65625378791814,1.2119015032945915,1.1895221511608913,1.1897972020085064
2024-10-07,28.905859253871302,19.87669444432423,23.54763342427546,12.400236151956404,4.638762812924595,5.38351163473296,1.6562568008469558,1.2117217956249187,1.189524315047605,1.1897993663955715
2024-10-08,28.906069588617463,19.876839077958667,23.547804769657564,12.400326382815843,4.638796567084614,5.383550808090278,1.6562688526718372,1.2117306127714376,1.1895329706731879,1.1890803696591132
2024-10-09,28.906122172782283,19.87687523669616,23.547847606392715,12.400348940735881,4.638805005701373,5.383560601518684,1.6571814352644236,1.2108232474691556,1.1895351345992657,1.1889006188400546
2024-10-14,28.90670061122245,19.87727299149145,23.54831882076583,12.400597083273158,4.638897832512099,5.383668331582865,1.6561230916367933,1.2108474771706148,1.1895589383057494,1.1880148220389903
2024-10-30,28.909961333627177,19.879515179912048,23.550975109070926,12.401995890604553,4.639421107662008,5.384275618045077,1.6466671866093192,1.209346619973131,1.1896931224706615,1.1881488320250992
2024-10-31,28.909435360903164,19.879153502404748,23.550546634940904,12.40177025517438,4.639336700459602,5.384177659349076,1.6466372280073103,1.2111439654785756,1.1896714778158952,1.1881272154663463
2024-11-05,28.90948795731433,19.87918966956326,23.550589481652317,12.40179281834794,4.639345141041632,5.384187455058277,1.6466402238184563,1.2109642338710334,1.1896736422459306,1.1881293770868262
2024-11-07,28.90922497717231,19.879008835086697,23.55037524965431,12.401680003301147,4.639302938438602,5.3841384768687055,1.6475349121145642,1.2109532181260754,1.1896628201745105,1.1881185690630804
2024-11-08,28.90938276468338,19.879117335377835,23.5505037883854,12.401747692082923,4.639328259908283,5.384167863675518,1.646998101090195,1.2109598275490003,1.1896693133937357,1.1881250538537318
2024-11-11,28.909119786455157,19.87893650221726,23.550289557946428,12.401634877857122,4.639286057612376,5.384118885842378,1.6478927828753593,1.2109488118842076,1.1896584914010715,1.1881142459086396
2024-11-12,28.909540553916873,19.879225836853376,23.550632328519637,12.401815381603598,4.639353581654376,5.384197250803122,1.6479167676825266,1.209510953567477,1.1896758066838418,1.1881315387151719
2024-11-15,28.909277572817953,19.879045001718808,23.550418095742103,12.401702566146305,4.6393113788977836,5.385057941333157,1.647901777096229,1.2094999510225168,1.1896649845730434,1.1881207306520989
2024-11-18,28.909119786455157,19.87893650221726,23.550289557946428,12.401634877857122,4.639286057612376,5.385028549775242,1.6484385812350788,1.2094933495916234,1.1896584914010715,1.1881142459086396
2024-11-20,28.90938276468338,19.879117335377835,23.5505037883854,12.401747692082923,4.639328259908283,5.384167863675518,1.6484535766227153,1.20950435201648,1.1896693133937357,1.1881250538537318
2024-11-26,28.909908735493527,19.879479011569092,23.550932260956323,12.40197332669207,4.639412666803555,5.384265822015076,1.6466641907000632,1.2095263574667205,1.1896909579697432,1.1881466703338281
2024-11-29,28.909908735493527,19.879479011569092,23.550932260956323,12.40197332669207,4.639412666803555,5.384265822015076,1.6857808073025244,1.1704097408642593,1.1896909579697432,1.1881466703338281
2024-12-09,28.910697727594957,19.880021550532607,23.551574999046757,12.402311794000513,4.639539282905422,5.384412766207962,1.6858268146335706,1.1704416829934936,1.1897234263105314,1.185449955774183
2024-12-11,28.898341796961706,19.871525174223038,23.541509464491558,12.397011261109105,4.637556424307889,5.382111561606576,1.7278445865873877,1.1699414565243298,1.1892149591587955,1.1849433150296134
2024-12-12,28.898079019565614,19.871344479161763,23.541295397656835,12.396898533037668,4.637514254241179,5.382062621176997,1.728738191531554,1.169930818053386,1.1892041454307085,1.184932540144292
2024-12-18,28.897816246948437,19.871163787386642,23.54108133471517,12.396785807016322,4.637472084941379,5.382013681637457,1.7296317802244727,1.1699201797759156,1.1891933318992816,1.1849217654549244
2025-01-02,28.897921355421847,19.871236063702362,23.541166959424675,12.396830897178852,4.637488952569271,5.38203325734647,1.7296380713211574,1.1699244350636873,1.1891976572882534,1.1845623506834264
2025-01-24,30.045387310842898,20.66027436838843,20.505173234262795,12.88907880783889,4.821632324899269,5.595740667571332,1.7983177793745804,1.2163792801419793,1.23641779500064,1.2315984316791877
2025-02-06,30.045784992449576,20.660547828371495,20.505444641322807,12.889249408055017,4.82169614416277,5.59581473295502,1.7983415819601962,1.2163953801729575,1.2364341602619746,1.2302911302881878
2025-02-10,30.04663720277161,20.661133838426572,20.506026252074054,12.889614995154558,4.821832905416463,5.595973451093914,1.7983925896226376,1.2164298816745462,1.2364692301379705,1.2274896536276798
2025-02-11,30.045784992449576,20.660547828371495,20.505444641322807,12.889249408055017,4.82169614416277,5.59581473295502,1.802123304426206,1.2154499495564548,1.2364341602619746,1.2274548384386803
2025-02-12,30.047319005837497,20.66160267040603,20.50649156443076,12.889907479766482,4.821942320005388,5.596100432087822,1.8022153133810854,1.2141883349579592,1.2364972874711857,1.2237355916557926
2025-02-13,30.047319005837497,20.66160267040603,20.50649156443076,12.889907479766482,4.821942320005388,5.596100432087822,1.80126983449481,1.2151338138442347,1.2364972874711857,1.2237355916557926
2025-02-14,30.047603099580638,20.661798023343863,20.506685450811972,12.890029352272443,4.821987910882985,5.596153342536119,1.800341377456139,1.2151453027865102,1.2365089784025034,1.2237471619268299
2025-02-18,30.04589861769939,20.660625961124854,20.505522187516743,12.88929815180341,4.82171437854836,5.59583589485334,1.8002392511984215,1.2207489775427027,1.236438836130499,1.2236777435822843
2025-02-19,30.064431027265528,20.673369503499014,20.507763870643867,12.84994744656099,4.824688427912341,5.599287424926973,1.8004036273793682,1.223393974224119,1.237201475690933,1.2195132218968678
2025-02-20,30.097801432507225,20.696316178173067,20.530526729197344,12.864210412430438,4.8300436534231235,5.605502426643291,1.7929313349118003,1.223804828853758,1.2385747235189726,1.1202882803409766
2025-02-21,30.099796890018137,20.697688325559266,20.531887884890285,12.865063298158555,4.830363881028713,5.60587406647701,1.7875568496653937,1.2238859660272854,1.2386568399234024,1.1192259982519501
2025-02-24,30.101108334743245,20.69859012148419,20.532782456908876,12.865623827502395,4.8305743394333085,5.60611831377213,1.7832777446940267,1.2239392905995456,1.238710808060957,1.1192747628013247
2025-02-25,30.09996794154516,20.6978059466584,20.53200456377646,12.865136407911764,4.830391331084968,5.609694465833344,1.783210184463761,1.2238929211427685,1.2386638789790043,1.1192323586043729
2025-02-26,30.099682856746846,20.69760991223586,20.5318100997029,12.865014558784708,4.830345581164535,5.609641334925746,1.7860346749596716,1.221987076158462,1.2386521472641134,1.1192217580571617
2025-02-27,30.10053812734293,20.698198026643954,20.532393502974827,12.865380113090469,4.830482833525768,5.609800730667926,1.786085424429304,1.2220217984384276,1.23868734307549,1.1164120998109066
2025-03-03,30.09455225365876,20.694081927511338,20.528310376174158,12.8628216691208,4.853196359345537,5.604897290086706,1.7857302386949319,1.2217787839084615,1.2384410143906524,1.1161900871086532
2025-03-04,30.00391586034164,20.631757127557197,20.466484833873068,12.821250100257735,5.123702057082256,5.588016903530211,1.8058431725454072,1.211490335116531,1.2347111756499307,1.1128284340460275
2025-03-05,29.893564293557066,20.555875474804193,20.391211036995912,12.774094754159382,5.465122987588627,5.5674647054973425,1.8067265783486361,1.207034588165141,1.2301700246417222,1.1087355562419767
2025-03-06,29.900314402840884,20.56051708945131,20.376998405812706,12.776979205633474,5.581141127679425,5.56872186556119,1.7074041075983117,1.2007211699921896,1.2304478028960135,1.096754822534493
2025-03-07,30.42327182016456,19.39225641268051,20.243250657935803,13.000448964397668,6.0492339405796045,5.666118982038704,1.6865292945598198,1.2188498939107582,1.2041029356640336,1.1159370980685397
2025-03-10,30.416167110472493,19.387727762609583,20.21651031700788,12.997412985351605,6.1511864700757295,5.664795780159364,1.6863268584600164,1.1707109982346966,1.2038217429689206,1.105339974659715
2025-03-11,30.394349624222066,19.373820964874312,20.173317074377472,12.988089954015377,6.251021684830568,5.660732427811378,1.6793788658913285,1.1727404444062106,1.2029582428365801,1.1035907167347057
2025-03-12,30.445655865616473,19.406524343872213,19.985110982146796,13.01001409737332,6.34875271936565,5.67028785202677,1.6550061177853446,1.1743368473911155,1.2049888592754057,1.0993223151469156
2025-03-13,29.908925214603453,20.852728152965817,19.604556990100836,12.782541019333326,6.2481231749450075,5.570325568288072,1.6314765323571025,1.1404585637543252,1.183745945088994,1.077118838563064
2025-03-14,29.891708547775224,20.84072456305099,19.574460245051924,12.775182923100548,6.3320006904853,5.567119085984015,1.628656230244066,1.1379209094700373,1.1830645378033884,1.0691622670345065
2025-03-17,29.87720792825124,20.83061462179387,19.564964575042058,12.768985617027493,6.37123467997982,5.559341767241061,1.6250457824965698,1.15579537011166,1.182490627191769,1.0643190308644512
2025-03-18,29.931122309210235,20.868204134676947,19.436393048935543,12.792027661540805,6.382731777517865,5.5637228423357,1.6260945845805004,1.1959306731088037,1.1375333393663978,1.0662396287272011
2025-03-19,29.9356333581892,20.871349272035385,19.42896078181279,12.793955603390945,6.383693746647206,5.564561375083917,1.6216298375891665,1.19611091699629,1.1377047819389843,1.0664003263161126
2025-03-20,29.940991995261655,20.87508535420285,19.423959470305526,12.794361522939344,6.384836461670493,5.56555746107013,1.6209779847616708,1.19444076086079,1.1379084371264012,1.0618805518011394
2025-03-21,29.940427837860632,20.874692019409487,19.4235934780734,12.794120447635438,6.384716156613641,5.565452593120765,1.6228316726215866,1.194418254839766,1.1378869963048481,1.0618605435204382
2025-03-24,29.94381310120367,20.877052250534874,19.412598531280654,12.795567035746744,6.38543805496719,5.566081860102283,1.6248996046039144,1.1945533036893101,1.1380156533553742,1.061980604515988
2025-03-25,29.94607036875367,20.878626034489027,19.40840816190117,12.796531609568923,6.385919411234853,5.566501450483808,1.6221952162315374,1.1955856461862286,1.1381014408867427,1.0620606602640386
2025-03-26,29.949569806094477,20.88106586858646,19.399367352374284,12.798026986424585,6.386665656888052,5.567151940608009,1.6223847826903035,1.195348398680659,1.138234437124006,1.0621847705291574
2025-03-27,29.952674830318145,20.869093203165228,19.393838577201272,12.799353822972328,6.3873277949989316,5.567729115563921,1.623495484353404,1.1964148273099455,1.1383524436771006,1.0717199004397218
2025-03-28,29.967079268086394,20.81878022864293,19.403165201366072,12.80550911616939,6.390399502826353,5.570406673011125,1.6252191880155278,1.2035908692998774,1.1388998848330631,1.0769500677492672
2025-03-31,29.971601162852103,20.79174260470405,19.406093049968774,12.8074414087404,6.391363784790707,5.571247221819777,1.626407522457684,1.217918930493158,1.13907173960015,1.0771125745731962
2025-04-01,29.97386262202345,20.792368244864477,19.40755730564432,12.80840777372297,6.391846034910413,5.5716675913575,1.6265302404328774,1.2114086542320637,1.139157686434233,1.0771938463776989
2025-04-03,29.97386262202345,20.790481909897704,19.40755730564432,12.80840777372297,6.391846034910413,5.5716675913575,1.6255870729494908,1.2142381566822231,1.139157686434233,1.0771938463776989
2025-04-07,29.981497566897698,20.757097946433646,19.41250080031636,12.811670332456638,6.393474166484131,5.573086807007283,1.6363786276270058,1.2173776707115669,1.1394478527784468,1.0774682292872253
2025-04-08,29.982346134208278,20.75579856640195,19.413050232964242,12.812032941582943,6.393655121193502,5.573244542266267,1.6354815076766722,1.2174121261917739,1.139480102608457,1.0774987249059156
2025-04-09,29.980931882041638,20.754819525837163,19.412134529162078,12.811428604441828,6.393353535701579,5.572981655128156,1.6391779225459098,1.2277319906726132,1.1394263539059124,1.0680140005631171
2025-04-10,29.977255450733324,20.752274452568482,19.409754103516036,12.809857594660981,6.392569546558205,5.572298264621209,1.6512394824473822,1.227581439237238,1.1392866310067875,1.0678830346503547
2025-04-11,29.978952153137676,20.753449024203878,19.410852688958908,12.81058262821904,6.392931363807869,5.572613654796902,1.6428429933469422,1.2304809028235586,1.139351114240393,1.0679434764648312
2025-04-14,29.97386262202345,20.749925708112084,19.40755730564432,12.80840777372297,6.391846034910413,5.5716675913575,1.6510525950009267,1.235931008800113,1.139157686434233,1.0705916739939934
2025-04-16,29.976407171549614,20.743197988647598,19.409204857425312,12.809495108656826,6.3923886532911185,5.5721405829204596,1.651192756619443,1.2360359298008687,1.1392543921270493,1.0706825589617113
2025-04-17,29.976689925943216,20.73962062440713,19.409387936001686,12.811502447941963,6.392448949909289,5.572193142495814,1.6521515880498605,1.2360475887894793,1.1392651382175651,1.070692658243989
2025-04-22,29.976972685671072,20.739816254061306,19.409571018031897,12.811623294404818,6.392509247664973,5.5722457030627215,1.6502806415318914,1.2370025133437192,1.1392758845108093,1.070702757716793
2025-04-23,29.977312004385915,20.734391358381217,19.409790721027345,12.811768313169617,6.392581606473359,5.5723087770519,1.6540724256649868,1.2379597913842446,1.1392887803303118,1.070526222131101
2025-04-24,29.978443122249832,20.73234378322432,19.41052310026856,12.812251732763919,6.392822814332508,5.572519033995552,1.653191526279306,1.2380065026582456,1.1393317685038813,1.0705666157238776
2025-04-25,29.979291516666677,20.731043835027645,19.411072420970743,12.812614321401124,6.393003732172753,5.572676737116323,1.65323831184636,1.235211523494787,1.139364011763059,1.0724835895405282
2025-04-28,29.980988449566652,20.730330501303502,19.41217115565554,12.8133395602469,6.393365598574991,5.57299217013751,1.6438979738548007,1.2352814407932486,1.1394285037566585,1.0782046461101953
2025-04-29,29.982346134208278,20.73032583683544,19.413050232964242,12.81391981043972,6.393655121193502,5.573244542266267,1.643972417532175,1.2353373803311685,1.1387253550657455,1.0754231691634593
2025-04-30,29.982176416903457,20.73020849128105,19.412940343946584,12.813847276291638,6.393618929432182,5.573212994500173,1.6449065407917918,1.2349530159766566,1.1387189092260062,1.0754170816504611
2025-05-02,29.98404341293976,20.72395146276646,19.414149191568956,12.814645197087712,6.394017061343385,5.573560039572069,1.6478394329529418,1.2350299167444256,1.1387898174769757,1.0739744675473104
