date,HSBC BROKING SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,BOCI SECURITIES LTD,EAST ASIA SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CELESTIAL SECURITIES LTD,VMS SECURITIES LTD,HING WONG SECURITIES LTD,WOCOM SECURITIES LTD
2024-11-13,33.31344682712317,29.78829951959245,20.837793497150045,11.994018265858248,2.713048863187434,1.3533930270886532,0.0,0.0,0.0
2024-11-19,33.06495145604514,29.566099319735674,21.42828904035711,11.904551149616628,2.692811387086291,1.3432976471591587,0.0,0.0,0.0
2024-11-21,31.876083310421667,32.098588169812736,20.657823361943557,11.476516598634792,2.5959899027258855,1.2949986564613662,0.0,0.0,0.0
2024-11-25,31.84554934014142,32.06784106303458,20.638035317143775,11.561312882574653,2.593503214578984,1.2937581825265894,0.0,0.0,0.0
2024-11-27,31.937327246933645,32.160259607826376,20.409316543298353,11.594632235454998,2.6009776121392405,1.2974867543473911,0.0,0.0,0.0
2024-12-17,32.01421390773165,32.23768296114973,20.217708089832513,11.62254542145433,2.6072392658418675,1.3006103539899065,0.0,0.0,0.0
2024-12-23,32.023850777675214,32.24738709940762,20.193692145753626,11.626044022387106,2.608024093037346,1.3010018617390824,0.0,0.0,0.0
2024-12-27,32.10115510447744,32.0838349343125,20.24243893101117,11.65410883922513,2.6143197614813416,1.3041424294924238,0.0,0.0,0.0
2025-01-03,32.22562133336435,31.820502698488745,20.32092520444951,11.699295467978361,2.6244562977136696,1.3091989980053649,0.0,0.0,0.0
2025-01-23,32.194414377292816,31.789688055083936,20.301246632122595,11.784804950601236,2.6219148015685008,1.3079311833309164,0.0,0.0,0.0
2025-01-27,32.27254536934098,31.866836837339697,20.107829768170365,11.81340489626554,2.628277793673641,1.3111053352097732,0.0,0.0,0.0
2025-02-11,32.66895856574351,32.258266596144175,20.35482017378897,10.730182930199685,2.660561705255457,1.3272100288682,0.0,0.0,0.0
2025-02-12,32.73329019150198,32.32178948837546,20.197983098871674,10.751312777702976,2.665800876243579,1.329823567304334,0.0,0.0,0.0
2025-02-13,33.00955004121811,32.594576386801364,19.52447630908146,10.842050862229243,2.688299492946503,1.3410469077233131,0.0,0.0,0.0
2025-02-14,33.17424497370508,32.75720088640111,19.122958841421962,10.896145232874874,2.7017122569176184,1.3477378086793568,0.0,0.0,0.0
2025-02-17,33.124664191847245,32.70824340047462,19.094378499908707,11.029315973894084,2.6976743954332334,1.3457235384421091,0.0,0.0,0.0
2025-02-19,34.00560123092062,33.57810589712136,19.090751243616978,9.174611162723378,2.769417954267013,1.3815125113506501,0.0,0.0,0.0
2025-02-20,33.938341926729294,33.51169213124302,19.052991856967235,9.354253699099027,2.7639403529932096,1.3787800329682192,0.0,0.0,0.0
2025-02-21,33.95567368235325,33.52880600380102,19.062721907995748,9.307962400407117,2.7653518520835507,1.3794841533593152,0.0,0.0,0.0
2025-02-25,34.00886247587715,33.58132614392023,19.092582107179336,9.165900720015427,2.7696835502279424,1.3816450027799132,0.0,0.0,0.0
2025-02-26,33.92210946703148,33.750753151502195,19.043878950888654,9.142519477352398,2.762618380620959,1.378120572604315,0.0,0.0,0.0
2025-02-27,33.92427289777609,33.75290565375424,19.03871585920615,9.143102554526289,2.762794570534681,1.3782084642025498,0.0,0.0,0.0
2025-02-28,33.92968268211901,33.75828811076618,19.041751896184007,9.128613925021158,2.763235143656334,1.3784282422533098,0.0,0.0,0.0
2025-03-05,33.93942464308812,33.76798086056995,19.047219203541225,9.131234951612912,2.7353163217543592,1.3788240194334431,0.0,0.0,0.0
2025-03-10,33.92210946703148,33.750753151502195,19.037501715476328,9.177594272120206,2.733920821265478,1.378120572604315,0.0,0.0,0.0
2025-03-12,34.58150736299891,33.62667613934828,18.26335268437143,9.336490142620722,2.787064380602084,1.4049092900585731,0.0,0.0,0.0
2025-03-28,34.58150736299891,33.62667613934828,18.26335268437143,9.336490142620722,2.787064380602084,1.4049092900585731,0.0,0.0,0.0
