date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,SDICS INTERNATIONAL SECURITIES (HONG,SINOLINK SECURITIES (HONG KONG) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-28,37.59796875,10.182010416666666,0.0,0.0,3.6800520833333334,2.4678125,0.0,1.2378857552083333,2.2873145833333335,1.8716666666666666,59.32471075520833
2024-04-02,37.603750000000005,10.231333333333334,0.0,0.0,3.6799999999999997,2.4678125,0.0,1.2397607552083334,2.283929166666667,1.8716666666666666,59.378252421875
2024-04-03,37.61145833333333,10.224822916666666,0.0,0.0,3.679947916666667,2.4678125,0.0,1.233614921875,2.2870020833333333,1.8857812500000002,59.39043992187501
2024-04-05,37.620937500000004,10.228416666666666,0.0,0.0,3.679947916666667,2.4678125,0.0,1.2167920052083332,2.2899708333333333,1.8805729166666667,59.38445033854167
2024-04-08,37.62520833333333,10.229197916666667,0.0,0.0,3.679322916666666,2.4678125,0.0,1.217833671875,2.2851270833333333,1.8805729166666667,59.38507533854167
2024-04-09,37.62520833333333,10.227270833333334,0.0,0.0,3.679322916666666,2.4678125,0.0,1.2197607552083334,2.28866875,1.8854166666666667,59.39346075520834
2024-04-10,37.62640625,10.226958333333332,0.0,0.0,3.6782291666666667,2.4678125,0.0,1.219239921875,2.28866875,1.8854166666666667,59.39273158854167
2024-04-11,37.62640625,10.226906249999999,0.0,0.0,3.6782291666666667,2.4678125,0.0,1.2169482552083333,2.2890854166666665,1.8847916666666666,59.39017950520833
2024-04-12,37.63281736979167,10.22878125,0.0,0.0,3.6678645833333334,2.4678125,0.0,1.2682503385416666,2.292991666666667,1.8873437499999999,59.44586145833334
2024-04-15,37.63281736979167,10.229354166666667,0.0,0.0,3.6678645833333334,2.4678125,0.0,1.2626774218749999,2.29429375,1.8847395833333331,59.439559374999995
2024-04-16,37.63281736979167,10.231177083333334,0.0,0.0,3.656145833333333,2.4678125,0.0,1.2497607552083334,2.298408333333333,1.8847395833333331,59.42086145833333
2024-04-17,37.63281736979167,10.240760416666667,0.0,0.0,3.6553645833333337,2.4678125,0.0,1.2438232552083333,2.302366666666667,1.8836979166666667,59.42664270833333
2024-04-18,37.63281736979167,10.251541666666666,0.0,0.0,3.6519270833333333,2.4678125,0.0,1.2298649218750002,2.3020020833333334,1.8899479166666666,59.42591354166667
2024-04-19,37.63281736979167,10.252531249999999,0.0,0.0,3.64671875,2.4678125,0.0,1.2309586718749999,2.3020020833333334,1.8899479166666666,59.42278854166667
2024-04-22,37.63281736979167,10.252479166666667,0.0,0.0,3.6444270833333334,2.4678125,0.0,1.2181982552083332,2.3032,1.8899479166666666,59.408882291666664
2024-04-23,37.63281736979167,10.24846875,0.0,0.0,3.6444270833333334,2.4678125,0.0,1.2188232552083333,2.289189583333333,1.8899479166666666,59.39148645833333
2024-04-24,37.63281736979167,10.245708333333333,0.0,0.0,3.6402083333333337,2.4678125,0.0,1.2195003385416667,2.289189583333333,1.8899479166666666,59.385184375
2024-04-25,37.63281736979167,10.245239583333333,0.0,0.0,3.6402083333333337,2.4678125,0.0,1.2215315885416667,2.289189583333333,1.8899479166666666,59.38674687499999
2024-04-26,37.63281736979167,10.247739583333333,0.0,0.0,3.63625,2.4678125,0.0,1.217521171875,2.2911687499999998,1.8899479166666666,59.383257291666666
2024-04-29,37.63292153645833,10.247739583333333,0.0,0.0,3.63625,2.4678125,0.0,1.2146045052083334,2.2951791666666663,1.8899479166666666,59.38445520833333
2024-04-30,37.63292153645833,10.248416666666667,0.0,0.0,3.63625,2.4678125,0.0,1.2109065885416668,2.2884083333333334,1.8899479166666666,59.37466354166666
2024-05-02,37.634327786458336,10.252374999999999,0.0,0.0,3.63625,2.4678125,0.0,1.2079378385416668,2.28116875,1.8899479166666666,59.369819791666664
2024-05-03,37.64807778645833,10.251958333333333,0.0,0.0,3.63625,2.4678125,0.0,1.209864921875,2.27773125,1.8899479166666666,59.38164270833334
2024-05-06,37.65141111979167,10.27221875,0.0,0.0,3.63625,2.4678125,0.0,1.1996045052083333,2.284189583333333,1.8899479166666666,59.401434374999994
2024-05-07,37.680890286458336,10.265708333333333,0.0,0.0,3.63625,2.4678125,0.0,1.1924170052083334,2.2779395833333336,1.8884374999999998,59.40945520833333
2024-05-08,37.55859375,10.277270833333334,0.0,0.0,3.6284375,2.4678125,0.0,1.367734375,2.2415333333333334,1.8636458333333334,59.405028125
2024-05-09,37.603281249999995,10.283677083333332,0.0,2.67078125,3.6206770833333333,2.4678125,0.0,1.352265625,2.232158333333333,1.8672395833333335,62.09789270833333
2024-05-10,37.603281249999995,10.284718750000001,0.0,2.6719270833333333,3.60140625,2.4678125,0.0,1.3517447916666667,2.2540854166666664,1.8669791666666669,62.10195520833334
2024-05-13,37.603281249999995,10.289875,0.0,2.6719270833333333,3.601354166666667,2.4678125,0.0,1.3543489583333335,2.2428875,1.866875,62.09836145833333
2024-05-14,37.603281249999995,10.284354166666667,0.0,2.6719270833333333,3.601354166666667,2.4678125,0.0,1.3589843750000001,2.2449708333333334,1.866875,62.099559375
2024-05-16,37.55640625,10.297791666666667,0.0,2.6719270833333333,3.592083333333333,2.4678125,0.0,1.3948177083333335,2.25179375,1.8642708333333333,62.096903125000004
2024-05-17,37.55640625,10.297791666666667,0.0,2.6719270833333333,3.5892187499999997,2.4678125,0.0,1.401640625,2.27429375,1.8463020833333332,62.105392708333326
2024-05-20,37.55640625,10.287427083333334,0.0,2.6719270833333333,3.5803645833333335,2.4678125,0.0,1.4309635416666666,2.26804375,1.8463020833333332,62.109246875000004
2024-05-21,37.55640625,10.280552083333333,0.0,2.6719270833333333,3.5773958333333336,2.4678125,0.0,1.4281510416666667,2.2732520833333334,1.8463020833333332,62.10179895833333
2024-05-22,37.55640625,10.295395833333334,0.0,2.6719270833333333,3.5773958333333336,2.4678125,0.0,1.439453125,2.284189583333333,1.8478645833333336,62.140444791666674
2024-05-23,37.55640625,10.298364583333333,0.0,2.6719270833333333,3.5758333333333336,2.4678125,0.0,1.4458072916666667,2.28679375,1.8478645833333336,62.150809375
2024-05-24,37.55640625,10.286854166666666,0.0,2.6719270833333333,3.5758333333333336,2.4678125,0.0,1.4677864583333333,2.2976791666666667,1.8478645833333336,62.17216354166667
2024-05-27,37.55640625,10.28425,0.0,2.6719270833333333,3.570625,2.4678125,0.0,1.4716927083333333,2.2976791666666667,1.8489583333333333,62.169351041666665
2024-05-28,37.55640625,10.279145833333333,0.0,2.6719270833333333,3.570625,2.4678125,0.0,1.4771614583333335,2.3027833333333336,1.8489583333333333,62.17481979166667
2024-05-29,37.55640625,10.281593749999999,0.0,2.6719270833333333,3.570625,2.4678125,0.0,1.489765625,2.31523125,1.8514583333333334,62.204819791666665
2024-05-30,37.55640625,10.32471875,0.0,2.6719270833333333,3.570416666666667,2.4678125,0.0,1.508828125,2.3193979166666665,1.8554166666666667,62.274923958333325
2024-05-31,37.55640625,10.328052083333333,0.0,2.6719270833333333,3.570416666666667,2.4678125,0.0,1.5053385416666667,2.3280958333333333,1.8556770833333334,62.28372604166667
2024-06-03,37.55640625,10.320135416666666,0.0,2.6719270833333333,3.570416666666667,2.4678125,0.0,1.5124739583333333,2.336533333333333,1.8568229166666665,62.292528125000004
2024-06-04,37.55640625,10.316437500000001,0.0,2.6719270833333333,3.570416666666667,2.4678125,0.0,1.5112239583333333,2.336533333333333,1.8568229166666665,62.28758020833334
2024-06-05,37.55640625,10.313104166666667,0.0,2.6719270833333333,3.5678124999999996,2.4678125,0.0,1.5151302083333333,2.336533333333333,1.8594270833333333,62.288153125
2024-06-06,37.55640625,10.313,0.0,2.6719270833333333,3.5258854166666667,2.4678125,0.0,1.5319010416666667,2.31335625,1.8594270833333333,62.239715625
2024-06-07,37.55640625,10.31378125,0.0,2.6719270833333333,3.5258854166666667,2.4678125,0.0,1.537578125,2.31273125,1.8594270833333333,62.24554895833333
2024-06-11,37.55640625,10.31346875,4.824114583333333,2.6719270833333333,3.5258854166666667,2.4678125,0.0,1.5320572916666668,2.302210416666667,1.8594270833333333,67.053309375
2024-06-12,37.55640625,10.32128125,4.824114583333333,2.6719270833333333,3.5258854166666667,2.4678125,0.0,1.5326822916666667,2.2953875,1.8594270833333333,67.05492395833333
2024-06-13,37.55640625,10.318260416666666,4.824114583333333,2.6719270833333333,3.5258854166666667,2.4678125,0.0,1.520546875,2.28648125,1.8594270833333333,67.03086145833333
2024-06-14,37.55640625,10.319458333333333,4.824114583333333,2.6719270833333333,3.5258854166666667,2.4678125,2.2368229166666667,1.5110677083333333,2.2778875,1.8594270833333333,69.250809375
2024-06-17,37.55640625,10.32378125,4.829427083333333,2.6719270833333333,3.522760416666667,2.4678125,2.2368229166666667,1.5109635416666667,2.2625229166666667,1.8594270833333333,69.24185104166666
2024-06-18,37.55640625,10.325604166666666,4.829427083333333,2.6719270833333333,3.522760416666667,2.4678125,2.2368229166666667,1.5127864583333333,2.2578354166666665,1.8594270833333333,69.240809375
2024-06-19,37.55640625,10.324354166666666,4.829427083333333,2.6732291666666668,3.5211458333333336,2.4678125,2.2368229166666667,1.5111718749999998,2.2518979166666666,1.8653645833333332,69.23763229166666
2024-06-20,37.55640625,10.3208125,4.829427083333333,2.6732291666666668,3.5085937499999997,2.4678125,2.243333333333333,1.519609375,2.2359083333333336,1.8653645833333332,69.22049687500001
2024-06-21,37.55640625,10.306697916666668,4.829427083333333,2.6724479166666666,3.5085937499999997,2.4678125,2.2485416666666667,1.5040364583333334,2.2149708333333336,1.8657291666666667,69.17466354166667
2024-06-24,37.55640625,10.306177083333333,4.829427083333333,2.776614583333333,3.5085937499999997,2.4678125,2.251666666666667,1.5014322916666667,2.1988770833333335,1.7873437499999998,69.18435104166667
2024-06-25,37.55640625,10.305708333333333,4.829427083333333,2.77921875,3.5085937499999997,2.4730208333333334,2.251666666666667,1.4760677083333333,2.1900229166666665,1.7873437499999998,69.15747604166667
2024-06-26,37.55640625,10.308416666666668,4.829427083333333,2.787291666666667,3.508489583333333,2.4730208333333334,2.251666666666667,1.4764843749999998,2.166741666666667,1.7873437499999998,69.14528854166667
2024-06-27,37.55640625,10.307010416666666,4.829427083333333,2.802916666666667,3.504375,2.4730208333333334,2.256875,1.4764843749999998,2.14554375,1.7873437499999998,69.139403125
2024-06-28,37.55640625,10.31378125,4.829427083333333,2.802916666666667,3.5005729166666666,2.4730208333333334,2.256875,1.485859375,2.1283041666666667,1.7873437499999998,69.13450729166667
2024-07-02,37.55640625,10.321072916666667,4.829427083333333,2.802916666666667,3.489479166666667,2.4730208333333334,2.2646875,1.478671875,2.1098145833333333,1.7873437499999998,69.112840625
2024-07-03,37.55640625,10.319770833333333,4.829427083333333,2.802916666666667,3.489479166666667,2.4730208333333334,2.2646875,1.4782031249999998,2.101116666666667,1.7873437499999998,69.102371875
2024-07-04,37.55640625,10.3233125,4.829427083333333,2.808125,3.4720833333333334,2.4730208333333334,2.2459375,1.485546875,2.09945,1.7873437499999998,69.080653125
2024-07-05,37.55640625,10.324614583333332,4.829427083333333,2.808125,3.46140625,2.4730208333333334,2.2487500000000002,1.485546875,2.094241666666667,1.7870833333333331,69.068621875
2024-07-08,37.55640625,10.321645833333333,4.829427083333333,2.808125,3.4596875,2.4730208333333334,2.2513541666666668,1.4829427083333333,2.0851270833333335,1.7865625,69.05429895833333
2024-07-09,37.55640625,10.320291666666668,4.829427083333333,2.808125,3.444114583333333,2.4730208333333334,2.2513541666666668,1.4790364583333333,2.0848666666666666,1.7865625,69.03320520833334
2024-07-10,37.55640625,10.321041666666666,4.829427083333333,2.808125,3.4413541666666667,2.4730208333333334,2.2643750000000002,1.4791406249999999,2.083564583333333,1.78421875,69.04067395833333
2024-07-11,37.55640625,10.304479166666667,4.829427083333333,2.808125,3.4384895833333333,2.4730208333333334,2.2643750000000002,1.4817968750000001,2.081585416666667,1.78421875,69.02192395833333
2024-07-12,37.55640625,10.304479166666667,4.829427083333333,2.808125,3.4384895833333333,2.4730208333333334,2.2695833333333333,1.4830989583333334,2.081585416666667,1.783125,69.027340625
2024-07-15,37.55640625,10.296666666666667,4.829427083333333,2.808125,3.4349479166666668,2.4730208333333334,2.2721875,1.4846614583333335,2.0815333333333337,1.7828125,69.01978854166667
2024-07-16,37.55640625,10.29796875,4.829427083333333,2.808125,3.4336458333333333,2.4730208333333334,2.2852083333333333,1.487265625,2.07710625,1.7828125,69.03098645833333
2024-07-17,37.55640625,10.29796875,4.829427083333333,2.808125,3.4289062500000003,2.4730208333333334,2.2956250000000002,1.4870052083333334,2.075804166666667,1.7828125,69.03510104166666
2024-07-18,37.55640625,10.297604166666668,4.829427083333333,2.808125,3.4289062500000003,2.4730208333333334,2.3110416666666667,1.4743489583333333,2.075804166666667,1.7802083333333334,69.03489270833333
2024-07-19,37.55640625,10.297604166666668,4.829427083333333,2.808125,3.4289062500000003,2.4730208333333334,2.3110416666666667,1.4715364583333332,2.0836166666666665,1.7801562499999999,69.03984062500001
2024-07-22,37.55640625,10.289791666666668,4.829427083333333,2.808125,3.4289062500000003,2.4730208333333334,2.3162499999999997,1.4672135416666667,2.0778874999999997,1.77578125,69.02280937500001
2024-07-23,37.55640625,10.284583333333334,4.829427083333333,2.808125,3.4285416666666664,2.4730208333333334,2.337083333333333,1.4652864583333334,2.077366666666667,1.77578125,69.035621875
2024-07-24,37.55640625,10.283229166666667,4.829427083333333,2.8133333333333335,3.4285416666666664,2.4730208333333334,2.3396875,1.466015625,2.0721583333333333,1.7752604166666668,69.03708020833334
2024-07-25,37.55640625,10.277447916666667,4.829427083333333,2.8289583333333335,3.4194270833333333,2.4730208333333334,2.3422916666666667,1.4665885416666666,2.0721583333333333,1.7751562500000002,69.04088229166668
2024-07-26,37.55640625,10.275572916666667,4.829427083333333,2.8289583333333335,3.419114583333333,2.4730208333333334,2.3422916666666667,1.4682552083333333,2.0721583333333333,1.7751562500000002,69.04036145833334
2024-07-29,37.55640625,10.275572916666667,4.829427083333333,2.8289583333333335,3.419114583333333,2.4730208333333334,2.3422916666666667,1.4703385416666666,2.0721583333333333,1.7751562500000002,69.04244479166667
2024-07-30,37.55640625,10.275572916666667,4.829427083333333,2.8367708333333335,3.419114583333333,2.4730208333333334,2.3475,1.4690364583333333,2.0721583333333333,1.7751562500000002,69.05416354166667
2024-07-31,37.55640625,10.275572916666667,4.829427083333333,2.852395833333333,3.419114583333333,2.4730208333333334,2.3475,1.4585677083333333,2.0721583333333333,1.7751562500000002,69.05931979166667
2024-08-01,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.419114583333333,2.4730208333333334,2.3475,1.4585677083333333,2.065595833333333,1.7722916666666668,69.057809375
2024-08-02,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.419114583333333,2.4730208333333334,2.3475,1.4579427083333334,2.059189583333333,1.7722916666666668,69.050778125
2024-08-05,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.419114583333333,2.4730208333333334,2.3475,1.4579427083333334,2.057158333333333,1.7722916666666668,69.048746875
2024-08-06,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.4189583333333338,2.4730208333333334,2.3475,1.458203125,2.057158333333333,1.7722916666666668,69.04885104166667
2024-08-07,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.4183333333333334,2.4730208333333334,2.352708333333333,1.4571614583333332,2.0545541666666667,1.7983333333333333,69.07583020833333
2024-08-08,37.55640625,10.275677083333333,4.829427083333333,2.8602083333333335,3.41640625,2.4730208333333334,2.352708333333333,1.486328125,2.0490854166666668,1.7722916666666668,69.071559375
2024-08-09,37.55640625,10.275677083333333,4.829427083333333,2.865416666666667,3.41640625,2.4730208333333334,2.352708333333333,1.4860156249999998,2.0490854166666668,1.7722916666666668,69.07645520833333
2024-08-12,37.55640625,10.274895833333334,4.829427083333333,2.865416666666667,3.41640625,2.4730208333333334,2.352708333333333,1.4859635416666666,2.04960625,1.7747916666666665,69.07864270833333
2024-08-13,37.55640625,10.274895833333334,4.829427083333333,2.865416666666667,3.41640625,2.4730208333333334,2.352708333333333,1.4845572916666667,2.0494499999999998,1.7747916666666665,69.07708020833333
2024-08-14,37.55640625,10.274895833333334,4.829427083333333,2.865416666666667,3.4118229166666665,2.4730208333333334,2.352708333333333,1.4845052083333332,2.0546583333333333,1.7747916666666665,69.07765312500001
2024-08-15,37.55640625,10.248072916666667,4.829427083333333,2.95421875,3.39984375,2.4730208333333334,2.352708333333333,1.4837760416666668,2.0546583333333333,1.7042708333333334,69.056403125
2024-08-16,37.55640625,10.248333333333333,4.829427083333333,2.95421875,3.39984375,2.4730208333333334,2.352708333333333,1.4837760416666668,2.0536166666666666,1.7042708333333334,69.055621875
2024-08-19,37.55640625,10.241562499999999,4.829427083333333,2.95421875,3.39984375,2.4730208333333334,2.352708333333333,1.4826302083333334,2.053460416666667,1.7042708333333334,69.04754895833334
2024-08-20,37.55640625,10.235572916666667,4.829427083333333,2.95421875,3.395364583333333,2.4730208333333334,2.352708333333333,1.4757031250000001,2.053720833333333,1.7042708333333334,69.03041354166668
2024-08-21,37.55640625,10.25953125,4.829427083333333,2.95421875,3.3945833333333333,2.4730208333333334,2.352708333333333,1.4318489583333334,2.053720833333333,1.7041666666666666,69.00963229166666
2024-08-22,37.55640625,10.25953125,4.829427083333333,2.95421875,3.39453125,2.4730208333333334,2.352708333333333,1.4319010416666667,2.053720833333333,1.7041666666666666,69.00963229166666
2024-08-26,37.55640625,10.259635416666667,4.829427083333333,2.95421875,3.39453125,2.4730208333333334,2.352708333333333,1.433671875,2.035752083333333,1.7041666666666666,68.99353854166667
2024-08-27,37.55640625,10.259635416666667,4.829427083333333,2.95421875,3.39453125,2.4730208333333334,2.352708333333333,1.4343489583333333,2.0308041666666665,1.7041666666666666,68.98926770833333
2024-08-28,37.55640625,10.259635416666667,4.829427083333333,2.95421875,3.37890625,2.4730208333333334,2.352708333333333,1.4454427083333334,2.0308041666666665,1.7041666666666666,68.98473645833333
2024-08-29,37.55640625,10.259635416666667,4.829427083333333,2.95421875,3.37890625,2.4730208333333334,2.352708333333333,1.4452864583333334,2.0308041666666665,1.7041666666666666,68.98458020833334
2024-08-30,37.55640625,10.262239583333335,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.4452864583333334,2.0307520833333332,1.7041666666666666,68.97786145833334
2024-09-02,37.55640625,10.265833333333333,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.4452864583333334,2.0307520833333332,1.7041666666666666,68.98145520833333
2024-09-03,37.55640625,10.269635416666667,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.4426822916666666,2.0306479166666667,1.70375,68.98213229166666
2024-09-04,37.55640625,10.269635416666667,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.445703125,2.0306479166666667,1.7011458333333334,68.98254895833334
2024-09-05,37.55640625,10.269635416666667,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.4549218750000001,2.0237208333333334,1.7011458333333334,68.984840625
2024-09-09,37.55640625,10.2659375,4.829427083333333,2.95421875,3.369635416666666,2.4730208333333334,2.352708333333333,1.4663802083333333,2.0185125000000004,1.7011458333333334,68.98739270833333
2024-09-10,37.55640625,10.264375000000001,4.829427083333333,2.95421875,3.3693750000000002,2.4730208333333334,2.352708333333333,1.469453125,2.0179916666666666,1.7011458333333334,68.98812187499999
2024-09-11,37.55640625,10.265677083333333,4.829427083333333,2.95421875,3.34921875,2.4730208333333334,2.352708333333333,1.511796875,2.0159083333333334,1.7011458333333334,69.009528125
2024-09-12,37.55640625,10.274114583333334,4.829427083333333,2.95421875,3.344427083333333,2.4730208333333334,2.352708333333333,1.5392447916666667,2.0127833333333336,1.7011458333333334,69.037496875
2024-09-13,37.55640625,10.27515625,4.829427083333333,2.95421875,3.3423958333333337,2.4730208333333334,2.352708333333333,1.5305989583333335,2.0110645833333334,1.70109375,69.02609062500001
2024-09-16,37.55640625,10.27515625,4.829427083333333,2.95421875,3.3423958333333337,2.4730208333333334,2.352708333333333,1.5475260416666665,2.00945,1.6902083333333335,69.03051770833333
2024-09-17,37.55640625,10.27515625,4.829427083333333,2.95421875,3.3423958333333337,2.4730208333333334,2.352708333333333,1.5701302083333333,2.00866875,1.6902083333333335,69.052340625
2024-09-19,37.55640625,10.276197916666668,4.829427083333333,2.95421875,3.3423958333333337,2.4730208333333334,2.352708333333333,1.5701302083333333,2.0085645833333334,1.6902083333333335,69.05327812499999
2024-09-23,37.55640625,10.274114583333334,4.829427083333333,2.95421875,3.3423958333333337,2.4730208333333334,2.352708333333333,1.5743489583333332,2.007522916666667,1.6902083333333335,69.054371875
2024-09-24,37.55640625,10.276197916666668,4.829427083333333,2.95421875,3.3400520833333336,2.4730208333333334,2.352708333333333,1.5732552083333333,2.010908333333333,1.6902083333333335,69.056403125
2024-09-25,37.55640625,10.276250000000001,4.829427083333333,2.95421875,3.3400520833333336,2.4730208333333334,2.352708333333333,1.5732552083333333,2.0084604166666664,1.6902083333333335,69.05400729166666
2024-09-26,37.55640625,10.223802083333332,4.829427083333333,2.95421875,3.3389062499999995,2.4730208333333334,2.352708333333333,1.6328385416666666,2.0046583333333334,1.6876041666666668,69.053590625
2024-09-27,37.55640625,10.221874999999999,4.829427083333333,2.95421875,3.3388541666666667,2.4730208333333334,2.352708333333333,1.6191406249999998,2.008408333333333,1.6876041666666668,69.04166354166667
2024-09-30,37.55640625,10.22046875,4.829427083333333,2.95421875,3.3388541666666667,2.4730208333333334,2.352708333333333,1.6256510416666667,2.027470833333333,1.67328125,69.05150729166667
2024-10-02,37.55640625,10.219114583333333,4.829427083333333,2.95421875,3.3266666666666667,2.4730208333333334,2.352708333333333,1.626640625,2.0671583333333334,1.67328125,69.07864270833333
2024-10-03,37.55640625,10.21828125,4.826875,2.95421875,3.308697916666667,2.4730208333333334,2.352708333333333,1.64140625,2.064033333333333,1.6732291666666665,69.06887708333333
2024-10-04,37.55640625,10.213229166666666,4.826875,2.95421875,3.308697916666667,2.46640625,2.352708333333333,1.6008854166666666,2.081220833333333,1.67546875,69.03611666666667
2024-10-07,37.55640625,10.221614583333333,4.826875,2.95421875,3.308697916666667,2.46640625,2.352708333333333,1.5574479166666666,2.090908333333333,1.6763541666666666,69.0116375
2024-10-08,37.55640625,10.214791666666667,4.826875,2.95421875,3.308697916666667,2.46640625,2.352708333333333,1.5828645833333332,2.06960625,1.6747395833333334,69.00731458333334
2024-10-09,37.55640625,10.243177083333334,4.826875,2.945104166666667,3.308697916666667,2.46640625,2.352708333333333,1.58140625,2.056272916666667,1.6680729166666668,69.00512708333333
2024-10-10,37.55640625,10.237499999999999,4.826875,2.945104166666667,3.258385416666667,2.46640625,2.352708333333333,1.5855208333333333,2.0722625000000003,1.665260416666667,68.96642916666667
2024-10-14,37.55640625,10.244322916666667,4.826875,2.945104166666667,3.249166666666667,2.46640625,2.352708333333333,1.5325,2.07710625,1.6620833333333334,68.91267916666666
2024-10-15,37.55640625,10.242604166666666,4.826875,2.941197916666667,3.2411979166666667,2.46640625,2.352708333333333,1.5235416666666666,2.07554375,1.6619791666666668,68.88846041666666
2024-10-16,37.55640625,10.237135416666666,4.826875,2.941197916666667,3.2378125,2.46640625,2.352708333333333,1.52265625,2.0612208333333335,1.6619791666666668,68.86439791666666
2024-10-17,37.55640625,10.230625,4.826875,2.941197916666667,3.215520833333333,2.46640625,2.352708333333333,1.5278645833333333,2.0615854166666665,1.659375,68.83856458333332
2024-10-18,37.55640625,10.19375,4.826875,2.941197916666667,3.215520833333333,2.46640625,2.352708333333333,1.5533854166666665,2.055908333333333,1.659375,68.82153333333333
2024-10-21,37.55640625,10.196302083333334,4.826875,2.941197916666667,3.215520833333333,2.46640625,2.352708333333333,1.5851041666666665,2.0582,1.66234375,68.86106458333333
