date,GRANSING SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,WELL LINK INTERNATIONAL SECURITIES LTD,TIGER FAITH SECURITIES LTD,BOOM SECURITIES (H.K.) LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,76.58429201349848,0.0,0.0,0.0,0.0,23.41570798650151
2024-03-06,0.0,42.05353526557125,23.29185332382823,21.824238769039102,0.0,0.0,12.83037264156142
2024-03-07,0.0,42.26051153262757,23.27430785715508,21.857398968259293,0.0,0.0,12.607781641958063
2024-03-08,0.0,42.359663454913765,23.255838242729112,21.80623122848954,0.0,0.0,12.57826707386758
2024-03-11,0.0,42.390785462917904,23.24328161264478,21.794457291286687,0.0,0.0,12.571475633150628
2024-03-15,0.0,42.40115199855352,23.239099081966963,21.790535470446315,0.0,0.0,12.569213449033198
2024-03-18,0.0,42.380415195110224,23.24746564912209,21.798380524065504,0.0,0.0,12.57373863170218
2024-03-19,0.0,42.493368249279044,23.26002680148723,21.810158701661667,0.0,0.0,12.436446247572057
2024-03-20,0.0,42.55544553650289,23.23491805627591,21.786615060782307,0.0,0.0,12.423021346438897
2024-03-22,0.0,42.534768004170886,23.24328161264478,21.794457291286687,0.0,0.0,12.427493091897649
2024-03-25,0.0,42.570763639484134,23.24328161264478,21.758461655973445,0.0,0.0,12.427493091897649
2024-03-27,0.0,42.62239722110356,23.22238400100467,21.73889901894351,0.0,0.0,12.416319758948255
2024-04-02,0.0,42.40765069766512,23.301995521946296,21.83146810312356,0.0,0.0,12.458885677265027
2024-04-03,0.0,42.40557231275505,23.302836441208214,21.83225595419093,0.0,0.0,12.45933529184581
2024-04-05,0.0,41.75696838681559,23.557882544660654,22.089448191921342,0.0,0.0,12.59570087660241
2024-04-08,0.0,41.04286866027094,23.09447883426646,21.56551686103499,0.0,0.0,14.297135644427609
2024-04-09,0.0,40.91200526051341,23.167530630146086,21.600281080385535,0.0,0.0,14.320183028954963
2024-04-10,0.0,40.904678650319376,23.163381738763114,21.61432107124368,0.0,0.0,14.317618539673827
2024-04-17,0.0,40.84439558129911,23.17998622659537,21.647736180305294,0.0,0.0,14.327882011800225
2024-04-18,0.0,40.62710734347442,23.31974121112727,21.6943905394749,0.0,0.0,14.35876090592341
2024-04-19,0.0,40.76746848543303,23.3281205208194,21.540490660738897,0.0,0.0,14.363920333008673
2024-04-23,0.0,40.82062969621484,23.307183527237658,21.521158065371477,0.0,0.0,14.351028711176026
2024-04-25,0.0,40.567982594144574,23.39958852622365,21.624503255452325,0.0,0.0,14.407925624179452
2024-04-30,0.0,40.5480361528099,23.471495775908053,21.690955644268833,0.0,0.0,14.289512427013221
2024-05-02,0.0,38.74009471132435,24.17056854419183,22.37422685639907,0.0,0.0,14.715109888084749
2024-05-03,0.0,38.86365138943062,24.1953402582809,22.210817375222707,0.0,0.0,14.730190977065774
2024-05-06,0.0,38.726639122632854,24.24956427541753,22.26059389124258,0.0,0.0,14.763202710707041
2024-05-07,0.0,38.738080262917805,24.245036326195365,22.25643732835963,0.0,0.0,14.760446082527196
2024-05-08,0.0,38.680831795105426,24.26769299754499,22.277235679790326,0.0,0.0,14.774239527559255
2024-05-20,0.0,38.54299794782428,24.32224216362814,22.327310675756912,0.0,0.0,14.807449212790669
2024-05-24,0.0,38.617924952063575,24.32224216362814,22.252383671517617,0.0,0.0,14.807449212790669
2024-05-27,0.0,38.62942073619524,24.31768703502923,22.248216191045458,0.0,0.0,14.804676037730069
2024-06-05,0.0,38.66388226759715,24.30403188063062,22.23572311032011,0.0,0.0,14.796362741452121
2024-06-11,0.0,38.66273417343556,24.30448680536562,22.236139320292725,0.0,0.0,14.796639700906097
2024-06-21,0.0,38.66997244857237,24.30903698957575,22.240302277150843,0.0,0.0,14.78068828470103
2024-06-24,0.0,38.66917445925909,24.316776214044715,22.247382882263018,0.0,0.0,14.766666444433174
2024-06-27,0.0,38.63469782202927,24.3304456969636,22.259889072130548,0.0,0.0,14.774967408876583
2024-06-28,0.0,38.81653454773259,24.444958526876707,22.3646566922124,0.0,0.0,14.373850233178304
2024-07-03,0.0,38.72795149948299,24.555909557546933,22.466165627392567,0.0,0.0,14.249973315577508
2024-07-04,0.0,38.768707649222975,24.557767275016655,22.467865250380097,0.0,0.0,14.205659825380271
2024-07-12,0.0,38.7571246981743,24.56241279865809,22.472115433144044,0.0,0.0,14.20834707002356
2024-07-24,72.04625185220466,9.04497648357465,5.751925633690371,5.311156562449899,0.0,4.518436710203842,3.327252757876574
2024-08-15,72.05359312750531,9.04456904943918,5.752511735930254,5.311697751776024,0.0,4.518897123993114,3.31873121135612
2024-08-19,72.05040108485585,9.04859846146698,5.75225689419363,5.311462438517812,0.0,4.518696932556127,3.3185841884096026
2024-08-27,72.07594534784835,9.051806490504058,5.754296260535709,5.277892203384807,0.0,4.520298960873674,3.319760736853402
2024-08-28,72.1245293813315,9.062342669602147,5.758175043128773,5.209608480815993,0.0,4.523345946313951,3.321998478807628
2024-09-09,72.04465612073902,9.16305025499543,5.751798235963415,5.2038391757079765,0.0,4.518336632664087,3.318319579930066
2024-10-09,72.0414648698587,9.18036255582512,5.751543457438924,5.190320032541922,0.0,4.518136490883517,3.318172593451806
2024-10-14,72.05103947075986,9.168292260140745,5.752307860734582,5.191009846983516,0.0,4.518736969424524,3.318613591956776
2024-10-17,72.03827390168169,9.18438527487249,5.751288701484494,5.19009013513378,0.0,4.517936366832904,3.3180256199946356
2024-10-18,72.02870269299486,9.187593772368565,5.750524569011592,5.20711560862211,0.0,4.517336101037254,3.3087272559656205
2024-10-23,69.4292000429513,10.04143955923575,6.284947541683028,5.691037061214387,0.0,4.9371531383701255,3.6162226565454128
2024-10-29,69.51668609832802,10.121942770148332,6.292867052037914,5.698208199340426,0.0,4.943374325602581,3.4269215545427305
2024-11-06,67.35394008812207,9.276712088888608,5.76738252537595,5.2223805338756,4.708248663328204,4.530578902447894,3.140757197961673
2024-11-07,67.35094853139191,9.271858512645386,5.767126364385419,5.231031672882996,4.708039544263194,4.5303776746683555,3.14061769976274
2024-11-08,67.38387027842097,9.231953502074452,5.769945387419138,5.22914493022101,4.710340876171039,4.532592163862699,3.1421528618307
2024-11-13,67.36890185897714,9.252116401392401,5.768663671744897,5.22798334608634,4.709294537371166,4.531585309545839,3.1414548748822186
2024-11-14,67.36979977660941,9.252239717020585,5.7687405586271625,5.226720189608321,4.709357304589927,4.531645708190308,3.141496745354281
2024-11-21,67.38177429928838,9.253884239561694,5.769765912938403,5.209874885151242,4.71019436074913,4.532451177324634,3.142055124986518
2024-12-09,67.38476859510949,9.280958123835909,5.770022308471788,5.178999961036963,4.710403671285066,4.532652589349781,3.14219475091101
2024-12-18,67.3309119540956,9.353464462780325,5.765410672539984,5.1748606941443445,4.70663892555923,4.529029909500391,3.139683381380124
2024-12-19,67.32792244258103,9.35748919456964,5.765154686677152,5.174630928867408,4.706429949461112,4.528828819292769,3.1395439785508983
2024-12-23,67.33390173110406,9.398284021789474,5.765666681136524,5.1262458315977195,4.706847920216192,4.5292310175665245,3.1398227965895
2024-12-27,67.41772342162896,9.13433470835313,5.879546971180354,5.1770868241453085,4.7127073155515715,4.534869303643965,3.1437314554967135
2025-01-02,67.39375307950365,9.215530020934047,5.850790283569976,5.15302426547549,4.7110317145232825,4.533256932843158,3.14261370315039
2025-01-03,67.39674844006362,9.215939611347142,5.846605758793558,5.15325329509536,4.711241099487759,4.53345841648822,3.142753378724334
2025-01-07,67.39914492022679,9.21626730989306,5.8432578711459255,5.153436533450076,4.711408620860823,4.5336196163000375,3.1428651281232907
2025-01-10,67.3392839988768,9.372390599136912,5.762574931903341,5.148859480441821,4.7072241573749025,4.529593057096604,3.140073775169616
2025-01-22,67.33629374389021,9.376414990915993,5.762319040135528,5.148630841201509,4.707015129305791,4.529391916879157,3.139934337671816
2025-01-27,67.32134645161317,9.39653158981101,5.761039922113173,5.147487949519607,4.7059702673602,4.52838648368623,3.1392373358966013
2025-02-04,67.31238126109884,9.408597262860804,5.760272723844202,5.146802458028868,4.705343572823839,4.527783438000298,3.138819283343148
2025-02-26,67.30939339485732,9.41261843978159,5.760017036493806,5.146574001435474,4.705134711735394,4.52758245846236,3.1386799572340545
2025-02-27,67.30939339485732,9.417057246113417,5.760017036493806,5.1421351951036485,4.705134711735394,4.52758245846236,3.1386799572340545
2025-02-28,67.31238126109884,9.413036266231394,5.760272723844202,5.1423634546582795,4.705343572823839,4.527783438000298,3.138819283343148
2025-03-04,67.31238126109884,9.439670286454925,5.715882690138317,5.160119468140634,4.705343572823839,4.527783438000298,3.138819283343148
2025-03-06,67.32732457213426,9.406245977370123,5.717151612902309,5.174584978260394,4.706388156468332,4.528788603394055,3.139516099470526
2025-03-12,67.32732457213426,9.397365999716408,5.717151612902309,5.183464955914108,4.706388156468332,4.528788603394055,3.139516099470526
2025-03-19,67.3153693926151,9.395697328070122,5.716136429627096,5.200301340027695,4.705552452455809,4.527984435382004,3.1389586218221717
2025-03-20,67.3135764818704,9.395447078434037,5.71598418323054,5.202826281951892,4.705427122451265,4.527863834811595,3.1388750172502733
2025-03-27,67.31671413835272,9.391223770482503,5.716250619746956,5.20306879887735,4.705646454340678,4.528074890025935,3.139021328173861
2025-03-28,67.30775018148505,9.403289320210389,5.7154894384466495,5.202375953350208,4.705019846040033,4.527471927321541,3.1386033331461385
