date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,TOTAL_CCASS_PCT
2024-03-01,31.129631777607464,15.303955424384203,12.85075192470741,9.024006163819235,1.235992971722446,0.0,5.200945967877609,0.5346865823688625,0.8336824847527782,0.0,76.11365329724
2024-03-04,30.99723904274428,15.372955770482,13.056226406671206,9.29405672632639,1.2339901298180145,1.190408625819974,4.966772226917383,0.537739695028057,0.8350099781369962,0.7351895283340594,78.21958813027837
2024-03-05,30.961123162476134,15.401960340744347,13.201859880514789,8.878856608332136,1.2573687293832654,1.1913245596177324,4.962803180460431,0.8421350271497586,0.8638386891101751,0.7351895283340594,78.29645970612282
2024-03-06,30.976352699042724,15.377230128204872,13.21162984102421,8.974177228042318,1.3074397769940567,1.1913245596177324,4.954254465014686,0.841829715883839,0.8389390288181137,0.7351895283340594,78.40836697097662
2024-03-07,30.984586333262044,15.391885068969005,13.202775814312545,9.077117043049155,1.205196376984783,1.1955989173406047,4.947537617164458,0.843050960947517,0.8417891094854718,0.7351895283340594,78.42472676984964
2024-03-08,31.09559934141795,15.447451719366349,13.117593971121016,9.22551785820703,1.2245711246087663,1.1955989173406047,4.942347325643827,0.843050960947517,0.8326755681977759,0.7287779917497507,78.65318477860059
2024-03-11,31.22958259532095,15.399212539351073,13.084620354401716,9.009440221289116,1.2402854954656408,1.1955989173406047,4.934409232729921,0.843081492074109,0.8407440290222294,0.7287779917497507,78.5057528687451
2024-03-12,32.02730170278291,15.41875246036992,13.108739944409354,9.057947159284604,1.2185581718821152,1.1952936060746855,4.790607626481855,0.853156763849451,0.8411679537149587,0.7119858721241805,79.22351126097404
2024-03-13,32.01175983279128,15.391885068969005,13.069471420009323,9.017994127026382,1.2976337897552555,1.1952936060746855,4.760076499889909,0.8574425707447955,0.8998547325943642,0.7119858721241805,79.21339751997918
2024-03-14,32.07903608617043,15.135728916862579,13.142135501298155,8.990368647752192,1.382510626992131,1.1959042286065245,4.713363876204232,0.7836547913417474,0.857330826821469,0.7690790788511194,79.04911258090058
2024-03-15,32.10482618676955,15.133286426735223,13.219989874107615,8.82001045697192,1.3896787248933884,1.1992626525316383,4.813811282691734,0.6809856347721491,0.887197748754407,0.7745746816376697,79.0236236698653
2024-03-18,32.162448803231584,15.040471801895707,13.22456954309641,8.928084844193357,1.3894189050060908,1.1992626525316383,4.804651944714151,0.6580567587015977,0.8860070348173212,0.7745746816376697,79.06754696982553
2024-03-19,32.236982610712914,14.98826357542348,13.19495435030222,9.051992826321008,1.3905946586911466,1.1992626525316383,4.7991563419276,0.6292353751988008,0.8836866691963332,0.7745746816376697,79.14870374194281
2024-03-20,32.22428303595136,14.946130620726594,13.151294839275737,9.004180776766756,1.438827885136736,1.1992626525316383,4.743833940542994,0.6316778653261564,0.8839867901707321,0.7745746816376697,78.99805308806637
2024-03-21,32.19310526009819,15.070697617221734,13.072913651876933,9.074819881084375,1.4440503869959214,1.1992626525316383,4.734495995474847,0.6297727230268191,0.8599487182710953,0.7745746816376697,79.05364156821922
2024-03-22,32.22543757050343,15.091458783304256,13.06802867162222,9.043894139681228,1.4673921965536287,1.1992626525316383,4.70488080268066,0.6187815174537185,0.8611011156443085,0.7745746816376697,79.05481213161276
2024-03-25,32.27302109457514,15.07894102140156,12.991090232610517,9.152441454053575,1.4430958313230242,1.1992626525316383,4.646566350890042,0.5966922473644456,0.860795193755857,0.8396059812785147,79.08151205978432
2024-03-26,32.38748060895639,15.093290650899775,12.982236205898854,9.113435344686604,1.4505990083386278,1.1992626525316383,4.530853381106568,0.5531232611283079,0.8486053361527567,0.8585352797655212,79.01742172946503
2024-03-27,32.31860330329875,15.101839366345517,12.840266467246304,9.284454381701957,1.4377692183221602,1.1992626525316383,4.424910371832515,0.5534151386985269,0.889961578989143,0.8585352797655212,78.90901775873203
2024-03-28,32.42121750384049,14.987542124902111,12.739208438226962,9.398117186334783,1.419274835733456,1.1989573412657188,4.30889209078312,0.5564682513577215,0.8869805197887054,0.8585352797655212,78.77519357199859
2024-04-02,32.450020568667334,15.205228752191422,12.682115231500024,8.94273718981173,1.429289808533779,1.1989573412657188,4.340339151172825,0.5586313816767609,0.880332672284575,0.8585352797655212,78.54618737686968
2024-04-03,32.39625800254031,15.276366277150654,12.588384672862748,8.986882603717923,1.4225729606835509,1.1989573412657188,4.384303973465227,0.5555782690175662,0.8789850283568067,0.8585352797655212,78.54682440882603
2024-04-05,32.37465494064201,15.349030358439485,12.499233783214267,9.295972707175668,1.418603914226598,1.1989573412657188,4.383998662199307,0.5579001611948837,0.8928421907830931,0.8585352797655212,78.82972933890655
2024-04-08,32.49930650835781,15.327658569825125,12.500455028277946,9.254849264179546,1.3753790137871515,1.1989573412657188,4.366290608775978,0.5563751314216161,0.8881278795260308,0.8585352797655212,78.82593462518244
2024-04-09,32.50696722598663,15.327658569825125,12.500455028277946,9.500951058332346,1.3595590052322688,1.1989573412657188,4.377892436880918,0.558820369350365,0.8872203417880852,0.8585352797655212,79.07701665670493
2024-04-10,32.432714152214324,15.208281864850616,12.544521824533165,9.156672304921054,1.372408182514122,1.1998732750634773,4.388106014659722,0.5612628594777207,1.0539375430666347,0.8585352797655212,78.77631330106635
2024-04-11,32.34020254880623,15.271786608161865,12.51948630072777,9.166341207401457,1.3722439250530576,1.1998732750634773,4.392838339281473,0.563400038339157,0.8831749675146524,0.8585352797655212,78.56788249011466
2024-04-12,32.345489929309416,15.333154172611675,12.557650208967699,9.431060882550026,1.3724671075884447,1.1995679637975578,4.396730141988149,0.5652395387163217,0.8897944210710521,0.8585352797655212,78.94968964636587
2024-04-15,32.23362388147653,15.414672280612171,12.689544675844907,9.284786407703645,1.3793962994241198,1.1992626525316383,4.42451346718682,0.5644898469028564,0.8874641328339218,0.8585352797655212,78.93628892428212
2024-04-16,32.15654286210364,15.523668402545418,12.725266093957485,9.201546496818997,1.4697684341362798,1.1998732750634773,4.419933798198028,0.5709016887984311,0.8709162622210871,0.8585352797655212,78.99695259360836
2024-04-17,32.08445062881587,15.648540710306477,12.717633312309498,9.282308043502544,1.4704967541611307,1.1998732750634773,4.419933798198028,0.5739548014576256,0.8685575800362264,0.8585352797655212,79.12428418361641
2024-04-18,32.042956843254196,15.77005459414242,12.778080057981295,9.17939509588711,1.4625107273784754,1.1992626525316383,4.419628486932108,0.5702910662665921,0.8771076693826679,0.8585352797655212,79.15782247352202
2024-04-19,31.958106720753086,15.914466822922327,12.75426577923958,9.190272725669288,1.4712076714438242,1.1992626525316383,4.419353706792781,0.5699857550006726,0.8695528947631238,0.8585352797655212,79.20501000888184
2024-04-22,31.840648286462347,16.38678335129973,12.73287979365135,8.919134186466028,1.4581472187659545,1.1992626525316383,4.420269640590539,0.5651013853684931,0.8616148018492179,0.8585352797655212,79.24237659675083
2024-04-23,31.7903685586013,16.521120308304294,12.764326854041055,8.637739783873636,1.4255381436981607,1.1992626525316383,4.423719657895429,0.6344116224011992,0.8593107703809567,0.8585352797655212,79.1143336314932
2024-04-24,31.341821275553894,16.63591734429001,12.731654732196848,8.700485370722175,1.331882081009771,1.1992626525316383,4.422803724097671,0.6338090906179072,0.8699011022619049,0.8585352797655212,78.72607265304734
2024-04-25,31.302894852427325,16.898790344246663,12.752415898279374,8.461127749777903,1.4040046927684942,1.1992626525316383,4.413644386120088,0.6280081765654375,0.8211241164517132,0.8585352797655212,78.73980814893416
2024-04-26,31.340348606662733,17.02060953934853,12.735623778653801,8.572484538419237,1.393213313418938,1.1992626525316383,4.397157577760436,0.6219019512470483,0.8235818721423647,0.8621990149565547,78.96638284514128
2024-04-29,31.325553222716273,17.101517024817188,12.711809499912082,8.782197198720896,1.2916353393137359,1.1992626525316383,4.402653180546986,0.619764772385612,0.8195908432742656,0.8621990149565547,79.11618274917524
2024-04-30,31.20289625350073,17.12794034098182,12.740508758908515,8.629468291057345,1.3057162948979413,1.1992626525316383,4.293657058613739,0.6261929484339134,0.7802470596471873,0.8621990149565547,78.76808867352938
2024-05-02,31.235808502655576,17.188391971633873,12.689521777499962,8.833722901858161,1.2548784580427932,1.1992626525316383,4.255493150373807,0.6283301272953495,0.7776977105767598,0.8783805120502861,78.9414877645182
2024-05-03,30.986089838591063,17.010700814868745,12.739592825110755,8.791634827917365,1.426136706434996,1.1992626525316383,4.1648157043957275,0.6273854942385948,0.8195253540077259,0.8826548697731587,78.64779908786977
2024-05-06,31.097855133706197,17.010700814868745,12.739592825110755,8.75146288748148,1.2304222623644796,1.1992626525316383,4.0454389994212185,0.6258589379089975,0.7952450176185819,0.8826548697731587,78.37849440078526
2024-05-07,31.167027980669243,17.010700814868745,12.739592825110755,8.89945748600005,1.2210224917649841,1.1992626525316383,3.986361269465803,0.632271085115838,0.7585081342355571,0.8826548697731587,78.49685960953578
2024-05-08,30.90995757397702,16.898978721297738,13.1560373918249,8.952527758831602,1.3756664643440146,1.1989573412657188,4.01048085947344,0.6334927881464147,0.7781942993507779,0.8963938767395343,78.81068707525117
2024-05-09,30.91903890492616,16.945386033717497,13.261056987175177,8.78565362756237,1.373728806394857,1.1989573412657188,3.9932307729489906,0.6365463587725081,0.7564092719379937,0.8963938767395343,78.76640198144081
