date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BNP PARIBAS,OCBC BANK (HONG KONG) LTD
2024-03-28,0.0,0.0,0.0,100.0,0.0
2024-05-24,0.0,0.0,0.0,100.0,0.0
2024-05-28,0.0,0.0,0.0,100.0,0.0
2024-05-30,0.0,0.0,0.0,14.876463375715943,85.12353662428406
2024-05-31,0.0,0.0,0.0,0.029268244104525176,0.1682334820480136
2024-08-27,0.0,0.0,0.0,68.97193515207914,31.02806484792085
2024-10-15,0.0,0.0,0.0,68.96433470507544,31.035665294924552
2024-11-05,0.0,0.0,0.0,68.90339681916356,31.09660318083644
2024-11-06,96.71640203282631,0.0,0.0,2.2625105372676764,1.0210874299060149
2024-11-18,96.71637556978267,0.0,0.0,2.2625287712036517,1.0210956590136877
2024-11-19,96.71616385007705,0.0,0.0,2.2626746532725526,1.0211614966503968
2024-12-04,96.71694335772212,0.0,0.0,2.261886915325928,1.0211697269519493
2025-01-10,60.25881159580398,37.695703044576454,0.0,1.4092527405205357,0.6362326190990303
2025-02-21,60.25911419102139,37.695892337049315,0.0,1.408757657929095,0.6362358140002009
2025-03-06,60.25941678927784,37.696081631423276,0.0,1.4082625703654232,0.6362390089334585
2025-03-07,60.25971939057337,37.69627092769838,0.0,1.407767477829445,0.6362422038988038
2025-03-13,60.26002199490803,37.69646022587465,0.0,1.4072723803210854,0.6362453988962372
2025-03-14,60.260324602281855,37.69664952595211,0.0,1.4067772778402698,0.6362485939257593
2025-03-18,60.26062721269491,37.696838827930804,0.0,1.4062821703869235,0.6362517889873704
2025-03-27,60.26092982614721,37.69702813181074,0.0,1.405787057960971,0.6362549840810711
2025-03-28,60.261232442638835,37.69721743759196,0.0,1.4052919405623376,0.6362581792068617
2025-04-01,60.26153506216981,37.69740674527449,0.0,1.4047968181909487,0.636261374364743
2025-04-03,60.26183768474019,37.697596054858366,0.0,1.4043016908467292,0.6362645695547152
2025-04-09,60.26153506216981,37.69740674527449,0.0,1.4047968181909487,0.636261374364743
2025-04-10,56.98925752495655,35.650389901503566,5.430126421169609,1.328514575002612,0.6017115773676662
2025-04-11,57.098404179394215,35.71688220236566,5.250887359996955,1.3309924158078543,0.6028338424353156
2025-04-15,57.09813250862376,35.71671226358987,5.250862376590936,1.3314618770072557,0.6028309741881765
2025-04-16,57.09758917483835,35.71637239088958,5.250812410492109,1.3324007860041776,0.6028252377757795
2025-04-17,57.096774193548384,35.715862593967074,5.2507374631268435,1.3338091159958132,0.6028166333618803
2025-04-22,57.09595923552333,35.71535281159751,5.250662517901067,1.335217405784483,0.6028080291936075
2025-04-23,57.09541594309775,35.71501296476913,5.250612555605776,1.3361562433094654,0.6028022932178795
2025-04-25,57.094601023845314,35.71450320665309,5.25053761394561,1.3375644660970178,0.6027936894589606
2025-04-29,57.09487266101139,35.714673124408264,5.250562594261301,1.3370950629677383,0.602796557351311
2025-04-30,15.934512428298278,9.967548332271086,1.4653707244529424,0.37303484172509027,0.1682334820480136
