date,INNOVAX SECURITIES LTD,ADVENT SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,EMPERIO SECURITIES AND ASSETS MANAGEMENT,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),CITIC SECURITIES BROKERAGE (HK) LTD,TOTAL_CCASS_PCT
2024-10-30,0.0,0.0,10.3449230340111,0.0,5.923064884793215,4.9799267761156845,0.9654949212774044,2.7376421653744076,0.07814238308717772,25.029194164658993
2024-10-31,0.0,0.0,10.3449230340111,0.0,5.939779263736931,4.978329860929979,0.9585749554726816,2.7349806400648986,2.3604535664971453,27.317041320712736
2024-11-01,0.0,0.0,10.34502949502348,0.0,5.710462243069654,4.9835464505366165,0.9403701223556415,2.7349806400648986,2.3604535664971453,27.074842517547438
2024-11-04,0.0,0.0,10.34502949502348,0.0,5.76369274925983,4.9835464505366165,0.9430316476651502,2.7349806400648986,2.3604535664971453,27.13073454904712
2024-11-05,0.0,0.0,10.34502949502348,0.0,5.738142106288546,4.9835464505366165,0.9962621538553259,2.7349806400648986,2.3604535664971453,27.158414412266012
2024-11-06,0.0,0.0,10.34502949502348,0.0,5.796695663097739,4.9835464505366165,0.9962621538553259,2.7349806400648986,2.3604535664971453,27.216967969075206
2024-11-07,0.0,0.0,10.34502949502348,0.0,5.91539969190183,4.984185216610899,1.022345101888512,2.7349806400648986,2.397714920830268,27.399655066319887
2024-11-08,0.0,0.0,10.34502949502348,0.0,5.9125252445675605,4.984185216610899,0.9247203535357299,2.7349806400648986,2.397714920830268,27.299155870632834
2024-11-11,0.0,0.0,10.34502949502348,0.0,5.964371757596791,4.984185216610899,0.9492063863832106,2.7349806400648986,2.3604535664971453,27.338227062176422
2024-11-12,0.0,0.0,10.34502949502348,0.0,5.91220586153042,4.984185216610899,0.9492063863832106,2.7349806400648986,2.4030379714492858,27.328645571062193
2024-11-13,0.0,0.0,10.34502949502348,0.0,5.9366918943779,4.984185216610899,0.9247203535357299,2.7349806400648986,2.4030379714492858,27.328645571062193
2024-11-14,0.0,0.0,10.34502949502348,0.0,5.9364789723531395,4.984185216610899,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.344082417857347
2024-11-15,0.0,0.0,10.34502949502348,0.0,5.965116984683454,4.997066999108921,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.385602212685683
2024-11-18,0.0,0.0,10.34502949502348,0.0,5.949041371814022,4.997066999108921,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.369526599816247
2024-11-20,0.0,0.0,10.34502949502348,0.0,5.906350505849501,4.997066999108921,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.32683573385173
2024-11-21,0.0,0.0,10.34502949502348,0.0,5.6408367409729046,4.997066999108921,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.061321968975133
2024-11-22,0.0,0.0,10.34502949502348,0.0,5.65148284221094,4.99046641634134,0.9403701223556415,2.7349806400648986,2.4030379714492858,27.065367487445585
2024-11-26,0.0,0.0,10.34502949502348,0.0,5.668516604191796,4.99046641634134,0.9403701223556415,2.7349806400648986,2.3764227183541977,27.055785996331355
2024-11-27,0.0,0.0,10.34502949502348,0.0,5.668516604191796,4.991850409502284,0.9403701223556415,2.7349806400648986,2.3764227183541977,27.057169989492298
2024-11-29,0.0,0.0,10.34502949502348,0.0,5.684485756048849,4.991850409502284,0.9456931729746592,2.7349806400648986,2.3764227183541977,27.078462191968367
2024-12-02,0.0,0.0,10.34502949502348,0.0,5.700454907905901,4.991850409502284,0.9456931729746592,2.7349806400648986,2.3764227183541977,27.09443134382542
2024-12-03,0.0,0.0,10.34502949502348,0.0,5.700454907905901,4.995683005947977,0.9456931729746592,2.7349806400648986,2.3764227183541977,27.09826394027111
2024-12-04,0.0,0.0,10.34502949502348,0.0,5.780726511240686,4.995683005947977,0.9456931729746592,2.7349806400648986,2.3764227183541977,27.178535543605896
2024-12-05,0.0,0.0,10.45149050740383,0.0,5.780726511240686,4.995683005947977,0.9455867119622787,2.7349806400648986,2.3764227183541977,27.284890094973868
2024-12-06,0.0,0.0,10.45149050740383,0.0,5.780832972253067,4.995683005947977,0.9455867119622787,2.7349806400648986,2.3764227183541977,27.28499655598625
2024-12-09,0.0,0.0,10.45149050740383,0.0,5.740803631598054,4.995683005947977,0.9455867119622787,2.7349806400648986,2.3764227183541977,27.24496721533124
2024-12-10,0.0,0.0,10.45149050740383,0.0,5.780832972253067,4.995683005947977,0.9455867119622787,2.7349806400648986,2.3764227183541977,27.28499655598625
2024-12-11,0.5161229880199423,0.0,10.45149050740383,0.0,5.629445412648207,4.994299012787033,0.9775250156763841,2.7349806400648986,2.3764227183541977,27.68028629495449
2024-12-12,0.5161229880199423,0.0,10.34502949502348,0.0,5.610282430419744,4.992702097601327,0.9727342701192682,2.7349806400648986,2.5361142369247247,27.707966158173384
2024-12-17,0.5161229880199423,0.0,10.34502949502348,0.0,5.595164966661733,4.992702097601327,0.8662732577389171,2.7349806400648986,2.5361142369247247,27.586387682035024
2024-12-19,0.5161229880199423,0.0,10.34502949502348,0.0,5.603681847652163,4.992702097601327,0.8662732577389171,2.7349806400648986,2.5361142369247247,27.59490456302545
2024-12-20,0.5161229880199423,0.0,10.34502949502348,0.0,5.583986560361797,4.992702097601327,1.0044596518086129,2.7349806400648986,2.4935298319725843,27.67081126485264
2024-12-23,0.4424519674527393,0.0,10.34502949502348,0.0,5.583986560361797,4.992702097601327,1.0044596518086129,2.7349806400648986,2.4935298319725843,27.59714024428544
2024-12-27,0.38922146126256374,0.0,10.34502949502348,0.0,5.540018162248712,4.992915019626087,1.0044596518086129,2.7349806400648986,2.4935298319725843,27.500154262006937
2024-12-30,0.38922146126256374,0.0,10.34502949502348,0.0,5.538953552124909,4.992915019626087,1.0044596518086129,2.7349806400648986,2.4935298319725843,27.499089651883136
2025-01-02,0.38922146126256374,0.0,10.34502949502348,0.0,5.538953552124909,4.996641155059399,1.0044596518086129,2.7349806400648986,2.4935298319725843,27.502815787316447
2025-01-03,0.3838984106435462,0.0,10.34502949502348,0.0,5.538953552124909,4.996641155059399,0.9991366011895952,2.7349806400648986,2.4935298319725843,27.49216968607841
2025-01-06,0.38379194963116586,0.0,10.34502949502348,0.0,5.538953552124909,4.996641155059399,1.052367107379771,2.7349806400648986,2.4935298319725843,27.54529373125621
2025-01-07,0.3827273395073623,0.0,10.34502949502348,0.0,5.538953552124909,4.996641155059399,1.0460859076493303,2.7349806400648986,2.4935298319725843,27.537947921401962
2025-01-08,0.382620878494982,0.0,10.34502949502348,0.0,5.480932300377617,4.999302680368909,0.9677306025373918,2.7349806400648986,2.4935298319725843,27.404126428839863
2025-01-09,0.3512148798427784,0.0,10.34502949502348,0.0,5.480932300377617,4.996641155059399,0.9677306025373918,2.7349806400648986,2.4935298319725843,27.370058904878146
2025-01-13,0.33364881280002046,0.0,10.34502949502348,0.0,5.477738470006207,4.996641155059399,0.9677306025373918,2.7349806400648986,2.4935298319725843,27.349299007463983
2025-01-14,0.33364881280002046,0.0,10.34502949502348,0.0,5.429831014435049,4.996641155059399,0.9677306025373918,2.7349806400648986,2.4935298319725843,27.301391551892824
2025-01-15,33.2906673082717,0.0,10.34502949502348,7.07965732329335,5.563971890034291,4.901358548978986,1.0458729856245697,2.7349806400648986,2.4615915282584786,67.42312971954976
2025-01-16,13.7589147790242,19.54293093554744,10.34502949502348,7.07965732329335,5.577066594557074,4.901465009991366,0.9873194288153763,2.7349806400648986,2.4615915282584786,67.38895573457566
2025-01-17,13.7589147790242,19.54293093554744,10.34502949502348,7.07965732329335,5.653079757396645,4.915304941600811,0.9866806627410943,2.7349806400648986,2.4615915282584786,67.4781700629504
2025-01-20,13.7589147790242,19.54293093554744,10.34502949502348,7.07965732329335,5.632000476945335,4.915304941600811,0.9733730361935503,2.7349806400648986,2.4615915282584786,67.44378315595154
2025-01-21,15.834904520441045,19.54293093554744,10.34502949502348,7.07965732329335,5.509570312707932,4.902529620115169,0.9733730361935503,2.7349806400648986,2.4615915282584786,69.38456741164535
2025-01-22,17.75120274328737,19.54293093554744,10.34502949502348,7.07965732329335,5.339019770874609,4.902529620115169,0.9733730361935503,2.7349806400648986,2.4615915282584786,71.13031509265835
2025-01-23,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.32741552052515,4.903594230238973,0.9743311853049736,2.7349806400648986,2.4615915282584786,72.10549796606236
2025-01-24,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.322092469906133,4.90572345048658,0.9612364807821903,2.7349806400648986,2.4615915282584786,72.08920943116817
2025-01-27,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.3215601648442314,4.90572345048658,0.9612364807821903,2.7349806400648986,2.4615915282584786,72.08867712610626
2025-02-03,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.3215601648442314,4.906788060610383,0.9612364807821903,2.7349806400648986,2.4615915282584786,72.08974173623007
2025-02-05,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.3215601648442314,4.907852670734187,0.9612364807821903,2.7349806400648986,2.4615915282584786,72.09080634635387
2025-02-07,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.268329658654055,4.907852670734187,0.9612364807821903,2.7349806400648986,2.4615915282584786,72.0375758401637
2025-02-10,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.27854991584257,4.950437075686327,0.9600654096460064,2.7349806400648986,2.4615915282584786,72.08920943116817
2025-02-12,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.23596551089043,4.952566295933934,0.9600654096460064,2.7349806400648986,2.4615915282584786,72.04875424646363
2025-02-13,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.23596551089043,4.952459834921554,0.9600654096460064,2.7349806400648986,2.4615915282584786,72.04864778545125
2025-02-14,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.241288561509447,4.952459834921554,0.9600654096460064,2.7349806400648986,2.4615915282584786,72.05397083607026
2025-02-17,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.241288561509447,4.952459834921554,0.9520808337174802,2.7349806400648986,2.4615915282584786,72.04598626014173
2025-02-18,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.241288561509447,4.952459834921554,0.9544229759898479,2.7349806400648986,2.4615915282584786,72.04832840241411
2025-02-19,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.246611612128464,4.952459834921554,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.09016758027958
2025-02-20,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.204027207176324,4.954056750107259,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.04918009051315
2025-02-21,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.195510326185896,4.954056750107259,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.04066320952272
2025-02-27,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.174963350796488,4.954056750107259,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.02011623413331
2025-02-28,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.217547755748629,4.954056750107259,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.06270063908545
2025-03-03,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.1643172495584535,4.955121360231063,0.9909391032363083,2.7349806400648986,2.4615915282584786,72.01053474301908
2025-03-04,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.111086743368277,4.955121360231063,0.9909391032363083,2.7349806400648986,2.4615915282584786,71.95730423682892
2025-03-06,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.111086743368277,4.955121360231063,0.9643238501412206,2.7349806400648986,2.4615915282584786,71.93068898373383
2025-03-07,18.735967107805614,19.54293093554744,10.34502949502348,7.07965732329335,5.111086743368277,4.956185970354866,0.9643238501412206,2.7349806400648986,2.4615915282584786,71.93175359385762
