date,THE HONGKONG AND SHANGHAI BANKING,CCB INTERNATIONAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,NANYANG COMMERCIAL BANK LTD,CHINA INDUSTRIAL SECURITIES,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,35.81267217630854,0.0,64.18732782369146,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,26.156941649899395,0.0,73.8430583501006,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,75.5813953488372,0.0,24.418604651162788,0.0,0.0,0.0
2024-03-15,0.0,0.0,22.727272727272727,0.0,29.545454545454547,0.0,47.72727272727273,0.0,0.0,0.0
2024-03-18,0.0,0.0,19.41747572815534,0.0,25.24271844660194,0.0,55.33980582524271,0.0,0.0,0.0
2024-04-02,0.0,0.0,19.305019305019304,0.0,25.096525096525095,0.0,55.5984555984556,0.0,0.0,0.0
2024-05-14,0.0,0.0,6.720430107526881,0.0,3.3602150537634405,0.0,89.91935483870968,0.0,0.0,0.0
2024-05-30,0.0,0.0,6.7340067340067336,0.0,3.3670033670033668,0.0,89.8989898989899,0.0,0.0,0.0
2024-06-03,0.0,0.0,6.8493150684931505,0.0,3.4246575342465753,0.0,89.72602739726028,0.0,0.0,0.0
2024-06-05,0.0,0.0,6.934812760055478,0.0,3.467406380027739,0.0,89.59778085991678,0.0,0.0,0.0
2024-06-06,0.0,0.0,7.225433526011561,0.0,3.6127167630057806,0.0,89.16184971098265,0.0,0.0,0.0
2024-06-07,0.0,0.0,7.052186177715091,0.0,3.5260930888575457,0.0,89.42172073342736,0.0,0.0,0.0
2024-06-11,0.0,0.0,9.823182711198427,0.0,4.911591355599214,0.3929273084479371,84.87229862475442,0.0,0.0,0.0
2024-06-13,0.0,0.0,10.121457489878543,0.0,5.060728744939271,0.4048582995951417,84.41295546558705,0.0,0.0,0.0
2024-06-19,0.0,0.0,6.720430107526881,0.0,3.3602150537634405,0.5376344086021506,89.38172043010752,0.0,0.0,0.0
2024-06-21,0.0,0.0,6.587615283267458,0.0,3.293807641633729,0.5270092226613966,89.59156785243742,0.0,0.0,0.0
2024-06-25,0.0,0.0,6.811989100817439,0.0,3.4059945504087197,0.544959128065395,89.23705722070845,0.0,0.0,0.0
2024-07-04,0.0,0.0,6.949270326615705,0.0,3.4746351633078527,0.5559416261292565,89.02015288394719,0.0,0.0,0.0
2024-07-08,0.0,0.0,6.949270326615705,0.0,3.4746351633078527,0.5559416261292565,86.93537178596247,0.0,0.0,2.0847810979847115
2024-07-10,0.0,0.0,7.644197359277276,0.0,3.4746351633078527,0.5559416261292565,86.2404447533009,0.0,0.0,2.0847810979847115
2024-07-15,0.0,0.0,7.644197359277276,0.0,3.4746351633078527,0.8339124391938846,85.96247394023628,0.0,0.0,2.0847810979847115
2024-07-16,0.0,0.0,7.255936675461741,0.0,3.2981530343007917,0.79155672823219,86.6754617414248,0.0,0.0,1.978891820580475
2024-07-17,0.0,0.0,7.289595758780649,0.0,3.313452617627568,0.7952286282306162,86.61365142478462,0.0,0.0,1.9880715705765408
2024-07-18,0.0,0.0,7.644197359277276,0.0,3.4746351633078527,0.8339124391938846,85.96247394023628,0.0,0.0,2.0847810979847115
2024-07-19,0.0,0.0,7.289595758780649,0.0,3.313452617627568,0.7952286282306162,86.61365142478462,0.0,0.0,1.9880715705765408
2024-07-22,0.0,0.0,7.437457741717377,0.0,3.3806626098715347,0.8113590263691683,86.34212305611901,0.0,0.0,2.028397565922921
2024-07-23,0.0,0.0,7.59144237405107,0.0,3.450655624568668,0.8281573498964804,86.05935127674258,0.0,0.0,2.070393374741201
2024-07-24,0.0,0.0,7.59144237405107,0.0,3.450655624568668,0.8971704623878536,85.99033816425121,0.0,0.0,2.070393374741201
2024-07-25,0.0,0.0,7.59144237405107,0.0,3.450655624568668,0.966183574879227,85.92132505175984,0.0,0.0,2.070393374741201
2024-07-26,0.0,0.0,7.59144237405107,0.0,3.450655624568668,3.3816425120772946,83.50586611456177,0.0,0.0,2.070393374741201
2024-07-29,0.0,0.0,7.751937984496124,0.0,3.5236081747709656,3.453136011275546,83.1571529245948,0.0,0.0,2.1141649048625792
2024-08-05,0.0,0.0,7.751937984496124,0.0,3.5236081747709656,3.8054968287526427,82.80479210711769,0.0,0.0,2.1141649048625792
2024-08-07,0.0,0.0,7.402422611036339,0.0,3.3647375504710633,3.6339165545087484,83.58008075370121,0.0,0.0,2.0188425302826376
2024-08-19,0.0,0.0,7.738896366083446,0.0,3.3647375504710633,3.6339165545087484,83.2436069986541,0.0,0.0,2.0188425302826376
2024-09-02,0.0,0.0,7.873485868102288,0.0,3.3647375504710633,3.6339165545087484,83.10901749663526,0.0,0.0,2.0188425302826376
2024-09-03,0.0,0.0,7.442748091603053,0.0,3.1806615776081424,3.435114503816794,84.03307888040712,0.0,0.0,1.9083969465648856
2024-09-05,0.0,0.0,7.538659793814433,0.0,3.221649484536082,3.479381443298969,83.82731958762886,0.0,0.0,1.9329896907216495
2024-09-17,0.0,0.0,7.303370786516854,0.0,3.1210986267166043,3.3707865168539324,84.33208489388264,0.0,0.0,1.8726591760299627
2024-09-20,0.0,0.0,46.42857142857143,0.0,19.841269841269842,21.428571428571427,0.3968253968253968,0.0,0.0,11.904761904761903
2024-09-23,0.0,0.0,45.173745173745175,0.0,19.305019305019304,20.84942084942085,3.088803088803089,0.0,0.0,11.583011583011583
2024-09-30,0.0,0.0,25.49019607843137,0.0,10.893246187363834,11.76470588235294,45.31590413943355,0.0,0.0,6.535947712418301
2024-10-02,0.0,0.0,32.590529247910865,0.0,13.92757660167131,15.041782729805014,30.08356545961003,0.0,0.0,8.356545961002785
2024-10-03,0.0,0.0,28.606356968215156,0.0,12.224938875305623,13.202933985330073,38.63080684596577,0.0,0.0,7.334963325183375
2024-10-04,0.0,0.0,26.0,10.888888888888888,11.11111111111111,12.0,22.22222222222222,0.0,11.11111111111111,6.666666666666667
2024-10-07,18.181818181818183,0.0,21.272727272727273,9.818181818181818,9.090909090909092,9.818181818181818,17.272727272727273,0.0,9.090909090909092,5.454545454545454
2024-10-08,20.0,0.0,23.400000000000002,18.2,0.2,10.8,11.4,0.0,10.0,6.0
2024-10-09,16.55629139072848,0.0,19.370860927152318,15.066225165562914,0.16556291390728478,8.940397350993377,26.655629139072843,0.0,8.27814569536424,4.966887417218543
2024-10-10,3.22061191626409,14.847020933977456,3.768115942028986,2.1578099838969402,0.12882447665056362,1.7391304347826086,71.56199677938808,0.0,1.610305958132045,0.966183574879227
2024-10-14,3.22061191626409,14.847020933977456,3.768115942028986,2.1900161030595813,0.12882447665056362,1.8679549114331722,71.40096618357488,0.0,1.610305958132045,0.966183574879227
2024-10-15,3.22061191626409,14.847020933977456,3.768115942028986,2.1578099838969402,0.12882447665056362,1.8679549114331722,71.43317230273752,0.0,1.610305958132045,0.966183574879227
2024-10-16,0.49916805324459235,15.341098169717139,3.9933444259567388,1.7304492512479204,0.13311148086522462,1.9301164725457571,73.71048252911814,0.0,1.6638935108153077,0.9983361064891847
2024-10-17,0.5042016806722689,15.495798319327731,4.033613445378151,1.7478991596638656,0.13445378151260504,1.9495798319327733,73.44537815126051,0.0,1.680672268907563,1.0084033613445378
2024-10-22,2.4469820554649266,15.040783034257748,3.915171288743882,1.8597063621533443,0.13050570962479607,1.8923327895595432,72.10440456769985,0.0,1.631321370309951,0.9787928221859705
2024-10-23,2.479338842975207,15.239669421487603,3.9669421487603307,1.884297520661157,0.1322314049586777,1.9173553719008265,71.73553719008264,0.0,1.6528925619834711,0.9917355371900827
2024-10-25,2.388535031847134,14.681528662420382,3.821656050955414,1.8152866242038217,0.12738853503184713,1.8471337579617835,72.77070063694268,0.0,1.5923566878980893,0.9554140127388535
2024-10-30,2.388535031847134,14.681528662420382,3.821656050955414,1.8152866242038217,0.12738853503184713,1.8471337579617835,72.77070063694268,0.0,1.5923566878980893,0.9554140127388535
2024-10-31,0.03261578604044357,15.035877364644486,3.9138943248532287,1.8590998043052838,0.1304631441617743,1.8917155903457272,74.52707110241357,0.0,1.6307893020221786,0.9784735812133072
2024-11-01,0.03257328990228013,15.01628664495114,4.039087947882736,1.8566775244299676,0.13029315960912052,1.8892508143322475,74.42996742671009,0.0,1.6286644951140066,0.9771986970684038
2024-11-08,0.03332222592469177,15.361546151282907,4.131956014661779,1.8993668777074308,0.13328890369876709,1.9326891036321225,73.84205264911697,0.0,1.6661112962345885,0.9996667777407532
2024-11-11,1.0838380618425247,14.695569014982468,3.952821166719796,1.8170226330889387,0.1275103602167676,1.8489002231431302,73.92413133567104,0.0,1.5938795027095953,0.956327701625757
2024-11-12,1.0841836734693877,14.700255102040815,3.9540816326530615,2.933673469387755,0.12755102040816327,1.8494897959183674,72.79974489795919,0.0,1.594387755102041,0.9566326530612245
2024-11-13,1.0911424903722722,14.794608472400514,3.979460847240052,3.9473684210526314,0.12836970474967907,1.8613607188703467,71.63029525032091,0.0,1.6046213093709885,0.9627727856225932
2024-11-14,4.113520408163265,14.700255102040815,3.9540816326530615,3.9221938775510203,0.12755102040816327,1.8494897959183674,68.78188775510205,0.0,1.594387755102041,0.9566326530612245
2024-11-26,4.13992297817715,14.794608472400514,3.979460847240052,3.9473684210526314,0.12836970474967907,1.8613607188703467,68.58151476251605,0.0,1.6046213093709885,0.9627727856225932
2024-11-29,4.13992297817715,14.794608472400514,3.979460847240052,3.9473684210526314,0.12836970474967907,2.2785622593068036,68.16431322207958,0.0,1.6046213093709885,0.9627727856225932
2024-12-02,11.559139784946236,41.308243727598565,11.11111111111111,11.021505376344086,0.35842293906810035,6.362007168458781,8.422939068100359,2.6881720430107525,4.480286738351254,2.6881720430107525
2024-12-03,11.159169550173011,39.878892733564015,10.726643598615917,10.640138408304498,0.34602076124567477,5.968858131487889,11.76470588235294,2.5951557093425603,4.325259515570934,2.5951557093425603
2024-12-19,11.159169550173011,39.878892733564015,10.726643598615917,10.640138408304498,0.34602076124567477,4.498269896193772,11.505190311418685,4.325259515570934,4.325259515570934,2.5951557093425603
2024-12-30,11.168831168831169,39.913419913419915,10.735930735930737,10.562770562770563,0.3463203463203463,4.5021645021645025,11.515151515151516,4.329004329004329,4.329004329004329,2.5974025974025974
2025-01-06,10.556464811783961,37.725040916530276,10.147299509001636,9.983633387888707,0.32733224222585927,4.25531914893617,14.975450081833062,5.482815057283143,4.091653027823241,2.454991816693944
2025-01-09,10.556464811783961,37.725040916530276,10.147299509001636,9.656301145662848,0.32733224222585927,4.25531914893617,15.302782324058919,5.482815057283143,4.091653027823241,2.454991816693944
2025-01-27,10.608552631578947,37.911184210526315,10.197368421052632,9.703947368421053,0.3289473684210526,4.276315789473684,14.884868421052634,5.509868421052631,4.111842105263158,2.4671052631578947
2025-02-03,10.591133004926109,37.848932676518885,10.180623973727423,9.688013136289,0.3284072249589491,4.269293924466338,15.024630541871922,5.500821018062398,4.105090311986864,2.4630541871921183
2025-02-04,10.85858585858586,38.804713804713806,10.437710437710438,9.932659932659933,0.33670033670033667,4.377104377104377,13.720538720538721,5.63973063973064,4.208754208754209,1.6835016835016834
2025-02-05,10.85858585858586,38.804713804713806,10.437710437710438,9.932659932659933,0.33670033670033667,4.377104377104377,12.037037037037036,5.63973063973064,4.208754208754209,3.3670033670033668
2025-02-06,10.85858585858586,38.804713804713806,10.521885521885523,9.932659932659933,0.33670033670033667,4.377104377104377,11.952861952861953,5.63973063973064,4.208754208754209,3.3670033670033668
2025-02-07,10.85858585858586,38.804713804713806,10.521885521885523,9.932659932659933,0.33670033670033667,4.040404040404041,12.289562289562289,5.63973063973064,4.208754208754209,3.3670033670033668
2025-02-10,10.89527027027027,38.935810810810814,10.557432432432433,9.628378378378379,0.33783783783783783,4.054054054054054,12.33108108108108,5.658783783783783,4.222972972972973,3.3783783783783785
2025-02-11,9.039943938332165,32.30553608969867,8.759635599159076,7.988787666433077,1.8220042046250877,3.363700070077085,25.718290119131044,4.695164681149264,3.50385423966363,2.8030833917309037
2025-02-12,7.35632183908046,35.32567049808429,9.885057471264368,8.735632183908045,3.1417624521072796,3.67816091954023,19.846743295019156,5.134099616858237,3.8314176245210727,3.065134099616858
2025-02-13,5.514072372199886,26.479035037334864,7.466973004020677,6.547960941987363,3.388856978747846,2.757036186099943,38.828259620907524,3.848363009764503,2.871912693854107,2.2975301550832854
2025-02-17,0.06188118811881188,28.527227722772274,8.044554455445544,7.054455445544554,1.7945544554455444,2.9702970297029703,41.83168316831683,4.146039603960396,3.094059405940594,2.4752475247524752
2025-02-18,0.060204695966285374,27.75436484045756,7.826610475617097,6.863335340156532,0.2408187838651415,2.8898254063816977,44.91270319084889,4.0337146297411195,3.0102347983142685,2.408187838651415
2025-02-19,0.36518563603164944,28.058429701765064,7.912355447352404,5.356055995130858,0.24345709068776628,2.9214850882531955,45.58734023128424,4.077906269020085,3.0432136335970785,2.4345709068776626
2025-02-21,0.36518563603164944,28.058429701765064,7.912355447352404,5.356055995130858,0.24345709068776628,2.9214850882531955,46.50030432136336,3.164942178940962,3.0432136335970785,2.4345709068776626
2025-02-24,0.4257907542579075,28.04136253041363,7.907542579075426,5.35279805352798,0.24330900243309003,2.9197080291970803,46.47201946472019,3.1630170316301705,3.0413625304136254,2.4330900243309004
2025-02-28,0.7909604519774011,52.09039548022599,14.689265536723164,9.943502824858758,0.4519774011299435,5.423728813559322,0.5649717514124294,5.875706214689266,5.649717514124294,4.519774011299435
2025-03-03,0.7909604519774011,52.09039548022599,14.689265536723164,9.943502824858758,0.3389830508474576,5.423728813559322,0.6779661016949152,5.875706214689266,5.649717514124294,4.519774011299435
2025-03-04,1.52,20.0,10.4,7.04,0.24,3.84,45.6,4.16,4.0,3.2
2025-03-05,1.5261044176706828,20.080321285140563,10.441767068273093,6.987951807228916,0.24096385542168677,3.8554216867469884,45.46184738955824,4.176706827309237,4.016064257028113,3.2128514056224895
2025-03-11,1.4785992217898831,19.45525291828794,10.116731517509727,6.770428015564202,3.3463035019455254,3.735408560311284,44.04669260700389,4.046692607003891,3.8910505836575875,3.11284046692607
2025-03-12,1.4785992217898831,19.45525291828794,10.116731517509727,6.770428015564202,7.7042801556420235,3.735408560311284,39.688715953307394,4.046692607003891,3.8910505836575875,3.11284046692607
2025-03-13,1.4785992217898831,19.45525291828794,10.116731517509727,6.770428015564202,7.782101167315175,3.735408560311284,39.61089494163424,4.046692607003891,3.8910505836575875,3.11284046692607
2025-03-17,1.4855355746677092,19.546520719311964,10.16419077404222,6.802189210320562,8.913213448006255,3.752931978107897,38.2329945269742,4.065676309616888,3.9093041438623923,3.1274433150899137
2025-03-25,1.5175718849840254,19.968051118210862,10.383386581469649,10.383386581469649,9.105431309904153,3.8338658146964857,33.945686900958464,5.271565495207668,3.993610223642172,1.5974440894568689
2025-03-26,1.52,20.0,10.4,10.4,9.120000000000001,3.84,33.839999999999996,5.28,4.0,1.6
2025-03-27,1.4615384615384615,30.76923076923077,10.0,10.0,8.76923076923077,3.6923076923076925,24.846153846153847,5.076923076923077,3.8461538461538463,1.5384615384615385
2025-03-31,2.3059185242121445,30.74558032282859,9.992313604919293,9.992313604919293,8.762490392006148,3.689469638739431,24.058416602613374,5.073020753266718,3.843197540353574,1.5372790161414296
2025-04-01,18.052869116698904,32.23726627981947,8.381689232753063,8.381689232753063,7.35009671179884,3.0947775628626695,13.733075435203096,4.25531914893617,3.2237266279819474,1.2894906511927788
2025-04-02,28.55603448275862,30.98060344827586,7.004310344827585,7.004310344827585,6.142241379310344,2.586206896551724,10.398706896551724,3.556034482758621,2.693965517241379,1.0775862068965518
2025-04-07,28.387787895018747,30.798071772897696,6.963042313872522,6.963042313872522,6.106052490626674,2.570969469737547,10.926620246384575,3.535083020889127,2.678093197643278,1.0712372790573113
2025-04-08,28.387787895018747,30.798071772897696,6.963042313872522,6.963042313872522,6.106052490626674,3.320835565077665,9.105516871987145,3.535083020889127,2.678093197643278,2.1424745581146225
2025-04-09,43.16848281642917,28.29002514668902,5.448449287510478,5.448449287510478,4.777870913663034,2.5984911986588433,2.8918692372171,2.7661357921207044,2.095557418273261,2.5146689019279127
2025-04-14,43.16848281642917,28.29002514668902,5.448449287510478,5.448449287510478,4.777870913663034,2.5984911986588433,3.730092204526404,2.7661357921207044,2.095557418273261,1.6764459346186085
2025-04-15,43.62950544844929,28.29002514668902,5.448449287510478,5.448449287510478,4.777870913663034,2.5984911986588433,3.269069572506287,2.7661357921207044,2.095557418273261,1.6764459346186085
2025-04-22,43.62950544844929,31.43336127409891,5.448449287510478,5.448449287510478,4.777870913663034,2.5984911986588433,0.12573344509639564,2.7661357921207044,2.095557418273261,1.6764459346186085
2025-04-24,41.45758661887694,29.868578255675033,5.1772202309836715,5.1772202309836715,4.540023894862605,2.4691358024691357,5.097570688968538,2.6284348864994027,1.9912385503783354,1.592990840302668
2025-04-25,41.45758661887694,29.868578255675033,5.1772202309836715,5.1772202309836715,4.540023894862605,3.8630027877339703,3.7037037037037033,2.6284348864994027,1.9912385503783354,1.592990840302668
