date,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOOM SECURITIES (H.K.) LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD
2025-03-24,0.0,82.81786941580756,0.0,0.0,0.0,0.0,17.18213058419244,0.0,0.0,0.0
2025-03-26,98.16363874003399,1.5161416808260357,0.0,0.0,0.0,0.0,0.32021957913998167,0.0,0.0,0.0
2025-03-27,97.95677555583157,1.7513352378586513,0.0,0.0,0.0,0.0,0.2918892063097752,0.0,0.0,0.0
2025-03-28,97.02521425909825,2.34132405912309,0.0,0.0,0.2794683890199975,0.06210408644888834,0.2918892063097752,0.0,0.0,0.0
2025-03-31,96.29652996845425,2.6813880126182967,0.0,0.3785488958990536,0.28391167192429023,0.06309148264984228,0.2965299684542587,0.0,0.0,0.0
2025-04-01,97.6621604861714,1.265037827111497,0.0,0.3720699491504403,0.2790524618628302,0.12402331638348009,0.29765595932035227,0.0,0.0,0.0
2025-04-02,92.15137956748694,2.8337061894108873,0.0,0.37285607755406414,0.2796420581655481,3.8528461347253296,0.2609992542878449,0.0,0.06214267959234402,0.18642803877703207
2025-04-03,94.1563119034756,3.9798307221321805,0.0,0.5402485143165856,0.4051863857374392,0.18008283810552855,0.37817396002160997,0.0,0.09004141905276428,0.2701242571582928
2025-04-07,94.42040742743826,3.713719127456282,0.0,0.5408328826392644,0.40562466197944835,0.1802776275464215,0.3785830178474851,0.0,0.09013881377321074,0.2704164413196322
2025-04-08,92.21471400019034,4.320928904539831,0.28552393642333684,0.5710478728466737,0.4282859046350052,0.8565718092700104,0.9422289901970116,0.0,0.09517464547444561,0.28552393642333684
2025-04-09,90.07885135930329,6.2374955866776505,0.35306578792515003,0.2353771919501,0.5295986818877251,0.2353771919501,1.2357302577380251,0.0,0.11768859597505,0.9768153465929151
2025-04-10,93.42608695652174,3.791304347826087,0.34782608695652173,0.2318840579710145,0.5217391304347827,0.11594202898550725,0.4869565217391304,0.0,0.11594202898550725,0.9623188405797102
2025-04-11,92.54807692307693,4.5793269230769225,0.3605769230769231,0.2403846153846154,0.5408653846153846,0.1201923076923077,0.4927884615384615,0.0,0.1201923076923077,0.9975961538461537
2025-04-14,93.44576007654587,1.9614878603037913,0.3588087549336204,0.5382131324004306,0.5382131324004306,0.2392058366224136,1.2079894749431885,0.598014591556034,0.1196029183112068,0.9927042219830163
2025-04-15,93.09355956506154,1.7206356792926276,0.3584657665192974,0.8722666985302904,0.5376986497789461,0.4779543553590632,1.2307324650495877,0.597442944198829,0.1194885888397658,0.9917552873700561
2025-04-16,92.4227914771367,1.7835767297103184,0.35910940866650704,0.8738328944218339,0.5386641129997606,0.4788125448886761,1.2329423030883409,1.1970313622216904,0.11970313622216902,0.9935360306440029
2025-04-17,81.23888559573207,4.416123295791346,0.8891523414344991,2.1636040308239477,1.3337285121517486,1.1855364552459988,3.0527563722584468,2.9638411381149967,0.2963841138114997,2.4599881446354477
2025-04-22,79.87643424536628,4.41306266548985,0.8826125330979699,3.618711385701677,1.323918799646955,1.1768167107972933,3.0303030303030303,2.9420417769932334,0.29420417769932333,2.441894674904384
2025-04-23,78.26342035787621,4.693458492226459,0.8800234672924611,4.957465532414198,1.3200352009386918,1.1733646230566148,3.0507480199471986,2.933411557641537,0.2933411557641537,2.4347315928424758
2025-04-24,75.6542193472508,4.910320493972361,0.8820935019112026,7.321376065862982,1.323140252866804,1.176124669214937,3.0579241399588355,2.9403116730373418,0.29403116730373424,2.4404586886209936
2025-04-25,86.10789778104953,2.187401409191293,5.426438111263014,2.618571879272268,0.10516352928804291,0.02103270585760858,1.5038384688190136,1.051635292880429,0.10516352928804291,0.8728572930907561
2025-04-28,87.875,2.166666666666667,2.7708333333333335,2.59375,0.10416666666666667,1.0625,1.4166666666666665,1.0416666666666665,0.10416666666666667,0.8645833333333334
2025-04-29,78.45788849347568,3.6536180308422304,6.714116251482799,2.9537366548042705,2.8469750889679712,1.5065243179122183,1.9098457888493476,1.1862396204033214,0.41518386714116245,0.3558718861209964
2025-04-30,75.28089887640449,6.720373118507526,5.999576001695994,3.911384354462582,2.4379902480390077,2.406190375238499,1.4945940216239135,1.05999576001696,0.370998516005936,0.31799872800508794
2025-05-02,73.6869970351546,8.333333333333332,5.9932232105040235,3.9072426937738247,2.435408725116476,2.4036425243540873,1.4930114358322744,1.058873358746294,0.3706056755612029,0.3176620076238882
