date,TIGER BROKERS (HK) GLOBAL LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-06,49.814145380475075,0.0,0.2908668924555001,39.164976773100776,10.730010953968645,0.0,0.0,0.0,0.0
2024-04-03,49.81430958020307,0.0,0.290865940787645,39.164848631843014,10.729975847166275,0.0,0.0,0.0,0.0
2024-04-08,46.12647452624302,0.0,0.26933265805263673,35.9583093040785,9.93561813367404,7.710265377951808,0.0,0.0,0.0
2024-04-10,44.12040010310665,0.0,0.2952431625469286,34.88948789209401,9.605654281474726,7.454205932896707,3.6206565297016158,0.0,0.014352098179364585
2024-04-11,44.151159160635,0.0,0.29953853333888053,34.87379426031707,9.569406177607094,7.459056093997889,3.631805065949841,0.0,0.015240708154228757
2024-04-12,44.14877703541487,0.0,0.29951044256199294,34.87960874440959,9.568508756995177,7.4583565823918425,3.6299991593486256,0.0,0.015239278877909624
2024-04-15,44.12508030449646,0.0,0.2994411160105935,34.9119686335724,9.56629397039714,7.456630224751214,3.6291589371475292,0.0,0.011426813624670396
2024-04-16,44.119814734921285,0.0,0.31170764389317634,34.90757070047167,9.565088884503954,7.455690897575782,3.6287017644688704,0.0,0.011425374165257402
2024-04-17,44.12072805748875,0.0,0.31111990436607717,34.98060532127239,9.56503284138646,7.3824080648372705,3.6286805034265743,0.0,0.01142530722248306
2024-04-18,44.15676472365389,0.0,0.31105810386543786,35.00661973275799,9.572146174558478,7.3105983769920435,3.6313790841657854,0.0,0.01143380400636388
2024-04-19,44.158870373542754,0.0,0.31195043107650194,35.00805661829959,9.572539073917094,7.305621091695748,3.6315281381487727,0.0,0.011434273319533436
2024-04-22,44.19737541021044,0.0,0.3042752610744825,35.035791074453456,9.58012273296225,7.243922512446311,3.627069676951513,0.0,0.011443331901547558
2024-04-23,44.230079807590975,0.0,0.3045004133365543,35.06171624361125,9.58721166387512,7.175286499799462,3.6297535722493883,0.0,0.011451799537247464
2024-04-24,35.2232503149898,31.340085089630005,0.24436394438763018,16.943522441484365,7.634911755269018,5.714141000053714,2.8906056514762635,0.0,0.009119802709203421
2024-04-25,35.22077949529548,31.33788666390925,0.2513615436432735,16.942333897310696,7.634376186002678,5.713740167876308,2.8904028829836252,0.0,0.009119162978686202
2024-04-30,17.313983186245547,15.404907115156059,0.12356293433808199,8.328419934666817,3.7528649359426764,2.808729175335229,1.4208484578196372,0.0,0.0044827483155211135
2024-05-02,35.23637712947517,31.330341082342507,0.2513010204481186,16.93825449770969,7.632537969889369,5.712364405274628,2.889706927607049,0.0,0.009116967253466626
2024-05-03,35.25317457021177,31.32470258384213,0.2507883413478478,16.930531606074016,7.631164347630224,5.711336355243252,2.8891868691712017,0.0,0.009115326479558308
2024-05-06,35.254523044219575,31.323824039587638,0.25078130764478884,16.930524205619825,7.630950321157835,5.711176172980485,2.8891058379621337,0.0,0.009115070827722989
2024-05-08,35.254605441200496,31.32366352941556,0.2507818937716412,16.930563775693663,7.630968156238663,5.711189521159202,2.8891125903892854,0.0,0.009115092131494881
2024-05-09,35.272300208450176,31.318826027574335,0.23908749627784237,16.929970244006903,7.630700638779622,5.710989305029674,2.889011307296074,0.0,0.009114772585372289
2024-05-10,35.29550633010933,31.304506574388057,0.23299137817391455,16.928545937732224,7.630058673398506,5.710508843588541,2.888768256843339,0.0,0.00911400576608091
2024-05-13,35.31611034744017,31.297228261216258,0.22292072273141536,16.92688454994187,7.629309850294247,5.70994840740552,2.888484749663884,0.0,0.009113111306630188
2024-05-14,35.34516998688802,31.286860726617054,0.22620161017690393,16.904228598412526,7.629630756483381,5.710188580870685,2.8886062459265305,0.0,0.009113494624895921
2024-05-16,35.36422646198643,31.27326051994965,0.22617254165809658,16.90205628457908,7.628650294562867,5.7094547809475715,2.8870667928404146,0.0,0.009112323475894388
2024-05-17,35.37674654446984,31.26128588682745,0.22593678073919554,16.90189831989718,7.62857899807108,5.709401421037209,2.8870398106448842,0.0,0.009112238313163004
2024-05-20,35.396497187028,31.245588286792948,0.22590775025480037,16.899726604898767,7.62759880643147,5.70866782339845,2.8869024737085547,0.0,0.009111067487008493
2024-05-21,35.41556635369836,31.229092301743894,0.22657366681893817,16.897121283459004,7.6264229089054965,5.707787755038735,2.888326067442852,0.0,0.009109662892720196
