date,THE HONGKONG AND SHANGHAI BANKING,HSBC BROKING SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-04,0.0,0.0,11.612981666267514,16.406001537695055,11.093995516852935,6.69693493546961,8.67901921875973,45.511067124955154,0.0
2024-03-05,32.471989748119285,0.0,7.917349189966434,11.083953724404097,7.495244645958865,4.525283694268283,5.863655905824294,30.64252309145874,0.0
2024-03-06,32.506165711091874,0.0,7.883742545239289,11.073311492174238,7.491126767662816,4.5230984330313735,5.856398862244886,30.666156188555526,0.0
2024-03-07,30.529574255649216,0.0,7.3994813044188685,10.393947290994554,7.0190722039159725,4.167540757111815,5.49439750676647,28.82746210329607,6.168524577847033
2024-03-08,30.664622692419012,0.0,7.386934271252732,10.376829800389203,7.00736990145269,4.1570841215754175,5.488955173565039,28.7599637182019,6.158240321144006
2024-03-11,30.67092489815649,0.0,7.399450159794217,10.377343489954495,7.007527248988598,4.153949621520084,5.4849383628703245,28.7474876168825,6.158378601833293
2024-03-12,30.698667133245046,0.0,7.404841053007026,10.38431390851645,7.012566103850762,4.100900204470392,5.46521789834892,28.770686833396653,6.162806865164751
2024-03-13,30.71769749851409,0.0,7.391010263682192,10.384359554511056,7.0125020885996685,4.100301005808817,5.455407376430548,28.77597160538657,6.162750607067063
2024-03-14,30.715910700535755,0.0,7.440293549062256,10.379794854243947,7.026781221570146,4.101642427735901,5.4347633582003425,28.72594896323405,6.174864925417602
2024-03-15,30.73464397251114,0.0,7.496543286520674,10.377279274551164,7.025030751690074,4.100831169917045,5.429199104133692,28.663145760825763,6.173326679850446
2024-03-18,30.69461872461494,0.0,7.511244218566718,10.380306820370212,7.027032769191233,4.100315207699883,5.43678293127592,28.671033511125287,6.178665817155803
2024-03-19,30.63049852901521,0.0,7.6363408727088276,10.36993429572389,7.020011004627789,4.093763667552689,5.429456907983897,28.647502938868747,6.172491783518949
2024-03-20,30.636454959710136,0.0,7.621243249495004,10.371019427522523,7.020508225495183,4.093212091502758,5.429841471380091,28.6547915995082,6.172928975386107
2024-03-21,30.607956031104955,0.0,7.6160372052112475,10.363744294365016,7.092669892455669,4.090270678679263,5.426032509300279,28.63469064164732,6.168598747236251
2024-03-22,30.61657370350735,0.0,7.624210143079465,10.372670653931866,7.098778854617488,4.011731072089179,5.442769887065305,28.659353884727512,6.173911800981835
2024-03-25,30.619852692249598,0.0,7.633595910364904,10.367780210028291,7.0957678314789305,4.018722995352155,5.44578957781336,28.647197712595613,6.171293070117149
2024-03-26,30.572200440373017,0.0,7.699473056883084,10.362084625930946,7.081148924967132,4.028006886760906,5.454149362743607,28.631460252848196,6.171476449493114
2024-03-27,30.559618675618268,0.0,7.703191705667692,10.362530834733,7.0790796945345065,4.0275459876960875,5.437228703515998,28.65960469770205,6.171199700532401
2024-03-28,30.575167735862095,0.0,7.682088296209473,10.359395130489247,7.076937563370407,4.013158537504272,5.434322562540485,28.68959787995811,6.169332294065908
2024-04-02,30.57899654227048,0.0,7.681959153841202,10.381145119384193,7.087325369994782,3.9850730038667486,5.4296082256097185,28.686664002633943,6.169228582398927
2024-04-03,30.6026349418026,0.0,7.668022754280979,10.377525843551265,7.0962014112979475,3.9678692575627506,5.441549465916686,28.679133786718292,6.167062538869481
2024-04-05,30.37193918082609,0.0,7.67550719542065,10.402758389667884,7.0894118161740804,4.228655622334244,5.417510505504585,28.656093634557905,6.158123655514559
2024-04-08,30.359752512122345,0.0,7.685610398214296,10.403278483713253,7.088857242638536,4.222713710209587,5.416872343954828,28.66448377342199,6.158431535725162
2024-04-09,30.341983022298468,0.0,7.67970948477053,10.39493314832788,7.083027857618925,4.192691908261327,5.41556188363763,28.716018758843305,6.176073936241934
2024-04-10,30.352489916454005,0.0,7.6848343700500825,10.3968569150764,7.079807844012273,4.150352126731207,5.4294219759159486,28.723778953454225,6.1824578983058585
2024-04-11,30.361395111793836,0.0,7.608443096308233,10.395120802611164,7.079254438238444,4.226863147419784,5.428515347379228,28.718982531699353,6.181425524549952
2024-04-12,30.39399944746349,0.0,7.564158561386297,10.393433961730416,7.0783616225040715,4.204682698086009,5.428543494389271,28.75544219670121,6.181378017739239
2024-04-15,30.400028163688823,0.0,7.552498325589879,10.392867586116097,7.0786745329843095,4.212837200290117,5.428177809933783,28.753875209187825,6.181041172209164
2024-04-16,30.40833446650419,0.0,7.561468325532415,10.388296894974127,7.078703248345499,4.2238298439276925,5.4136720927017725,28.74645847702086,6.179236650993449
2024-04-17,30.39159610206848,0.0,7.561406802048929,10.388125556058766,7.078253373644391,4.240811577592369,5.41451529495705,28.746447353298944,6.178843940331072
2024-04-18,30.371696930343724,0.0,7.5439927146722345,10.389823488864236,7.079410309854267,4.257430573854456,5.418613401894309,28.7591787119008,6.1798538686159725
2024-04-19,30.386892270184973,0.0,7.483504009670705,10.417025844001722,7.072893567814265,4.275362782283937,5.403829354956001,28.768772475916993,6.191719695171403
2024-04-22,30.378502806721347,0.0,7.5134233352353865,10.420158884370318,7.074356565019368,4.262201185318604,5.418503888635861,28.73985290929729,6.193000425401821
2024-04-23,30.337450714207613,0.0,7.559740343485578,10.436683530841552,7.089152797933651,4.268518051662647,5.427494313275122,28.677764347898744,6.203195900695093
2024-04-24,29.017784976316136,0.0,7.702021063355147,10.63318207230073,7.219581528041072,4.348855178808841,5.529644355855119,29.22898552079372,6.319945304529234
2024-04-25,28.99664622219164,0.0,7.703651109351077,10.636736972661588,7.2222462476333,4.349242850877907,5.536037308109402,29.235034245001906,6.320405044173179
2024-04-26,28.994779648598644,0.0,7.6870400612774255,10.638441000430607,7.2213009827235695,4.380179134015468,5.536118518621291,29.22237562160383,6.319765032729164
2024-04-29,28.990476500896374,0.0,7.689820723531779,10.640427141561258,7.22272476420892,4.407703293872103,5.534869096587128,29.195151370015658,6.318827109326776
2024-04-30,29.014272758913922,0.0,7.665641712377824,10.692201345925408,7.247933252576417,4.462866140580885,5.563339625007089,28.993467465406674,6.360277699211782
2024-05-02,29.087188571676364,0.0,7.724532006885232,10.709459470898707,7.260738845225554,4.52994993692624,5.567402703487133,28.74518730683236,6.37554115806841
2024-05-03,29.09355923545108,0.0,7.725425632214482,10.719717238144707,7.269664318783516,4.537569085497075,5.570513367262233,28.702159970761805,6.381391151885106
2024-05-06,29.07577360283784,0.0,7.752983972261698,10.74519349386989,7.293990110078752,4.592080646143326,5.587813204140126,28.561132870250272,6.3910321004181
2024-05-07,29.106163097991526,0.0,7.732516769547942,10.744280054166502,7.295235340009944,4.56121761449917,5.73898631205573,28.478131986022653,6.34346882570653
2024-05-08,29.123171488399485,0.0,7.750915463390881,10.743217627964432,7.294269754287121,4.536947640496327,5.751102880016774,28.447747116777133,6.352628028667852
2024-05-09,25.46200618490677,12.691268808902137,6.770313322608142,9.390396131366641,6.372360336288494,3.9721600235050296,5.031131050297022,24.75849787214503,5.551866269980733
