date,YUET SHEUNG INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,LONG BRIDGE HK LTD,CHIEF SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,USMART SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,19.482480869915424,0.0,0.0,0.0,10.94442207007652,0.0,0.0,3.886427708417237,65.68666935159082,0.0
2024-03-06,15.247025451107083,0.0,0.0,0.0,8.565124891655504,21.739815617366638,0.0,3.0415254905050824,51.40650854936569,0.0
2024-03-07,15.254237288135593,0.0,0.0,0.0,8.569176192353172,21.765865195112337,0.0,3.0429641308632243,51.36775719353567,0.0
2024-03-08,6.852843084545825,28.2717347649163,24.487229629228878,0.0,4.0839037461081755,10.37319065593806,0.0,1.450217889602351,24.48088022966041,0.0
2024-03-11,6.847954755442791,28.360444200994984,24.469762187501058,0.0,4.080990580683286,10.365791162158743,0.0,1.4491834076759416,24.425873705543204,0.0
2024-03-12,6.846669511938316,28.3663824022576,24.47267694643044,0.0,4.080224648836047,10.363845681174173,0.0,1.4489114208378235,24.421289388525597,0.0
2024-03-13,6.845898597378966,28.38195460163363,24.462414928262564,0.0,4.079765227714329,10.362678743072,0.0,1.4487482777348033,24.418539624203706,0.0
2024-03-14,6.853873095880199,28.317317790873453,24.490910163534764,0.0,4.084517574134745,10.355961761099685,0.0,1.4504358634921912,24.446983750984963,0.0
2024-03-15,6.876871204572215,28.186123424003224,24.573089189324712,0.0,4.098223135619516,10.315306806858322,0.0,1.4553027878096902,24.495083451812324,0.0
2024-03-20,6.884658195970436,28.09725636557233,24.60846337373163,0.0,4.1028637384977324,10.326987293955655,0.0,1.4569506927876035,24.52282033948461,0.0
2024-03-21,6.88491806607785,28.098316931953683,24.60561762508828,0.0,4.103018606264596,10.327377099116774,0.0,1.457005687229194,24.523745984269624,0.0
2024-03-22,6.892987687372432,28.02116517161312,24.607475305475244,0.0,4.103328376875045,10.328156797727805,0.0,1.4571156885683234,24.589770972368026,0.0
2024-03-25,6.89324790135332,27.99957266393076,24.608404250861373,0.0,4.103483279721281,10.328546691184382,0.0,1.4571706954668024,24.609574517482084,0.0
2024-03-26,6.91240146804441,27.838572560751846,24.70433327072237,0.0,4.108135809603212,10.340257198780485,0.0,1.4588228357928608,24.637476856304815,0.0
2024-03-27,6.722672562766673,27.835416580854027,24.659964652119644,0.0,4.107670081915331,10.33908495319259,0.0,1.7609698787235915,24.57422129042815,0.0
2024-03-28,6.722672562766673,27.835416580854027,24.663743557438796,0.0,4.107670081915331,10.33530604787344,0.0,1.7609698787235915,24.57422129042815,0.0
2024-04-02,6.723688890115119,27.8245068066484,24.667472199114922,0.0,4.108291075635264,10.33686852977226,0.0,1.76123610050233,24.5779363982117,0.0
2024-04-03,6.722672562766673,27.820300959577427,24.663743557438796,0.0,4.107670081915331,10.33530604787344,0.0,1.776085500000189,24.57422129042815,0.0
2024-04-05,6.7221645143018876,27.825755752287296,24.6618796592743,0.0,4.107359655450338,10.334524984044778,0.0,1.7759512769656476,24.572364157675754,0.0
2024-04-08,6.716581045045644,27.71203196775437,24.826393935973122,0.0,4.103948058439919,10.325941067003843,0.0,1.7744761614229638,24.54062776436014,0.0
2024-04-09,6.71379278722032,27.70807568508802,24.812313828111055,0.0,4.1060182981988245,10.321654453652375,0.0,1.7737395221998595,24.564405425529547,0.0
2024-04-10,6.702662867360745,27.73749523862271,24.771180734911756,0.0,4.027625972573714,10.304543531327507,0.0,1.9328083479235874,24.52368330727998,0.0
2024-04-11,6.675278390734578,27.89460665366751,24.74969588515961,0.0,4.024744839083623,10.289642324804062,0.0,1.9314257272683804,24.43460617928224,0.0
2024-04-12,6.665491214371295,28.004085761901738,24.653257237208404,0.05639163463935106,4.018843828631086,10.274555831289762,0.0,1.928593904665806,24.39878058729256,0.0
2024-04-15,6.834314646736568,27.874535659229576,24.533235846975977,0.05635773485489199,4.016427903991969,10.26462210823766,0.0,2.03639281942343,24.384113280549933,0.0
2024-04-16,6.8050891597547025,27.867214015193298,24.39620724712083,0.056085899668307994,3.9933160563835286,10.215111859587829,0.0,2.400476505803582,24.266499256487922,0.0
2024-04-17,6.696940782048455,27.899552626387443,24.42451791572037,0.05615098475725368,3.997950114716462,10.226966023787803,0.0,2.4032621476104574,24.294659404971757,0.0
2024-04-18,6.69643943315707,27.642931925022335,24.38151513211899,0.0898348498578925,4.005137056164374,10.22620040882343,0.0,2.665100545784144,24.292840649071763,0.0
2024-04-19,6.682467488953338,27.677020809989934,24.385166195025473,0.08984830237248186,4.005736814106483,10.227731753400853,0.0,2.6654996370502952,24.26652899910114,0.0
2024-04-22,6.667989057773922,27.561021438798882,24.332332574639455,0.08965363439023762,3.9970578665647607,10.205572048088715,0.0,2.9324209581806886,24.21395242156334,0.0
2024-04-23,6.666743853990466,27.574548949026113,24.327788669075158,0.08963689215449366,3.9963114418878427,10.203666223586529,0.0,2.9318733475532306,24.209430622726163,0.0
2024-04-24,5.954304160506572,25.93494723260841,24.602988973658547,0.08703002427049802,4.170188662961364,9.906917762791691,0.0,2.911879562050413,23.606894083372588,2.8248495377799148
2024-04-25,5.928934391394162,26.055536277892983,24.61009673695571,0.11554561542302874,4.152420554265095,9.86470691674108,0.0,2.8994727870216277,23.560473144851958,2.812813575454356
2024-04-26,5.926580424454326,25.994660302630972,24.697778687338232,0.11549974030605266,4.150771917248767,9.853571594860117,0.0,2.8983216083050087,23.55111892178105,2.811696803075469
2024-04-29,5.930004994638799,26.013292312048275,24.675935339109973,0.11556647979807647,4.153170367743373,9.83398514031757,0.0,2.8999963524329813,23.56472752132653,2.813321492584424
2024-04-30,5.862645658009686,25.944556432301802,24.685605686838578,0.11566255305567816,4.156623000438434,9.914449469741411,0.0,2.920479464655873,23.58431745900937,2.815660275949165
2024-05-02,5.858410665919256,26.030558365770702,24.65693804495951,0.11557900204033056,4.15362038582438,9.903675737330826,0.0,2.900310582449545,23.567280884786154,2.8136263309192975
2024-05-06,5.856084027223931,26.020220458818045,24.59298952367508,0.11553310041378902,4.151970796120543,9.99361318579275,0.0,2.8991587385085182,23.557921256249166,2.8125089131981764
2024-05-09,5.856506914974857,26.02209946746227,24.587544126902056,0.11554144345203171,4.1522706240573894,9.994334858600743,0.0,2.899368096624421,23.559622453890842,2.812712014035397
2024-05-10,5.856295463465129,26.021159929218978,24.590266923592672,0.11553727178229602,4.152120704676262,9.993974009168605,0.0,2.8992634137869904,23.558771824358796,2.8126104599502684
2024-05-13,5.8257957760466414,25.885641281114758,24.476567334813367,0.11493555168526048,4.058661668885761,9.941925220775031,0.5782694944164668,2.8841640001020052,23.436077335822645,2.7979623363380597
