date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,TIGER BROKERS (HK) GLOBAL LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,CMB INTERNATIONAL SECURITIES LTD
2024-03-25,0.0,0.0,86.21057201473218,0.0,0.0,0.0,13.789427985267816,0.0,0.0,0.0
2024-04-03,0.0,0.0,86.22686773497531,0.0,0.0,0.0,13.773132265024682,0.0,0.0,0.0
2024-05-22,0.0,0.0,86.30843883124267,0.0,0.0,0.0,13.691561168757326,0.0,0.0,0.0
2024-05-23,0.0,0.0,86.30895690335814,0.0,0.0,0.0,13.691043096641861,0.0,0.0,0.0
2024-06-14,77.99172015348833,1.0928061718863888,12.607684915759949,1.3591017102328193,0.0,0.0,1.9995678940530053,4.94911915457951,0.0,0.0
2024-06-17,74.1082434296035,1.1260616517126905,11.999591194997938,1.2851277032133643,0.0,0.0,1.8742789596257077,4.6856239031988896,4.921073157647907,0.0
2024-06-18,74.1739922013586,1.0988525435342984,12.050924774431408,1.202403823647313,0.0,0.0,1.863531965118504,4.772031961959402,4.838262729950467,0.0
2024-06-19,74.19797812422249,1.100259505603268,12.050878144847951,1.202792649494612,0.0,0.0,1.8396843712241182,4.7685799074389665,4.839827297168593,0.0
2024-06-20,74.16872907433627,1.1387204553813794,12.044025240205366,1.2049465238688264,0.0,0.0,1.838959162514809,4.766700119941717,4.8379194237516305,0.0
2024-06-21,74.1739922013586,1.1388012607352584,12.045668364273387,1.2060833107579276,0.0,0.0,1.8312050426466748,4.765987090277678,4.838262729950467,0.0
2024-06-24,74.19973380083384,1.1391964742739358,12.059839380080248,1.209130991272982,0.0,0.011831027311868709,1.8097559660794669,4.730570542721193,4.8399418174264675,0.0
2024-06-25,74.19758798514735,1.1391635293354667,12.045293793928582,1.2090960238665618,0.0,0.013145205738927612,1.8097036289275417,4.746207984097203,4.839801848958368,0.0
2024-06-26,74.19719785017494,1.1415236641431055,12.03261112795967,1.2090896663735933,0.0,0.013145136620717474,1.8096941134069635,4.752492693854196,4.844245747466804,0.0
2024-06-27,74.20012396247523,1.1415686823719806,12.019414176398474,1.1975691727785287,0.0,0.013145655025011293,1.8097654822505103,4.762670815561591,4.855742053138671,0.0
2024-06-28,74.18218077269833,1.1428697235862857,12.00336514678206,1.2051650604055013,0.0,0.013142476122197398,1.8069621962351894,4.76703893904344,4.879275685127006,0.0
