date,GET NICE SECURITIES LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HEAD & SHOULDERS SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,0.0,53.3581585360732,21.916493325551667,7.863583294461438,16.861764843913697,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,53.365756149639566,21.90537509497745,7.864702982036073,16.864165773346905,0.0,0.0,0.0,0.0
2024-03-05,0.0,17.939979014386566,43.79336205141748,17.974572898670502,6.45364052573532,13.838445509790128,0.0,0.0,0.0,0.0
2024-03-06,0.0,17.93159836239307,43.793925731716165,17.98486206564201,6.450625710874391,13.83898812937436,0.0,0.0,0.0,0.0
2024-03-07,0.0,17.905731492058386,43.81114330013119,18.01270239489249,6.449721815603141,13.8207009973148,0.0,0.0,0.0,0.0
2024-03-08,0.0,18.07350705266027,44.22400821790356,18.172064216128405,6.506640460321061,13.023780052986709,0.0,0.0,0.0,0.0
2024-03-11,0.0,18.07435918743797,44.2260933038419,18.168206169670345,6.506947237229722,13.024394101820064,0.0,0.0,0.0,0.0
2024-03-12,0.0,18.062011092375254,44.212369412733786,18.17228458425559,6.50250180144856,13.050833109186813,0.0,0.0,0.0,0.0
2024-03-13,0.0,18.065841453858937,44.22410171252356,18.176138331138265,6.503880769289987,13.030037733189252,0.0,0.0,0.0,0.0
2024-03-14,0.0,17.989218035066877,44.21422882146216,18.245521152288934,6.5017359608406835,13.049296030341342,0.0,0.0,0.0,0.0
2024-03-15,0.0,17.983287620810597,44.23261943366387,18.23950624388414,6.499592566527623,13.044994135113772,0.0,0.0,0.0,0.0
2024-03-18,0.0,17.982864169409908,44.23628727888067,18.23907675931882,6.499439521009238,13.042332271381369,0.0,0.0,0.0,0.0
2024-03-19,0.0,17.90230446953518,44.0381173993116,18.157369277358175,6.470323308361806,12.969840311350886,0.0,0.0,0.0,0.4620452340823471
2024-03-20,37.07391886286168,10.267773605501288,25.28337826993517,10.414064757663365,3.7110200572614405,7.43878439863042,5.499116444069681,0.0,0.04694046334446864,0.26500314073248454
2024-03-21,37.07541426906559,10.268187764371483,25.281709041860434,10.41314029061299,3.7111697442270124,7.439084447955671,5.499338255334815,0.0,0.04694235672564475,0.26501382984636457
2024-03-22,37.076411273557106,10.268463888847034,25.27969977309964,10.413420313044169,3.7112695422461783,7.43928449428701,5.499486139452878,0.0,0.046943619064621155,0.26502095640135753
2024-03-25,37.07790688083859,10.26215501798143,25.296854923606343,10.41384037493016,3.711419249339186,7.426138413107837,5.499707980543534,0.0,0.04694551270038795,0.2650316469525334
2024-03-27,37.073792174267986,10.261016179243398,25.306147825581927,10.41170436181475,3.711007376003925,7.425291892432792,5.499097652548573,0.0,0.04694030294002609,0.2650022351666244
2024-03-28,37.073317660489415,10.260884846750182,25.325990687765586,10.392748791417844,3.7109598781886475,7.425132321225949,5.499027268661389,0.0,0.04693970214309625,0.2649988433578947
2024-04-02,37.06733743574218,10.259229683377672,25.338036206932596,10.391072357328957,3.710361270470213,7.423934587576494,5.498140231270808,0.0,0.04693213039106277,0.26495609691001676
2024-04-03,37.07035571302087,10.26006506034274,25.326655971475116,10.391841842265398,3.7106633935762448,7.429916468313862,5.498587927622451,0.0,0.04693595192755822,0.26497767145576173
2024-04-05,37.063380086371104,10.258134396827739,25.340707451656876,10.389886381965631,3.709965148254378,7.428518361327161,5.497553243823328,0.0,0.04692711986563703,0.2649278099081438
2024-04-08,37.06636931916518,10.258961735070327,25.334686036309762,10.390724346258885,3.7102643640695634,7.429117485601454,5.49799663205196,0.0,0.04693090462799025,0.26494917684487745
2024-04-09,37.0673068751047,10.259221225025364,25.33532685130744,10.390987169014544,3.7103582114157048,7.426775999712174,5.498135698259212,0.0,0.046932091697271354,0.26495587846359503
2024-04-10,37.07378552833288,10.261014339829524,25.32093243302433,10.392803313974666,3.7136956460112827,7.426729589872817,5.499096666767405,0.0,0.04694029452539707,0.2650021876617009
2024-04-11,37.07877064900645,10.254326195034928,25.32433720817603,10.39420078061905,3.7141950075055696,7.422349630248693,5.499836101925936,0.0,0.04694660634463343,0.26503782113870983
2024-04-12,37.07727655074864,10.25391299441811,25.323316757728488,10.393105836924322,3.7140453430967244,7.426756176423832,5.499614484666402,0.0,0.04694471461948931,0.26502714137398503
2024-04-15,37.1012218733343,10.26053519748312,25.310070936869238,10.362144981138162,3.7191348806473097,7.431552539289537,5.503166256942659,0.0,0.046975032551112926,0.26519830174455505
2024-04-16,37.099225248539426,10.25998302054798,25.324853542281637,10.361587336010784,3.721625513520299,7.417698703894595,5.502870100707255,0.0,0.04697250456119788,0.26518402993683315
2024-04-17,37.098227016726995,10.259706954366612,25.326862832402718,10.361308535953997,3.721525375445807,7.417499115284007,5.5027220345426,0.0,0.04697124066827159,0.26517689460899124
2024-04-18,37.10122195653148,10.26053522049173,25.331598395192312,10.36214478013086,3.7218258141830893,7.407334229191664,5.503166269283167,0.0,0.046975032656451504,0.26519830233924574
2024-04-19,37.1032187962576,10.253014246791578,25.332961777294955,10.362702485275154,3.724717198086056,7.4077329022938825,5.503462457398988,0.0,0.04697756091849781,0.265212575683289
2024-04-22,37.08924127315547,10.241081562938012,25.283078709832974,10.444880448262545,3.723314022772048,7.404942261450974,5.501389193241977,0.0,0.04695986353362601,0.26511266481237655
2024-04-23,37.11184320245375,10.247322407815876,25.271569089151534,10.438756692368246,3.704049420427479,7.409454782486886,5.504741702091436,0.0,0.0469884805524436,0.2652742226523452
2024-04-24,37.112842167173824,10.247598241961455,25.26686580515884,10.439037679480641,3.7068408928459875,7.409654227819804,5.504889876967136,0.0,0.04698974537332747,0.26528136321898665
2024-04-26,37.11782947040761,10.248975336165678,25.270261220712577,10.426979851091575,3.707339026065985,7.410672387442337,5.505629635861411,0.0,0.04699605995597246,0.2653170122968634
2024-04-29,37.12082749290314,10.24172610864406,25.272302310202143,10.427822042582836,3.7076384693781965,7.41127095052756,5.5060743278527235,0.0,0.04699985584724519,0.2653384420620911
2024-04-30,37.12645009062803,10.235199132035314,25.27882299680067,10.42132325345388,3.708200055986864,7.410710545108976,5.506908318985998,0.0,0.04700697479637443,0.2653786322038909
2024-05-02,37.12345115989466,10.234372372321838,25.279473608925763,10.401633697106364,3.707900521959606,7.434344773812828,5.506463492277185,0.0,0.04700317775515298,0.2653571959466092
2024-05-03,37.112460722797955,10.223267254517634,25.255839151933827,10.395858504470146,3.68796061172778,7.507512557551877,5.504833297919003,0.0,0.04698926241451728,0.2652786366672565
2024-05-06,37.12845114672573,10.227672092519287,25.266720984257145,10.343786803529186,3.689549621253473,7.5242117751222315,5.507205132509625,0.0,0.04700950839690238,0.26539293568641814
