date,MIRAE ASSET SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-07,0.0,84.70992243734511,0.0,3.9119659637815394,0.0,0.0,5.645918445025249,5.7321931538481055,0.0,0.0
2024-03-08,0.0,84.72783878445374,0.0,4.2511971032639035,0.0,0.0,5.647112570007275,5.373851542275088,0.0,0.0
2024-03-11,0.0,84.7457627118644,0.0,6.684887922353758,0.0,0.0,5.796390160521929,2.772959205259907,0.0,0.0
2024-03-13,0.0,84.70171642989342,0.0,6.676413667210358,0.0,0.0,5.789042230429234,2.241246714612895,0.0,0.5915809578540823
2024-03-14,0.0,84.77335972324427,0.0,6.682060781378196,0.0,0.0,5.7727930168235675,2.1797051434951404,0.0,0.5920813350588275
2024-03-15,0.0,66.07878687984177,18.828745673314653,6.922696555134333,0.0,0.0,4.499752760837317,3.208505027196308,0.0,0.4615131036756222
2024-03-18,0.0,66.29733752273856,18.891020340664795,7.028278485199273,0.0,0.0,4.547709608070118,2.772614519596494,0.0,0.46303952373077556
2024-03-19,0.0,66.3083030102547,7.277538868673503,7.029440952695998,0.0,0.0,4.548461792920939,14.373139265630169,0.0,0.46311610982467744
2024-03-20,0.0,66.3302448709464,18.520847121111846,7.197220383851753,0.0,0.0,4.549966909331569,2.9384513567174055,0.0,0.4632693580410324
2024-03-21,0.0,64.97568881685577,18.14262560777958,7.050243111831442,0.0,2.1231766612641816,4.457050243111831,2.7974068071312805,0.0,0.45380875202593196
2024-03-22,0.0,65.07293354943275,7.13128038897893,7.050243111831442,0.0,2.1231766612641816,4.457050243111831,13.711507293354943,0.0,0.45380875202593196
2024-03-25,0.0,65.18638573743922,7.13128038897893,8.217179902755268,0.0,2.1231766612641816,4.457050243111831,12.431118314424635,0.0,0.45380875202593196
2024-03-26,0.0,65.48355584500163,15.724194073591663,8.677955063497231,0.0,2.165418430478671,4.591338326278086,2.90166069684142,0.0,0.4558775643112993
2024-03-27,0.0,65.48355584500163,15.724194073591663,8.677955063497231,0.0,2.3282318463041354,4.623901009443178,2.706284597850863,0.0,0.4558775643112993
2024-03-28,0.0,62.447714949651434,14.961735089078235,8.2571649883811,5.003872966692486,2.2153369481022462,4.3687064291247095,2.311696359411309,0.0,0.43377226955848175
2024-04-03,0.0,61.551381890364944,14.746984272408001,8.1539166284929,4.932050694762559,2.183539471675065,4.306000916170408,1.667735532142312,2.03084440372576,0.4275461902580546
2024-04-05,0.0,61.56078191814295,13.099877825290166,8.414783139890043,4.932803909590715,2.1838729383017714,4.337202199144777,3.0119120342089185,2.0311545510079414,0.42761148442272445
2024-04-08,0.0,61.551381890364944,13.113147045350434,8.41349824400672,4.932050694762559,2.183539471675065,4.336539929760268,3.011452130096198,2.03084440372576,0.4275461902580546
2024-04-09,0.0,61.56779014793351,13.097148086014945,8.403233185908189,4.926033246911697,2.485892938843983,4.331249046820193,2.733262162574348,2.028366631081287,0.42702455391184996
2024-04-12,0.0,61.53025453436977,13.089163237311386,8.39811004420058,4.923030025910684,2.4843773814967234,4.38957475994513,2.7315957933241886,2.0271300106691053,0.4267642127724432
2024-04-15,0.0,61.53025453436977,13.089163237311386,8.39811004420058,4.923030025910684,2.4843773814967234,4.420057918000305,2.7011126352690136,2.0271300106691053,0.4267642127724432
2024-04-16,0.0,61.58657513348589,13.101144164759726,8.405797101449275,4.9275362318840585,2.486651411136537,4.424103737604882,2.6120518688024412,2.0289855072463765,0.42715484363081613
2024-04-17,0.0,61.58657513348589,13.101144164759726,8.43630816170862,4.9275362318840585,2.486651411136537,4.439359267734553,2.566285278413425,2.0289855072463765,0.42715484363081613
2024-04-18,0.0,61.51150388541825,13.161359134542131,9.035502056986134,4.9215297882066125,2.483620295596526,4.449184824013408,1.9841535882980346,2.026512265732135,0.4266341612067652
2024-04-19,0.0,61.37123745819398,13.13134691395561,9.014898145332928,4.910307084220128,2.477956825782913,4.439039221647918,2.207661903314077,2.0218911523259346,0.4256612952265126
2024-04-23,0.0,61.34326090259839,13.262118219115637,9.67938003342957,4.908068682571038,2.4008509345084335,4.406625132958517,1.5532593830724815,2.020969457529251,0.42546725421668435
2024-04-24,0.0,61.360874848116644,13.256075334143377,9.674969623329282,4.905832320777643,2.399756986634265,4.100850546780073,1.856318347509113,2.020048602673147,0.425273390036452
2024-04-26,0.0,61.360874848116644,8.490279465370595,9.674969623329282,4.905832320777643,2.703523693803159,4.100850546780073,6.318347509113001,2.020048602673147,0.425273390036452
2024-04-29,0.0,61.33394105135217,8.49285931327864,9.799453053783044,4.907323002127013,2.704345183834701,4.102096627164995,6.213916742631419,2.020662412640535,0.42540261318748096
2024-04-30,0.0,61.34913400182316,8.49285931327864,9.799453053783044,4.907323002127013,2.704345183834701,4.102096627164995,6.198723792160438,2.020662412640535,0.42540261318748096
2024-05-02,0.0,61.37710898312814,8.49673202614379,9.651922784617723,4.909560723514212,2.705578355373157,3.723970208238334,6.687946496428028,2.0215838273293816,0.4255965952272382
2024-05-08,0.0,61.41444866920152,14.610190114068441,9.657794676806084,3.8174904942965777,2.7072243346007605,3.7262357414448664,1.6179467680608364,2.0228136882129277,0.4258555133079848
2024-05-13,0.0,61.41444866920152,14.610190114068441,9.657794676806084,3.8174904942965777,2.7072243346007605,3.8174904942965777,1.5266920152091255,2.0228136882129277,0.4258555133079848
2024-05-20,0.0,61.43204621465491,14.603526907874734,9.653390088172698,3.8157494679233808,2.7059896625114015,3.8157494679233808,1.5259957433870477,2.0218911523259346,0.4256612952265126
2024-05-22,0.0,61.3805686483199,14.605747301201156,9.654857837920023,3.816329633571537,2.7064010947240384,3.80112513303938,1.587045765546602,2.02219857077695,0.42572601490041057
2024-05-23,0.0,61.30454614565911,14.605747301201156,9.107495818762354,3.816329633571537,2.7064010947240384,3.80112513303938,2.7577923065227306,1.4748365516192792,0.42572601490041057
2024-05-27,0.0,61.2859097127223,14.601307189542483,9.104727162182702,3.815169478644171,2.705578355373157,3.906368749050008,2.6809545523635814,1.4743882048943608,0.4255965952272382
2024-05-28,0.0,61.30110959112327,14.601307189542483,9.104727162182702,3.815169478644171,2.8879768961848304,3.906368749050008,2.483356133150935,1.4743882048943608,0.4255965952272382
2024-05-29,0.0,61.310428701733045,14.603526907874734,9.410155062328975,3.8157494679233808,2.8884159318941927,3.8613560352690786,2.2100942535725143,1.4746123441775616,0.4256612952265126
2024-05-30,0.0,61.347733495588685,14.612412534225738,9.415880742318224,3.8180711895345296,2.8901734104046244,3.8028597505324004,2.2114390021296013,1.4755095832065714,0.42592029205962884
2024-05-31,0.0,20.800227014755958,27.259364358683314,17.565266742338252,7.1225879682179345,5.391600454029512,7.094211123723042,11.219636776390466,2.75255391600454,0.7945516458569807
2024-06-03,0.0,20.81203861442362,27.274843838727996,17.57524134014764,7.126632595116411,5.3946621237932995,7.183418512208972,11.084043157296989,2.754116978989211,0.7950028392958546
2024-06-04,0.0,20.81203861442362,34.81714934696195,17.57524134014764,7.126632595116411,5.3946621237932995,7.183418512208972,3.541737649063032,2.754116978989211,0.7950028392958546
2024-06-05,0.0,20.823863636363637,34.83693181818182,17.585227272727273,7.130681818181818,5.3977272727272725,7.130681818181818,3.5437499999999997,2.7556818181818183,0.7954545454545454
2024-06-11,0.0,20.81203861442362,34.81714934696195,17.57524134014764,7.126632595116411,5.3946621237932995,7.126632595116411,3.598523566155593,2.754116978989211,0.7950028392958546
2024-06-13,0.0,20.817949446180062,34.82703777335984,17.580232888383982,7.128656631638738,5.396194262993468,7.100255609201931,3.514342516330588,2.7548991763703494,0.8804316955410394
2024-06-14,0.0,20.823863636363637,34.382386363636364,17.670454545454543,7.130681818181818,5.3977272727272725,7.443181818181818,3.515340909090909,2.7556818181818183,0.8806818181818181
2024-06-17,0.0,20.800227014755958,34.343359818388194,17.79228149829739,7.1225879682179345,4.824063564131668,7.4347332576617475,4.050510783200908,2.75255391600454,0.8796821793416572
2024-06-18,0.0,20.794326241134755,34.39035460992908,17.900709219858154,7.120567375886525,4.822695035460993,7.4326241134751765,3.9075177304964543,2.75177304964539,0.8794326241134751
2024-06-19,0.0,20.794326241134755,34.24851063829787,17.929078014184398,7.120567375886525,4.822695035460993,7.546099290780142,3.9075177304964543,2.75177304964539,0.8794326241134751
2024-06-20,0.0,20.788428814520703,34.238797504254116,17.92399319342031,7.118547929665343,4.821327283040272,7.572319909245604,3.9064095292115715,2.7509926262053317,0.8791832104367556
2024-06-21,0.0,20.794326241134755,34.27687943262411,17.929078014184398,7.120567375886525,4.822695035460993,7.5177304964539005,3.9075177304964543,2.75177304964539,0.8794326241134751
2024-06-24,0.0,20.788428814520703,15.343165059557574,17.92399319342031,7.118547929665343,4.821327283040272,7.515598411798072,22.17810550198525,3.4316505955757233,0.8791832104367556
2024-06-25,0.0,20.788428814520703,15.42824730572887,17.92399319342031,7.118547929665343,4.934770277935337,7.515598411798072,21.979580260918887,3.4316505955757233,0.8791832104367556
2024-06-26,0.0,20.847554038680318,32.87599544937429,18.686006825938566,7.138794084186576,4.948805460750854,7.536973833902162,3.6427758816837317,3.441410693970421,0.881683731513083
2024-06-27,0.0,20.92492149586069,32.826719954324865,18.84099343419926,7.165286896945474,4.967170996288895,7.73622609192121,3.199543248644019,3.454182129603197,0.8849557522123894
2024-06-28,0.0,21.039109334855837,32.826719954324865,18.84099343419926,7.165286896945474,4.967170996288895,7.764773051669997,3.056808449900086,3.454182129603197,0.8849557522123894
2024-07-03,0.0,21.03310502283105,32.817351598173516,18.864155251141554,7.16324200913242,4.965753424657534,7.76255707762557,3.0559360730593608,3.4531963470319638,0.8847031963470319
2024-07-04,0.0,21.03310502283105,32.817351598173516,19.49200913242009,7.16324200913242,4.965753424657534,7.76255707762557,2.4280821917808217,3.4531963470319638,0.8847031963470319
2024-07-05,0.0,21.045117075956597,32.83609366076527,19.503141062250144,7.167332952598516,4.9685893774985725,7.79554540262707,2.343803540833809,3.4551684751570533,0.885208452312964
2024-07-09,0.0,21.045117075956597,32.83609366076527,19.503141062250144,7.167332952598516,4.683038263849229,8.395202741290692,2.029697315819532,3.4551684751570533,0.885208452312964
2024-07-10,0.0,21.418358593079784,32.88304260794967,19.55962253360023,7.1775807835287395,4.689734057763798,8.49299399485273,1.4320846439805548,3.4601086645696313,0.8864741206748641
2024-07-11,0.0,21.44695453245639,32.42550757792394,19.55962253360023,7.1775807835287395,4.689734057763798,8.550185873605948,1.4320846439805548,3.831855876465542,0.8864741206748641
2024-07-16,0.0,21.44695453245639,32.42550757792394,19.55962253360023,7.1775807835287395,4.689734057763798,8.49299399485273,1.4892765227337719,3.831855876465542,0.8864741206748641
2024-07-19,0.0,21.45922746781116,32.44406294706724,20.143061516452075,7.296137339055794,4.349070100143061,8.869814020028613,0.74620886981402,3.8054363376251787,0.8869814020028612
2024-07-23,36.39672429481347,13.666969972702455,20.63548680618744,13.175614194722474,4.640582347588717,2.7661510464058234,5.641492265696088,0.09244767970882621,2.420382165605096,0.5641492265696088
2024-07-24,36.39672429481347,13.666969972702455,18.81565059144677,13.53958143767061,4.640582347588717,2.7661510464058234,5.677888989990901,1.5119199272065513,2.420382165605096,0.5641492265696088
2024-07-25,36.39672429481347,13.666969972702455,18.833848953594178,13.903548680618744,4.640582347588717,2.7661510464058234,5.714285714285714,1.0933575978161965,2.420382165605096,0.5641492265696088
2024-07-26,36.39672429481347,13.666969972702455,18.833848953594178,13.994540491355778,4.494995450409464,2.7661510464058234,5.768880800727935,1.0933575978161965,2.420382165605096,0.5641492265696088
2024-07-29,36.5697568111172,13.73194368257451,18.92338635948071,14.061071493874566,4.58950447979521,2.7793015176449076,5.759736697750959,0.4585847504114097,2.4318888279392943,0.6948253794112269
2024-07-30,36.56307129798903,13.72943327239488,18.919926873857403,14.351005484460694,4.588665447897624,2.7787934186471666,5.7586837294332724,0.1842778793418647,2.4314442413162705,0.6946983546617916
