date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,GOLDMAN SACHS (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,DBS BANK LTD
2024-03-01,85.03459031827437,6.073216591549021,4.155033920190344,0.8479648135183623,0.7707650090354053,0.9898052185642113,0.9119294243583496,0.6438022547546292,0.27633538661804424,0.2965570631372628
2024-03-04,84.94656560086187,5.871460151703855,4.149523528436542,0.9339300464632744,0.7712175863742714,0.9828929106271778,0.9976699231837532,0.7398167045383665,0.3078275439883297,0.29909600382256113
2024-03-05,84.94743549319816,5.855685535779398,4.135647805523646,0.864330312903382,0.7730717072094573,0.9951614923822967,1.0206772633905115,0.8000358275626457,0.3087899974953629,0.29916456455514207
2024-03-06,84.86870672702202,5.987930045092932,4.034383427288323,0.8629772009774976,0.7749374313249494,0.991065518066758,0.9602032139971963,0.9140954052044554,0.308299807178891,0.29740122384697887
2024-03-07,84.85133347547952,5.927270670073988,3.9435526567381225,0.8648154442440523,0.7853203773508941,0.9560362092080749,0.9740789784370738,1.0667071321749018,0.3199935533918862,0.3108915029014901
2024-03-08,84.87382310645306,5.575336552991822,3.9320987893124286,0.8667722633406008,0.7835593641993803,1.0239535620811873,0.8708945159256128,1.441902600761098,0.32260022310771286,0.3090590218270982
2024-03-11,84.94656224809883,5.55572372104418,4.2078262651257425,0.8655782267912616,0.7854625775588863,0.9687291886732868,0.8911676783543422,1.139982553026979,0.3268042762069978,0.31216326511950165
2024-03-12,85.25762587376904,5.563402098597212,3.8195977207650404,0.874457464395958,0.7870816634875044,0.964970826289125,0.8864574694872859,1.2069735305070284,0.32672016338055443,0.3127131893212399
2024-03-13,85.16112497681293,5.5927390735721,3.821286689349174,0.8621840674747071,0.789032924276584,0.9575513123081759,0.8845305844301438,1.2888013040065653,0.32862436019628716,0.3141247075733359
2024-03-14,85.20550317339259,5.595914634779803,3.8538410157101417,0.8662192500277858,0.7867210651569182,0.9552594075794529,0.8855108403707709,1.215592858570907,0.32189729912982423,0.31354045528181346
2024-03-15,85.15725565637902,5.590693296034322,3.9148207658598735,0.8376605080727745,0.7802559398455998,1.0247617301737295,0.8996565948958646,1.1668900510868203,0.3177011288243953,0.3103043288275925
2024-03-18,85.16681104181637,5.55601765506111,3.933598557906316,0.8480124109833935,0.7779289039842903,1.0265318726182093,0.8734883987434829,1.1883391079514194,0.31894314308600663,0.3103289078494001
2024-03-19,85.22722521184564,5.468044181551201,3.916191064203814,0.8458319845312796,0.7782617652579978,1.0313449979477736,0.8839122572969621,1.2162578819681893,0.3185877096427902,0.314342945754353
2024-03-20,85.25581442024117,5.7721087717625235,3.911774134495152,0.8223206965598279,0.776156840385341,0.9592345051662196,0.8998456963838374,0.9727138348934313,0.3171135971781387,0.3129175029343715
2024-03-21,85.11342648214634,5.7671425367165705,3.906279230311397,0.8240430020912105,0.7740366076658467,1.1056376606087448,0.8801437058543731,0.9914413082066991,0.3193476512920811,0.31850181510673525
2024-03-22,85.13173000098145,5.733655884032576,3.9079610240677214,0.8131426563047608,0.771655294973916,1.0875006686649102,0.8865942674774239,1.030462764917793,0.31916035803267245,0.318137080546773
2024-03-25,85.072709722569,5.709576761165448,3.920287997609416,0.8155293396633648,0.7728179833378457,1.0670803447739767,0.8915065252111073,1.1151143979415048,0.3178444219947932,0.3175325057335384
2024-03-26,84.99934242510272,5.610486790038213,3.861770886502733,0.8218256324454288,0.7783602826992992,1.0954528603480673,0.9360427788235495,1.253157736078007,0.3180554013557333,0.3255052066062517
2024-03-27,84.94588844457788,5.630708532677339,3.849576255996485,0.8183350664850897,0.8023990405388475,1.0971409440699005,0.9278945687188267,1.2744339156636588,0.3317828213161271,0.3218404099558452
2024-03-28,84.85468826116261,5.685644259669758,3.881394344308995,0.8207259879235355,0.8051502253884404,1.1086309259676443,0.9201718149091243,1.2781140345736255,0.32667653545704445,0.318803610639213
2024-04-02,84.92193875407841,5.618929023154617,3.866171688599984,0.829099245866205,0.8128708196701396,1.0498106033330723,0.9110143451985395,1.3236129033932973,0.3321099144958828,0.3344427022098527
2024-04-03,84.94532600196332,5.523529944048096,3.9647457034845948,0.8313746896453844,0.8094005860932217,0.982300532960796,0.9108495808461734,1.3764517730046526,0.3233210680681243,0.3327001198856337
2024-04-05,84.87963262046219,5.588038033611557,3.9415264495301443,0.8309578597684919,0.8052500140092969,1.044228463604133,0.901135895634394,1.3589056193518996,0.319726751250042,0.3305982927778526
2024-04-08,84.87321886102374,5.541643510779382,3.941579112129471,0.8601692591232409,0.804386740146794,1.0844696644127192,0.8942242000605015,1.3515070066464314,0.31847136718175445,0.33033027849595586
2024-04-09,84.8864185237602,5.503077438282038,3.9146958511827625,0.8506352475415303,0.802871819627837,1.088518501895429,0.9056311153792117,1.4027738739823274,0.3161594108730347,0.32921821747562635
