date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-05,69.57637832115687,23.171452799864266,0.0,7.25216887897886,0.0,0.0,0.0,0.0
2024-03-06,53.219139773398624,17.720800911397095,0.0,5.527701825559137,0.0,2.7844204720666657,20.747937017578476,0.0
2024-03-07,53.233472900970746,17.717694059143017,0.0,5.516273401152654,0.0,2.785493308988998,20.74706632974458,0.0
2024-03-08,53.233919861178,17.716357334953447,0.0,5.516319717024385,0.0,2.786162560065995,20.747240526778164,0.0
2024-03-11,53.23732806330873,17.711054031630972,0.0,5.51667958221623,0.0,2.786344319459145,20.748594003384927,0.0
2024-03-12,53.24269286470834,17.702826254370493,0.0,5.517235505877701,0.0,2.786560506278945,20.750684868764516,0.0
2024-03-13,53.23199872230965,17.699270526163723,0.0,5.516127333113094,0.0,2.8060864601531152,20.746516958260422,0.0
2024-03-14,57.25624779508107,16.205975633386917,0.0,4.972848417947112,0.0,2.5693357661941465,18.995592387390754,0.0
2024-03-18,57.26408397947631,16.19901096528757,0.0,4.972707268394274,0.0,2.5692628380523637,18.99493494878949,0.0
2024-03-19,66.11343242471483,16.174049765248235,0.0,4.984404266016158,0.0,2.592907878127177,10.135205665893603,0.0
2024-03-20,66.1423609866774,16.143048192892532,0.0,4.985837502472088,0.0,2.593038209686229,10.13571510827175,0.0
2024-04-02,65.48327450930844,15.974928469071875,0.0,4.939550946313949,0.0,2.5203629710671747,10.034716101482866,1.0471670027556934
2024-04-03,65.4330423831995,15.974928469071875,0.0,4.939550946313949,0.0,2.5203629710671747,10.084948227591806,1.0471670027556934
2024-04-24,65.39395962872044,15.992990348109615,0.0,4.945135795840243,0.0,2.5232125920343513,10.096350664563044,1.0483509707323078
2024-04-30,65.46720824883849,15.962850225343153,0.0,4.941640162420716,0.0,2.4797353298074714,10.099961845292096,1.0486041882980797
2024-05-02,65.28959899739286,15.929002718272725,0.0,4.937643331421655,0.0,2.718694535099506,10.07864509386763,1.046415323945628
2024-05-03,65.2902075822949,15.928723431653182,0.0,4.937556758662586,0.0,2.7186468676453845,10.078468382822527,1.0463969769214214
2024-05-06,65.40649329678944,15.9570934285306,0.0,4.953383648405569,0.0,2.538350224503049,10.096418730053845,1.0482606717175031
2024-05-07,65.3989426427989,15.955251310338653,0.0,4.956327818951252,0.0,2.546085389808945,10.095253179654616,1.0481396584476417
2024-05-08,62.86379215268069,15.33594091663284,0.0,4.7856904816262436,5.28791856496352,1.0152895220678422,9.703864620610393,1.0075037414184698
2024-05-09,62.85389149567131,15.3269650343633,0.0,4.811160749894297,5.284959509945337,1.0125821089061242,9.703501146660823,1.006939954558809
2024-05-10,62.84658907018272,15.324060081667634,0.0,4.811533654763287,5.284132519686468,1.0249195418878247,9.70198274317824,1.0067823886338252
2024-05-13,62.858654238682576,15.320583929494006,0.0,4.812457363832408,5.285146957385774,1.0123365304543455,9.703845311351168,1.0069756687997222
2024-05-14,62.8139962288262,15.300213287580474,0.0,4.891596436831547,5.281846257521773,0.9969632909005783,9.709037709773284,1.0063467885661432
2024-05-16,63.00394309288795,15.34232117835003,0.0,4.891516618911491,4.991392977792841,1.004651373977044,9.756965612086912,1.0092091459937285
2024-05-17,63.02375463797589,15.349344947057219,0.0,4.837306709283723,4.993678055089499,0.9943294976503073,9.791914987445786,1.0096711654975727
2024-05-20,62.977489528313036,15.35724891508604,0.0,4.895485994322515,4.9966537609036825,0.9632915886813842,9.799557389595014,1.0102728230983309
2024-05-21,62.78341354652286,15.333343453220449,0.0,5.014769519559622,4.874629724305242,1.1818323834163456,9.803274064114204,1.0087373088612805
2024-05-22,62.819273522356546,15.321595564238432,0.0,5.064015203097981,4.866819520416584,1.1241714267566973,9.794901950624418,1.0092228125093445
2024-05-23,62.75742267267766,15.309203939955013,0.0,5.1087622357463065,4.862901298361802,1.148242163964947,9.805057390802661,1.0084102984916017
2024-05-24,62.74040861051255,15.305053486726694,0.0,5.101853586031038,4.861582925148411,1.167263541319982,9.815700940235594,1.008136910025731
2024-05-27,62.75070083876108,15.288622961127121,0.0,5.121237146399985,4.862380441808293,1.185494298668282,9.783262023744928,1.0083022894903142
2024-05-28,62.67582324299331,15.309439363189101,0.0,5.15801535501442,4.869000872341007,1.18033448384386,9.797711527441425,1.0096751551768717
2024-05-29,62.6813653178438,15.30968998818802,0.0,5.157027237122028,4.869080580899199,1.179789302546532,9.793355889216269,1.009691684184151
2024-05-30,62.70297151131964,15.310142582792293,0.0,5.092917637317903,4.869583629588407,1.1869117664603432,9.82767687211785,1.0097960004035673
2024-05-31,62.67581642685735,15.312018458882005,0.0,5.0958001737335294,4.870180275599258,1.2073839304270702,9.828881008784906,1.009919725715882
2024-06-03,62.657737993559806,15.307601806333365,0.0,5.0815168829200195,4.8687755036428815,1.2486934609121783,9.82604593171951,1.0096284209122417
2024-06-04,62.66721814121466,15.309861398865296,0.0,5.066873391036231,4.869512151855073,1.2492211213514381,9.827532617471007,1.0097811782062853
2024-06-05,62.66948719387933,15.310913242700796,0.0,5.067408365566135,4.870026288438574,1.2493530175782757,9.82292409813631,1.0098877937005806
2024-06-06,62.669947189956275,15.311025625302626,0.0,5.067445560508567,4.8700620345901315,1.2486281846134366,9.822996198719093,1.009895206309875
2024-06-07,62.67582157971597,15.309580988574481,0.0,5.067920559318097,4.87051853158475,1.2433808524829413,9.82278761912801,1.0099898691957452
2024-06-11,62.682475833075415,15.310189881977754,0.0,5.058858194313542,4.87103563153628,1.2435128614619406,9.823830498437223,1.0100970991978526
2024-06-12,62.68608671077015,15.305085347628086,0.0,5.059149614171675,4.871316231714854,1.2438104004039168,9.824396408605134,1.0101552867061878
2024-06-13,62.69950724495291,15.284467428422962,0.0,5.061588455250857,4.872359137237165,1.2452064575745965,9.826499724583925,1.010371551977582
2024-06-14,62.700321868650754,15.282406445763236,0.0,5.061654217967114,4.8724224413904516,1.24618295155639,9.826627395436445,1.0103846792356106
2024-06-17,62.702730445134215,15.282993505664669,0.0,5.052810044913157,4.872609611117178,1.2514280244246885,9.827004876491582,1.0104234922545094
2024-06-18,62.70095941500611,15.282561839583236,0.0,5.0583163018871415,4.872471984918725,1.2428062391875412,9.832489266437417,1.0103949529798362
2024-06-19,62.71353919838386,15.279397444440571,0.0,5.0577363102745405,4.871913302401613,1.2415340727411246,9.82560057167558,1.0102791000827125
2024-06-20,62.729341679536475,15.257145690540131,0.0,5.059010752504076,4.873140921176162,1.2427508727352872,9.828076414529157,1.0105336689787117
2024-06-21,62.729270798616376,15.257128450752566,0.0,5.059005036082902,4.873135414778311,1.2428624633322418,9.828065309309808,1.0105325271277958
2024-06-25,62.708190834947516,15.25200134327406,0.0,5.0908531645252255,4.871497813763838,1.2426707172578468,9.824593185212192,1.0101929410193196
2024-06-26,62.720943405534676,15.23476667551216,0.0,5.091888459332252,4.872488499652046,1.242923431390202,9.826591150970991,1.0103983776076737
2024-06-27,62.74047197110354,15.20888304732845,0.0,5.092343701083215,4.874005580008025,1.2439320061236872,9.829650722769353,1.0107129715837275
2024-06-28,62.74313106463866,15.209527636718947,0.0,5.092559526973406,4.874212152198522,1.2397464841837695,9.830067327233238,1.01075580805346
2024-07-03,62.74352108397736,15.209622181090744,0.0,5.09259118297567,4.874242450925539,1.239132577798906,9.830128432190758,1.0107620910410187
2024-07-04,62.74384019431562,15.209699536451026,0.0,5.092617083633887,4.874267241073277,1.238630285079842,9.830178427721052,1.0107672317253025
2024-07-05,62.74394656514969,15.209555789830578,0.0,5.0926257172451725,4.874275504511892,1.238632384953489,9.830195093010826,1.0107689452983508
2024-07-10,62.76104149780408,15.213699716793485,0.0,5.094013231076168,4.875603527628864,1.2009843615591334,9.843613330292474,1.0110443348457885
2024-07-11,62.76135393976867,15.212556042509329,0.0,5.092838988850845,4.875237009130531,1.2019114709352305,9.845134218181286,1.0109683306241048
2024-07-12,62.78821148867348,15.217544754779617,0.0,5.056061684784828,4.876835764436349,1.2017402151947694,9.848306230756743,1.0112998613742141
2024-07-15,62.788246989350014,15.217553358833168,0.0,5.0560645434999625,4.876838521816515,1.2016843543097433,9.848311799023868,1.0113004331667277
2024-07-16,62.78361282448095,15.215772527167044,0.0,5.055472858382603,4.876267810594715,1.212737407236251,9.844954486237718,1.0111820859007197
2024-07-18,62.79128044800868,15.205418017317978,0.0,5.056090272081638,4.876863338378319,1.2128855161687946,9.846156828716147,1.011305579328445
2024-07-22,62.808743806501,15.193266799099057,0.0,5.055038472458363,4.875848822666367,1.2118983286868366,9.844108569392072,1.0110952011963084
2024-07-23,62.811946719033216,15.192674209958387,0.0,5.054841308744722,4.875658647959238,1.2100987336268143,9.8437246156371,1.0110557650405207
2024-07-25,62.76727707901536,15.181869716174695,0.0,5.051246483979633,4.872191251579556,1.209238154109052,9.836724106052795,1.0814532090889077
2024-07-26,62.76075681804731,15.184528392327454,0.0,5.0521310672898405,4.873044478417517,1.209449918055354,9.838446730755217,1.0816425951073023
2024-07-30,62.76086319086895,15.184384639105048,0.0,5.052139630115787,4.873052737710704,1.209451967944599,9.838463405878214,1.0816444283767
2024-08-02,62.774694728708106,15.185244653909574,0.0,5.054383222963006,4.874126684274008,1.1890362505344316,9.84063165328526,1.0818828063256154
2024-08-05,62.77497851637255,15.185313302353553,0.0,5.054406072482486,4.874148718901718,1.1885895525019614,9.840676140158285,1.0818876972294444
2024-08-06,62.77137646979936,15.1869738609515,0.0,5.055071655380738,4.874790564844508,1.182811826334373,9.846945458483985,1.0820301642055399
2024-08-08,62.768680390301725,15.186321568598515,0.0,5.05508059284675,4.87458118879389,1.1868300447826634,9.846522524509012,1.0819836901674418
2024-08-09,62.75449431453376,15.18288937427693,0.0,5.053938116123368,4.873479505953796,1.2091623784742673,9.844297154886531,1.0817391557513447
2024-08-12,62.749556031101505,15.184948504677767,0.0,5.0546235401795085,4.874140455892979,1.209213349076324,9.84563225593659,1.0818858631353263
