date,BANK OF CHINA (HONG KONG) LTD,VC BROKERAGE LTD,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,GET NICE SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,SOOCHOW SECURITIES INTERNATIONAL
2024-05-22,7.8995547675617965,27.107799825529877,19.345011490105968,18.73186406465738,12.860061653933588,14.05570819821139,0.0,0.0
2024-05-28,7.899568624133691,27.107795747143758,19.345008579636406,18.731861246436246,12.860059719128946,14.055706083520949,0.0,0.0
2024-05-29,7.898875790431349,27.107999667952914,19.34515410418733,18.732002158531717,12.86015646007418,14.055811818822503,0.0,0.0
2024-06-13,8.928145209225006,30.640329559339758,21.86594010583723,21.17289089840904,1.5053284448318143,15.887365782357154,0.0,0.0
2024-06-17,8.800194954222668,30.68337730432617,21.89666038290675,21.202637484726093,1.507443337065216,15.909686536753098,0.0,0.0
2024-06-24,7.784415298104125,27.141688670281923,19.36919567677306,18.755281724419117,12.876138673673177,14.0732799567486,0.0,0.0
2024-06-27,7.7843944612375315,27.141694803168765,19.369200053401453,18.755285962328628,12.876141583142164,14.073283136721463,0.0,0.0
2024-07-03,7.7840471787413215,27.141797018357476,19.3692729974992,18.75535659443572,12.876190074485514,14.073336136480766,0.0,0.0
2024-07-17,7.640183140915117,26.64016484382696,20.85948261379264,18.408721833804407,12.638213524061687,13.81323404359919,0.0,0.0
2024-07-23,5.863597590273059,20.445479316616332,16.008989540259527,14.128108579838795,9.699426963758409,10.601217844919962,23.253180164333916,0.0
2024-07-24,5.861835018404869,20.44586212948949,16.00928928609514,14.128373108821165,9.699608571900066,10.601416337828802,23.25361554746047,0.0
2024-08-05,5.8805256008364495,20.441802723067124,16.006110735279634,14.12556800291894,9.697682771311085,10.599311488578847,23.248998678007926,0.0
2024-08-07,5.893878159417662,20.43892731926721,16.00374583105288,14.123581059181062,9.69631866686938,10.597820558402892,23.24572840580891,0.0
2024-08-08,6.186533788677961,20.37535653253089,15.953978555166733,14.079660581907003,9.666165765713094,10.56486423273453,23.173440543269788,0.0
2024-08-09,8.074423469181937,19.385420282697183,15.819804759512168,13.961249898623826,9.584872805105979,10.476013170926999,22.69821561395191,0.0
2024-08-12,8.56655789434618,19.281638146893073,15.735111567308769,13.886506699258302,9.533559057112981,10.419928597792353,22.576698037288338,0.0
2024-08-15,10.650544741489332,18.956045484822653,15.469406090204341,13.652017043938287,9.372573934958767,10.243976105328137,21.655436599258486,0.0
2024-08-16,10.96693691564043,19.005539624363575,15.509796631799992,13.68766239186324,9.397045678422659,10.270723075481639,21.16229568242847,0.0
2024-08-20,12.6066547764497,18.995620130615116,15.501701658767402,13.680518438878444,9.392141111769806,10.26536251349008,19.55800137002945,0.0
2024-08-21,12.951806356712044,18.998229519670772,15.503831095467774,13.682397703405986,9.393431290772005,10.26677264511047,19.203531388860952,0.0
2024-08-22,12.963762344693574,18.995620130615116,15.501701658767402,13.680518438878444,9.392141111769806,10.26536251349008,19.200893801785575,0.0
2024-08-27,17.056314923308843,18.973729528974378,15.48383745778674,13.66475297413841,9.381317584124085,10.253532683248405,15.186514848419138,0.0
2024-09-02,17.05537898698781,18.97817570798975,15.482987808496675,13.664003144020715,9.380802800250452,10.252970038052165,15.185681514202432,0.0
2024-09-04,19.73352513113824,18.949292646944254,15.463895321015384,13.647153695309763,9.369235080748021,10.240326825739478,12.596571299104856,0.0
2024-09-19,19.919875272884404,18.94669668252406,15.461776839719063,13.645284099114798,9.367951539384908,10.238923948883539,12.419491617489228,0.0
2024-09-23,19.919908020094613,18.946727829880686,15.461802258053742,13.6451421365776,9.367966939796514,10.23894078112723,12.419512034469614,0.0
2024-09-24,20.105066466887536,18.93531757135068,15.452471826848615,13.636924643781217,9.362325283588465,10.232774599692892,12.275119607850595,0.0
2024-09-26,20.822153122478507,18.927543288698274,15.446127497887266,13.631325724920163,9.358481389090043,10.228573324390451,11.585795652535298,0.0
2024-09-27,21.519326015470146,18.924435362802797,15.443591224747996,13.629087444464853,9.356944714931762,10.226893780065877,10.899721457516568,0.0
2024-10-02,21.505577876069367,18.927750520054122,15.446296612383279,13.631474969757114,9.358583851980097,10.228685313626777,10.90163085612924,0.0
2024-10-03,21.51846689785048,18.924642526108578,15.443760283710647,13.629236640293188,9.35704714417533,10.227005732527482,10.899840775334296,0.0
2024-10-07,21.528371382322604,18.922254208492554,15.44181125853396,13.627516610659022,9.355866271115373,10.225715069418975,10.898465199457515,0.0
2024-10-08,21.536959544224644,18.92018330228662,15.440121262066636,13.626025175843193,9.3548423380623,10.224595937598629,10.89727243991798,0.0
2024-10-09,21.61027737242373,18.644164950724523,15.492683749159614,13.672411972959447,9.386688835334265,10.259403319152122,10.9343698002463,0.0
2024-10-15,21.609090866240273,18.64314129810692,15.491833127728432,13.67715176482939,9.386173461831493,10.258840029506784,10.933769451756708,0.0
2024-10-16,21.616682076395474,18.64495323984708,15.493338791319502,13.663270973092176,9.387085711500362,10.25983709433389,10.934832113511513,0.0
2024-10-17,21.613715050735376,18.642394102672448,15.49121223306269,13.67512123251342,9.385797274908606,10.258428867122158,10.933331238985303,0.0
2024-10-18,21.68118942834929,18.629608947302874,15.48058819227845,13.652026470398878,9.379360393692274,10.251393525728156,10.92583304225008,0.0
2024-10-23,22.099159690009586,18.627862921122837,15.4793103782263,13.650947971724037,9.378619432064534,10.25058367421221,10.513515932640496,0.0
2024-10-24,22.11838650981674,18.623265351156306,15.475489907096632,13.647578761381702,9.376304681348845,10.248053712732489,10.510921076467287,0.0
2024-10-29,22.122657847637335,18.622243977123688,15.4746411696043,13.646830273815628,9.375790447462204,10.247491668657526,10.510344615699319,0.0
2024-10-31,4.04490623343294,3.4040467521711264,2.8286817678425287,2.4945676970014574,1.713844425028865,1.8731867531886024,1.921234868215738,0.0
2024-11-01,22.13973851480378,18.61815960107188,15.471247150393665,13.643837144372048,9.373734075844615,10.245244108717168,10.508039404796843,0.0
2024-11-05,22.14187307139546,18.617649180036253,15.47082300267111,13.643463095506082,9.373477092815294,10.244963233044155,10.507751324531645,0.0
2024-11-11,22.32802969774187,18.624286837233655,15.47633873769546,13.648327331056857,9.37681897164694,10.248615818463684,10.297582606161534,0.0
2024-11-12,22.45709020893227,18.613056649802633,15.46700671943945,13.640097578401777,9.37116487946727,10.160210657714266,10.291373306242333,0.0
2024-11-13,22.73045476728202,18.613230104208412,15.467150855919028,13.640224689980746,9.37125220901589,9.886218162413707,10.291469211180198,0.0
2024-11-14,22.730666552617475,18.613179087871124,15.467108462557935,13.640187303976301,9.371226523685571,9.886191065631609,10.291441003659983,0.0
2024-11-15,22.770911011645435,18.61470969965083,15.46838036448823,13.64130897326591,9.371997144848121,9.887004033713529,10.245688772387949,0.0
2024-11-18,22.83097716462784,18.616750906984162,15.470076559161377,13.64280481931249,9.373024836905032,9.88808819916461,10.178277513844494,0.0
2024-11-19,22.858391066943074,18.616750906984162,15.470076559161377,13.64280481931249,9.373024836905032,9.88808819916461,10.150863611529259,0.0
2024-11-21,22.910078598289907,18.614199467754734,15.46795637393612,13.64093506300596,9.37174025704538,9.886733029497172,10.108357210470727,0.0
2024-11-27,22.96489888872994,18.614199467754734,15.46795637393612,13.64093506300596,9.37174025704538,9.886733029497172,10.053536920030691,0.0
2024-11-28,22.96804667620402,18.616750906984162,15.470076559161377,13.64280481931249,9.373024836905032,9.88808819916461,10.041208002268313,0.0
2024-12-02,23.425437777441783,18.60552980310016,15.460752089116573,13.634581723300112,9.367375318042814,9.553359684260114,9.952963604738443,0.0
2024-12-04,24.181964024869085,18.597377492767723,15.453977713415515,13.62860751334008,9.363270852789672,8.891924746273345,9.882877656544583,0.0
2024-12-09,24.301794157605975,18.596868210572897,15.453554512042542,13.628234299044168,9.363014443135542,8.891681244255237,9.76485313334364,0.0
2024-12-12,24.32917878186405,18.596868210572897,15.453554512042542,13.628234299044168,9.363014443135542,8.891681244255237,9.737468509085566,0.0
2024-12-13,24.342510992204446,18.607059157044166,15.46202294581536,13.635702470817332,9.368145305919494,8.896553819926245,9.688005308272958,0.0
2024-12-16,24.359371198041764,18.621120595077468,15.473707665882461,13.646007032312818,9.375224855331057,8.90327698553737,9.621291667817063,0.0
2024-12-17,24.378087948777193,18.635428307282307,15.485597033919946,13.656492069470849,9.305592461578074,8.910117901696987,9.628684277274646,0.0
2024-12-18,24.442238525069662,18.64668551497889,15.494951505373027,13.664741623229308,9.311213743007855,8.915500286591316,9.52466880174994,0.0
2024-12-19,24.442155538431702,18.64670599501575,15.494968523795832,13.664756631495084,9.311223969704741,8.915510078668001,9.52467926288889,0.0
2024-12-23,24.752784914786147,18.671827867761156,15.515844201652978,13.683166546752243,9.323768565180929,8.597581482692412,9.455026421174137,0.0
2024-12-27,24.76708530877457,18.682615118404353,15.52480814998891,13.691071704628472,9.329155173774586,8.544775683232196,9.460488861196916,0.0
2024-12-30,24.806115124720613,18.64371638574838,15.492484229706102,13.662565773599175,9.309731109706956,8.19754144081943,9.358430519501836,0.5294154161975108
2025-01-03,24.806108518820533,18.643718023627944,15.492485590745005,13.662566973876892,9.309731927581357,8.197542160986233,9.358431341654555,0.529415462707481
2025-01-07,24.820556150036225,18.640135850166924,15.489508889925027,13.659941870624353,9.30794317092896,7.866587047822845,9.356633227976458,0.8586937925192075
2025-01-24,24.788577104122,18.6161197178693,15.469552056041636,13.642342268680475,9.295950726431307,7.8564516605708485,9.344578050735814,0.9864284155486174
2025-02-03,24.79063881629927,18.61560940867373,15.469128001255502,13.641968301773602,9.295695903771744,7.856236297778402,9.34432189509327,0.9864013753544815
2025-02-07,24.760403112385134,18.593275100758753,15.450568723373614,13.639290847998705,9.284543277497683,7.84681068099222,9.33311092918396,1.0919973278099289
2025-02-10,24.763793193118428,18.595820806634453,15.452684144318491,13.627466736134258,9.285814474543207,7.84788503029044,9.334388775889407,1.0921468390713172
2025-02-19,24.73331584449819,18.57293451820588,15.425461369493066,13.61069511107307,9.2743862170563,7.838226464410228,9.322900736934265,1.2220797383289996
2025-02-21,24.726523375759182,18.569887268679324,15.422930523879572,13.60846201300272,9.27286457442189,7.8369404515909125,9.321371134553507,1.241020658112894
2025-02-24,24.71005301095015,18.573950490301257,15.426305169286488,13.611439639969028,9.2748935422498,7.838655229146209,9.323410715957097,1.2412922021399715
2025-02-26,24.707079665642617,18.571715498392972,15.422808076427991,13.60980178390436,9.27377750007945,7.837712008638643,9.32228883574542,1.2548166311685431
2025-02-27,24.706667847468957,18.57181707726552,15.422892432203097,13.609876223356165,9.273828223442234,7.837754877373588,9.322339824443237,1.2548234944472023
2025-02-28,4.52850962796208,3.4040467521711264,2.826877234171834,2.491058881530662,1.6998091631456855,1.4365898567511246,1.7087009025561621,0.229997841517075
2025-03-07,24.621133646157784,18.57537303798262,15.425845465791827,13.593335037040532,9.275603890773139,7.839255578588672,9.32412478032931,1.3453285633361167
2025-03-13,24.62105117262742,18.575393361671026,15.425862343518915,13.593349909781185,9.275614039397496,7.839264155675517,9.324134982041347,1.3453300352870954
2025-03-18,24.571262719643055,18.54607195703507,15.401512498386365,13.56861552097796,9.260972409624136,7.826889815499713,9.175598620230092,1.649076458603608
2025-03-19,24.544655890547105,18.54858448765136,15.40359901955263,13.570453730276197,9.262227040619301,7.8279501640380635,9.067587586941578,1.774942080373766
2025-03-20,24.544246187678617,18.54858448765136,15.40359901955263,13.570453730276197,9.262636743487784,7.8279501640380635,8.958333488679004,1.8841961786363395
2025-03-25,24.545318858349994,18.549395126626514,15.404272211500572,13.566676452346583,9.263041553588627,7.828292273243363,8.958724999647572,1.884278524696776
2025-03-26,24.547379825412314,18.54888846896388,15.40385145963778,13.56630589252325,9.262788543129236,7.828078451485916,8.958480301282073,1.8842270575655538
2025-03-27,24.51858273027833,18.52712834182732,15.385780847659317,13.550390947458554,9.251922153120216,7.81889515284113,8.838843184093749,2.108456642721381
2025-03-28,24.29981064207763,18.361816235483648,15.248498059266982,13.429484802265645,9.169369978242308,7.749129455580947,8.678861288350664,3.063029538732178
2025-03-31,4.504875249469512,3.4040467521711264,2.826877234171834,2.4896553553423444,1.6998843520486313,1.4365898567511246,1.5939125107258725,0.5934108724208309
2025-04-02,24.285364565328095,18.350900257145142,15.239432927998104,13.421501062350227,9.163918848420693,7.744522649359026,8.51156720241483,3.282792486983885
2025-04-03,24.285387927832204,18.350917910698648,15.239459478201356,13.421513973825075,9.163819574293521,7.74453009958452,8.51157539053666,3.282795645028013
2025-04-09,24.263353182395715,18.34447364596799,15.234107859731505,13.43030724222975,9.160601529312443,7.741810464391387,8.346508613530405,3.4788374624408043
2025-04-10,24.258766074296243,18.341005531605994,15.231227775555736,13.422366604301656,9.158869671841826,7.74034683645757,8.236899239032851,3.6105182669081275
2025-04-11,24.258110914721588,18.340510193741487,15.230816423853828,13.416602679355998,9.158622317086015,7.740137791928035,8.034123332036803,3.821076347276251
2025-04-14,24.25737396911507,18.340034694562295,15.23042154712295,13.437859979633426,9.158384869089844,7.739937119802343,7.95289575776108,3.883092062912994
2025-04-15,24.256731983212827,18.33954931458112,15.230018464912531,13.437450327212414,9.158142486959745,7.739732277739823,7.898673855616008,3.9397012897655292
2025-04-16,24.243596837818874,18.330965307632358,15.2228899045488,13.406867031505204,9.153855928037421,7.736109619706409,7.787004516559039,4.118710854191894
2025-04-17,24.242942446334897,18.330470511927306,15.222479003081427,13.406505148750309,9.153608844017466,7.735900803981245,7.732809640848709,4.175283601058643
2025-04-22,24.227891375249378,18.319099950490333,15.213036357699524,13.398188968849212,9.147930775270503,7.7311021527243255,7.620110509050199,4.342639910666525
2025-04-23,24.259303018889426,18.3428508015462,15.232760173914063,13.415559821755604,9.159791136418157,7.741125584892025,7.500339286567289,4.348270176017239
2025-04-24,24.272415256050607,18.352765175827056,14.970741804646728,13.422810978225183,9.164742035198477,7.745309690036536,7.4233177272418756,4.647897332773534
2025-04-25,24.290796219133338,18.36666331886739,14.441166047278726,13.43297577601949,9.1716822915856,7.751175041711473,7.374847964633825,5.170693340770162
2025-04-28,24.346766495872536,18.40898334903268,14.257577388776497,13.477481698503766,9.192815464471044,7.769035115470474,7.364732958098676,5.182607529774328
2025-04-29,24.358652134898033,18.417970272653527,14.215719531204266,13.484061154649135,9.197303226172675,7.77282781406043,7.3683282838875845,5.185137582474352
2025-05-02,24.367243427191234,18.424466287506217,13.827337456692701,13.488816980629876,9.200547113391378,7.775569289053606,7.37092709196812,5.545092353566868
