date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,DBS BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,50.338145449088515,19.119757598150937,14.61277826475651,4.442442626273453,3.1674312015795403,2.457973714493309,0.0,2.9803153620492497,1.7405588715985514,1.1405969120099413
2024-03-04,50.43680488147251,19.13932645984329,14.3733364086634,4.4153638388355825,3.166485664972426,2.458174174615187,0.0,2.980356260310507,1.900458281651612,1.1296940296354891
2024-03-05,50.404837192842336,19.146107395856372,14.348651890406764,4.372081325197696,3.173139353403203,2.4619134077003615,0.0,3.0655457764772063,1.895884994608323,1.1318386635077342
2024-03-06,49.42192347969614,18.652368570036952,14.06991383462674,4.288406810480678,3.111251004307948,2.412639833634087,2.0803274964363347,3.0010517513002117,1.8569756895003366,1.1051415299805694
2024-03-07,49.39930568303315,18.64743826963207,14.048421075123615,4.291342066353878,3.114020479053084,2.4341247174900382,2.080635689765313,3.0075830084045316,1.869312380991935,1.1078166301523906
2024-03-08,49.453354637771554,18.650720999685227,14.06498886326072,4.29566685626022,3.120049345693804,2.340805854198288,2.0825650503317528,3.0082173162759296,1.8743558947426908,1.1092751817798108
2024-03-11,49.45820337307667,18.652099182894215,14.046968023767947,4.298575158764531,3.12223841032376,2.337232980495288,2.082723431439709,3.010760475718499,1.870826156231566,1.1203728072878087
2024-03-12,49.47226061178519,18.597788053697524,14.005263752469855,4.300951058534385,3.1200711552649807,2.428261686486484,2.080825649497978,3.008854266669762,1.8662123772654569,1.1195113883283874
2024-03-13,49.44394413211231,18.56651338412543,14.026981432354182,4.299965456523671,3.1241350226143028,2.427569047959495,2.082232627123672,3.041908688291832,1.866622187439509,1.1201280214555995
2024-03-14,49.42929067378882,18.534781627682744,14.072994314916112,4.254558147102508,3.1343454232993255,2.4328831019064743,2.1043152508425043,3.0449500833620866,1.8695430987329953,1.1223382783664386
2024-03-15,49.30269810201711,18.549390658683993,14.145653590135291,4.263145260205613,3.1492794794093957,2.4329154350073456,2.116157691188838,3.046099480404885,1.8695687164204062,1.125091586527123
2024-03-18,49.25687702145051,18.555410794124487,14.142146404718565,4.267993430551477,3.154466916810829,2.432224994691271,2.138189225400909,3.0450497316324676,1.8810808853797858,1.1265605952397066
2024-03-19,49.22332971140159,18.563511255596847,14.10366462938196,4.303433308580671,3.175992246273655,2.445376649092842,2.168586816935328,3.000329783336143,1.8850154146091893,1.1307601847917788
2024-03-20,49.206098111498456,18.577595429096373,14.090681510686787,4.3113313268757,3.179329045846043,2.4328404423342427,2.1697716882963625,3.0134455554859496,1.8905959547057885,1.128310935174301
2024-03-21,49.25965841205204,18.520627266999142,14.089547885128194,4.312465621246962,3.1802618262476137,2.4864488366870345,2.170605484838797,3.014058036686911,1.8371699624981481,1.1291566676151494
2024-03-22,49.27218072544165,18.52306657549449,14.064014698587842,4.3152143323201635,3.1826110515885615,2.489450874342915,2.17232683039822,3.0157851944878997,1.8369834845012152,1.128366232837038
