date,CHINA MERCHANTS SECURITIES (HK) CO LTD,ARK GROUP HOLDINGS (HONG KONG) LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,NEW HARVEST WEALTH SECURITIES COMPANY,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,ABN AMRO CLEARING HONG KONG LTD
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7548596112311015,0.0,98.2451403887689
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699784017278618,1.349892008639309,95.95032397408207
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733734281027884,1.366867140513942,95.89939857845818
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031363088057901,3.0156815440289506,90.95295536791315
2024-08-12,32.83100107642626,0.0,0.0,0.0,0.0,0.0,0.0,7.534983853606028,5.382131324004305,54.251883745963404
2024-08-14,31.970649895178198,0.0,2.6205450733752618,0.0,0.0,0.0,0.0,7.337526205450734,5.2410901467505235,52.83018867924528
2024-08-15,34.70824949698189,0.0,2.5150905432595576,0.0,0.0,0.0,0.0,7.042253521126761,5.030181086519115,50.70422535211267
2024-08-19,9.109311740890687,0.0,4.149797570850203,0.0,0.9109311740890688,0.0,0.0,14.17004048582996,10.121457489878543,61.53846153846154
2024-08-20,13.67281475541299,0.0,28.889334402566156,0.0,0.3408179631114675,0.0,0.0,2.8067361668003206,2.0048115477145148,52.28548516439455
2024-08-21,13.853247794707297,0.0,28.889334402566156,0.0,0.16038492381716118,0.0,0.0,2.8067361668003206,2.0048115477145148,52.28548516439455
2024-08-22,25.882117080994387,0.0,16.86046511627907,0.0,0.16038492381716118,0.0,0.0,2.8067361668003206,2.0048115477145148,52.28548516439455
2024-08-26,14.141356798183367,0.0,39.19386886176554,0.0,0.04541583877377235,0.0,0.0,0.7947771785410161,0.5676979846721544,45.25688333806415
2024-08-27,26.228256257955028,0.0,4.072974119643614,0.0,0.10182435299109036,0.0,0.0,1.1879507848960544,0.8485362749257531,67.56045820958846
2024-08-29,17.742893508697495,0.0,12.558336868901145,0.0,0.10182435299109036,0.0,0.0,1.1879507848960544,0.8485362749257531,67.56045820958846
2024-08-30,9.349011893051953,0.0,6.617186801394974,0.0,0.053652865957256546,0.0,0.0,0.6259501028346598,0.44710721631047123,82.90709112045069
2024-09-02,15.40741359158457,0.0,6.177992987143096,0.0,0.050091835030889965,0.0,0.0,0.5844047420270496,0.4174319585907497,77.36266488562364
2024-09-03,20.06990434142752,0.0,10.30169242089772,0.0,0.22075055187637968,0.0,0.0,2.57542310522443,1.839587932303164,64.99264164827079
2024-09-05,35.11212624584717,0.0,23.02740863787375,0.0,0.24916943521594684,0.0,0.0,2.9069767441860463,2.0764119601328903,36.627906976744185
2024-09-09,22.653654485049834,0.0,35.4858803986711,0.0,0.24916943521594684,0.0,0.0,2.9069767441860463,2.0764119601328903,36.627906976744185
2024-09-10,21.512852928782134,0.0,36.00927096502318,0.0,0.2528445006321113,0.0,0.0,2.949852507374631,2.107037505267594,37.16814159292036
2024-09-13,16.94879390605163,0.0,40.393567498942026,0.0,0.25391451544646637,0.0,0.0,2.9623360135421075,2.1159542953872195,37.32543377063055
2024-09-16,15.880840120017146,0.0,40.912987569652806,0.0,0.2571795970852979,0.0,0.0,3.000428632661809,2.1431633090441493,37.805400771538785
2024-09-17,16.684355763107618,0.0,40.522182126936954,0.0,0.25472298874973465,0.0,0.0,2.9717682020802374,2.1226915729144555,37.444279346211
2024-09-19,16.507126143373753,0.0,40.608381195490324,0.0,0.2552648372686663,0.0,0.0,2.9780897681344394,2.127206977238885,37.52393107849394
2024-09-20,59.42028985507246,0.0,27.858293075684383,0.0,0.4830917874396135,0.0,0.0,5.636070853462158,4.025764895330113,2.576489533011272
2024-09-23,59.824631327222,0.0,27.580709445994422,0.0,0.47827819848545233,0.0,0.0,5.579912315663611,3.9856516540454363,2.5508170585890793
2024-09-26,55.83897967317657,0.0,27.580709445994422,3.9856516540454363,0.47827819848545233,0.0,0.0,5.579912315663611,3.9856516540454363,2.5508170585890793
2024-10-04,56.38207945900253,0.0,31.896308819385744,2.817695125387433,0.33812341504649196,0.0,0.0,3.9447731755424065,2.817695125387433,1.8033248802479571
2024-10-07,55.61540533261513,0.0,30.487476434150285,5.386479935362241,0.32318879612173446,0.0,0.0,3.7705359547535684,2.6932399676811203,1.723673579315917
2024-10-09,55.8295363173412,0.0,30.34039131600107,5.3604931653712145,0.32162958992227286,0.0,0.0,3.75234521575985,2.6802465826856072,1.7153578129187885
2024-10-14,71.91101581345484,0.0,11.578665237201822,5.3604931653712145,3.0018761726078798,0.0,0.0,3.75234521575985,2.6802465826856072,1.7153578129187885
2024-10-17,75.77438742487286,0.0,9.986130374479888,4.623208506703652,2.5889967637540456,0.0,0.0,3.2362459546925564,2.311604253351826,1.4794267221451687
2024-10-22,80.27323535499896,0.0,6.706685986338232,4.13992962119644,2.587456013247775,0.0,0.0,2.8979507348375075,2.06996481059822,1.3247774787828606
2024-10-24,80.27323535499896,0.0,5.6717035810391225,4.13992962119644,2.587456013247775,0.0,1.03498240529911,2.8979507348375075,2.06996481059822,1.3247774787828606
2024-10-25,80.54233078037673,0.0,5.6717035810391225,4.13992962119644,2.318360587870006,0.0,1.03498240529911,2.8979507348375075,2.06996481059822,1.3247774787828606
2024-11-05,66.7961850936065,0.0,9.678558813140233,7.0646414694454265,3.9561992228894387,0.0,1.7661603673613566,4.945249028611798,3.5323207347227132,2.260685270222536
2024-11-08,79.21906022501655,0.0,6.022501654533421,4.412089124200309,2.5369512464151778,0.0,1.1030222810500772,3.088462386940216,2.2060445621001543,1.4118685197440988
2024-11-12,75.5570262519303,0.0,6.022501654533421,4.412089124200309,3.9929406574012796,0.0,3.3090668431502315,3.088462386940216,2.2060445621001543,1.4118685197440988
2024-11-13,80.72962122534474,0.0,4.695409320998429,3.491010647582475,3.15936463606214,0.0,2.6182579856868564,2.4437074533077325,1.7455053237912375,1.117123407226392
2024-11-14,65.67242281527996,0.0,15.2276295133438,3.4885749171463454,3.1571603000174426,4.535147392290249,2.6164311878597593,2.442002442002442,1.7442874585731727,1.1163439734868306
2024-11-15,65.67242281527996,0.0,14.355485784057212,3.4885749171463454,4.029304029304029,4.535147392290249,2.6164311878597593,2.442002442002442,1.7442874585731727,1.1163439734868306
2024-11-18,64.71306471306471,0.0,14.355485784057212,3.4885749171463454,4.988662131519274,4.535147392290249,2.6164311878597593,2.442002442002442,1.7442874585731727,1.1163439734868306
2024-11-20,54.24733996162567,0.0,24.82121053549625,3.4885749171463454,4.988662131519274,4.535147392290249,2.6164311878597593,2.442002442002442,1.7442874585731727,1.1163439734868306
2024-11-21,26.833477135461603,0.0,62.81276962899051,1.7256255392579811,2.467644521138913,2.2433132010353756,1.2942191544434858,1.2079378774805867,0.8628127696289906,0.5522001725625539
2024-11-25,63.495304205798284,0.0,12.004899959167007,4.083299305839118,5.8391180073499385,5.308289097590854,3.0624744793793384,2.8583095140873827,2.041649652919559,1.3066557778685177
2024-11-26,38.995508370763574,0.0,36.504695794201716,4.083299305839118,5.8391180073499385,5.308289097590854,3.0624744793793384,2.8583095140873827,2.041649652919559,1.3066557778685177
2024-11-27,29.038854805725972,0.0,21.881390593047033,8.1799591002045,11.697341513292434,10.633946830265849,6.134969325153374,5.725971370143149,4.08997955010225,2.61758691206544
2024-11-28,25.75516693163752,0.0,36.089030206677265,6.359300476947535,9.093799682034977,8.267090620031796,4.769475357710652,4.451510333863275,3.1796502384737675,2.0349761526232113
2024-11-29,5.607476635514018,32.04272363150868,30.307076101468628,5.34045393858478,7.636849132176235,6.942590120160213,4.005340453938585,3.7383177570093453,2.67022696929239,1.7089452603471296
2024-12-02,2.9372496662216285,34.712950600801065,30.307076101468628,5.34045393858478,7.636849132176235,6.942590120160213,4.005340453938585,3.7383177570093453,2.67022696929239,1.7089452603471296
2024-12-12,2.389261744966443,34.899328859060404,30.469798657718123,5.369127516778524,7.704697986577182,6.97986577181208,4.026845637583892,3.7583892617449663,2.684563758389262,1.7181208053691273
2024-12-13,2.389261744966443,34.899328859060404,30.416107382550333,5.369127516778524,7.758389261744966,6.97986577181208,4.026845637583892,3.7583892617449663,2.684563758389262,1.7181208053691273
2024-12-19,16.230859835100116,30.624263839811544,24.782096584216724,4.7114252061248525,6.831566548881036,6.124852767962309,3.53356890459364,3.297997644287397,2.3557126030624262,1.507656065959953
2024-12-23,20.012420431609996,20.183201366247477,41.11162862909486,3.1051079024996118,4.502406458624438,4.036640273249495,2.328830926874709,2.1735755317497283,1.5525539512498059,0.9936345287998758
2024-12-27,20.012420431609996,20.183201366247477,41.049526471044864,3.1051079024996118,4.56450861667443,4.036640273249495,2.328830926874709,2.1735755317497283,1.5525539512498059,0.9936345287998758
2024-12-30,20.012420431609996,20.183201366247477,40.92532215494488,3.1051079024996118,4.688712932774414,4.036640273249495,2.328830926874709,2.1735755317497283,1.5525539512498059,0.9936345287998758
2025-01-02,29.309542280837857,20.17067494181536,31.574864235841737,3.118696664080683,4.747866563227308,4.034134988363072,2.3273855702094646,2.1722265321955003,1.5515903801396431,0.9930178432893715
2025-01-03,29.20093095422808,20.17067494181536,31.559348332040344,3.134212567882079,4.856477889837083,4.034134988363072,2.3273855702094646,2.1722265321955003,1.5515903801396431,0.9930178432893715
2025-01-06,38.53438907002018,20.183201366247477,22.201521502872225,3.1361589815246083,4.859493867411892,4.036640273249495,2.328830926874709,2.1735755317497283,1.5525539512498059,0.9936345287998758
2025-01-08,36.98183511877038,20.183201366247477,22.17047042384723,4.688712932774414,4.890544946436889,4.036640273249495,2.328830926874709,2.1735755317497283,1.5525539512498059,0.9936345287998758
2025-01-09,36.9588828549263,20.17067494181536,20.667183863460046,4.685802948021722,4.887509697439875,4.034134988363072,3.8789759503491075,2.1722265321955003,1.5515903801396431,0.9930178432893715
2025-01-10,36.94504812170133,20.180068301769637,19.04687985097796,6.240298044085687,4.951878298665011,4.036013660353928,3.8807823657249303,2.173238124805961,1.552312946289972,0.9934802856255821
2025-01-15,36.914001862775535,20.180068301769637,19.04687985097796,6.240298044085687,4.98292455759081,4.036013660353928,3.8807823657249303,2.173238124805961,1.552312946289972,0.9934802856255821
2025-01-16,36.43699565487275,20.17380509000621,19.04096834264432,6.70391061452514,5.012414649286158,4.034761018001241,3.8795779019242707,2.1725636250775917,1.5518311607697082,0.9931719428926132
2025-01-17,36.40595903165735,20.17380509000621,19.04096834264432,6.70391061452514,5.043451272501552,4.034761018001241,3.8795779019242707,2.1725636250775917,1.5518311607697082,0.9931719428926132
2025-02-03,35.950349107835535,20.17067494181536,19.03801396431342,7.168347556245151,5.04266873545384,4.034134988363072,3.8789759503491075,2.1722265321955003,1.5515903801396431,0.9930178432893715
2025-02-12,35.88628242970328,20.19574335870747,19.046139505981046,7.177256485940656,5.048935839676868,4.039148671741494,3.883796799751437,2.1749262078608047,1.5535187199005749,0.9942519807363678
2025-02-14,35.917352804101284,20.19574335870747,19.046139505981046,7.146186111542645,5.048935839676868,4.039148671741494,3.883796799751437,2.1749262078608047,1.5535187199005749,0.9942519807363678
2025-02-17,35.92851592851593,20.2020202020202,19.052059052059054,7.1484071484071485,5.01942501942502,4.040404040404041,3.8850038850038846,2.1756021756021755,1.554001554001554,0.9945609945609946
2025-02-18,35.97826086956522,20.18633540372671,19.03726708074534,7.142857142857142,5.015527950310559,4.037267080745342,3.881987577639751,2.1739130434782608,1.5527950310559007,0.9937888198757764
2025-02-19,51.393564023158746,17.503702706341727,9.640500875185136,6.193617880705534,4.308603743099502,3.5007405412683457,3.3660966742964855,1.8850141376060319,1.3464386697185944,0.8617207486199003
2025-02-20,37.85242951409718,11.140629017053733,37.28682834861599,3.9420687291113206,2.8022966835204386,2.2281258034107463,2.1424286571257176,1.199760047990402,0.856971462850287,0.5484617362241837
2025-02-24,53.26650943396226,15.330188679245282,13.702830188679247,4.245283018867925,3.856132075471698,3.0660377358490565,2.94811320754717,1.650943396226415,1.179245283018868,0.7547169811320755
2025-02-28,55.25943396226415,15.330188679245282,11.709905660377357,4.245283018867925,3.856132075471698,3.0660377358490565,2.94811320754717,1.650943396226415,1.179245283018868,0.7547169811320755
2025-03-03,55.511257035647276,15.24390243902439,11.643996247654783,4.221388367729831,3.8344277673545966,3.048780487804878,2.931519699812383,1.6416510318949344,1.172607879924953,0.7504690431519699
2025-03-04,55.61534861956014,15.20823584464202,11.616752456715021,4.211511464670098,3.8254562470753393,3.0416471689284044,2.924660739354235,1.6378100140383716,1.169864295741694,0.7487131492746841
2025-03-06,57.524875621890544,13.4742951907131,13.443200663349916,3.731343283582089,3.3893034825870645,2.6948590381426203,2.5912106135986734,1.451077943615257,1.0364842454394694,0.6633499170812603
2025-03-07,63.743781094527364,13.4742951907131,7.224295190713101,3.731343283582089,3.3893034825870645,2.6948590381426203,2.5912106135986734,1.451077943615257,1.0364842454394694,0.6633499170812603
2025-03-10,54.23873221436482,11.076084178239755,21.896566413904743,3.0672233108971625,2.786061174064923,2.2152168356479507,2.13001618812303,1.1928090653488967,0.852006475249212,0.5452841441594956
2025-03-12,54.24797613975287,11.077971878994461,21.88325521942906,3.067746058798466,2.7865360034086066,2.2155943757988923,2.1303792074989345,1.1930123561994035,0.8521516829995739,0.5453770771197273
2025-03-13,54.307015180095206,11.676996317255007,20.53354890864996,3.2336297493936947,2.9372136890326055,2.3353992634510012,2.245576214856732,1.25752268031977,0.8982304859426928,0.5748675110033235
2025-03-17,57.53301590153625,11.679094420986434,17.30302758063067,3.234210762734705,2.937741442817357,2.3358188841972867,2.245979696343545,1.2577486299523852,0.8983918785374181,0.5749708022639476
