date,HAITONG INTERNATIONAL SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE BANK OF EAST ASIA LTD,CITIBANK N.A.
2024-08-20,0.0,39.67540070667862,35.92854116960966,0.0,13.195982244887,0.0,11.200075878824716
2024-08-21,0.0,39.66427042048286,35.94187890157003,0.0,13.19478822350172,0.0,11.199062454445395
2024-08-22,0.0,39.66674329931335,35.940414541982584,0.0,13.194242709060102,0.0,11.198599449643956
2024-08-23,0.0,39.6661229575947,35.940784078449624,0.0,13.194378371208082,0.0,11.198714592747596
2024-08-26,55.670848416550875,17.583619107092765,15.932266496321349,0.0,5.848964007143988,0.0,4.964301972891016
2024-08-27,55.671186741052736,17.58311824386176,15.932363320355455,0.0,5.848999552638451,0.0,4.964332142091591
2024-08-29,55.67076383606794,17.582984674078375,15.932242290496701,0.0,5.84971476870882,0.0,4.9642944306481676
2024-08-30,55.670932997290834,17.582734241676526,15.932290702219548,0.0,5.84973254365631,0.0,4.964309515156782
2024-09-04,55.67102265315579,17.58276255798383,15.932255588439734,0.0,5.849741964422277,0.0,4.964217235998375
2024-09-09,55.668109652013285,17.586120740557234,15.931744687895241,0.0,5.849777514755828,0.0,4.964247404778406
2024-09-12,55.666773363870526,17.585698593572726,15.933762708867366,0.0,5.8496370934557405,0.0,4.964128240233638
2024-09-16,55.66645198768478,17.586174388957236,15.93367071984816,0.0,5.849603322249983,0.0,4.964099581259837
2024-09-17,52.96129675054452,16.731560343138863,15.159361396088828,0.0,5.565337224854762,4.859579047248654,4.722865238124376
2024-09-19,52.96129675054452,16.731560343138863,15.159406204630429,0.0,5.565337224854762,4.859579047248654,4.7228204295827725
2024-09-23,52.96140170383059,16.731506773654022,15.15943624599259,0.0,5.565348253671383,4.859588677465836,4.722718345385575
2024-09-24,52.961355772363184,16.731289901655078,15.159423098773491,0.0,5.565343427050415,4.8595844629240785,4.723003337233756
2024-09-25,52.96158543049694,16.73136245411825,15.15905520168562,0.0,5.565367560238974,4.859605535705965,4.723023817754248
2024-09-26,52.962350971994546,16.73015883460853,15.159274320613555,0.0,5.565448005712463,4.859675779632186,4.723092087438722
2024-09-27,52.932977708734086,16.718669844221168,15.208539317670377,0.0,5.562361372161764,4.8569805719343435,4.720471185278254
2024-10-02,52.93612847525626,16.71365484156893,15.20944458615531,0.0,5.562750254471245,4.857269677373851,4.720752165174403
2024-10-03,52.936159067061006,16.713664500395144,15.20945337569796,0.0,5.562753469186308,4.8572724843914745,4.720697103268109
2024-10-08,52.93648851244692,16.71319061310151,15.210097039632108,0.0,5.562788088688285,4.856712153373843,4.720723592757329
2024-10-09,52.93662464810124,16.712973536638305,15.210136155118814,0.0,5.562802394393433,4.8567246432783575,4.720738622469855
2024-10-14,52.93663994428592,16.712978365898415,15.210140550129895,0.0,5.562804001780632,4.85672604664243,4.7207110912627
2024-10-15,52.94309058252319,16.715014939761417,15.211849500448645,0.0,5.56348186188354,4.845276777948778,4.721286337434433
2024-10-16,52.9382256559323,16.7134790014595,15.219640661172711,0.0,5.562970635006719,4.844831546747164,4.720852499681604
2024-10-17,52.94067330597908,16.709628168635156,15.220344355973864,0.0,5.563227844332614,4.8450555522179775,4.721070772861307
2024-10-18,52.94078498541141,16.709663417937286,15.220376463601355,0.0,5.563239580075452,4.845065772961687,4.7208697800128085
2024-10-21,52.94088213160219,16.70969408012241,15.220404392949133,0.0,5.563249788604352,4.845074663643682,4.720694943078236
2024-10-22,52.940935172042956,16.709710821240115,15.220419641976445,0.0,5.56325536231618,4.845079517829811,4.720599484594494
2024-10-23,52.940956544295595,16.70971756694946,15.220425786459025,0.0,5.563257608202066,4.845081473788148,4.720561020305706
2024-10-24,52.916150647880144,16.70188809898829,15.213328798642312,0.0,5.607472016488534,4.842811273228725,4.718349164771993
2024-10-25,52.91634939103644,16.701950828153517,15.213386254783675,0.0,5.607493077103748,4.842829461921328,4.717990987001286
2024-10-28,52.91774031394178,16.70238984418992,15.211157611944923,0.0,5.607640471824891,4.842956757218579,4.718115000879917
2024-10-29,52.91789316707188,16.702438089117855,15.052044952450375,0.0,5.607656669519531,4.842970746120881,4.87699637571948
2024-10-30,52.917893060074384,16.70243805534631,15.052045124211158,0.0,5.607656658181112,4.842970736328621,4.876996365858422
2024-11-04,52.918045914086896,16.70248630055276,15.052088602236472,0.0,5.607672855969261,4.842695874029657,4.877010453124949
2024-11-05,52.91819876898247,16.70224569392155,15.052132080512958,0.0,5.607689053850985,4.842709862259179,4.877024540472859
2024-11-07,52.91829048234368,16.702101329275624,15.052158167599414,0.0,5.607698772624936,4.84271825523568,4.877032992920668
2024-11-08,52.91850906713626,16.702170319133792,15.052197233881898,0.0,5.607721935838674,4.842738258613638,4.876663185395732
2024-11-11,50.04587220265617,15.784580072049462,14.235101336289288,5.439370359274412,5.303311455599957,4.5798542754486435,4.611910298682071
2024-11-13,50.045762833197216,15.784545576677388,14.235288765544713,5.439358472160309,5.303299865826834,4.579844266707419,4.61190021988612
2024-11-14,50.04712998579337,15.782244974775587,14.235677645859269,5.439507064821019,5.303444741631883,4.5799693791170375,4.612026208001834
2024-11-15,50.047548499806915,15.781202266261785,14.23586195362436,5.43955255214335,5.303762273920343,4.58000767864325,4.612064775600004
2024-11-18,50.03626597362959,15.777644612929787,14.255196289902333,5.438326280409726,5.3025666142229655,4.57897517938853,4.611025049517069
2024-11-19,50.03630697155642,15.777657540567505,14.25512603367677,5.438330736379783,5.302570958956406,4.578978931237028,4.611028827626085
2024-11-20,50.03631380455076,15.777659695175853,14.25512798036711,5.438331479042169,5.302571683079338,4.578979556545709,4.611015801239062
2024-11-22,50.03618944434592,15.777620481396054,14.255365671456541,5.43831796261849,5.302558504072923,4.578968175954449,4.6109797601556135
2024-11-25,50.03625777405228,15.777505466833091,14.255385138665396,5.438325389216591,5.302565745277131,4.578974429019567,4.6109860569359356
2024-11-26,50.03636710197063,15.780052660280433,14.252685068908688,5.43833727181574,5.302577331245,4.578984433959281,4.610996131820221
2024-11-27,50.03653997771653,15.780107180393143,14.252734311963392,5.4383560612816195,5.302595651660019,4.579000254359428,4.610666562625861
2024-12-02,50.036709123782366,15.779887400663359,14.252717571150306,5.438374445377177,5.3026135768241796,4.579015733444889,4.6106821487577205
2024-12-03,50.04563816626819,15.782703318965929,14.25526096624882,5.439344922399486,5.303559827341899,4.57983285804687,4.593659940728802
2024-12-04,50.045679179554945,15.782688935913821,14.255272648687633,5.439349380038978,5.3035641737031005,4.579836611301003,4.5936090708005155
2024-12-06,50.049015151967616,15.783740987074903,14.24939311501659,5.439711959182116,5.303917701601259,4.580141896569188,4.5940791885883305
2024-12-09,50.049131372137744,15.783777638926239,14.249426203917281,5.4397245908842065,5.303930017971837,4.580152532240415,4.593857643922275
2024-12-10,50.049131372137744,15.783777638926239,14.248879821090352,5.4397245908842065,5.303930017971837,4.580152532240415,4.594404026749205
2024-12-11,50.049830892233494,15.78399824354699,14.24763103822542,5.439800620109137,5.304004149241098,4.580216547512011,4.594518509131854
2024-12-12,50.04985605125641,15.784006177839006,14.247638200217166,5.439803354585279,5.304006815455141,4.580218849892879,4.594470550754111
2024-12-13,50.04986972464906,15.783983170413205,14.247642092607007,5.439804840714771,5.304008264485637,4.580220101187801,4.594471805942532
2024-12-16,50.049918948924386,15.7839986940327,14.247656105228042,5.439810190787663,5.304013481001976,4.580224605855177,4.594377974170053
2024-12-17,50.04868837108759,15.783610612705562,14.247032608975498,5.4396764421223756,5.303883071171693,4.580111991828904,4.596996902108368
2024-12-18,50.048660259927544,15.783601747426202,14.247133882292287,5.439673386785262,5.303880092106493,4.580109419288735,4.596941212173478
2024-12-20,50.04871946294245,15.78351114232607,14.24715073535639,5.439679821424329,5.303886366114438,4.5801148371417755,4.596937634694552
2024-12-23,50.04934841816896,15.782452805541553,14.247329777298201,5.439748181116464,5.303953019309296,4.580172394801508,4.596995403764017
2024-12-27,50.049467374522024,15.782490316979514,14.24736364008453,5.439761110207965,5.303965625645402,4.580183280869393,4.596768651691171
2025-01-02,50.053833532278404,15.783867131681589,14.240136805693465,5.440235657818759,5.304428326886209,4.580582841620115,4.596915704021462
2025-01-03,50.053852787477446,15.783873203574228,14.239049414988225,5.440237750621909,5.305523236186238,4.580584603723596,4.596879003428361
2025-01-06,50.0588038344995,15.785106562934454,14.230894314717208,5.440775868497248,5.306048028855655,4.581037689520166,4.597333700975768
2025-01-07,50.0588038344995,15.785106562934454,14.230841032096206,5.440775868497248,5.306048028855655,4.581037689520166,4.597386983596768
2025-01-09,50.059350971612396,15.785279092379225,14.229903584805855,5.440835335567424,5.306106023365651,4.581087759748447,4.597437232521
2025-01-10,50.05959718721527,15.784864884486474,14.229973574212867,5.4408620961731105,5.306132121308754,4.581110291708264,4.597459844895269
2025-01-13,50.06237411976219,15.780001973220772,14.23068096775072,5.441163914563331,5.30669972958483,4.581364417490031,4.597714877628128
2025-01-14,50.06288029337183,15.779068456751052,14.230688218929782,5.441218929404871,5.306971998047116,4.581410739020023,4.5977613644753195
2025-01-15,50.062893973881714,15.779072768642433,14.230664781047045,5.441220416307921,5.306973448264972,4.5814119909662665,4.597762620889641
2025-01-20,50.06426206262955,15.779503969681613,14.22832092808316,5.441369110716795,5.3071184740532,4.581537189046051,4.597888265789637
2025-01-21,50.06778113038799,15.780613127020127,14.221122254817061,5.441751590070538,5.308666677607323,4.581859229941928,4.598205990155033
2025-01-23,50.07462365777033,15.782769788949095,14.223065788487604,5.442495288581283,5.3093921880310955,4.582485411021558,4.585167877159031
2025-01-27,50.07122953043551,15.781700010956834,14.221910410967537,5.44212638871386,5.309032310076149,4.582174803814578,4.591826545035526
2025-02-07,50.07136638150617,15.78146983157778,14.221949281266602,5.442141262740919,5.309046820340078,4.582187327484032,4.591839095084422
2025-02-11,50.068629502217355,15.780607223243907,14.221171915653333,5.441843797646891,5.314222586997226,4.5819368671011755,4.591588107140113
2025-02-13,50.069532639306246,15.780891873569075,14.219624638608702,5.441941957532921,5.314318444854026,4.582019516000592,4.5916709301284335
2025-02-14,50.07611557704812,15.76981908905827,14.221494176804375,5.442657441844696,5.315017149747377,4.582621941220399,4.592274624276768
2025-02-19,50.07959250456258,15.764107426227383,14.222481615702748,5.443035341072567,5.315386186545757,4.582940125730763,4.592456800158205
2025-02-20,50.07844260108519,15.763608782683091,14.222155045931528,5.4429103607172316,5.317696964737977,4.582834894467415,4.592351350377563
2025-02-21,50.077758159800645,15.76476007375398,14.22196066628306,5.442835970373493,5.317624285733753,4.582772259104988,4.592288584950084
2025-02-24,50.078168822326276,15.76406930288791,14.222077293434538,5.442880604335722,5.3176678928978856,4.582809840116988,4.592326244000688
2025-02-25,50.077552831063535,15.7638753954591,14.221902353424612,5.442813653666892,5.318832541899352,4.5827534688301235,4.592269755656395
2025-02-27,50.07773078253841,15.763931412670761,14.221679543685301,5.44283299480204,5.318851442465413,4.582769753726104,4.59220407011197
2025-02-28,50.07992105811281,15.764620887880405,14.217927812982408,5.44307105079974,5.319084075817927,4.582970192693641,4.592404921713075
2025-03-04,50.07992105811281,15.764620887880405,14.217900477034624,5.44307105079974,5.319111411765715,4.582970192693641,4.592404921713075
2025-03-05,50.084028341263995,15.75743897765371,14.219066552017187,5.443517461927102,5.31982103829402,4.583346063019656,4.592781565824326
2025-03-07,50.084165262305255,15.75720867311241,14.219105424477382,5.443532343559104,5.319835581761468,4.583358593092339,4.5927941216920365
2025-03-10,50.086629969071105,15.757300615553474,14.215567525584627,5.443800226849701,5.320097377773898,4.583584146116444,4.593020139050749
2025-03-12,50.08676717820884,15.757343781676486,14.215332524587001,5.443815139794245,5.320111951842352,4.583596702553736,4.593032721337344
2025-03-17,50.0862879080468,15.757193002835427,14.21519650094031,5.443763049026341,5.321017924574133,4.58355284304237,4.5929887715346185
2025-03-19,50.087438171845136,15.755258312619674,14.21511286130112,5.443888068544128,5.321140125171234,4.58406820804448,4.593094252474227
2025-03-20,50.087438171845136,15.755258312619674,14.21542043687462,5.443888068544128,5.321140125171234,4.58406820804448,4.5927866769007295
2025-03-24,50.087438171845136,15.75416471058057,14.21542043687462,5.443888068544128,5.322233727210338,4.58406820804448,4.5927866769007295
2025-03-25,50.08802701780631,15.754349922214466,14.21386511501567,5.443952068852774,5.322296297306735,4.58466890744914,4.592840671354907
2025-03-26,50.08802701780631,15.754349922214466,14.213619051664095,5.443952068852774,5.32254236065831,4.58466890744914,4.592840671354907
2025-03-27,50.08967038209611,15.75158586259481,14.214085393729633,5.444130682325053,5.322716990735938,4.584819328250509,4.592991360267954
2025-03-28,50.089764906211734,15.751615587380618,14.213969987549488,5.444140955933048,5.322727035224402,4.584827980253786,4.592953547446927
2025-03-31,50.08943421031804,15.752605239807856,14.213876145992899,5.444105013359507,5.322609870811958,4.584797710920537,4.592571808789202
2025-04-03,50.09011877907291,15.753422042861501,14.213523575749385,5.4441794175577005,5.32268261454463,4.5848603710266005,4.591213199187276
2025-04-07,50.090300243739605,15.753424430561402,14.213267474838565,5.444199140533558,5.322701897366274,4.584876980892565,4.591229832068035
2025-04-08,50.090683720567796,15.752779463183922,14.213376287496962,5.444240819745069,5.322742646430086,4.584912081382554,4.591264981193613
2025-04-09,50.09069747106024,15.752783787510506,14.213380189238942,5.444242314254362,5.322744107586676,4.584913339995819,4.591238790353451
2025-04-10,50.09072486250198,15.752765059868953,14.213360619794699,5.444245291366952,5.322747018259564,4.584915847195617,4.591241301012239
2025-04-14,50.09020443023176,15.752327976289088,14.214525340842481,5.444188726784498,5.322691716019036,4.584868210868339,4.591193598964804
2025-04-15,50.09018583182603,15.752359257303084,14.214520063013964,5.4441867053667,5.322689739712866,4.584866508514753,4.591191894262611
2025-04-23,50.09087081830433,15.751207575584417,14.214714447480246,5.44426115496629,5.32276252783372,4.584929206855975,4.591254268975017
2025-04-28,50.091185823873175,15.751306629923482,14.21480383930229,5.444295392194631,5.322796000995805,4.58495804001877,4.590654273691853
2025-04-29,50.07471497710071,15.746673990463107,14.215596387580717,5.442505213868564,5.3479142170309935,4.583450426651405,4.5891447873045035
2025-04-30,50.0749887180963,15.74621340692601,14.21567409928631,5.442534966145665,5.3479434522121165,4.583475482775709,4.589169874557891
2025-05-02,50.094322399782456,15.752292934561762,14.22116269399248,5.44463629939196,5.350008264187665,4.5852451378124615,4.55233227027122
