date,HUATAI FINANCIAL HOLDINGS (HONG KONG),SHENG YUAN SECURITIES LTD,SHANGHAI PUDONG DEVELOPMENT BANK CO.,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA MERCHANTS SECURITIES (HK) CO LTD,BOCOM INTERNATIONAL SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD
2024-12-10,59.87003668013152,0.0,9.73059730787251,6.873831322046489,4.509039183160063,4.016263354058241,12.316082274927927,2.6841498778032444
2024-12-11,59.870477420607536,0.0,9.73078213740748,6.873961888239552,4.509103725700006,4.016339641676005,12.315134324011169,2.6842008623582525
2024-12-12,59.87041840810794,0.0,9.730775976309856,6.873957535953204,4.509185291461498,4.016337098708721,12.315126526616906,2.6841991628418804
2024-12-13,59.87039730292668,0.0,9.730775976309856,6.873957535953204,4.509206396642757,4.016337098708721,12.315126526616906,2.6841991628418804
2024-12-17,59.87792666565913,0.0,9.73186250380991,6.87472507431964,4.509688782019079,4.0167855583914704,12.304512538299628,2.684498877501138
2024-12-18,59.877625957076205,0.0,9.731940562385306,6.874780215999389,4.50970384620418,4.016817776742093,12.304611231917555,2.684520409675266
2024-12-19,59.87896569920844,0.0,9.732158311345646,6.8749340369393135,4.509804749340369,4.01690765171504,12.30264907651715,2.684580474934037
2024-12-20,59.879067324789894,0.0,9.732133660030835,6.874916622902486,4.509793326117169,4.016897476987921,12.302617914213199,2.6845736749585014
2024-12-23,59.8790588560111,0.0,9.732135714302299,6.874918074068852,4.509794278050225,4.016898324879879,12.302620511065832,2.6845742416218137
2024-12-27,59.879312917819604,0.0,9.73207408653561,6.874874539344356,4.509765720233345,4.0168728882768505,12.302542605963726,2.684557241826509
2024-12-30,59.87913507489151,0.0,9.73211722589034,6.87490501359361,4.509785710667185,4.016890693865145,12.302597139431601,2.684569141660616
2025-01-02,59.878779384305325,0.0,9.732203505747151,6.874965962902626,4.5098256920665385,4.016926305515297,12.302706207817746,2.684592941645323
2025-01-03,59.87874550868247,0.0,9.732211722956158,6.874971767655083,4.50982949985583,4.016929697133958,12.302716595383952,2.6845952083325417
2025-01-06,59.87885560424757,0.0,9.73218501707762,6.874952902245431,4.509817124564141,4.016918674394251,12.302682835857915,2.6845878416130744
2025-01-09,59.87894029273264,0.0,9.732164474193862,6.874938390462305,4.509807605155212,4.016910195404873,12.302656867117804,2.6845821749333036
2025-01-10,59.87867775726517,0.0,9.732228157415799,6.874983377189409,4.5098371154537045,4.016936480388461,12.302737370568991,2.684599741718463
2025-01-24,59.87869469514094,0.0,9.732224048795686,6.874980474802152,4.509835211551825,4.016934784572687,12.302732176766154,2.684598608370547
2025-01-27,59.878779384305325,0.0,9.732203505747151,6.874965962902626,4.5098256920665385,4.016926305515297,12.302706207817746,2.684592941645323
2025-02-04,59.8792366996149,0.0,9.732092574783664,6.874887599703812,4.5097742875404325,4.016880519223934,12.30256597739076,2.6845623417424935
2025-02-05,59.87925363701875,0.0,9.732088466278025,6.874884697397422,4.5097723836916,4.01687882345541,12.302560783732634,2.684561208426156
2025-02-06,44.65549658374162,26.21565087734653,7.257872569249203,5.1270636549273645,3.3632404175699766,2.9956565569429916,8.382961588423194,2.002057751799116
2025-02-07,44.655514008040214,28.686754297397304,7.257870284228451,5.127062040756444,3.3632393587095355,2.9956556138102304,5.911847275573367,2.002057121484452
2025-02-12,44.65547044727315,28.686776876286586,7.25787599678303,5.127066076185652,3.3632420058618875,2.9956579716432477,5.911851928694585,2.002058697271856
2025-02-13,44.65578408326547,28.686614309077058,7.257834866590781,5.1270370212371414,3.3632229464579604,2.9956409953283676,5.911818426385303,2.0020473516579123
2025-02-14,44.65568825042274,28.686663982195597,7.257847434100066,5.127045899103137,3.3632287701417978,2.995646182515278,5.911828663161742,2.002050818359641
2025-02-17,44.65554885660449,28.686736234311468,7.257865714191264,5.127058812417651,3.363237240990654,2.995653727546489,5.911843553081666,2.002055860856315
2025-02-19,44.65554014446754,28.68674075008079,7.257866856700022,5.127059619501968,3.3632377704201244,2.995654199112202,5.911844483704152,2.0020561760132
2025-02-20,44.65530372078863,28.686700108208036,7.257856574134154,5.127367188565021,3.3632330055608923,2.9956499550261326,5.911836108112328,2.002053339604803
2025-02-21,44.655077203618326,28.686817518376866,7.257886279403931,5.127388174075553,3.363246770746623,2.9956622157520316,5.911860304331236,2.0020615336954344
2025-02-24,44.65563687544204,28.68681300258337,7.257885136889058,5.127387366937356,3.3626952817237417,2.995661744183795,5.911859373703769,2.0020612185368623
2025-02-26,44.656214571246956,28.68688073963509,7.257902274649912,5.1273994740369915,3.3619948436357245,2.995668817722932,5.911873333146532,2.0020659459258643
2025-02-27,44.65615562078061,28.68766199675239,7.258099936008085,5.12753911338533,3.3606381245410177,2.995750401622073,5.912034336817863,2.0021204700926347
2025-02-28,44.65632986665638,28.687571675835137,7.258077084433642,5.127522969719247,3.360627543828027,2.995740969730267,5.912015723228362,2.0021141665689344
2025-03-03,44.65605978508125,28.687711673499305,7.258112504435364,5.127547992445006,3.360643943961562,2.995755589187882,5.9120445743420476,2.002123937047589
2025-03-04,44.65663479429887,28.687413615598466,7.258037094524607,5.127494718548207,3.360609027740609,2.9957244640625147,5.911983149728765,2.0021031354979675
2025-03-05,44.656347291183614,28.687562643774694,7.2580747992841115,5.12752135535823,3.3606264857603922,2.9957400265443526,5.912013861875859,2.002113536218747
2025-03-06,44.65605978508125,28.687711673499305,7.258112504435364,5.127547992445006,3.360643943961562,2.995755589187882,5.9120445743420476,2.002123937047589
2025-03-10,44.65641128006468,28.687937479062715,7.258169634198867,5.127588352194731,3.359883280145283,2.9957791692589018,5.912091108989746,2.002139696085074
2025-03-11,44.65503835635891,28.688673629883215,7.258355883472991,5.127719929390736,3.3599222687279764,2.995856042868066,5.912242817028149,2.0021910722699636
2025-03-13,44.65508192034629,28.68865104800803,7.258350170162966,5.127715893180037,3.3599196240136795,2.9958536847232415,5.912238163291587,2.0021894962741724
2025-03-18,44.655325877408266,28.688524590163933,7.258318175793043,5.127693290517546,3.359904813690557,2.9958404791808286,5.91221210250223,2.002180670743591
2025-03-19,44.65504706916187,28.688669113505334,7.258354740810264,5.127719122148088,3.3599217397847845,2.9958555712388044,5.91224188628025,2.0021907570706072
2025-03-20,44.65498379997579,28.688628466168385,7.258344456861936,5.127711856975692,3.360058663592852,2.9958513265821294,5.912233509562351,2.0021879202808623
2025-03-21,44.65488538159824,28.688565237206525,7.258328459666901,5.12770055563733,3.3602716554119736,2.995844723806765,5.912220479159467,2.002183507512793
2025-03-24,44.6551678538684,32.00862001652343,7.258297608132752,5.127678760339737,3.360210144781518,2.9958319899650387,2.592018629159824,2.002174997229303
2025-03-25,44.65502785336846,32.008609938550364,7.258295322844359,5.12767714588062,3.3603665127355997,2.99583104672181,2.5920178130579763,2.002174366840811
2025-03-26,44.65506607000218,32.00856962672157,7.258286181705179,5.127670688054316,3.3603937658153815,2.9958272737548333,2.592014548655726,2.0021718452908144
2025-03-27,44.65531339053316,32.008408380421756,7.258249617378705,5.127644856911758,3.3604083224893793,2.995812181981961,2.5920014911289475,2.0021617591543386
2025-03-28,44.65529596526071,32.0084184582679,7.258251902638317,5.127646471350543,3.3604093805138096,2.995813125213311,2.5920023072205174,2.0021623895348912
2025-03-31,44.6552785399773,32.008428536120384,7.258254187899367,5.127648085790344,3.360410438538907,2.995814068445255,2.5920031233126006,2.002163019915841
2025-04-01,44.65530299512093,32.00842349719335,7.2582530452686616,5.127647278570317,3.3603941670257274,2.995813596829209,2.5920027152664944,2.0021627047253165
2025-04-02,44.65550338509763,32.00830760230936,7.258226764861734,5.127628712579818,3.3603819998381677,2.99580274970113,2.5919933302415177,2.002155455370645
2025-04-07,44.655764761147324,32.008156436330616,7.258192486356088,5.127604496272522,3.3603661297259375,2.9957886013912476,2.5919810890067256,2.0021459997695317
2025-04-09,44.65498032729747,32.00856458775011,7.2582850390644005,5.127669880827171,3.3604876922226823,2.9958268021346295,2.5920141406060226,2.0021715300975114
2025-04-10,44.65498904002453,32.008559548780234,7.258283896423981,5.1276690736002815,3.3604871631956406,2.995826330514574,2.592013732556448,2.0021712149043074
2025-04-15,44.655094786356806,32.00868048449509,7.258311319893328,5.12737359457698,3.36049985989062,2.9958376494368864,2.5920235257817,2.002178779568589
2025-04-16,44.6549118181708,32.00878630399522,7.2583353155989965,5.127390545482253,3.36051096957743,2.995847553564072,2.5920320949145004,2.0021853986967266
2025-04-22,44.65505122261273,32.0087056795507,7.258317033142192,5.127377630496641,3.3605025050474837,2.995840007556467,2.592025566046275,2.0021803555475093
2025-04-24,44.65507736086741,32.00869056251258,7.258313605191794,5.127375208944082,3.360500917952866,2.995838592684273,2.5920243418871447,2.0021794099598598
2025-04-25,44.654920530968994,32.008781264955545,7.258334172942747,5.127389738293746,3.3605104405430595,2.9958470819374825,2.592031686859273,2.0021850834991564
2025-04-28,44.6548994413399,32.00876614784602,7.25833074497616,5.127591971427686,3.3603514267502264,2.9958456670586067,2.592030462694361,2.0021841379070406
2025-04-29,44.654576962687784,32.008670406483944,7.2583090345963015,5.12804891295621,3.3603571182311844,2.9958367061900937,2.5920227096767694,2.0021781491777157
2025-04-30,44.65458399249014,32.00867544548872,7.258310177244634,5.128049720245692,3.3603419046151237,2.9958371778134154,2.5920231177291706,2.002178464373103
2025-05-02,44.669983295077465,32.0185398184379,7.260547029522107,5.130417446691644,3.3611412762762383,2.96375371955383,2.5928219225022615,2.002795491938552
