date,HUATAI FINANCIAL HOLDINGS (HONG KONG),SHENG YUAN SECURITIES LTD,SHANGHAI PUDONG DEVELOPMENT BANK CO.,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA MERCHANTS SECURITIES (HK) CO LTD,BOCOM INTERNATIONAL SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,44.829741763134464,32.519857524487975,0.0,22.65040071237756
2024-03-12,0.0,0.0,0.0,0.0,44.86969696969697,32.459714795008914,0.0,22.67058823529412
2024-03-13,81.75073850955256,0.0,0.0,0.0,8.188388329971371,5.923658231994631,0.0,4.137214928481437
2024-03-14,83.48814059980727,0.0,0.0,0.0,7.408821276928901,5.359702468655429,0.0,3.7433356546083987
2024-04-18,83.48816517279916,0.0,0.0,0.0,7.408794024647711,5.359704046171999,0.0,3.743336756381129
2024-04-22,83.4891972515206,0.0,0.0,0.0,7.407649414351372,5.359770302706536,0.0,3.743383031421495
2024-04-29,76.19713554055612,0.0,0.0,8.734138009491607,6.760655091242626,4.891640567476402,0.0,3.4164307912332506
2024-05-02,76.19787241301223,0.0,0.0,8.734195611103038,6.760720470872538,4.890747674823733,0.0,3.4164638301884613
2024-05-14,76.19783147527967,0.0,0.0,8.73419091860766,6.7607705641962665,4.890745047242227,0.0,3.416461994674185
2024-05-16,76.1990391568822,0.0,0.0,8.732744420243682,6.760877717616137,4.890822562083553,0.0,3.4165161431744355
2024-05-20,76.20053345998687,0.0,0.0,8.732915673939843,6.759049249548219,4.890918473677975,0.0,3.4165831428470885
2024-05-21,76.20071769319502,0.0,0.0,8.732695013703223,6.759065591183516,4.890930298655574,0.0,3.4165914032626614
2024-05-22,76.20104522109806,0.0,0.0,8.73246390967708,6.758933459701176,4.890951320979157,0.0,3.4166060885445293
2024-05-23,76.20151604739146,0.0,0.0,8.732517865283631,6.758357347580608,4.890981540885918,0.0,3.4166271988583836
2024-05-24,76.20980763764368,0.0,0.0,8.733468062389475,6.748211598054614,4.891513735217104,0.0,3.4169989666951275
2024-06-06,76.22004665812898,0.0,0.0,8.734641430505345,6.749118240899326,4.8787356195207465,0.0,3.4174580509456036
2024-06-07,76.22315986570595,0.0,0.0,8.734998196908355,6.7493939086136185,4.874850391762639,0.0,3.417597637009437
2024-06-13,76.2436478365417,0.0,0.0,8.73734607107972,6.751208073570861,4.8492817680746025,0.0,3.418516250733123
2024-06-21,76.2435658627187,0.0,0.0,8.737336677068802,6.751200814968324,4.849384069949656,0.0,3.418512575294526
2024-06-24,76.23946739630006,0.0,0.0,8.742242493798026,6.750837904740916,4.849123391720131,0.0,3.418328813440879
2024-06-26,76.23940353385763,0.0,0.0,8.742265990786382,6.750856049325643,4.849136424966,0.0,3.41833800106435
2024-07-15,76.7902671709228,0.0,0.0,8.805432755171378,6.79963399018379,4.161629068542918,0.0,3.44303701517912
2024-07-19,76.79020480560752,0.0,0.0,8.805506818957669,6.799628467852209,4.161625688670463,0.0,3.443034218912134
2024-07-24,76.79012165201141,0.0,0.0,8.805605570485588,6.799621104757388,4.161621182182394,0.0,3.4430304905632183
2024-07-25,76.79001771026952,0.0,0.0,8.805729009594732,6.799611900911286,4.161615549086034,0.0,3.4430258301384282
2024-08-06,68.2698970349007,0.0,11.095325209758206,7.828702619531672,6.045171210976526,3.699893836270064,0.0,3.0610100885628375
2024-08-08,68.26968343042314,0.0,11.095290494440802,7.828991007279089,6.0451522967010645,3.6998822599542325,0.0,3.0610005112016703
2024-08-09,68.26966699936486,0.0,11.095287824040769,7.828989123007752,6.045150841761701,3.699905437340866,0.0,3.060999774484063
2024-08-14,68.26835254032675,0.0,11.09507419620279,7.828838384239507,6.045034448881672,3.701759592124856,0.0,3.060940838224432
2024-08-27,68.26822109720686,0.0,11.09505283387144,7.828823310681937,6.045215348717992,3.701752464798478,0.0,3.0609349447232916
2024-08-28,68.26723528994131,0.0,11.094892619008368,7.828710260850312,6.045128054555103,3.703143031456788,0.0,3.0608907441881175
2024-08-29,68.26555948292811,0.0,11.094620264360012,7.82851808362937,5.130455647149682,4.620030915724928,0.0,3.0608156062078855
2024-09-02,68.26571382776412,0.0,11.094633614766405,7.828527503861461,5.13026928913963,4.620036475112162,0.0,3.0608192893562274
2024-09-03,68.26573673969627,0.0,11.094625604518713,7.828521851719486,5.130265585121169,4.620033139478216,0.0,3.060817079466158
2024-09-16,68.26575201429931,0.0,11.094620264360012,7.82851808362937,5.130263115778499,4.620030915724928,0.0,3.0608156062078855
2024-09-27,68.2656909157989,0.0,11.09464162502566,7.828533156011599,5.130272993163438,4.620039810750924,0.0,3.0608214992494873
2024-10-04,68.26840183162719,0.0,11.095082207098253,7.824848844547068,5.1304767227100685,4.620247345724206,0.0,3.0609430482932103
2024-10-07,68.26616159002874,0.0,11.094679006388466,7.824949550497035,5.133298597281202,4.620079443677658,0.0,3.060831812126893
2024-10-08,68.27551878326,0.0,11.096195834136664,7.824599231161199,5.132796912898714,4.609638959634157,0.0,3.061250278909261
2024-10-09,59.64590448530237,0.0,9.694982784745607,6.835614612127933,4.484040721110356,4.004717740901064,12.660413914686186,2.67432574112648
2024-10-10,59.6479120246888,0.0,9.695288586979837,6.8355778847132465,4.485990584407665,4.001689827139684,12.659130996510157,2.674410095560608
2024-10-14,59.64783676744635,0.0,9.695276354520072,6.835569260325154,4.486111093587622,4.001684778243061,12.659115024596668,2.6744067212810707
2024-10-15,59.64783713771366,0.0,9.695266160827181,6.835562073351702,4.486169461344662,4.001680570838942,12.659080686535898,2.674403909387961
2024-10-16,59.65518815059956,0.0,9.696461007612923,6.837035412216472,4.487016768452016,4.002173738853963,12.647391418736847,2.6747335035282247
2024-10-17,59.6550877832759,0.0,9.696444693728576,6.837023909194399,4.487177464994892,4.002167005366409,12.647370140037253,2.67472900340256
2024-10-18,59.654899595454346,0.0,9.696414105343385,6.837002341132341,4.4875418615156715,4.002154380138315,12.647267150708185,2.6747205657077533
2024-10-21,59.65502505387013,0.0,9.696434497578736,6.8372270268019415,4.487551299129287,4.002162796948194,12.64687313484,2.6747261908317093
2024-10-22,59.670824484953286,0.0,9.699002565372831,6.839037843193557,4.489370899899972,4.003222756192814,12.623106867394732,2.675434582992809
2024-10-23,59.67074916996252,0.0,9.69899032353949,6.839155428580805,4.489365233530674,4.003217703427288,12.623090934831618,2.6754312061276044
2024-10-24,59.6707831049676,0.0,9.698982162334433,6.839149673780767,4.489361455959089,4.003214334924023,12.623080313145222,2.675428954888871
2024-10-25,59.687495134010916,0.0,9.701698561603106,6.841359707800774,4.491776110213548,4.004335517364584,12.597156705259307,2.6761782637477607
2024-10-30,59.70576225236375,0.0,9.70466772751383,6.844211226457192,4.493992742458302,4.005561028179805,12.568807725661557,2.676997297365563
2024-10-31,59.705510909420035,0.0,9.704626873839702,6.84418241442746,4.494394793451401,4.005544165996624,12.568754814836645,2.676986028028138
2024-11-01,59.70456839222776,0.0,9.704473675625103,6.845337259511915,4.4946395664926335,4.005480934074088,12.568556403210682,2.6769437688578126
2024-11-04,59.70458095892792,0.0,9.70447571823615,6.8453387003279715,4.494619464392232,4.005481777153256,12.568559048657823,2.6769443323046405
2024-11-05,59.705121332039276,0.0,9.70456355132456,6.845400655992218,4.494639095881663,4.005518029893258,12.567788774126385,2.676968560742636
2024-11-06,59.708891649200716,0.0,9.705176384557044,6.845832936021037,4.4949229277295775,4.005770974247637,12.56226751968301,2.67713760856098
2024-11-07,59.721349648818446,0.0,9.70720132724731,6.847261289181588,4.495839719728488,4.006606760876522,12.54404507251015,2.6776961816375
2024-11-08,59.73461418671896,0.0,9.709186223034513,6.851609563778281,4.496759013870928,4.007426018313609,12.522161286362252,2.678243707921458
2024-11-11,59.73513367353299,0.0,9.709441804125188,6.851789923059169,4.497024797286938,4.00753150834017,12.520764084619751,2.6783142090357885
2024-11-12,59.74148703086028,0.0,9.71047448873534,6.852518671235251,4.497503095462396,4.007957744595235,12.511459897781819,2.6785990713296894
2024-11-13,59.741461866383496,0.0,9.710470398462032,6.85251578479811,4.497543323292084,4.007956056352029,12.511454627669579,2.678597943042673
2024-11-15,59.7590151280219,0.0,9.713320108673669,6.854568912049834,4.498863207356371,4.009132262326911,12.485716356330983,2.6793840252403363
2024-11-18,59.76743862653565,0.0,9.714343384627831,6.855291025134276,4.49933715225777,4.009554615198555,12.474368904055213,2.679666292190701
2024-11-19,59.783475713829006,0.0,9.716470441707942,6.856792062799292,4.500343403336755,4.0104325491148956,12.45223279606183,2.680253033150276
2024-11-20,59.80880764212818,0.0,9.720930252171001,6.862047678122493,4.503526480864741,4.012273317236534,12.410931373830586,2.6814832556464596
2024-11-21,59.820310160563125,0.0,9.722799795869305,6.863367397291473,4.504708923969751,4.013044963581228,12.393769796248888,2.6819989624762233
2024-11-22,59.827097712506664,0.0,9.72390299992281,6.864146153914291,4.505473137106608,4.013500306441687,12.383576412805846,2.6823032773020983
2024-11-26,59.83079492680062,0.0,9.724503920818844,6.864654712944682,4.5057515677897015,4.013748334029004,12.378077498471388,2.682469039145757
2024-11-28,59.83140172415866,0.0,9.724540839882469,6.864680774595351,4.505768673868342,4.013763572218153,12.377365192141838,2.6824792231351866
2024-12-02,59.83474470093828,0.0,9.72491619960903,6.864945745943707,4.506069147872571,4.013918500375868,12.372822940509948,2.6825827647505984
2024-12-03,59.834338048251624,0.0,9.725014659416408,6.865015250011601,4.506114769520226,4.013959139249692,12.372948209020077,2.6826099245303716
2024-12-04,59.84402797429396,0.0,9.72659644332138,6.866785831595188,4.506847693846411,4.014612013942845,12.358083789132504,2.683046253867709
2024-12-05,59.852799315373126,0.0,9.728018641565932,6.867789875590673,4.507738764886541,4.015199020321907,12.345015820180794,2.6834385620810224
2024-12-06,59.85277405845911,0.0,9.72801453649928,6.867786977494336,4.507779061077518,4.01519732597281,12.345010610783628,2.683437429713317
2024-12-09,59.85272770238337,0.0,9.728010431436095,6.867784079400445,4.507840456417528,4.015195631625144,12.345005401390859,2.6834362973465664
