date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,IFAST SECURITIES (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-10-23,40.45408931259408,21.32463622679378,0.0,9.345208228800802,7.77722027094832,5.732563973908681,10.474159558454591,1.442548921224285,3.4495735072754643
2024-10-25,40.45408931259408,22.202709483191168,0.0,9.345208228800802,7.77722027094832,5.732563973908681,9.5960863020572,1.442548921224285,3.4495735072754643
2024-10-29,39.804986423105404,23.45099975314737,0.0,9.195260429523575,7.652431498395458,5.640582572204393,9.442113058504074,1.419402616637867,3.394223648481856
2024-11-08,39.68156010861515,23.57442606763762,0.0,9.195260429523575,7.652431498395458,5.640582572204393,9.442113058504074,1.419402616637867,3.394223648481856
2024-11-11,39.68156010861515,23.94470501110837,0.0,9.195260429523575,7.652431498395458,5.640582572204393,9.071834115033326,1.419402616637867,3.394223648481856
2024-11-13,39.706063974311476,23.897739903668025,0.0,9.200938619241693,7.65715697171792,5.644065703346919,9.077436087439793,1.4202791157218724,3.3963196245523033
2024-11-15,39.95277743258357,23.424878836833603,0.0,9.258108611905058,7.704734683733068,5.679135081396794,9.1338386976513,1.4291040139182305,3.4174226419783773
2024-11-25,40.20257596598725,22.946104789295983,0.0,9.315993497561585,7.7529073402525945,5.7146429911216705,9.190946604976865,1.4380392647242717,3.43878954607978
2024-11-27,40.557587990412515,22.265674277784786,0.0,9.398259114419075,7.821370001261512,5.765106597704049,9.27210798536647,1.4507379841049577,3.469156048946638
2024-12-17,39.798134662067206,22.550146927302926,0.0,9.518333972147694,7.921298070780631,5.838763255397981,9.39057110003833,1.4692730292576979,3.513478983007538
2025-01-07,39.671421293937854,22.796739684156904,0.0,9.488028527763626,7.896077432501274,5.820173204279165,9.36067244014264,1.4645950076413652,3.5022924095771777
2025-01-22,39.671421293937854,22.924095771777893,0.0,9.488028527763626,7.896077432501274,5.820173204279165,9.36067244014264,1.4645950076413652,3.374936321956189
2025-02-18,39.671421293937854,23.433520122261843,0.0,8.978604177279674,7.896077432501274,5.820173204279165,9.36067244014264,1.4645950076413652,3.374936321956189
2025-02-19,40.94498217014773,22.15995924605196,0.0,8.978604177279674,7.896077432501274,5.820173204279165,9.36067244014264,1.4645950076413652,3.374936321956189
2025-03-04,41.26337238920021,21.84156902699949,0.0,8.978604177279674,7.896077432501274,5.820173204279165,9.36067244014264,1.4645950076413652,3.374936321956189
2025-03-05,39.02674054444712,26.078053481088894,0.0,8.491929655504697,7.468079980727535,5.504697663213683,8.853288364249579,1.3852083835220428,3.192001927246447
2025-03-12,39.26764635027704,25.837147675258976,0.0,8.491929655504697,7.468079980727535,5.504697663213683,8.853288364249579,1.3852083835220428,3.192001927246447
2025-03-13,39.24401107499699,25.88178644516673,0.0,8.486818345973274,7.463584928373661,5.501384374623811,8.847959552184905,1.3843746238112435,3.190080654869387
2025-03-14,39.24401107499699,22.9926567954737,0.0,8.486818345973274,7.463584928373661,8.390514024316841,8.847959552184905,1.3843746238112435,3.190080654869387
2025-03-18,39.24401107499699,24.2566510172144,0.0,8.486818345973274,7.463584928373661,8.330323823281569,7.644155531479475,1.3843746238112435,3.190080654869387
2025-04-03,39.24401107499699,24.497411821355485,0.0,8.486818345973274,7.463584928373661,8.330323823281569,7.403394727338389,1.3843746238112435,3.190080654869387
2025-04-08,33.25851866965925,20.761069169557235,14.486839420526424,7.192409712303611,7.090389716384411,7.059783717608652,6.27422974903081,1.173229953070802,2.703529891858804
2025-04-15,33.25851866965925,20.914099163436035,14.486839420526424,7.192409712303611,7.090389716384411,6.906753723729851,6.27422974903081,1.173229953070802,2.703529891858804
2025-04-17,33.25851866965925,20.914099163436035,11.783309528667619,7.192409712303611,7.090389716384411,6.906753723729851,6.27422974903081,3.876759844929606,2.703529891858804
2025-04-28,33.29248366013072,20.833333333333336,11.795343137254902,7.199754901960784,7.097630718954248,6.913807189542484,6.2806372549019605,3.880718954248366,2.7062908496732025
2025-04-29,33.25851866965925,20.914099163436035,11.783309528667619,7.192409712303611,7.090389716384411,6.906753723729851,6.27422974903081,3.876759844929606,2.703529891858804
