date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,IFAST SECURITIES (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-12,0.0,97.23809523809524,0.0,0.0,0.0,0.0,0.0,2.761904761904762,0.0
2024-04-11,44.24083769633508,54.24083769633508,0.0,0.0,0.0,0.0,0.0,1.5183246073298429,0.0
2024-04-18,43.2605221097496,55.194459243473624,0.0,0.0,0.0,0.0,0.0,1.5450186467767715,0.0
2024-04-19,39.179140511830035,51.714147754707874,0.0,0.0,0.0,7.706422018348624,0.0,1.4002897151134719,0.0
2024-04-30,37.56761978361669,53.32302936630603,0.0,0.0,0.0,7.7086553323029365,0.0,1.400695517774343,0.0
2024-05-17,37.56761978361669,53.37132921174652,0.0,0.0,0.0,7.660355486862443,0.0,1.400695517774343,0.0
2024-05-22,34.3187433815743,48.799858806918465,0.0,0.0,0.0,6.997882103776915,8.603953406283091,1.279562301447229,0.0
2024-05-27,33.083303918108015,50.03529827038476,0.0,0.0,0.0,6.997882103776915,8.603953406283091,1.279562301447229,0.0
2024-05-31,31.106600776561947,51.97670314154607,0.0,0.0,0.0,7.033180374161666,8.603953406283091,1.279562301447229,0.0
2024-06-11,29.341687257324388,53.74161666078362,0.0,0.0,0.0,7.033180374161666,8.603953406283091,1.279562301447229,0.0
2024-06-21,27.48615359179962,50.425725386459455,0.0,6.2412168306191615,0.0,6.588410349673472,8.059849549475077,1.1986442919732165,0.0
2024-07-08,27.37301391290031,50.62978513213139,0.0,6.21552646744052,0.0,6.561290853708734,8.026673252654977,1.1937103811640735,0.0
2024-07-18,27.208364205153536,51.617683378612,0.0,6.21552646744052,0.0,6.561290853708734,7.203424713921133,1.1937103811640735,0.0
2024-07-30,27.208364205153536,54.41672841030707,0.0,6.21552646744052,0.0,3.7622458220136656,7.203424713921133,1.1937103811640735,0.0
2024-08-07,27.290689059026917,54.334403556433685,0.0,6.21552646744052,0.0,3.7622458220136656,7.203424713921133,1.1937103811640735,0.0
2024-09-20,26.368119630925868,52.537384664333445,0.0,6.005408845052497,3.34075723830735,3.635062042634426,6.959910913140312,1.1533566656061087,0.0
2024-09-23,26.089723194400253,52.895322939866375,0.0,6.005408845052497,3.34075723830735,3.635062042634426,6.880369074132994,1.1533566656061087,0.0
2024-09-24,43.3174854727945,21.79080824088748,0.0,9.970945589012151,5.54675118858954,6.035393555203381,11.423666138404649,1.9149498151082938,0.0
2024-09-26,42.85525620707871,22.253037506603278,0.0,9.970945589012151,5.54675118858954,6.035393555203381,11.423666138404649,1.9149498151082938,0.0
2024-09-27,42.85525620707871,22.385103011093502,0.0,9.838880084521923,5.54675118858954,6.035393555203381,11.423666138404649,1.9149498151082938,0.0
2024-10-02,40.78170164634913,19.16551464119643,0.0,9.36282518537137,7.791881362322483,5.743370617066733,10.870931255498304,1.82229483473671,4.461480457458841
2024-10-03,40.78170164634913,19.9195676762599,0.0,9.36282518537137,7.791881362322483,5.743370617066733,10.870931255498304,1.4452683172049767,4.0844539399271085
2024-10-04,40.73051336764152,20.020082841722104,0.0,9.351073176854525,7.782101167315175,5.736161666875863,10.8572863060123,1.4434542487762019,4.079327224802309
2024-10-07,40.85872576177285,19.768320322336944,0.0,9.380508687987913,7.806597834298665,5.754218081087887,10.891463107529589,1.4479979853941072,4.092168219592042
2024-10-09,40.58135145337863,20.070466842833774,0.0,9.374606769850258,7.801686170882094,5.750597709827608,10.884610544859695,1.447086951050711,4.089593557317227
