date,CITIBANK N.A.,CHINA CITIC BANK INTERNATIONAL LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-05-17,23.706869979980297,21.15178089418911,18.243228917516074,9.774636671639977,8.378071954296821,5.901027754384916,5.313092880399175,4.059179980869571,3.472110966724057
2024-05-20,23.712216177761864,21.156550887199078,18.24734299542049,9.761228564865164,8.379961315048945,5.8954196613763585,5.3142910497650355,4.060095377082864,3.4728939714802025
2024-05-21,23.67832922988939,21.126316221164434,18.221265856267344,9.747278867330813,8.510894815811426,5.88699456195698,5.306696436826602,4.054293125645501,3.4679308851075104
2024-05-30,23.682431579335365,21.12997642585219,18.224422751298437,9.748967615876918,8.49504402345521,5.8880145033829665,5.3076158396685935,4.054995545440256,3.4685317156900686
2024-06-04,23.682431579335365,21.12997642585219,18.224422751298437,9.748967615876918,8.486381356832606,5.8880145033829665,5.3076158396685935,4.063658212062859,3.4685317156900686
2024-06-05,23.682431579335365,21.12997642585219,18.224422751298437,9.748967615876918,8.486381356832606,5.879351836760364,5.3076158396685935,4.072320878685462,3.4685317156900686
2024-06-06,23.680380226941338,21.12814616498638,18.222844167059087,9.748123168464872,8.485646273585152,5.887504488496737,5.3071560984286466,4.071968137660717,3.4682312743770685
2024-06-07,23.67832922988939,21.126316221164434,18.221265856267344,9.747278867330813,8.48491131767126,5.88699456195698,5.306696436826602,4.080276623785667,3.4679308851075104
2024-06-13,23.682841892463344,21.130342516077864,18.22473850096627,9.74913652291603,8.467470192005703,5.88811651696381,5.307707797474954,4.081054250932953,3.468591810199072
2024-06-18,23.67012879325636,21.1189996146683,18.214955346155875,9.743903124814526,8.462924800490953,5.884955738803725,5.3048585863837605,4.132544147233159,3.4667298481933373
2024-06-19,23.67115353719378,21.11991391331908,18.21574392087063,9.739995694107417,8.463291183410027,5.885210514464981,5.3050882480692865,4.132723056253807,3.466879932310988
2024-06-24,23.659271959771495,21.10931291358669,18.20660064986948,9.735106768320573,8.459043090925432,5.882256472353589,5.302425394454971,4.180842995634088,3.46513975508368
2024-06-28,23.749242198724794,21.135469111536953,18.22916014541293,9.530546415390386,8.469524550291816,5.96146390158143,5.308995541422881,4.181690949306372,3.4339071863324433
2024-07-02,23.752545588601688,21.134553465624442,18.22837040869653,9.530133526240721,8.469157627490413,5.961205634777639,5.308765541320144,4.181509787099613,3.433758420148806
2024-07-03,23.77896240713583,21.127231153450072,18.222054977486707,9.526831700495688,8.466223389201284,5.959140305663189,5.30692625767418,4.180061054337355,3.4325687545557004
2024-07-08,23.81195770028102,21.118085395175594,18.214166839714277,9.522707634297824,8.462558449292548,5.956560655903906,5.304628944581865,4.178251549452505,3.431082831300462
2024-07-16,23.735717609216465,21.05047042735553,18.155849512092434,9.81239389596768,8.435463397515033,5.937489198926126,5.287644814218077,4.164873805269082,3.420097339439569
2024-07-23,23.71525117786205,21.032319385323742,18.22642069579538,9.803933031653374,8.428189809439443,5.932369521606565,5.283085473674917,4.161282588637728,3.4171483160068044
2024-07-24,23.722819642530535,21.039031621469594,18.23223745986987,9.807061850328145,8.430879574616863,5.902348859696476,5.284771512985578,4.162610616749742,3.418238861753198
2024-08-08,23.728755060213974,21.04429555898673,18.23679914124918,9.7844956980713,8.432988969388152,5.903825619471392,5.286093755735966,4.1636520963477075,3.4190941005356015
2024-08-09,23.726708028988966,21.042480110598973,18.235225889842116,9.783651609615582,8.42363467694095,5.920569899927876,5.2856377352263,4.163292906587029,3.4187991422722095
2024-08-20,23.76121521185318,21.042480110598973,18.235225889842116,9.749144426751366,8.42363467694095,5.920569899927876,5.2856377352263,4.163292906587029,3.4187991422722095
2024-08-22,23.786685193253497,21.042117058508378,18.234911272133225,9.74897622189875,8.399334730246261,5.92046775059622,5.285546540565793,4.16322107607154,3.4187401567263325
2024-09-02,23.758370102238775,21.04683771306504,18.239002149336685,9.751163337809986,8.401219063351007,5.9330131237715324,5.286732316659131,4.1641550661490845,3.4195071276187585
2024-09-12,23.758370102238775,21.04683771306504,18.220882126707362,9.751163337809986,8.401219063351007,5.951133146400852,5.286732316659131,4.1641550661490845,3.4195071276187585
2024-09-13,23.759805196264857,21.048109020437558,18.221982735839113,9.751752344387171,8.395686155885011,5.951492617003846,5.287051654977899,4.164406596621646,3.419713678582897
2024-09-17,23.759805196264857,21.048109020437558,18.221982735839113,9.721550482476902,8.395686155885011,5.951492617003846,5.287051654977899,4.194608458531916,3.419713678582897
2024-09-20,23.760010223849935,21.048290648314016,18.222139976569192,9.720771453678639,8.39575860375415,5.951543973492201,5.287097277887011,4.194644654554379,3.4197431879004774
2024-09-23,23.759805196264857,21.048109020437558,18.221982735839113,9.712058468733673,8.395686155885011,5.960984630747075,5.287051654977899,4.194608458531916,3.419713678582897
2024-09-26,23.739320291313945,21.02996204872973,18.20627235516564,9.703685058557692,8.388447677644962,6.014472583303484,5.282493336854996,4.218581331968582,3.416765316460967
2024-10-02,23.756134651126278,21.037217081147364,18.212553255522714,9.70703268940492,8.391341570638868,5.973424299115556,5.284315720571905,4.220036681448002,3.4179440510243935
2024-10-04,23.730960125362394,21.014923809485655,18.19325329793742,9.696746085623667,8.38244921303668,5.915401233024291,5.278715897864817,4.210395382885459,3.5771549547796178
2024-10-07,23.741187233448194,20.98088435608393,18.201093872736223,9.70092500083714,8.386061718121706,5.917950537707347,5.2809908162733645,4.2122098972766695,3.5786965675154248
2024-10-08,23.764333001932282,21.001339048897822,18.02989373496719,9.710382630817605,8.396825745353631,5.892660656641695,5.414690817142501,4.2163164667641215,3.5735578974831483
2024-10-09,23.754905386364005,20.99300754845319,18.02274104497348,9.748788937093808,8.393494616930436,5.8903229626133955,5.412542739877258,4.212056542443378,3.5721402212510522
2024-10-10,23.755520002842605,20.993550705673343,18.023207351761723,9.74645384543039,8.393711783870094,5.890475364380451,5.412682779919723,4.2121655220127625,3.572232644108906
2024-10-14,23.729937899146925,20.970942941624028,18.003798323487608,9.843647069420136,8.384672671898604,5.884131964969686,5.406853911002892,4.20762947922546,3.5683857392246616
2024-10-21,23.758838301036192,20.96299659069267,17.99697628882879,9.839917095318553,8.381495535244285,5.881902338116463,5.404805135288275,4.206035115990383,3.5670335994843905
2024-10-22,23.759494873811246,20.96281606179544,17.99682130267169,9.83983235603167,8.381423355575718,5.881851684416352,5.404758590248466,4.205998894504684,3.567002880944734
2024-10-23,23.759699487322887,20.96299659069267,17.99697628882879,9.839917095318553,8.380634348957592,5.881902338116463,5.404805135288275,4.206035115990383,3.5670335994843905
2024-10-25,23.760517976612732,20.963718737376457,17.9975962601525,9.840256067061853,8.377478186584073,5.882104961641657,5.404991323464574,4.206180008172078,3.567156478934076
2024-10-29,23.75560788657409,20.95938660342859,17.993877072792884,9.838222586843107,8.396411899734366,5.8808894298503525,5.403874386784892,4.205310804791108,3.5664193292006097
2024-11-01,23.756221536846983,20.959928022253585,17.99434188714867,9.838476725908041,8.394045613546096,5.881041343849806,5.404013978623921,4.205419435567272,3.566511456255622
2024-11-08,23.735171002786977,20.941355301080588,17.97839699009527,9.829758791151619,8.38488700361441,5.910242006343918,5.455144768883083,4.2016929875322715,3.5633511485118645
2024-11-12,23.717827278737527,20.926053069319934,17.96525984622506,9.822576006417254,8.37876001315121,5.978995115320029,5.451158594715213,4.198622733532091,3.560747342581677
2024-11-14,23.715788506866378,20.924254276881214,17.963715562003664,9.821731662986096,8.386635726414902,5.9784811640665865,5.4506900160095215,4.198261822145644,3.5604412626259956
2024-11-15,23.724965741569733,20.93235127911397,17.9706669325562,9.825532351992853,8.389881080218364,5.980794640795237,5.4527992548213655,4.161189681955444,3.561819036976833
2024-11-18,23.67468023478946,20.887984770700907,17.932577769278726,10.016658815723687,8.372098571002523,5.96811823515836,5.441241945239276,4.152369962920009,3.55426969518705
2024-11-22,23.657019061308674,20.872402455795665,17.91920017077264,10.009186446623538,8.365853034260553,5.963666053736704,5.437182810459301,4.2238717363344485,3.5516182307084727
2024-11-26,23.641612459141108,20.8588093314851,17.90753031551841,10.00266797727605,8.36040478360999,5.959782224159021,5.433641852392861,4.286245812353236,3.549305244064222
2024-11-27,23.6314874757487,20.849876138013983,17.899861065066183,9.998384138881999,8.356824276580948,5.957229830740582,5.431314788889437,4.327237101473209,3.547785184604959
2024-11-28,23.63958676842926,20.85702208045068,17.905995939726786,10.001810915954607,8.359688436772537,5.924998261700618,5.433176280179844,4.328720188808231,3.549001127977435
2024-12-03,23.63938421845037,20.85684337219222,17.906699341988098,10.001725217900333,8.359616808840416,5.924947494811815,5.433129727346597,4.328683099235073,3.5489707192350743
2024-12-05,23.63958676842926,20.85702208045068,17.906852772447206,10.000954083234188,8.359688436772537,5.924998261700618,5.433176280179844,4.328720188808231,3.549001127977435
2024-12-06,23.640802141197952,20.85809439431644,17.90777341041968,9.996326997715009,8.360118230143305,5.925302881303844,5.433455613933142,4.328942739595278,3.5491835913753467
2024-12-10,23.630677851714083,20.849161813075384,17.9001043186124,9.992046021642546,8.399363459038852,5.922765341279117,5.43112870991336,4.327088848631976,3.5476636360922784
2024-12-11,23.631285064539032,20.84969755219052,17.90056427888008,9.992302776803355,8.397009693242122,5.922917532388359,5.431268267950048,4.327200037310526,3.547754796695963
2024-12-13,23.6314874757487,20.849876138013983,17.899861065066183,9.992388364789234,8.397081616918086,5.922968264496207,5.431314788889437,4.327237101473209,3.547785184604959
2024-12-17,23.63168989042586,20.85005472689679,17.900014385698345,9.991617407748551,8.397153541826171,5.923018997473145,5.431361310625772,4.327274166270835,3.5478155730345287
2024-12-18,23.62137116108847,20.840950592897304,17.89219838081516,9.987254588324658,8.393486941807112,5.920432723271911,5.428989717753751,4.325384670805319,3.589931223236316
2024-12-27,23.640194439192637,20.857558223601302,17.906456224854793,9.996926890453992,8.400175500989047,5.852317914189339,5.4333159434662655,4.320262913882799,3.5927919493698237
2025-01-03,23.645056930211837,20.861848361307466,17.910139357952662,9.998983132730233,8.40190331156346,5.832952918702597,5.434433508300495,4.3211515376914305,3.5935309415398167
2025-01-07,23.64465164622761,20.861490782425456,17.909832372325248,10.000525779500247,8.401759300201626,5.8328529399879905,5.434340360338503,4.321077471745351,3.5934693472479644
2025-01-21,23.639991878800306,20.85737950615514,17.9063027938495,10.018262417143392,8.400103524303342,5.831703431061206,5.433269388239658,4.32022589582218,3.5927611646252777
2025-01-22,23.642017638944036,20.85059761015921,17.90783722223286,10.019120902916912,8.400823346670878,5.832203161875044,5.433734976410469,4.3205961049777715,3.593069035812821
2025-01-27,23.958899917588653,20.854171684976706,17.91090686806501,10.020838315932217,8.402263361567858,5.833202880484607,5.417525037840611,4.0085069970365605,3.5936849365077808
2025-02-06,23.957873241602734,20.853278051406345,17.910139357952662,10.020408907483032,8.40190331156346,5.8372380736531575,5.417292888498254,4.008335226300533,3.5935309415398167
2025-02-07,23.957873241602734,20.853278051406345,17.910139357952662,10.020408907483032,8.380477536810659,5.858663848405959,5.417292888498254,4.008335226300533,3.5935309415398167
2025-02-14,23.95684665360236,20.852384494419873,17.909371913615495,10.024264507166809,8.380118435750648,5.8584128063395635,5.417060759050963,4.00816347028516,3.5933769597691323
2025-02-21,23.95130459830854,20.847560609642922,17.905228850429506,10.021945544701426,8.378179821691324,5.880191043234398,5.415807603713336,4.007236242094397,3.5925456861841516
2025-02-27,23.897454706760684,20.800688888177447,17.86497239476223,9.999413131969352,8.350794402604036,6.037944501775329,5.403631204264739,4.060632229980117,3.5844685397060676
2025-03-06,23.897250416414145,20.800511070916432,17.864819673836667,10.001037375480214,8.350723014805489,6.037038023294914,5.403585010655218,4.060597517163393,3.5844378974335283
2025-03-07,23.897250416414145,20.800511070916432,17.864819673836667,10.002747100210685,8.350723014805489,6.035328298564442,5.403585010655218,4.060597517163393,3.5844378974335283
2025-03-10,23.904811486178552,20.80709233497828,17.87047208763025,10.005056828066863,8.353365176485095,6.006453088972853,5.405294700369789,4.061882286774015,3.585572010544301
2025-03-11,23.91544594548524,20.816348721578727,17.8784220690939,9.965021056961827,8.35708131212978,6.009125161119883,5.40769933704994,4.06368928374248,3.5871671128382214
2025-03-14,23.914832161802153,20.81581447541765,17.87796322405416,9.964765307295258,8.356866829817413,6.011537412409988,5.407560549856772,4.063584990216816,3.5870750491297962
2025-03-24,23.916673607374285,20.817417296174945,17.879339829835665,9.957832581063295,8.35751030978485,6.012000301669461,5.407976932809544,4.0638978868550435,3.5873512544329094
2025-03-25,23.91708285601338,20.817773512086813,17.87964577102186,9.957147402062587,8.356797746971393,6.012103175630201,5.408069471062828,4.063967425985231,3.587412639165708
2025-04-03,23.93653831226793,20.834707821522453,17.894190047522436,9.88390164754057,8.363595620858153,6.016993747404171,5.412468688962823,4.067273278164285,3.590330835757178
2025-04-09,23.903380646569143,20.8058469115669,17.86940243772665,9.864224576252527,8.40331499767482,6.008658813397197,5.404971162584841,4.061639159901082,3.6785612943268453
2025-04-25,23.912990999769505,20.814211901457213,17.8765868302377,9.828840916915135,8.406693550122093,6.0102191689807,5.407144231017222,4.063272141757341,3.680040259743093
2025-04-29,23.91646898830673,20.817239192790417,17.880897962888728,9.820003859385418,8.407916248855328,6.002537817549629,5.407930664870468,4.066429767762274,3.680575497591007
2025-04-30,23.915650547047665,20.816526809726533,17.8802860638392,9.8196678107686,8.407628523039106,6.005754488093057,5.4077456010308,4.066290611187754,3.6804495452672836
