date,DL SECURITIES (HK) LTD,ZINVEST GLOBAL LTD,YUANTA SECURITIES (HONG KONG) CO LTD,PRUDENTIAL BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-08,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,73.07499057907299,0.0,26.925009420927022,0.0,0.0
2024-04-05,0.0,0.0,73.09029231928972,0.0,26.909707680710277,0.0,0.0
2024-04-08,0.0,0.0,73.18223750419322,0.0,26.817762495806775,0.0,0.0
2024-04-12,0.0,0.0,73.24366291757596,0.0,26.756337082424036,0.0,0.0
2024-05-09,0.0,0.0,73.3205898416166,0.0,26.679410158383398,0.0,0.0
2024-05-10,0.0,0.0,73.39767852636892,0.0,26.602321473631086,0.0,0.0
2024-05-14,0.0,0.0,73.47492948259168,0.0,26.525070517408327,0.0,0.0
2024-05-17,0.0,0.0,73.62992026325782,0.0,26.370079736742184,0.0,0.0
2024-05-27,0.0,0.0,73.76997210246006,0.0,26.23002789753994,0.0,0.0
2024-06-03,0.0,0.0,73.80116711772666,0.0,26.198832882273344,0.0,0.0
2024-06-04,0.0,0.0,73.8480091397622,0.0,26.1519908602378,0.0,0.0
2024-06-27,0.0,0.0,73.94187179595814,0.0,26.058128204041857,0.0,0.0
2024-06-28,0.0,0.0,50.54684869614328,22.617922735220965,16.365275379318582,0.0,10.469953189317172
2024-07-03,0.0,0.0,50.55416957842559,22.621198570492325,16.35316226070773,0.0,10.471469590374358
2024-07-10,0.0,0.0,44.598621984993244,19.956302166684235,14.426673566324558,11.780526993314359,9.237875288683602
2024-07-18,0.0,0.0,44.60204130528535,19.957832191288514,14.420112766942994,11.781430191512131,9.23858354497101
2024-08-01,0.0,0.0,44.57356297987135,19.945089150318452,14.372595655019394,11.773907768927483,9.33484444586333
2024-10-04,0.0,0.0,44.58494994491546,19.95018441346937,14.376267343647713,11.751369130302885,9.337229167664574
2024-10-08,0.0,0.0,44.596342729377945,19.95528228060369,14.379940908727939,11.728818973089515,9.33961510820091
2024-10-14,0.0,0.0,44.60204130528535,19.957832191288514,14.369000271535132,11.73031769610427,9.340808535786733
2024-10-28,0.0,0.0,44.88883887665375,20.086163936534472,14.461395019853072,11.162730882376582,9.400871284582122
2024-11-18,0.0,0.0,44.83694343197547,20.06294256490952,14.560285168355305,11.149825783972126,9.390003050787584
2024-11-27,0.0,0.0,44.89461245357643,20.08874740751459,14.579012524317111,11.03554719529253,9.402080419299345
2024-12-11,0.0,39.139326216499185,27.32316363173808,12.226147026878932,8.872885253280364,6.716308378751259,5.7221694928521805
2024-12-13,0.0,39.01999039206267,27.376738987637133,12.250120099216659,8.890283238070962,6.729477739977844,5.733389543034736
2024-12-27,86.16954835539403,5.3966409029041245,3.7863266475551454,1.6942469367283177,1.2295663243099146,0.9307171647621586,0.7929536683463146
2025-01-13,86.15739863270028,5.3958799880368735,3.7857927835663734,1.6940080515206215,1.2359005520337722,0.9360089305881049,0.7950110615539754
2025-01-14,86.15926759779701,5.3959970378958975,3.785874906688569,1.6940447987062623,1.2359273617452011,0.9338599898750488,0.7950283072919985
2025-01-15,86.16300577125567,5.396231152849197,3.7860391636221347,1.6941182978605707,1.2338116455006958,0.9317311678989869,0.795062801012756
2025-02-04,86.16300577125567,5.396231152849197,3.7860391636221347,1.6941182978605707,1.2348963150791579,0.9306464983205247,0.795062801012756
2025-02-07,86.16207119748121,5.397257280019871,3.785998098052524,1.694099922474083,1.2348829206797876,0.9306364039905646,0.7950541773019624
2025-02-17,86.14338397857831,5.396086698499891,3.785176973696517,1.6937324984363982,1.2563035450587066,0.9304345633667418,0.7948817423634285
2025-02-24,86.13777939346228,5.395735623051047,3.784930705839967,1.6936223023016186,1.2562218085419288,0.9368801403368376,0.7948300264663218
2025-02-26,86.13217553757998,5.395384593281954,3.7846844700262587,1.693512120504874,1.2626457714784638,0.9368191898303072,0.7947783172981657
2025-02-27,86.13404340852357,5.395501598130008,3.7847665450708985,1.693548846177513,1.2626731533405133,0.9368395057846316,0.792626942972877
2025-03-07,86.13404340852357,5.395501598130008,3.7847665450708985,1.693548846177513,1.2626731533405133,0.9433453356859137,0.7861211130715948
2025-03-12,86.13591136048257,5.395618608052928,3.7848486236753907,1.6935855734430603,1.2627005363902,0.9411971366137343,0.7861381613421167
2025-03-17,86.11256778265323,5.394156348689497,3.7838228969253795,1.6931265970879035,1.2623583336111173,0.9680429299396545,0.7859251110932245
2025-04-03,86.12190369530553,5.3947411573161705,3.7842331209027518,1.6933101577739536,1.2624951924627572,0.9573063589047786,0.7860103173340481
2025-04-07,86.129373883057,5.39520909552453,3.7845613641335154,1.6934570349823905,1.2539307313050883,0.9573893953673954,0.7860784956300813
