date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-19,0.0,0.0,1.860884350238893,0.0,0.0,0.0,0.17672693093066297,2.037611281169556
2024-03-21,14.119012862425018,0.0,1.860884350238893,0.0,0.0,0.0,0.11812239311127862,16.09801960577519
2024-03-28,14.119012862425018,0.0,1.8593621544513765,0.0,0.0,0.0,0.11964458889879509,16.09801960577519
2024-04-03,14.113685177168712,0.0,1.8593621544513765,0.0,0.0,0.0,0.11964458889879509,16.09269192051888
2024-04-17,14.113685177168712,0.0,1.8631676439201679,0.0,0.9673554229667212,0.0,0.11964458889879509,17.063852832954392
2024-04-19,14.113685177168712,0.0,1.886000580732915,0.0,0.9673554229667212,0.0,0.11964458889879509,17.08668576976714
2024-04-22,14.099985415081061,0.0,1.8563177628763436,1.3007163004328295,0.9673554229667212,0.0,0.11964458889879509,18.34401949025575
2024-04-26,14.099224317187304,0.0,1.8563177628763436,1.3007163004328295,0.9673554229667212,0.0,0.11964458889879509,18.343258392361996
2024-04-29,14.099224317187304,0.0,1.8555566649825852,1.3007163004328295,0.9673554229667212,0.0,0.11964458889879509,18.342497294468235
2024-05-03,14.095418827718511,0.0,1.8555566649825852,1.3007163004328295,0.9673554229667212,0.0,0.11964458889879509,18.338691804999442
2024-05-06,14.043664170942952,0.0,1.8555566649825852,1.3007163004328295,0.9673554229667212,0.0,0.11964458889879509,18.286937148223885
2024-05-07,13.94928803211693,0.0,1.8555566649825852,1.3174604540955108,0.9635499334979298,0.0,0.19727657406213542,18.283131658755092
2024-05-09,13.915799724791569,0.0,1.8555566649825852,1.3174604540955108,0.9635499334979298,0.0,0.2307648813874979,18.283131658755092
2024-05-10,13.915799724791569,0.0,1.8555566649825852,1.3303991182894008,0.9635499334979298,0.0,0.2307648813874979,18.29607032294898
2024-05-14,13.903622158491435,0.0,1.8555566649825852,1.3303991182894008,0.9635499334979298,0.6043117276440414,0.24446464347514618,18.90190424638054
2024-05-16,13.773474418658777,0.0,1.8555566649825852,1.3303991182894008,0.9742053040105453,0.6476943075882609,0.32057443285097004,18.90190424638054
2024-05-17,13.761296852358646,0.0,1.8555566649825852,1.3303991182894008,0.9742053040105453,0.6476943075882609,0.3327519991511018,18.90190424638054
2024-05-20,13.660070832488799,0.0,1.8738230144327832,1.3303991182894008,0.9970382408232923,0.6476943075882609,0.39516202643927745,18.904187540061816
2024-05-21,13.622015937800889,0.0,1.8738230144327832,1.3303991182894008,0.9970382408232923,0.6476943075882609,0.43321692112718935,18.904187540061816
2024-05-22,13.622015937800889,0.0,1.8738230144327832,1.3303991182894008,0.9970382408232923,0.6400833286506785,0.44082790006477174,18.904187540061816
2024-05-29,13.605271784138207,0.0,1.8905671680954643,1.3303991182894008,0.9970382408232923,0.6400833286506785,0.44082790006477174,18.904187540061816
2024-06-05,13.605271784138207,0.0,1.8905671680954643,1.3303991182894008,0.9970382408232923,0.6400833286506785,0.4370224105959805,18.900382050593024
2024-06-11,13.594616413625591,0.0,1.8905671680954643,1.3303991182894008,0.9970382408232923,0.6400833286506785,0.4583331516212112,18.91103742110564
2024-06-12,13.594616413625591,0.0,1.8905671680954643,1.3303991182894008,0.9970382408232923,0.6400833286506785,0.45604985793993646,18.908754127424366
2024-06-20,13.30539921399746,0.0,1.8981781470330468,1.585366912698411,0.9970382408232923,0.6400833286506785,0.47888279475268364,18.904948637955574
2024-06-21,13.30159372452867,0.0,1.8981781470330468,1.585366912698411,1.0008437302920836,0.6400833286506785,0.47888279475268364,18.904948637955574
2024-06-25,13.22776722883412,0.0,1.8981781470330468,1.585366912698411,1.0084547092296658,0.6400833286506785,0.5450983115096504,18.904948637955574
2024-06-26,13.220917347790294,0.0,1.8981781470330468,1.585366912698411,1.0084547092296658,0.6400833286506785,0.5519481925534745,18.904948637955574
2024-06-27,13.214067466746474,0.0,1.8981781470330468,1.585366912698411,1.0084547092296658,0.6400833286506785,0.5587980735972987,18.904948637955574
2024-07-04,13.214067466746474,0.0,1.9134001049082114,1.5701449548232458,1.0084547092296658,0.6400833286506785,0.5587980735972987,18.904948637955574
2024-07-17,13.214067466746474,0.0,1.9042669301831128,1.5701449548232458,1.0084547092296658,0.6400833286506785,0.5679312483223975,18.904948637955574
2024-07-18,13.197323313083793,0.0,1.9042669301831128,1.5701449548232458,1.0350931355112043,0.6400833286506785,0.5580369757035404,18.904948637955574
2024-07-24,13.197323313083793,0.0,1.9270998669958597,1.5914556958484767,1.0350931355112043,0.6400833286506785,0.5138932978655626,18.904948637955574
2024-08-02,13.197323313083793,2.2170781645177486,1.9286220627833763,1.5914556958484767,1.0350931355112043,0.6400833286506785,0.5116100041842879,21.121265704579564
2024-08-08,13.197323313083793,2.2170781645177486,1.927860964889618,1.5914556958484767,1.0350931355112043,0.6400833286506785,0.5116100041842879,21.120504606685806
2024-08-09,13.186667942571177,2.2170781645177486,1.9202499859520357,1.5914556958484767,1.0541205828551603,0.6400833286506785,0.5039990252467055,21.113654725641982
