date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,0.0,16.84279000512451,0.0,8.282898053582612,1.7713625506939372,7.336901482578891,4.027473689203002,2.758128119117656,0.0,1.2474939758324155,42.26704787613302
2024-03-04,0.0,16.81827206008458,0.0,8.22920064458202,1.7713625506939372,7.338569641882037,4.045005753404692,2.7590894985105705,0.0,1.2921893777902647,42.2536895269481
2024-03-05,0.0,16.869718040904345,0.0,8.246557912530452,1.7713625506939372,7.338576791048795,4.078391837776805,2.758163078368307,0.0,1.260734285107509,42.323504496430154
2024-03-06,0.0,16.861665011460346,0.0,8.143026091726252,1.770663365680909,7.34127231533046,4.13044616199678,2.7574813729806045,0.0,1.2564168176520578,42.260971136827415
2024-03-07,0.0,16.7883872757624,0.0,8.163617090359942,1.7715373469471947,7.338283299399764,4.126216092667956,2.771587430618455,0.0,1.252868453710938,42.21249698946665
2024-03-08,0.0,16.846632690996863,0.0,8.186725155040536,1.7715373469471947,7.33647756670549,4.103754774124415,2.772111819378227,0.0,1.2538123534785264,42.27105170667125
2024-03-11,0.0,16.81135656095772,0.0,8.193542208917565,1.7715373469471947,7.334869441175525,4.092672691667913,2.776918716342798,0.0,1.2599826612185034,42.240879627227216
2024-03-12,0.0,16.79431623357569,0.0,8.217139703107277,1.7732853094797658,7.3347907828615595,4.099192591914404,2.7768487978414953,0.0,1.2639330565421145,42.259506475322304
2024-03-13,0.0,16.79526013334328,0.0,8.209868178971782,1.7732853094797658,7.334415416647502,4.104401520261466,2.773859781910798,0.0,1.2725155525770397,42.26360589319164
2024-03-14,0.0,16.803047306425885,0.0,8.178160138630936,1.7715373469471947,7.334402586602513,4.077150784378679,2.7736675060322153,0.0,1.2934736233425703,42.231439292359994
2024-03-15,0.0,16.82374318281153,0.0,8.130126128235876,1.7717995413270804,7.334402586602513,4.084754421395365,2.7736675060322153,0.0,1.2518363080548927,42.170329674459474
2024-03-18,0.0,16.915236960450166,0.0,8.119865588169683,1.7717995413270804,7.3371294081533245,4.010937963644877,2.774104496665358,0.0,1.2464700630798984,42.17554402149039
2024-03-19,0.0,16.934901538941595,0.0,8.095254275711078,1.7717995413270804,7.338675166380128,4.007389599703757,2.770975643732055,0.0,1.266256998948606,42.1852527647443
2024-03-20,0.0,16.932929819725224,0.0,8.09357623167981,1.7712926321926348,7.338620612469486,4.011112759898134,2.770975643732055,0.0,1.2718504790528344,42.19035817875018
2024-03-21,0.0,16.924696916196815,0.0,8.082459189972656,1.7712926321926348,7.338562090683896,4.019468020803825,2.770975643732055,0.0,1.270539507153406,42.17799400073529
2024-03-22,0.0,16.962179114789066,0.0,8.07938277591533,1.7712926321926348,7.335240961872011,4.0181570489043965,2.7683362203078725,0.0,1.250105825147647,42.18469457912896
2024-03-25,0.0,16.90613559047726,0.0,8.09813841388982,1.7711178359393773,7.3386403032674155,4.018174528529722,2.7684236184345012,0.0,1.253828985342024,42.15445927588012
2024-03-26,0.0,16.915854262158355,0.0,8.091408758139421,1.7711178359393773,7.335109418951621,4.009679430621425,2.770189060592398,0.0,1.2477111164780241,42.14106988288062
2024-03-27,0.0,16.904358786562902,0.0,8.08745836281581,1.772865798471949,7.338960827157013,4.0188562339174245,2.770451254972284,0.0,1.251574113675007,42.14452537757239
2024-03-28,0.0,16.891249067568616,0.0,8.074977910333251,1.772865798471949,7.339150009141913,4.0250964601587045,2.7859207233855403,0.0,1.2584785656786637,42.147738534738636
2024-04-02,0.0,16.779976403428734,0.0,8.127801338067556,1.7754702626454801,7.387916302220557,4.11735392262782,2.7864101528946605,0.0,1.2409290218516473,42.21585740373646
2024-04-03,0.0,16.733998145548792,0.0,8.127661501064951,1.7756275792734115,7.346110011394856,4.144657097386585,2.772880922892558,0.0,1.2721126734327202,42.173047930993874
2024-04-05,0.0,16.717019748479295,0.0,8.15213297652095,1.7743865258752858,7.338564494132378,4.1688139395867205,2.771482552866501,0.0,1.2455086836869844,42.16790892114811
2024-04-08,0.0,16.78129427978017,0.0,8.179401192029061,1.7700515787945088,7.337204395745972,4.176295219226126,2.775153274184901,0.0,1.229619704265911,42.249019644026646
2024-04-09,0.0,16.778812172983915,0.0,8.179401192029061,1.7722365319602231,7.335945862722521,4.176295219226126,2.773055719145815,0.0,1.2927744383295416,42.308521136397204
2024-04-10,0.0,16.69351638207196,0.0,8.168423987324513,1.7722365319602231,7.335962057595386,4.182308210338171,2.7713252362385696,0.0,1.3063561072076209,42.23012851273644
2024-04-11,0.0,16.696609401773348,0.0,8.21491979069091,1.7722365319602231,7.358703050144139,4.243574297104797,2.7729858006445127,0.0,1.2293758372731791,42.288404709591106
2024-04-12,0.0,16.733271159191684,0.0,8.229462838961906,1.7725861244667371,7.334574586115719,4.209873579476821,2.771237838111941,0.0,1.250298948788058,42.301305075112865
2024-04-15,0.0,16.775152341472094,0.0,8.19931048527505,1.7724987263401086,7.334573615996513,4.193285415042719,2.7728634432672323,0.0,1.2467156255962868,42.29439965299001
2024-04-16,0.0,16.775152341472094,0.0,8.215549057202637,1.7751206701389657,7.3377690663023065,4.20457725300313,2.7724264526340896,0.0,1.2305644517953276,42.31115929254855
2024-04-17,0.0,16.772285682918678,0.0,8.215269383197427,1.7751206701389657,7.33441297823977,4.217512175744158,2.7756601833193466,0.0,1.2384827220678758,42.32874379562622
2024-04-18,0.0,16.81081366127473,0.0,8.242030689571093,1.7838604828018225,7.33281130269155,4.242123488202763,2.775992296200535,0.0,1.247869280867784,42.43550120161028
2024-04-19,0.0,16.818679492671297,0.0,8.234933961688853,1.7838604828018225,7.384253840025123,4.244238522867174,2.7759573369498836,0.0,1.2520818705712808,42.49400550757544
2024-04-22,0.0,16.802257576953668,0.0,8.225617321390247,1.7838604828018225,7.376772368109839,4.266105534149641,2.775432948190112,0.0,1.246470910841727,42.47651714243706
2024-04-23,0.0,16.815995391324783,0.0,8.248917661949424,1.783843003176497,7.376947164363097,4.276366074215835,2.775432948190112,0.0,1.2321725773252932,42.509674820545044
2024-04-24,0.0,16.810192330512898,0.0,8.251452207621652,1.783843003176497,7.400096594577023,4.275771766954761,2.7759748165752094,0.0,1.2390071108276473,42.53633783024569
2024-04-25,0.0,16.82065388627034,0.0,8.254021712544532,1.783843003176497,7.400358788956909,4.282361585702555,2.775747581445975,0.0,1.252676177832355,42.569662735929164
2024-04-26,0.0,16.829970526568943,0.0,8.240107930785264,1.7838080439258455,7.351730471300774,4.292464809140817,2.775450427815438,0.0,1.2921626514431417,42.56569486098022
2024-04-29,0.0,16.8264746015038,0.0,8.28408666810476,1.7838080439258455,7.372338949559791,4.173253764419452,2.7716923083704095,0.0,1.3130158444567177,42.52467018034078
2024-04-30,0.0,16.812552079931873,0.0,8.167934557815395,1.7831787774141197,7.3834287667505,4.192446393027085,2.7696821514579524,0.0,1.3983261609373183,42.50754888733424
2024-05-02,0.0,16.890616086636506,0.0,8.08375268224676,1.7819552036413198,7.385578760665562,4.267189270919836,2.775205713060878,0.0,1.3343942302928302,42.518691947463694
2024-05-03,0.0,17.068637330766233,0.0,7.872791084190724,1.7787214729560625,7.39061204499754,4.389232014943967,2.7757126221953237,0.0,1.2439896081082404,42.51969617815809
2024-05-06,0.0,17.06491214293532,0.0,7.872791084190724,1.7785816359534572,7.390664483873517,4.389232014943967,2.7835784535918946,0.0,1.236036378585041,42.51579619407392
2024-05-07,0.0,17.053550386473606,0.0,7.872791084190724,1.7780572471936855,7.356089426646936,4.389232014943967,2.7823723594444205,0.0,1.239444905523555,42.471537424416894
2024-05-08,0.0,16.989234105087643,0.0,7.967093662822947,1.7801548022327713,7.367993051493747,4.366036552136745,2.784679669987415,0.0,1.231248709208328,42.4864405529696
2024-05-09,0.0,16.993622365025665,0.0,7.938899027172572,1.7778474916897773,7.385227962064901,4.3987409311211545,2.7903605482182714,0.0,1.2427225362878176,42.527420861580154
2024-05-10,0.0,17.0137326739629,0.0,7.938339679162149,1.7819552036413198,7.390262094158706,4.28274613745972,2.795447119188054,0.0,1.2895854117860552,42.4920683193589
2024-05-13,0.0,17.003839206028545,0.0,7.902541406495087,1.776256845785137,7.357138204166478,4.341949628437912,2.796373539330317,0.0,1.2691167705296447,42.44721560077312
2024-05-14,0.0,17.018460912613502,0.0,7.651446588691215,1.7699292214172289,7.358536574192535,4.356702432212814,2.7860256011374944,0.0,1.2452324881272128,42.186333818392
2024-05-16,29.286972396230222,16.989654490076727,0.0,7.948145748969873,1.781570651884154,7.356089426646936,4.172432222029143,2.789573965078614,0.0,1.2462709002289374,71.5707098011446
2024-05-17,29.286972396230222,16.998400700282453,0.0,7.832168434933765,1.781570651884154,7.350845539049223,4.142419705344893,2.7900459149624086,0.0,1.2361319833957598,71.41855532608288
2024-05-20,29.286972396230222,16.95905057648902,0.0,8.12138631557302,1.7765889586663257,7.359868512902542,3.7985779955627845,2.7712902769879184,0.0,1.2359871297406857,71.30972216215253
2024-05-21,29.286972396230222,16.945818500117454,0.0,8.112349349279626,1.8008856378690672,7.3508315466091485,4.153466828550744,2.770783367853473,0.0,1.2373562913128235,71.65846391782256
2024-05-22,29.286972396230222,16.951726613477547,0.0,7.997752925644249,1.8073530992395812,7.353103897901492,4.2424206418332995,2.7711504399853126,0.0,1.2599050079829939,71.6703850222947
2024-05-23,29.286972396230222,16.87674339947638,0.0,7.990883432891242,1.8059197699628728,7.353156336777469,4.210345529360615,2.7682138629305926,0.0,1.2317278519579438,71.52396257958735
2024-05-24,29.286972396230222,16.976132549078386,0.0,8.009866305994967,1.8122648739561067,7.35327846691962,4.085925556292187,2.773807343034821,0.0,1.2437538341820347,71.54200132568835
2024-05-27,29.286972396230222,16.98669024277512,0.0,8.039074759914234,1.8159355952745067,7.3513557081337915,4.0672573164443255,2.7841378016023177,0.0,1.2345595512607093,71.56598337163523
2024-05-28,29.286972396230222,16.966457113250534,0.0,8.076341321108655,1.8181205484402208,7.351329951905873,3.986151854933015,2.7855536512537005,0.0,1.2295603784175553,71.50048721553978
2024-05-29,29.286972396230222,17.01879111147572,0.0,8.122539970844517,1.815498604641364,7.35505311210025,3.8354600050000394,2.7940137899113457,0.0,1.2385721216116041,71.46690111181506
2024-05-30,29.286972396230222,17.03396342625844,0.0,8.142728938095715,1.815498604641364,7.357482780020525,3.9126325508130644,2.799117840506454,0.0,1.2342623976301723,71.58265893419595
2024-05-31,29.286972396230222,17.026432329686855,0.0,8.192843023904537,1.814624623375078,7.358601476041371,3.875680622874506,2.798331257366797,0.0,1.2394713259772348,71.5929570554566
2024-06-03,29.286972396230222,17.062051331316574,0.0,8.242467680204237,1.8181205484402208,7.353812058702125,3.8031926166487726,2.7981564611135394,0.0,1.2486306496479087,71.6134037423036
2024-06-04,29.286972396230222,16.334094855001915,0.0,8.3487612818099,1.8183652631947809,7.545458539676058,3.8542156429745305,2.8002540161526253,0.0,1.2519086562241157,71.24003065126414
2024-06-05,29.286972396230222,16.333920058748657,0.0,8.400151380267497,1.8314749821890657,7.5263374551748825,3.8257762925695946,2.7999743421474137,0.0,1.257016202744289,71.26162311007162
2024-06-06,29.286972396230222,16.298611215590718,0.0,8.360769784408664,1.8306010009227804,7.375319863684149,3.8018816447493444,2.811423496735756,0.0,1.2596373774396319,71.02521677976127
2024-06-07,29.286972396230222,16.314430276510485,0.0,8.414572071161212,1.8306010009227804,7.353110269224923,3.877341187280449,2.8128393463871393,0.0,1.2533665618540322,71.14323310957124
2024-06-11,29.286972396230222,16.313486376742897,0.0,8.404154214467086,1.8368062679134083,7.35530721341361,3.814222260229298,2.8110214653532646,0.0,1.2677348138717686,71.08970500822156
2024-06-12,29.286972396230222,16.31523092200872,0.0,8.417368811213324,1.8366314716601513,7.357479616208342,3.9101329643914875,2.8106194339707735,0.0,1.2538096703560389,71.18824528603905
2024-06-13,29.286972396230222,16.314758972124924,0.0,8.45898779911385,1.8378550454329512,7.353760432628725,3.959145833804788,2.8106194339707735,0.0,1.2738622965296975,71.29596220983593
2024-06-14,29.286972396230222,16.313423878342544,0.0,8.485347074105023,1.8378550454329512,7.351028454588443,3.938240201915235,2.8128393463871393,0.0,1.3132613720138555,71.33896776901541
2024-06-17,29.286972396230222,16.314629972490017,0.0,8.511007164083171,1.8383794341927229,7.3518674766040775,4.006865210943985,2.812349916878019,0.0,1.2727086412582003,71.39478021268042
2024-06-18,29.286972396230222,16.3441771815481,0.0,8.524414036707993,1.8357574903938658,7.371808661426471,3.9704027125145473,2.8107767505987047,0.0,1.2766843820385338,71.42099361145844
2024-06-19,29.286972396230222,16.364243546707264,0.0,8.542645285922712,1.8376452899290427,7.359679837826777,3.959320630058045,2.8092035843193903,0.0,1.2767018616638597,71.43641243265732
2024-06-20,29.286972396230222,16.365580816702995,0.0,8.627508866879051,1.838117239812837,7.358657201086909,3.938345079667189,2.809011308440808,0.0,1.2767018616638597,71.50089477048387
2024-06-21,29.286972396230222,16.359859953829208,0.0,8.590731735193751,1.8382920360660941,7.3615937781416285,3.939935725571829,2.8111088634798933,0.0,1.2781526705658937,71.4666471590785
