date,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CGS INTERNATIONAL SECURITIES HK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,HANG SENG SECURITIES LTD
2024-04-16,38.294127853654906,12.356542646803659,14.542795528344445,6.999975212552363,9.910021565079443,0.0,8.256698807723769,5.443323500979104,4.196514884862306,0.0
2024-04-24,38.294127853654906,12.356542646803659,6.397640234985004,6.999975212552363,9.910021565079443,8.145155293359444,8.256698807723769,5.443323500979104,4.196514884862306,0.0
2024-05-08,38.293178663493954,12.35623636724172,6.437140590918104,7.01219512195122,9.860202260559191,8.14495340075352,8.256494150307358,5.443188578227246,4.19641086654769,0.0
2024-05-16,38.294127853654906,12.356542646803659,6.437300151203431,7.00989019160697,9.860446669806409,8.145155293359444,8.256698807723769,5.443323500979104,4.196514884862306,0.0
2024-05-17,38.293178663493954,12.35623636724172,6.437140590918104,7.01219512195122,9.860202260559191,8.14495340075352,8.256494150307358,5.443188578227246,4.19641086654769,0.0
2024-05-20,38.293178663493954,12.35623636724172,6.437140590918104,7.014673805274637,9.857723577235772,8.14495340075352,8.256494150307358,5.443188578227246,4.19641086654769,0.0
2024-05-21,38.280843472012286,12.352256114180934,6.435067026785936,7.044626706643209,9.854548157692594,8.142329707361796,8.253834526847882,5.4414351909210295,4.195059097554328,0.0
2024-05-24,38.27989494028445,12.351950047078645,6.434907577184202,7.0469299767084586,9.85430397938451,8.142127954804499,8.253630011397988,5.441300361762228,4.194955151395015,0.0
2024-05-31,7.724499999999999,2.4924999999999997,1.2985,1.421,1.9885,1.643,1.6655,1.098,0.8465,0.0
2024-06-05,38.281792050748344,12.352562196451581,6.43522648428982,7.07453662404599,9.822579046486272,8.142531469917733,8.254039052433344,5.44157002676182,4.1951630488651,0.0
2024-06-07,38.281792050748344,12.352562196451581,6.43522648428982,7.07949251660224,9.817623153930024,8.142531469917733,8.254039052433344,5.44157002676182,4.1951630488651,0.0
2024-06-13,38.295077090873036,12.35684894154975,6.437459719399137,7.114173813891229,9.754102424272471,8.14535719597442,8.256903475286302,5.44345843041991,4.196618908333746,0.0
2024-06-17,38.295077090873036,12.35684894154975,6.437459719399137,7.109216201477368,9.754102424272471,8.14535719597442,8.261861087700163,5.44345843041991,4.196618908333746,0.0
2024-06-19,38.29602637515183,12.357155251481124,6.4376192955058125,7.109392429538188,9.751865347909074,8.145559108599192,8.262065888302224,5.44359336655016,4.196722936962396,0.0
2024-06-20,38.28463806904072,12.353480534284936,6.467920600698833,7.226228533194558,9.627536986097688,8.143136817584814,8.25960895100736,5.441974574381088,4.195474933710009,0.0
2024-06-21,38.282159938542364,12.353480534284936,6.4728768616955366,7.231184794191262,9.620102594602633,8.143136817584814,8.25960895100736,5.441974574381088,4.195474933710009,0.0
2024-06-26,38.267934998018234,12.34889021006738,6.470471660721364,7.255747126436781,9.616527942925089,8.140110978993262,8.25653983353151,5.439952437574316,4.203824811732066,0.0
2024-07-02,38.259405106867774,12.34613765262402,6.491319315451865,7.2541298263863085,9.61438442677762,8.138296554969413,8.254699457612007,5.438739876662456,4.202887782648538,0.0
2024-07-04,38.263195700096595,12.34736085998068,6.516731478958709,7.220171897059917,9.615336982636912,8.139102865776634,8.255517301166622,5.439278725881158,4.203304188442771,0.0
2024-07-05,38.25845757590767,12.345831888652237,6.530784090346228,7.216801228391699,9.6141463173015,8.138095002228937,8.254495022041706,5.43860518103918,4.202783694090841,0.0
2024-07-09,38.255980979741445,12.345831888652237,6.533260686512457,7.216801228391699,9.6141463173015,8.138095002228937,8.254495022041706,5.43860518103918,4.202783694090841,0.0
2024-07-15,38.251244335487705,12.344303295941362,6.532451774261447,7.228289131565263,9.6129559468093,8.137087388257436,8.2534729960627,5.437931802986405,4.2022633286283835,0.0
2024-07-22,38.251244335487705,12.344303295941362,6.497783720872645,7.262957184954065,9.6129559468093,8.137087388257436,8.2534729960627,5.437931802986405,4.2022633286283835,0.0
2024-07-23,38.25219157050171,12.344608984200882,6.497944628795008,7.260660690406617,9.61319399732554,8.13728889109009,8.253677381011341,5.438066465256798,4.202367391412015,0.0
2024-07-25,38.23733346540538,12.344608984200882,6.497944628795008,7.275518795502947,9.61319399732554,8.13728889109009,8.253677381011341,5.438066465256798,4.202367391412015,0.0
2024-07-26,38.23733346540538,12.344608984200882,6.497944628795008,7.277995146352335,9.610717646476152,8.13728889109009,8.253677381011341,5.438066465256798,4.202367391412015,0.0
2024-07-31,7.7204999999999995,2.4924999999999997,1.3145,1.467,1.9405,1.643,1.6664999999999999,1.098,0.8484999999999999,0.0
2024-08-01,38.23733346540538,12.344608984200882,6.527660838987667,7.248278936159674,9.610717646476152,8.13728889109009,8.253677381011341,5.438066465256798,4.202367391412015,0.0
2024-08-02,38.23733346540538,12.344608984200882,6.532613540686444,7.2433262344608975,9.610717646476152,8.13728889109009,8.253677381011341,5.438066465256798,4.202367391412015,0.0
2024-08-05,38.236386598321076,12.344303295941362,6.562167248594705,7.215907683926405,9.610479657281529,8.137087388257436,8.2534729960627,5.437931802986405,4.2022633286283835,0.0
2024-08-06,38.21651321651321,12.337887337887338,6.595881595881596,7.227007227007228,9.605484605484605,8.132858132858132,8.249183249183249,5.435105435105434,4.2000792000792,0.0
2024-08-08,38.21651321651321,12.337887337887338,6.6429066429066435,7.179982179982181,9.605484605484605,8.132858132858132,8.249183249183249,5.435105435105434,4.2000792000792,0.0
2024-08-12,38.21651321651321,12.337887337887338,6.667656667656667,7.155232155232155,9.605484605484605,8.132858132858132,8.249183249183249,5.435105435105434,4.2000792000792,0.0
2024-08-15,38.201385452746166,12.333003463631865,6.679861454725383,7.177140029688273,9.601682335477486,8.129638792676893,8.245917862444333,5.432953983176645,4.198416625432954,0.0
2024-08-19,38.198550330257525,12.33208816762734,6.7238948123593,7.139499789723672,9.600969744947184,8.129035450115033,8.245305890211018,5.432550775548574,4.1981050392103505,0.0
2024-08-26,38.198550330257525,12.33208816762734,6.7263686515102785,7.137025950572694,9.600969744947184,8.129035450115033,8.245305890211018,5.432550775548574,4.1981050392103505,0.0
2024-08-27,38.198550330257525,12.33208816762734,6.602676693961358,7.104866041609975,9.600969744947184,8.129035450115033,8.401157756722657,5.432550775548574,4.1981050392103505,0.0
2024-08-29,38.18438102774618,12.327513724714377,6.649685938968297,7.089865967654187,9.597408378258073,8.126020080122657,8.398041446164498,5.430535634798952,4.196547801572778,0.0
2024-08-30,38.18438102774618,12.327513724714377,6.652158860477768,7.087393046144716,9.597408378258073,8.126020080122657,8.398041446164498,5.430535634798952,4.196547801572778,0.0
2024-09-04,38.18438102774618,12.327513724714377,6.657104703496711,7.082447203125773,9.597408378258073,8.126020080122657,8.398041446164498,5.430535634798952,4.196547801572778,0.0
2024-09-11,38.17210946577341,12.323551951744086,6.657437393389533,7.10983659242046,9.594323996934563,8.123408568391387,8.395342513164076,5.428790388371116,4.195199129811376,0.0
2024-09-12,38.17210946577341,12.323551951744086,6.659909520160194,7.107364465649798,9.594323996934563,8.123408568391387,8.395342513164076,5.428790388371116,4.195199129811376,0.0
2024-09-16,38.155131087993276,12.318070621957549,6.807679952556278,6.997949047419012,9.590056586523017,8.119795398947343,8.391608391608392,5.426375744396946,4.193333168598187,0.0
2024-09-17,38.155131087993276,12.318070621957549,6.820035088586325,6.997949047419012,9.590056586523017,8.119795398947343,8.391608391608392,5.414020608366898,4.193333168598187,0.0
2024-09-19,38.15701682852695,12.318679417797219,6.874737440383523,6.938987323003929,9.590530555761486,8.12019670348679,8.392023129957742,5.414288185435046,4.193540415647318,0.0
2024-09-20,38.13628392896836,12.311985971498432,6.925337746054485,6.935216972511052,9.58531946948554,8.115784534070983,8.387463261626614,5.411346291585368,4.191261824199166,0.0
2024-09-23,38.127808780680525,12.309249839498246,6.946022025779051,6.933675737073436,9.583189293298435,8.113980937330238,8.38559928885377,5.410143710800534,4.190330386685762,0.0
2024-09-25,38.127808780680525,12.309249839498246,7.037384562200602,6.842313200651883,9.583189293298435,8.113980937330238,8.38559928885377,5.410143710800534,4.190330386685762,0.0
2024-09-26,38.07513823064771,12.304996050552923,7.192930489731437,6.763428120063192,9.574940758293838,8.111176935229068,8.382701421800947,5.408274091627172,4.1864139020537126,0.0
2024-09-27,38.074198405450105,12.304692320983387,7.259398217855997,6.6990842445634735,9.574704415866513,8.110976723520844,8.382494507935725,5.408140596845457,4.186310566978501,0.0
2024-09-30,7.7125,2.4924999999999997,1.5,1.3335,1.9369999999999998,1.643,1.698,1.0955,0.848,0.0
2024-10-02,38.06762092793682,12.302566633761106,7.411154985192497,6.581934846989141,9.5533070088845,8.109575518262586,8.381046396841066,5.407206317867719,4.185587364264561,0.0
2024-10-03,38.06762092793682,12.302566633761106,7.411154985192497,6.594274432379072,9.54096742349457,8.109575518262586,8.381046396841066,5.407206317867719,4.185587364264561,0.0
2024-10-04,38.0657420660382,12.301959429445732,7.410789200927891,6.59888455653719,9.540496520408666,8.109175262820196,8.380632742707665,5.406939440304033,4.185380780810425,0.0
2024-10-07,36.97799299995205,11.95042431797478,7.263748381838233,9.203145227022102,9.267871697751355,7.877451215419283,8.141151651723643,5.252433235844081,4.065781272474469,0.0
2024-10-08,36.97799299995205,11.95042431797478,7.290118425468668,9.176775183391667,9.267871697751355,7.877451215419283,8.141151651723643,5.252433235844081,4.065781272474469,0.0
2024-10-14,36.97444748070377,11.949278488901673,7.289419435255764,9.185483484347284,9.266983076849321,7.8766959106380945,8.140371062850567,5.251929622704828,4.065391437748693,0.0
2024-10-15,36.97444748070377,11.949278488901673,7.289419435255764,9.199865765377055,9.266983076849321,7.8766959106380945,8.140371062850567,5.237547341675056,4.065391437748693,0.0
2024-10-17,36.95584465368121,11.943266489374446,7.355231318431203,9.176070341886485,9.262320611418577,7.872732935623756,8.136275425860706,5.234912192433935,4.063346031289681,0.0
2024-10-23,36.955401957378506,11.943123420261383,7.385090861174666,9.17596042118377,9.262209657518659,7.872638627678817,8.136177960924304,5.2060997376585725,4.063297356221325,0.0
2024-11-07,35.83167822339919,11.579962135730629,7.313843687933377,8.822607059479424,8.980568428632822,7.633250868206789,7.88877661242552,5.047794928975458,3.9397423835906014,2.961775671626189
2024-11-08,35.787617600315535,11.565722770669234,7.418535317796364,8.821038710949734,8.969525422549099,7.6238645986798605,7.879076134241268,5.041587879772166,3.9348978573831537,2.958133707643585
2024-11-11,35.787617600315535,11.565722770669234,7.453336890827465,8.786237137918635,8.969525422549099,7.6238645986798605,7.879076134241268,5.041587879772166,3.9348978573831537,2.958133707643585
2024-11-12,35.78595705685153,11.50022619972856,7.580590903290917,8.727829526604568,8.969109237068915,7.623510851786978,7.878710545547345,5.041353950375259,3.934715278341666,2.9579964504042597
2024-11-14,35.78014636805419,11.498358868489115,7.595597360271859,8.726412358938077,8.967652891986871,7.6222729961378315,7.877431252247133,5.040535368413727,3.9340763851033973,2.9575161503578014
2024-11-15,35.72545250309775,11.480782370039258,7.713686843537572,8.736233830903386,8.953944854260998,7.610621518650191,7.86538973747293,5.032830359107384,3.9280627193033246,2.9529952636272045
2024-11-18,35.67422551661135,11.464319992599188,7.846016859974328,8.723706881598575,8.941105727534488,7.599708593036299,7.854111497854921,5.025613747007875,3.922430241567122,2.9487609422158494
2024-11-19,35.66515219829131,11.461404178082983,7.869455138209689,8.72148810968913,8.938831662793788,7.597775696828865,7.852113897270489,5.024335541451346,3.9214326177181236,2.9480109596642734
2024-11-21,35.55565831608883,11.461139177581762,7.984878787528468,8.72128645911608,8.93862498699437,7.597600027745344,7.851932347602918,5.024219373186437,3.9213419498040483,2.9433185743517414
2024-11-25,35.55237027361315,11.460079298107711,7.993387971193748,8.720479950063,8.937798379359373,7.596897432637066,7.851206232877504,5.023754753840641,3.920979320070744,2.9430463882370623
2024-11-27,35.54415282737579,11.457430456841058,8.016965410440429,8.716152966057622,8.935732528978724,7.595141513249894,7.849391533474326,5.022593581342671,3.920073039096719,2.9423661431427615
2024-11-29,35.50476190476191,11.444733044733045,8.11890331890332,8.706493506493507,8.925829725829725,7.586724386724386,7.840692640692641,5.017027417027417,3.9157287157287155,2.939105339105339
2024-12-02,35.49984417742997,11.44314784676293,8.131629673234299,8.705287579209807,8.924593418516338,7.585673557486985,7.839606634578759,5.0163325138220385,3.915186352251348,2.9386982467075264
2024-12-04,35.46791212592977,11.432854754079456,8.214265121374618,8.697457187337832,8.916565761402296,7.578850256587673,7.832554921293894,5.011820330969267,3.911664648561379,2.9360548924638183
2024-12-05,35.428689912568686,11.42021172432065,8.31576643512919,8.687839098731727,8.906705371439104,7.57046918017302,7.823893285413138,5.006278006243448,3.9073389317022036,2.9328080542788357
2024-12-10,35.428689912568686,11.42021172432065,8.3411088456532,8.687839098731727,8.885970671919457,7.57046918017302,7.823893285413138,5.006278006243448,3.902731220697838,2.9328080542788357
2024-12-12,35.428689912568686,11.42021172432065,8.320374146133554,8.708573798251374,8.885970671919457,7.57046918017302,7.823893285413138,5.006278006243448,3.902731220697838,2.9328080542788357
2024-12-13,35.428689912568686,11.42021172432065,8.338804990151019,8.708573798251374,8.885970671919457,7.57046918017302,7.823893285413138,5.006278006243448,3.902731220697838,2.9143772102613723
2024-12-16,35.42787370555101,11.419948625205903,8.336309078133459,8.712980774768756,8.885765956711552,7.570294771520395,7.82371303836983,5.006162671489292,3.902641309481299,2.9143100687685024
2024-12-20,35.42787370555101,11.419948625205903,8.331701473281651,8.712980774768756,8.885765956711552,7.570294771520395,7.82371303836983,5.010770276341101,3.902641309481299,2.9143100687685024
2024-12-23,35.42787370555101,11.419948625205903,8.334005275707556,8.782094847545874,8.885765956711552,7.570294771520395,7.82371303836983,4.939352401138079,3.902641309481299,2.9143100687685024
2024-12-27,35.42787370555101,11.419948625205903,8.398511743632866,8.782094847545874,8.885765956711552,7.570294771520395,7.82371303836983,4.874845933212767,3.902641309481299,2.9143100687685024
2024-12-30,35.42787370555101,11.419948625205903,8.430764977595521,8.76827203299045,8.885765956711552,7.570294771520395,7.82371303836983,4.874845933212767,3.902641309481299,2.895879649361271
2025-01-06,35.413235040027644,11.419685538213443,8.44900074871854,8.765766284628231,8.885561250935899,7.570120370903647,7.8235327996313995,4.874733628981167,3.902551402407418,2.8958129355526117
2025-01-10,35.413235040027644,11.419685538213443,8.619478200771756,8.784196279444796,8.885561250935899,7.570120370903647,7.8235327996313995,4.685826182111386,3.902551402407418,2.8958129355526117
2025-01-13,35.413235040027644,11.419685538213443,8.704716926798364,8.784196279444796,8.860220008063123,7.570120370903647,7.8235327996313995,4.625928698957553,3.902551402407418,2.8958129355526117
2025-01-15,35.37411835095672,11.434686058151442,8.821668143273003,8.77449344731967,8.850433201781133,7.561758580616954,7.8148910954884885,4.577096109813487,3.898240729021643,2.8926142835774526
2025-01-16,35.37411835095672,11.434686058151442,9.00806572240568,8.77449344731967,8.850433201781133,7.561758580616954,7.8148910954884885,4.390698530680812,3.898240729021643,2.8926142835774526
2025-01-17,35.37411835095672,11.434686058151442,9.054089816018687,8.77449344731967,8.850433201781133,7.561758580616954,7.8148910954884885,4.344674437067805,3.898240729021643,2.8926142835774526
2025-01-24,35.37411835095672,11.434686058151442,9.084005476867139,8.769891037958372,8.82511995029398,7.561758580616954,7.8148910954884885,4.344674437067805,3.898240729021643,2.8926142835774526
2025-02-05,35.3749324005569,11.434949199737657,9.084214523236948,8.767791598108367,8.825323039040835,7.561932596163803,7.81507093626667,4.344774419220103,3.8983304375841397,2.8926808500845715
2025-02-17,35.3749324005569,11.434949199737657,9.084214523236948,8.793105432118653,8.80000920503055,7.561932596163803,7.81507093626667,4.344774419220103,3.8983304375841397,2.8926808500845715
2025-02-18,35.3749324005569,11.377417758805187,9.130239675982924,8.806912977942446,8.80000920503055,7.561932596163803,7.81507093626667,4.344774419220103,3.8983304375841397,2.8903795924472724
2025-02-19,35.36760730267926,11.368159490146905,9.450458430637202,8.805089327826797,8.791284641135666,7.560366744509761,7.525855027781931,4.343874745476088,3.8975232091295,2.8897810806768898
2025-02-20,35.335900235618645,11.35796793287742,9.527038675938163,8.801793000402276,8.783403252686627,7.5535888742026325,7.519108097235791,4.339980460893052,3.8940290787885754,2.887190391356819
2025-02-21,35.335900235618645,11.35796793287742,9.554623297511638,8.774208378828803,8.783403252686627,7.5535888742026325,7.519108097235791,4.339980460893052,3.8940290787885754,2.887190391356819
2025-02-24,35.32372034239099,11.354052967197106,9.61337393002815,8.743608892974091,8.780375710920895,7.550985235824668,7.516516343999541,4.338484517722755,3.8926868501177685,2.886195208824036
2025-02-26,35.32372034239099,11.354052967197106,9.61337393002815,8.766588154190842,8.757396449704142,7.550985235824668,7.516516343999541,4.338484517722755,3.8926868501177685,2.886195208824036
2025-02-27,35.32372034239099,11.354052967197106,9.659332452461653,8.720629631757339,8.757396449704142,7.550985235824668,7.516516343999541,4.338484517722755,3.8926868501177685,2.886195208824036
2025-02-28,7.686,2.4705,2.12025,1.9025,1.9055,1.643,1.6355000000000002,0.9440000000000001,0.847,0.628
2025-03-03,35.2848010466998,11.341543193582078,9.770345801149992,8.699544364233166,8.747747644351609,7.54266564139055,7.508234727020234,4.333704422077102,3.8883979295543494,2.883015229941123
2025-03-04,35.28399113998141,11.341282866422596,9.7471681222958,8.724593437618354,8.747546853660495,7.542492511448017,7.508062387384802,4.333604948756499,3.8883086775389346,2.8829490548930945
2025-03-05,35.28318127044241,11.341022551213634,9.77678315257933,8.724393182991909,8.719802605152923,7.542319389453148,7.507890055660757,4.333505480002295,3.8882194296207033,2.8828828828828827
2025-03-06,35.237887835684894,11.32646394718443,9.922404208740701,8.713193576856511,8.67880844040483,7.532637225348722,7.49825208889704,4.327942508051852,3.883228076610084,2.879182092220936
2025-03-11,35.238695627256575,11.326723594475329,9.922631669436644,8.713393317668634,8.679007392973809,7.532809903146312,7.496131583471833,4.3280417215886295,3.8833170955355607,2.879248094446673
2025-03-19,35.23640323227692,11.326723594475329,9.922631669436644,8.71568571264829,8.679007392973809,7.532809903146312,7.496131583471833,4.3280417215886295,3.8833170955355607,2.879248094446673
2025-03-20,35.23640323227692,11.326723594475329,9.927216459395954,8.71110092268898,8.679007392973809,7.532809903146312,7.496131583471833,4.3280417215886295,3.8833170955355607,2.879248094446673
2025-03-24,35.23640323227692,11.326723594475329,9.927216459395954,8.729440082526219,8.679007392973809,7.532809903146312,7.496131583471833,4.3280417215886295,3.8833170955355607,2.860908934609433
2025-03-31,7.6815,2.4705,2.17075,1.9040000000000001,1.8929999999999998,1.643,1.635,0.9440000000000001,0.847,0.624
2025-04-01,35.21564222759624,11.325944688313028,9.981547489427054,8.728839784071244,8.648611477232352,7.532291893502653,7.495616096090589,4.327744094623558,3.8830500510022805,2.8607121981409955
2025-04-02,35.21564222759624,11.325944688313028,9.951748404029754,8.758638869468545,8.648611477232352,7.532291893502653,7.495616096090589,4.327744094623558,3.8830500510022805,2.8607121981409955
2025-04-03,35.21564222759624,11.325944688313028,9.981547489427054,8.758638869468545,8.618812391835052,7.532291893502653,7.495616096090589,4.327744094623558,3.8830500510022805,2.8607121981409955
2025-04-07,35.1636251017997,11.335038597859626,10.07214874800702,8.767965497069316,8.540851791101273,7.538339775868595,7.501634530459618,4.331218958259254,3.8861678576754106,2.863009141900185
2025-04-08,35.1636251017997,11.335038597859626,10.129500693958546,8.767965497069316,8.483499845149746,7.538339775868595,7.501634530459618,4.331218958259254,3.8861678576754106,2.863009141900185
2025-04-09,35.1636251017997,11.335038597859626,10.244204585861597,8.653261605166264,8.483499845149746,7.538339775868595,7.501634530459618,4.331218958259254,3.8861678576754106,2.863009141900185
2025-04-10,35.17492226314642,11.338680251970672,10.293392080593899,8.578017968400399,8.48622537376797,7.540761649053962,7.5040446112009915,4.3326104666506025,3.8874163826833272,2.8639289525317544
2025-04-16,35.16281843937465,11.334778569216477,10.299026186297787,8.600300517302685,8.483305231524495,7.538166844453621,7.501462441072228,4.331119599004393,3.8860787080050008,2.8629434637486666
2025-04-17,35.16281843937465,11.334778569216477,10.299026186297787,8.611770643359371,8.47183510546781,7.538166844453621,7.501462441072228,4.331119599004393,3.8860787080050008,2.8629434637486666
2025-04-22,35.15959215974126,11.333738573935383,10.307256482893877,8.610980491105733,8.471057792662087,7.537475198128248,7.500774162470897,4.330722207567295,3.8857221502219264,2.8626807812732964
2025-04-23,35.15959215974126,11.333738573935383,10.442591551880355,8.613274305834317,8.471057792662087,7.537475198128248,7.500774162470897,4.330722207567295,3.748093266506864,2.8626807812732964
2025-04-24,35.15797924192901,11.330924938356556,10.442112506451059,8.619760307357073,8.470669189747118,7.537129422558634,7.500430070531568,4.330523539193761,3.747921325764092,2.8625494581111304
2025-04-28,35.15152905023449,11.3288461317953,10.534221600486177,8.625058765522697,8.469115134558713,7.535746637465457,7.499054018415108,4.3297290479412,3.6646753276536215,2.862024285927234
2025-04-29,35.13541392075736,11.323652450974773,10.758615947095162,8.602766730467271,8.465232490172033,7.532291893502653,7.495616096090589,4.327744094623558,3.4979541781756085,2.8607121981409955
2025-04-30,7.664,2.4699999999999998,2.36725,1.8735000000000002,1.8464999999999998,1.643,1.635,0.9440000000000001,0.738,0.6315000000000001
2025-05-02,35.11207321123825,11.31613006677433,10.955342519098833,8.631412569150946,8.367980391483124,7.527288137534503,7.490636704119851,4.324869142929137,3.381094732501804,2.8931725251692266
