date,THE HONGKONG AND SHANGHAI BANKING,CHRISTFUND SECURITIES LTD,HANTEC SECURITIES CO LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,HANG SENG BANK LTD,TAI FUNG KUENTAI SECURITIES CO LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,53.76569333952029,46.23430666047971,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,53.63028963330929,46.36971036669071,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,59.14721189168629,0.0,21.91598674122215,18.936801367091558,0.0,0.0,0.0
2024-03-08,63.998150196583595,0.0,0.0,21.157338244897574,0.0,8.05686533119955,6.78764622731928,0.0,0.0,0.0
2024-03-11,50.821070971856386,0.0,20.589781398760863,16.801088550476738,0.0,6.397974371913012,5.390084706993002,0.0,0.0,0.0
2024-03-14,50.815328859808915,0.0,20.586404770486816,16.798333250187937,0.0,6.409006457890515,5.390926661625821,0.0,0.0,0.0
2024-03-19,50.81094412068188,0.0,20.59325718896043,16.796883760226468,0.0,6.408453439303173,5.390461490828059,0.0,0.0,0.0
2024-03-20,44.44353317353441,0.0,18.01259797210016,14.691969880279569,12.531573772815799,5.605373368860345,4.714951832409715,0.0,0.0,0.0
2024-03-21,44.513898331053205,0.0,18.04111639093695,14.715230919649475,12.371923194807573,5.614248067874743,4.74358309567805,0.0,0.0,0.0
2024-03-27,44.49685769961358,0.0,18.03433246779253,14.709697614866773,12.36727103391667,5.6121369664007075,4.779704217409744,0.0,0.0,0.0
2024-04-05,41.28994202840057,0.0,16.73458712844171,13.627122488281728,11.475954268212773,5.207666832620888,4.57546707353195,7.089260180510381,0.0,0.0
2024-04-08,41.25284873160351,0.0,16.72068923694273,13.52650343592669,11.46642361376383,5.37849515606901,4.571667198192508,7.083372627501719,0.0,0.0
2024-04-09,41.242968906960954,0.0,16.72350124525287,13.528778260817573,11.46835198394239,5.379399686549817,4.572436040072788,7.0845638764036085,0.0,0.0
2024-04-12,41.228044572540654,0.0,16.72256380406414,13.528019900843258,11.467709121819269,5.379098142587052,4.590397709226537,7.084166748919088,0.0,0.0
2024-04-22,41.22746681784481,0.0,16.722329460188156,13.529231687457917,11.46754841754953,5.3790227618785185,4.590333381076614,7.084067474004456,0.0,0.0
2024-04-23,41.23729085043134,0.0,16.726314199543246,13.508626694931003,11.470281002838833,5.380304521321317,4.591427204883884,7.085755526050373,0.0,0.0
2024-04-24,41.078928190926334,0.0,16.735462839935387,13.516015385968924,11.49057943768328,5.383247337693087,4.706135650300977,7.089631157492011,0.0,0.0
2024-04-25,40.97194391440379,0.0,16.73438260360284,13.516545331099625,11.494044866931558,5.382899861234451,4.811009884916401,7.089173537811343,0.0,0.0
2024-04-26,41.04959367148867,0.0,16.720313729668504,13.505181746508812,11.484381632137723,5.378374367743429,4.778941300806809,7.083213551646053,0.0,0.0
2024-04-29,41.030774128142625,0.0,16.74236547992689,13.448631942130056,11.514961388028144,5.385467689691277,4.78524405455705,7.092555317523959,0.0,0.0
2024-04-30,41.03019845706928,0.0,16.742130580739364,13.449846277467561,11.51479983050644,5.3853921303573085,4.7851769164969085,7.092455807363132,0.0,0.0
2024-05-03,41.04459508168068,0.0,16.74800503853459,13.419477668002866,11.518840129039448,5.387281749998486,4.786855933376098,7.094944399367832,0.0,0.0
2024-05-06,41.074920148415934,0.0,16.743775013484548,13.407669362402256,11.508915025855792,5.38592109022428,4.785646922484201,7.093152437132989,0.0,0.0
2024-05-07,41.070385482133425,0.0,16.742505306797824,13.406652637832728,11.490387306314213,5.385512667391501,4.811942047257339,7.092614552272967,0.0,0.0
2024-05-08,40.9979074067811,0.0,16.712959332320896,13.382993537274007,11.470109893593635,5.552481539531683,4.803450276503352,7.080098013995325,0.0,0.0
2024-05-09,40.77542034489433,0.0,16.72239255663062,13.390547243201393,11.476583918769668,5.744800265559352,4.806161467443141,7.084094203501495,0.0,0.0
2024-05-10,40.60966062953978,0.0,16.726846247318072,13.394113560362946,11.479640488261726,5.904727111526961,4.799031045953478,7.085980917037032,0.0,0.0
2024-05-13,40.61193772763155,0.0,16.7277841687161,13.354211813316066,11.48028418404851,5.9050582062130434,4.8343456521224875,7.086378247952246,0.0,0.0
2024-05-14,40.60852217624832,0.0,16.726377326059666,13.319447834325768,11.479318667436434,5.904561578106808,4.8759901495353795,7.085782268287619,0.0,0.0
2024-05-16,40.60155438326293,0.0,16.7235073389644,13.2709141764517,11.477348994279138,5.931577687509375,4.910530961654551,7.084566457877904,0.0,0.0
2024-05-17,40.58641298512228,0.0,16.717270698846217,13.26316322125587,11.5131633210728,5.929365644627445,4.90869969421906,7.081924434856322,0.0,0.0
2024-05-20,40.588687476765436,0.0,16.718207546665578,13.25830242682009,11.513808526988624,5.929697930523536,4.908974781264504,7.082321310972238,0.0,0.0
2024-05-21,40.525833597246475,0.0,16.692318456176693,13.230776953488126,11.495978742904722,6.095371500740213,4.8883668138184015,7.07135393562537,0.0,0.0
2024-05-23,40.52753435347628,0.0,16.69301898623577,13.19216281490259,11.471280870175862,6.155780309635555,4.8885719649423685,7.071650700631579,0.0,0.0
2024-05-27,34.73645980913527,14.30242395804902,14.307714307292255,11.307103694457195,9.832122611524895,5.276166407127611,4.190032438272927,6.047976774140831,0.0,0.0
2024-05-28,34.724719913551134,14.304996741618167,14.31028804251293,11.309137666508724,9.833891257425687,5.277115507383634,4.190786159924795,6.049064711074929,0.0,0.0
2024-05-30,34.68478868860112,14.288546902880206,14.293832119114622,11.296132875648599,9.822582906345767,5.374062309462213,4.1979455275351185,6.042108670412356,0.0,0.0
2024-05-31,34.6683546032018,14.292142071529584,14.297428617587377,11.298975117273992,9.825054385241476,5.375414487571442,4.199001780648537,6.043628936945799,0.0,0.0
2024-06-03,34.667523863957115,14.291799596570929,14.297086015950045,11.29870436597466,9.824818952716559,5.377681925919649,4.198901162214014,6.043484116697027,0.0,0.0
2024-06-04,34.664616590102774,14.290601063457874,14.295887039509427,11.297756838602355,9.823995027726216,5.385617104458887,4.198549035664285,6.042977300478177,0.0,0.0
2024-06-06,34.663370764858996,14.290087467944495,14.295373254021285,11.300944743289639,9.823641959318016,5.385423548654666,4.198398142364707,6.042760119548195,0.0,0.0
2024-06-07,34.66420130507146,14.29042986085147,14.295715773576584,11.298819498959029,9.823877335436956,5.385552584311603,4.198498736692616,6.042904905100286,0.0,0.0
2024-06-17,34.66518071156649,14.284415848947388,14.289699537138855,11.294064482095962,9.81974303606214,5.3832861180353975,4.226669439048707,6.0369408271050595,0.0,0.0
2024-06-18,34.64402266547529,14.275697292669474,14.280977755938526,11.287171099976957,9.81374951254673,5.44103584707819,4.224089672696189,6.033256153618643,0.0,0.0
2024-06-25,34.64397405247001,14.275817582279632,14.2809577166592,11.287155261651435,9.813735741748184,5.44102821213617,4.224083745391049,6.033247687664324,0.0,0.0
2024-06-27,34.64388667378645,14.27578157595584,14.280921697371014,11.287126793301745,9.813963208638516,5.4410144888294365,4.224073091449432,6.033232470667574,0.0,0.0
2024-06-28,34.635596514467636,14.272365432011613,14.277504323413947,11.284425823856571,9.811614762018927,5.439712473342748,4.246991931372169,6.031788739516385,0.0,0.0
2024-07-02,34.6239969547763,14.26758557627285,14.272722746645849,11.280646637582946,9.808328824354971,5.471380982332828,4.24556960170633,6.029768676327916,0.0,0.0
2024-07-03,34.64416876156248,14.263183303785334,14.268318889081188,11.277165986980323,9.805302458338021,5.4696927842955025,4.244259628540126,6.0279081874170215,0.0,0.0
2024-07-04,34.62503736115883,14.263183303785334,14.268318889081188,11.277165986980323,9.805302458338021,5.4696927842955025,4.263391028943779,6.0279081874170215,0.0,0.0
2024-07-05,34.62015295079061,14.274530876979263,14.266514638291468,11.275739972059014,9.80406256281554,5.469001133260625,4.262851916614523,6.027145949188954,0.0,0.0
2024-07-15,34.61973905057952,14.274360218249024,14.266344075399134,11.275605165284437,9.80394535063655,5.468935748779893,4.2639964992470025,6.0270738918244415,0.0,0.0
2024-07-18,34.62884714197277,14.278115653183354,14.27009740137009,11.278571659116455,9.806524666157603,5.470374568597424,4.238809357650253,6.028659551952047,0.0,0.0
2024-07-19,34.62810620600816,14.289768511356375,14.269792071298323,11.292680368979855,9.806062818465882,5.470257521753759,4.214801942371271,6.028530559766368,0.0,0.0
2024-07-22,34.625522771276295,14.287980922775873,14.268006981684552,11.291267703235492,9.80483612218315,5.469573216065355,4.225035866257241,6.027776416522039,0.0,0.0
2024-07-23,34.63090577261358,14.290202180803439,14.270225134495421,11.293023082050931,9.790814075758664,5.470423534488876,4.225692704678666,6.028713515110423,0.0,0.0
2024-07-24,34.63015959615887,14.291299739576985,14.27012696664962,11.292945394997078,9.790746722712909,5.470385902307958,4.225663635259935,6.028672042336649,0.0,0.0
2024-07-29,34.63622978649059,14.28997266108068,14.268801854239827,11.29189674125202,9.78983756191751,5.469877926712335,4.225271243563927,6.028112224743115,0.0,0.0
2024-07-31,34.617188727167154,14.282116834426125,14.260957666109197,11.285689088829983,9.784455657508966,5.466870894170499,4.277922825539765,6.0247983062483135,0.0,0.0
2024-08-02,34.606849103542466,14.277850985058759,14.256698136661056,11.282318226497878,9.781533190590336,5.465238023636268,4.306513542664653,6.022998791348584,0.0,0.0
2024-08-05,34.60974357550663,14.279045165992747,14.257890548398244,11.28326186495799,9.782351305336986,5.465695129054608,4.298509863598837,6.023502547153963,0.0,0.0
