date,CMB INTERNATIONAL SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,KGI ASIA LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,DAIWA CAPITAL MARKETS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-05,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.93182307901555
2024-03-11,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.4972079529941251,0.0,0.0,48.429031032009675
2024-03-14,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.4968599905761286,0.0,0.0,48.42868306959168
2024-04-03,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.49651202815813217,0.0,0.0,48.42833510717368
2024-04-23,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.4888568549622095,0.0,0.0,48.42067993397776
2024-04-25,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.4975559154121216,0.0,0.0,48.42937899442767
2024-04-30,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.4984258214571127,0.0,0.0,48.43024890047266
2024-05-10,47.93182307901555,0.0,0.0,0.0,0.0,0.0,0.0,0.49973068052459957,0.0,0.0,48.43155375954015
2024-05-13,47.93182307901555,0.0,0.0,0.0,0.0,0.0,1.6102830798832248,0.5040802107495557,0.0,0.0,50.046186369648325
2024-05-14,47.93182307901555,0.0,0.0,3.878426499550615,0.0,0.0,1.6102830798832248,0.5040802107495557,0.0,0.0,53.92461286919895
2024-05-17,47.93182307901555,0.0,6.140393586298567,3.878426499550615,0.0,0.0,1.6102830798832248,0.5040802107495557,0.0,0.0,60.06500645549752
2024-05-20,47.93182307901555,0.0,6.140393586298567,3.878426499550615,0.0,0.0,1.6102830798832248,0.510778487295988,0.0,0.0,60.07170473204394
2024-05-21,47.93182307901555,0.0,6.140393586298567,3.878426499550615,0.0,0.0,1.6102830798832248,0.5117353839454782,0.0,0.0,60.07266162869344
2024-06-06,47.93182307901555,0.0,6.140393586298567,3.878426499550615,0.0,2.0604594581661746,1.6102830798832248,0.5139971396624554,0.0,0.0,62.13538284257659
2024-06-11,47.93182307901555,7.781570544259851,6.140393586298567,3.8786874713641115,0.0,2.0999531926087758,1.6102830798832248,0.6180379026434039,0.6600325125766291,0.0,70.72078136865011
2024-06-12,47.93521571259102,7.781570544259851,6.140393586298567,3.880166311640597,0.0,2.1013450422807614,1.6102830798832248,0.5898529467856888,0.641329532609318,0.0,70.68015675634902
2024-06-13,47.93521571259102,7.781570544259851,6.140393586298567,3.880949227081089,0.0,2.231917939633942,1.6102830798832248,0.5700190889598892,0.641329532609318,0.0,70.79167871131689
2024-06-14,47.93521571259102,7.7824404503048425,6.140393586298567,3.880949227081089,0.0,2.240617000083854,1.6102830798832248,0.5716719104453725,0.641329532609318,0.0,70.80290049929728
2024-06-17,47.935563675009014,7.7824404503048425,6.140393586298567,3.8819061237305794,1.198278178854489,2.2841123023334147,1.6102830798832248,0.5989869602580964,0.6357621339213743,0.0,72.0677264905936
2024-06-18,47.935563675009014,7.7824404503048425,6.140393586298567,3.8827760297755707,1.1629599934278458,2.2835033681019206,1.6102830798832248,0.6558788156005214,0.5748687107719898,0.0,72.0286677091735
2024-06-19,47.935563675009014,7.7824404503048425,6.140393586298567,3.8827760297755707,1.1629599934278458,2.2848082271694072,1.6102830798832248,0.6543999753240364,0.5748687107719898,0.0,72.02849372796449
2024-06-20,47.935563675009014,7.7824404503048425,6.140393586298567,3.8819061237305794,1.1629599934278458,2.2848082271694072,1.6102830798832248,0.6630990357739485,0.5757386168169809,0.0,72.0371927884144
2024-06-21,47.935563675009014,7.7824404503048425,6.140393586298567,3.880166311640597,1.1629599934278458,2.2848082271694072,1.6102830798832248,0.6674485659989045,0.5757386168169809,0.0,72.03980250654939
