date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,HANG SENG BANK LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,74.72632040323604,0.0,0.0,25.273679596763955,0.0,0.0,0.0,0.0,0.0
2024-03-04,44.84681256041457,34.204352156757864,0.0,0.0,11.577042787259474,0.0,0.0,9.371792495568092,0.0,0.0
2024-03-05,44.85339247555686,34.20003062349654,0.0,0.0,11.575794728199726,0.0,0.0,9.370782172746878,0.0,0.0
2024-03-06,40.700425351478856,31.0635402040215,0.0,0.0,10.518496600488865,0.0,9.206151641734623,8.51138620227616,0.0,0.0
2024-03-07,37.02353980529323,28.28140538047943,0.0,0.0,9.574422710098524,0.0,8.381701465496313,7.7525638714022005,8.986366767230303,0.0
2024-03-08,37.03356747089662,28.274547743362838,0.0,0.0,9.572101116964683,0.0,8.384911863517978,7.750684040147775,8.984187765110105,0.0
2024-03-11,37.10005174007122,28.247986362339443,0.0,0.0,9.563108993473625,0.0,8.378606353963171,7.732403474460936,8.9778430756916,0.0
2024-03-12,37.0942269567935,28.245545251434645,0.0,0.0,9.594230740817853,0.0,8.377882298553509,7.7081669442831195,8.979947808117378,0.0
2024-03-13,34.800399156025705,26.500771882865447,0.0,0.0,9.001825164038769,0.0,7.860366853572641,7.151352672700585,8.425241795283418,6.260042475513434
2024-03-14,34.79216113969623,26.495433871120795,0.0,0.0,9.000011939553787,0.0,7.858783551366686,7.174476642077102,8.420351331877614,6.2587815243077864
2024-03-15,34.79017476779644,26.49618718992852,0.0,0.0,9.00018438556703,0.0,7.858934130710522,7.174859758926369,8.420758320486685,6.258901446584431
2024-03-18,34.78327514242273,26.49280306236779,0.0,0.0,8.999034870287245,0.0,7.857930377400694,7.174188994377857,8.434665501609311,6.258102051534364
2024-03-19,30.674507515084898,23.36334584091905,0.0,11.825693461238302,7.920430110862123,0.0,6.929713876213288,6.329121958974369,7.4383222757763905,5.518864960931577
2024-03-20,30.672912982535937,23.362131359631043,0.0,11.825078734070193,7.920234981470397,0.0,6.929353653499845,6.333774596942073,7.4379356144103514,5.518578077440156
2024-03-21,30.65538863565237,23.3555871057891,0.0,11.819574652565985,7.945125419134951,0.0,6.926128328059056,6.339486178764518,7.442700270778549,5.516009409255474
2024-03-22,30.65616618962907,23.35321088487274,0.0,11.818372117156162,7.947564127453183,0.0,6.925423656798685,6.341871776209064,7.441943042969309,5.515448204911788
2024-03-25,30.648366028894213,23.346196247201835,0.0,11.817451191683737,7.951273894886675,0.0,6.92488400556841,6.355447065381455,7.441363142891307,5.515018423492368
2024-03-26,27.319244357948524,20.801948795976,10.867355600956326,10.530084144996378,7.113817806048887,0.0,6.170502428162381,5.655383755026796,6.627438620459233,4.914224490425473
2024-03-27,27.34510835160644,20.801923214222214,10.86230653032858,10.525191773704181,7.110705446453358,0.0,6.167635557535111,5.650828375194387,6.624359453189433,4.911941297766297
2024-03-28,27.25702654556534,20.735648710669462,10.827699443026038,10.491658727148042,7.08805088377084,0.0,6.147985596305062,5.6337857990662705,6.921852341583952,4.896291952864996
2024-04-02,27.2528507661223,20.736126893028935,10.827949139331158,10.491900674057682,7.088214340479763,0.0,6.1433230237479926,5.643524420200505,6.919705877353026,4.896404865678642
