date,CMB INTERNATIONAL SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB WING LUNG BANK LTD,UBS SECURITIES HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-05-31,0.0006965607916201065,0.0,0.0006245027786938886,0.0002401933764207264,9.607735056829056e-05,0.0,0.0,0.0,0.0,0.0002401933764207264,0.0018975276737237387
2024-06-04,0.0005284254281255981,0.0,0.001200966882103632,0.0002401933764207264,4.803867528414528e-05,0.0,0.0,0.000792638142188397,0.0,0.0002401933764207264,0.0030504558805432252
2024-06-05,0.0005284254281255981,0.0,0.0035308426333846782,0.0002401933764207264,0.0001681353634945085,0.0,0.0,0.0015132182714505764,0.0,0.0002401933764207264,0.006221008449296814
2024-06-06,0.0005284254281255981,0.0,0.0032906492569639515,0.0002401933764207264,0.0001681353634945085,0.0,0.0,0.0021137017125023925,0.0,0.0002401933764207264,0.006581298513927903
2024-06-07,0.0009607735056829056,0.0,0.003554861971026751,0.0015132182714505764,0.00019215470113658113,0.0,0.0,0.00127302489502985,0.0,0.0002401933764207264,0.00773422672074739
2024-06-11,0.0005044060904835254,0.0,0.002810262504122499,0.0015132182714505764,4.803867528414528e-05,0.0,0.0,0.0009367541680408329,0.0,0.0002401933764207264,0.006052873085802306
2024-06-12,0.0005044060904835254,0.0,0.002690165815912136,0.0015132182714505764,4.803867528414528e-05,0.0,0.0,0.0012490055573877773,0.0,0.0002401933764207264,0.006245027786938886
2024-06-13,0.0005044060904835254,0.0,0.0025700691277017727,0.0015132182714505764,4.803867528414528e-05,0.0,0.0,0.0011529282068194868,0.0,0.0002401933764207264,0.006028853748160232
2024-06-14,0.0005044060904835254,0.0,0.005836699047023652,0.0015132182714505764,4.803867528414528e-05,0.0,0.0,0.01546845344149478,0.0,0.001393121583240213,0.02476393710897689
2024-06-17,0.0005044060904835254,0.0,0.005836699047023652,0.0015132182714505764,4.803867528414528e-05,0.0,0.0,0.015228260065074054,0.0,0.006124931098728524,0.029255553248044477
