date,CELESTIAL SECURITIES LTD,ASTRUM CAPITAL MANAGEMENT LTD,CHINA SKY SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,I WIN SECURITIES LTD,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,37.50176322684393,0.0,33.1628628430929,0.0,29.335373930063174
2024-03-04,0.0,0.0,0.0,0.0,29.338832864668476,0.0,26.091616405835165,21.444334799757677,23.125215929738687
2024-03-05,0.0,0.0,0.0,0.0,29.424177877358286,0.0,26.060102783522797,21.418434194095383,23.097285145023534
2024-03-07,0.0,0.0,0.0,0.0,29.367304127414734,0.0,26.081103399946905,21.43569430717519,23.11589816546317
2024-03-08,0.0,0.0,0.0,0.0,29.37686911510487,0.0,26.178984780261544,21.383997221366617,23.06014888326697
2024-03-11,0.0,0.0,0.0,0.0,29.46192847180935,0.0,26.147454492993273,21.358242075359506,23.032374959837874
2024-03-12,0.0,0.0,0.0,0.0,29.41706459860368,0.0,26.09859381326392,21.383997221366617,23.10034436676578
2024-03-13,0.0,0.0,0.0,78.65483300635191,6.29474013749842,0.0,5.561845988888321,4.557122886506306,4.931457980755038
2024-03-14,0.0,0.0,0.0,78.62115948330258,6.274920541683404,0.0,5.619401336789688,4.555171901720094,4.929346736504245
2024-03-15,0.0,0.0,0.0,78.63462543203454,6.267431467722191,0.0,5.620363807590205,4.555952095139995,4.921627197513074
2024-03-18,0.0,0.0,0.0,78.62734283338837,6.275619084556258,0.0,5.620026905309231,4.5556789970443194,4.921332179701824
2024-03-20,0.0,0.0,0.0,78.60714872043104,6.291129511241647,0.0,5.618583495751446,4.554508947377773,4.928629325198091
2024-03-22,0.0,0.0,0.0,78.62734283338837,6.267055778170836,0.0,5.620026905309231,4.5556789970443194,4.929895486087245
2024-03-25,0.0,0.0,0.0,78.60041965436744,6.299151341196412,0.0,5.61810252398053,4.554119064369764,4.9282074160858516
2024-03-26,0.0,0.0,0.0,78.62061030964547,6.283644303227824,0.0,5.619545686394637,4.555288913697899,4.920910787034177
2024-03-27,0.0,0.0,0.0,78.62734283338837,6.275619084556258,0.0,5.620026905309231,4.5556789970443194,4.921332179701824
2024-03-28,0.0,0.0,0.0,78.61570982747499,6.282568404197704,0.0,5.618583495751446,4.554508947377773,4.928629325198091
2024-04-02,0.0,0.0,0.0,78.60655224766265,6.285258842885345,0.0,5.620989590430274,4.556459364195685,4.930739954826046
2024-04-03,0.0,0.0,0.0,78.61270823935381,6.277401073039418,0.0,5.621622735630571,4.556972601292175,4.931295350684032
2024-04-05,0.0,0.0,0.0,78.60597505749976,6.276863413366547,0.0,5.621141243400605,4.556582296392171,4.939437989340912
2024-04-08,0.0,0.0,0.0,78.59251215338296,6.2929154450405935,0.0,5.620178506337277,4.5558018871356,4.938592008103573
2024-04-09,0.0,0.0,0.0,78.5802800445502,6.302558426316127,0.0,5.621141243400605,4.556582296392171,4.939437989340912
2024-04-10,0.0,0.0,0.0,78.60721088857301,6.270446665160166,0.0,5.623067707368035,4.558143917285247,4.9411308216135374
2024-04-11,0.0,0.0,0.0,78.60597505749976,6.276863413366547,0.0,5.621141243400605,4.556582296392171,4.939437989340912
2024-04-12,0.0,0.0,0.0,78.61270823935381,6.268835335067065,0.0,5.621622735630571,4.556972601292175,4.939861088656386
2024-04-15,0.0,0.0,0.0,78.59007500918473,6.2875825445484566,0.0,5.623067707368035,4.558143917285247,4.9411308216135374
2024-04-16,0.0,0.0,0.0,78.60354441775107,6.27152134549374,0.0,5.624031434611429,4.558925129196789,4.941977672946971
2024-04-17,0.0,0.0,0.0,78.5882404625401,6.253846611578119,0.0,5.657824225112224,4.558534489771268,4.94155421099829
2024-04-19,0.0,0.0,0.0,78.60171071100743,6.237778253620659,0.0,5.6587939923146475,4.559315835579021,4.942401207478237
2024-04-22,0.0,0.0,0.0,78.57477483016831,6.26990946309849,0.0,5.6568547902376025,4.5577534117215235,4.940707504774065
2024-04-23,0.0,0.0,0.0,78.5882404625401,6.253846611578119,0.0,5.657824225112224,4.558534489771268,4.94155421099829
2024-04-24,0.0,77.21539033475827,0.0,5.86734506105518,4.935475882961704,0.0,4.47737000902629,3.6074372051049344,3.89698150709362
2024-04-25,0.0,77.19968584120981,0.0,5.845813174338091,4.961590150016799,0.0,4.476459376727263,3.606703504555492,3.9097479531525416
2024-04-26,0.0,77.21539033475827,0.0,5.847002370048949,4.942256779963781,0.0,4.47737000902629,3.6074372051049344,3.910543301097774
2024-04-29,0.0,77.17875645088135,0.0,5.844228332322482,4.960245027225584,0.0,4.468468096489857,3.605725701283065,3.942576391797667
2024-04-30,0.0,77.15261066599417,0.0,5.842248487818177,4.97211541667142,0.0,4.466954317167689,3.6045041925041836,3.961566919844354
2024-05-02,0.0,77.16829601072158,0.0,5.843436233517557,4.966349500572516,0.0,4.467862461658736,3.6052369984370314,3.948818795092591
2024-05-03,0.0,77.17875645088135,0.0,5.844228332322482,4.9534673473359545,0.0,4.468468096489857,3.605725701283065,3.9493540716872966
2024-05-06,0.0,77.18921972732619,0.0,5.845020645900205,4.940581701181478,0.0,4.469073895535198,3.606214536637918,3.949889493419013
2024-05-07,0.0,77.18398773449604,0.0,5.844624462259285,4.9470249609622385,0.0,4.468770975481576,3.605970102393521,3.9496217644073393
2024-05-08,0.0,77.19445242951602,0.0,5.845416883256167,4.934137567816046,0.0,4.469376856659073,3.6064590040229954,3.950157258729697
2024-05-09,0.0,77.14738363464546,0.0,5.841852679876887,4.978553484384641,0.0,4.466651684372148,3.604259990055968,3.9612985266648963
2024-05-10,0.0,77.16358973768041,0.0,5.8430798591017,4.959270269180835,0.0,4.46691234474383,3.6050171253729646,3.962130663920249
2024-05-13,0.0,77.17927954733223,0.0,5.844267942899788,4.939945468925756,0.0,4.4678206099587925,3.605750139903275,3.9629362909801595
2024-05-14,0.0,77.17404890188814,0.0,5.843871861287356,4.946387942139589,0.0,4.467517813850103,3.605505768607606,3.9626677122271943
2024-05-16,0.0,77.17404890188814,0.0,5.830317328322665,4.959942475104279,0.0,4.467517813850103,3.605505768607606,3.9626677122271943
2024-05-17,0.0,77.1897429656216,0.0,5.831502977812862,4.947393836332247,0.0,4.468426325329007,3.6062389818849834,3.956694913019295
2024-05-20,0.0,77.27139364704615,0.0,5.734877017454011,4.951757442899023,0.0,4.4723674820473525,3.6094196884596563,3.9601847220938
2024-05-21,0.0,77.2544457320305,0.0,5.730600221327674,4.9819624789175485,0.0,4.469032204958662,3.606727956432109,3.9572314063335003
2024-05-22,0.0,77.26492218146221,0.0,5.731377346098466,4.969077114771093,0.0,4.469638248914583,3.6072170635985827,3.957768045155062
2024-05-23,0.0,77.31210138789345,0.0,5.673815406183076,4.965326689848119,0.0,4.4723674820473525,3.6094196884596563,3.9669693455683475
2024-05-24,0.0,77.3225934815504,0.0,5.674585404689976,4.9524294502811115,0.0,4.4729744309938635,3.6099095259978777,3.9675077064867654
2024-05-27,0.0,77.33308842337651,0.0,5.675355612219599,4.939528709647393,0.0,4.473581544701891,3.6103994965067168,3.9680462135478893
2024-05-28,0.0,77.32784059636984,0.0,5.674970482321628,4.945979517686685,0.0,4.473277967248495,3.610154494627586,3.96777694174577
2024-05-29,0.0,77.31734707877325,0.0,5.653845127863192,4.979233759059685,0.0,4.47267093592961,3.6096645906108233,3.9672385077634367
2024-05-30,0.0,77.31210138789345,0.0,5.6534615357594316,4.985680560271764,0.0,4.4723674820473525,3.6094196884596563,3.9669693455683475
2024-05-31,0.0,77.3225934815504,0.0,5.654228772024575,4.979571627168313,0.0,4.4729744309938635,3.6099095259978777,3.960722162264965
2024-06-03,0.0,77.33308842337651,0.0,5.654996216562607,4.966674570523384,0.0,4.473581544701891,3.6103994965067168,3.9612597483288914
2024-06-04,0.0,77.33308842337651,0.0,5.654996216562607,4.953101640085389,0.0,4.487154475139887,3.6103994965067168,3.9612597483288914
2024-06-05,0.0,77.3225934815504,0.0,5.654228772024575,4.966000538724712,0.0,4.486545519437465,3.6099095259978777,3.960722162264965
2024-06-06,0.0,77.32784059636984,0.0,5.65461246825418,4.959551527064984,0.0,4.486849976626795,3.610154494627586,3.96099093705662
2024-06-07,0.0,77.33833696271543,0.0,5.65538001696046,4.946650877607706,0.0,4.487459014985156,3.6106445316420377,3.961528596089206
2024-06-11,0.0,77.35933824629517,0.0,5.656915739658306,4.941205375568455,0.0,4.475100050244017,3.6116250048807004,3.955815583353354
2024-06-12,0.0,77.39086156630819,0.0,5.604888606785119,4.956801948127416,0.0,4.47692361820843,3.6130967135764678,3.9574275469943756
2024-06-13,0.0,77.40137504953442,0.0,5.605650026171849,4.943890409888115,0.0,4.47753180450346,3.61358754971557,3.9579651601865837
2024-06-17,0.0,77.3954671507076,0.0,5.60374686546651,4.955792225010798,0.0,4.476011648491677,3.6123607093317043,3.956621400991699
2024-06-18,0.0,77.37970455271366,0.0,5.602605589208972,4.975149219599288,0.0,4.475100050244017,3.6116250048807004,3.955815583353354
2024-06-19,0.0,77.39021223788853,0.0,5.603366388387912,4.962245432727,0.0,4.475707741145989,3.6121154412133323,3.9563527586372342
2024-06-20,0.0,77.40072277720826,0.0,5.604127394218558,4.949338140869897,0.0,4.476315597111706,3.6126060107604934,3.9568900798310893
2024-06-21,0.0,77.3954671507076,0.0,5.60374686546651,4.955792225010798,0.0,4.476011648491677,3.6123607093317043,3.956621400991699
2024-06-24,0.0,77.37970455271366,0.0,5.602605589208972,4.975149219599288,0.0,4.475100050244017,3.6116250048807004,3.955815583353354
2024-06-25,0.0,77.37970455271366,0.0,5.589028051596639,4.981937988405455,0.0,4.475100050244017,3.6116250048807004,3.9626043521595204
2024-06-26,0.0,77.39174726831693,0.0,5.5894075035496895,4.96869776419701,0.0,4.475403875066237,3.6118702063985917,3.962873382471538
2024-06-27,0.0,77.41277019149358,0.0,5.597716900696866,4.956465328041181,0.0,4.476619587014487,3.612851345506485,3.943576647247398
2024-06-28,0.0,77.40751339001044,0.0,5.597336781416377,4.96291936647426,0.0,4.476315597111706,3.6126060107604934,3.9433088542267263
2024-07-02,0.0,77.40225730241687,0.0,5.5969567137572405,4.969372528429338,0.0,4.476011648491677,3.6123607093317043,3.9430410975731593
2024-07-03,0.0,77.33399306154458,0.0,5.67343048528656,4.971773997176953,0.0,4.472064069338707,3.6091748195376123,3.9395635671155858
2024-07-04,0.0,77.34448741404101,0.0,5.674200379314004,4.958878507608873,0.0,4.47267093592961,3.6096645906108233,3.9400981724956865
2024-07-05,0.0,77.34448741404101,0.0,5.674200379314004,4.952093423791935,0.0,4.479456019746548,3.6096645906108233,3.9400981724956865
2024-07-08,0.0,77.33923988179164,0.0,5.673815406183076,4.965326689848119,0.0,4.4723674820473525,3.6094196884596563,3.939830851670155
2024-07-10,0.0,77.34448741404101,0.0,5.674200379314004,4.958878507608873,0.0,4.47267093592961,3.6096645906108233,3.9400981724956865
2024-07-11,0.0,77.3602342842525,0.0,5.668569147000602,4.946315174866391,0.0,4.473581544701891,3.6103994965067168,3.9409003526718984
2024-07-12,0.0,77.37598756770493,0.0,5.6697234684341975,4.926958878261281,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-07-15,0.0,77.3812400880309,0.0,5.629378498942121,4.961234875221345,0.0,4.474796266670926,3.6113798366528775,3.941970434481816
2024-07-16,0.0,77.3970019285675,0.0,5.630525151103803,4.941876360690083,0.0,4.475707741145989,3.6121154412133323,3.942773377279289
2024-07-17,0.0,77.3812400880309,0.0,5.629378498942121,4.961234875221345,0.0,4.474796266670926,3.6113798366528775,3.941970434481816
2024-07-18,0.0,77.37598756770493,0.0,5.628996385332224,4.967685961363255,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-07-19,0.0,77.38649332151984,0.0,5.629760664433639,4.954782913180788,0.0,4.475100050244017,3.6116250048807004,3.94223804574102
2024-07-22,0.0,77.3970019285675,0.0,5.630525151103803,4.941876360690083,0.0,4.475707741145989,3.6121154412133323,3.942773377279289
2024-07-24,0.0,77.39174726831693,0.0,5.636932111528618,4.941540845351907,0.0,4.475403875066237,3.6118702063985917,3.9425056933377114
2024-07-25,0.0,77.38649332151984,0.0,5.636549433239806,4.947994144374621,0.0,4.475100050244017,3.6116250048807004,3.94223804574102
2024-07-26,0.0,77.3812400880309,0.0,5.636166806905756,4.954446567257712,0.0,4.474796266670926,3.6113798366528775,3.941970434481816
2024-07-29,0.0,77.38649332151984,0.0,5.636549433239806,4.947994144374621,0.0,4.475100050244017,3.6116250048807004,3.94223804574102
2024-07-30,0.0,77.37598756770493,0.0,5.635784232515887,4.960898114179592,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-07-31,0.0,77.42350249799055,0.0,5.601844996597575,4.947322419812268,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-08-01,0.0,77.41299314664036,0.0,5.601084610469602,4.960224729230419,0.0,4.473885163362441,3.6106445316420377,3.9411678186551344
2024-08-02,0.0,77.42875824377634,0.0,5.602225267087589,4.940869951330446,0.0,4.474796266670926,3.6113798366528775,3.941970434481816
2024-08-05,0.0,77.44978836438176,0.0,5.59016656204797,4.928631618173718,0.0,4.476011648491677,3.6123607093317043,3.9430410975731593
2024-08-06,0.0,77.43927187629586,0.0,5.5894075035496895,4.934751615640632,0.0,4.475403875066237,3.6118702063985917,3.949294923048986
2024-08-07,0.0,77.41299314664036,0.0,5.5875107588468875,4.967011655041777,0.0,4.473885163362441,3.6106445316420377,3.9479547444664913
2024-08-08,0.0,77.43927187629586,0.0,5.582618273838414,4.941540845351907,0.0,4.475403875066237,3.6118702063985917,3.949294923048986
2024-08-12,0.0,77.44452976332032,0.0,5.582997316350995,4.941876360690083,0.0,4.475707741145989,3.6121154412133323,3.942773377279289
2024-08-13,0.0,77.42350249799055,0.0,5.581481455046588,4.967685961363255,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-08-14,0.0,77.42875824377634,0.0,5.5818603431966896,4.961234875221345,0.0,4.474796266670926,3.6113798366528775,3.941970434481816
2024-08-15,0.0,77.42350249799055,0.0,5.581481455046588,4.967685961363255,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-08-16,0.0,77.42350249799055,0.0,5.567905760679263,4.98126165573058,0.0,4.474492524338564,3.611134701708344,3.941702859552698
2024-08-20,0.0,77.44452976332032,0.0,5.569417934993051,4.9690351234059715,0.0,4.462128359788045,3.6121154412133323,3.942773377279289
2024-08-21,0.0,77.44978836438176,0.0,5.56979610692016,4.955792225010798,0.0,4.469221496782406,3.6123607093317043,3.9430410975731593
2024-08-22,0.0,77.45504767962571,0.0,5.570174330207651,4.949338140869897,0.0,4.469524984309525,3.6126060107604934,3.9433088542267263
2024-08-23,0.0,77.48661857707214,0.0,5.572444749086807,4.944562124479536,0.0,4.43737987201264,3.6140785192321405,3.9449161581167367
2024-08-26,0.0,77.46556845324304,0.0,5.570930930905641,4.970385018479207,0.0,4.436174407153056,3.6130967135764678,3.9438444766425844
2024-08-27,0.0,77.46030770919762,0.0,5.57055260486599,4.976838549914338,0.0,4.435873143268173,3.612851345506485,3.943576647247398
2024-08-28,0.0,77.46556845324304,0.0,5.570930930905641,4.970385018479207,0.0,4.436174407153056,3.6130967135764678,3.9438444766425844
2024-08-29,0.0,77.47082991190757,0.0,5.571309308337074,4.963930610396824,0.0,4.436475711961604,3.613342114977232,3.944112342419697
2024-08-30,0.0,77.46030770919762,0.0,5.57055260486599,4.976838549914338,0.0,4.435873143268173,3.612851345506485,3.943576647247398
2024-09-02,0.0,77.46556845324304,0.0,5.570930930905641,4.970385018479207,0.0,4.436174407153056,3.6130967135764678,3.9438444766425844
2024-09-03,0.0,77.46030770919762,0.0,5.57055260486599,4.970047475956619,0.0,4.435873143268173,3.612851345506485,3.950367721205117
2024-09-05,0.0,80.13216170242991,0.0,4.913180201976993,4.371560426562593,0.0,3.9124025302173666,3.186504277497156,3.4841908613159696
2024-09-10,0.0,80.13696164173551,0.0,4.9134745028702405,4.36583225579959,0.0,3.91263688424308,3.186695150010814,3.4843995653407713
2024-09-11,0.0,80.141762156111,0.0,4.913768839023015,4.360103398757358,0.0,3.9128712663462206,3.186886045392477,3.484608294369932
2024-09-12,0.0,80.12736233809092,0.0,4.912885936336937,4.377287911169678,0.0,3.9121682042640367,3.1863134278473955,3.4839821822910335
2024-09-13,0.0,80.141762156111,0.0,4.913768839023015,4.360103398757358,0.0,3.9128712663462206,3.186886045392477,3.484608294369932
2024-09-17,0.0,80.38252337984471,0.0,4.604078029928173,4.3972355198849575,0.0,3.924626282071516,3.196460062278879,3.495076725991774
