date,CHEONG LEE SECURITIES LTD,EMPEROR SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,UOB KAY HIAN (HONG KONG) LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,DBS BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,56.62772595527091,0.0,0.0,0.0,0.0,26.588110215291927,16.78416382943715,0.0
2024-03-05,0.0,0.0,57.15910937753941,0.0,0.0,0.0,0.0,26.262361074647767,16.578529547812824,0.0
2024-03-06,0.0,0.0,32.53419729329119,43.01717498261278,0.0,0.0,0.0,14.987519627643433,9.461108096452591,0.0
2024-03-07,0.0,0.0,32.611123431074724,42.96812576068095,0.0,0.0,0.0,14.970430495762477,9.45032031248185,0.0
2024-03-08,0.0,0.0,32.59190834751333,42.98037757684119,0.0,0.0,0.0,14.974699124170787,9.453014951474689,0.0
2024-03-11,0.0,0.0,33.13713484052034,42.27389270944716,0.0,0.0,0.0,15.07355387702325,9.515418573009251,0.0
2024-03-13,0.0,0.0,33.23329616815761,42.0686258390138,0.0,0.0,0.0,15.000362102328847,9.697715890499742,0.0
2024-03-14,0.0,0.0,33.01572238259812,41.95429218111683,0.0,0.0,0.0,15.076428685165224,9.953556751119834,0.0
2024-03-15,0.0,0.0,33.04428237981879,41.936404185445184,0.0,0.0,0.0,15.070000568349434,9.94931286638659,0.0
2024-03-18,0.0,0.0,32.83937946857861,42.080711802115815,0.0,0.0,0.0,15.106499216722993,9.973409512582574,0.0
2024-03-19,0.0,0.0,32.92468507329567,41.81364880523108,0.0,0.0,0.0,15.112958514953819,10.14870760651942,0.0
2024-03-20,78.45623219525768,0.0,7.146569809549643,8.974976582788925,0.0,0.0,0.0,3.2438797532398556,2.1783416591638978,0.0
2024-03-21,78.36513144170215,0.0,7.407173182229954,8.811770065870352,0.0,0.0,0.0,3.240113068533047,2.175812241664503,0.0
2024-03-22,78.36273691038748,0.0,7.410002456158914,8.811500812709257,0.0,0.0,0.0,3.2400140633752317,2.175745757369108,0.0
2024-03-25,78.32444430118609,0.0,7.455247335698526,8.807194998869642,0.0,0.0,0.0,3.238430803305107,2.174682560940634,0.0
2024-03-26,78.34837279497097,0.0,7.426974469434241,8.80988563922685,0.0,0.0,0.0,3.2394201594638523,2.175346936904075,0.0
2024-03-27,78.32683649282114,0.0,7.482962908674977,8.77692190650349,0.0,0.0,0.0,3.2385297117256835,2.1747489802746953,0.0
2024-03-28,78.00757962646331,0.0,7.4737549849037785,9.12745099118742,0.0,0.0,0.0,3.2253296018569917,2.1658847955885046,0.0
2024-04-02,78.0028343093411,0.0,7.479383494041302,9.126895754764524,0.0,0.0,0.0,3.2251334002589194,2.165753041594156,0.0
2024-04-03,76.62543806812656,0.0,7.580363913520204,10.289354805066314,0.0,0.0,0.0,3.377333655090583,2.1275095581963543,0.0
2024-04-05,76.6002622280794,0.0,7.506188121140764,10.300908581949535,0.0,0.0,0.0,3.3762240077720147,2.2164170610582774,0.0
2024-04-08,76.57738945232664,0.0,7.503946779497027,10.327692657402483,0.0,0.0,0.0,3.3752158700401753,2.2157552407336776,0.0
2024-04-09,76.51201676176346,0.0,7.5219949541393865,10.379354400544427,0.0,0.0,0.0,3.3725975273840088,2.2140363561687124,0.0
2024-04-10,76.46725825214577,0.0,7.550540325153884,10.3898944252841,0.0,0.0,0.0,3.3760223320494824,2.216284665366761,0.0
2024-04-11,76.46040731104081,0.0,7.54986384860352,10.397922875234237,0.0,0.0,0.0,3.3757198636375816,2.216086101483848,0.0
2024-04-12,76.4711239922315,0.0,7.520023390963913,10.410358830501798,0.0,0.0,0.0,3.3797572374211478,2.2187365488816413,0.0
2024-04-15,75.47696422230246,0.0,7.405945233748852,10.281049191746664,1.3070878402419928,0.0,0.0,3.337776437857306,2.1911770741027237,0.0
2024-04-16,75.23727220415279,0.0,7.572635436468407,10.323115478490552,1.3124359648216521,0.0,0.0,3.3543983481327824,2.200142567933823,0.0
2024-04-17,75.25958630960186,0.0,7.390999813692412,10.412186247156873,1.2831668984948223,0.0,0.0,3.447333975419985,2.2067267556340515,0.0
2024-04-18,75.33555337315252,0.0,7.324239668039291,10.39597688826754,1.2844621277952206,0.0,0.0,3.4508137160355363,2.2089542267098903,0.0
2024-04-19,75.4632545744663,0.0,7.32178569028456,10.413599095552414,1.2866394179247436,0.0,0.0,3.3020225995440633,2.2126986222279106,0.0
2024-04-22,75.47672199510488,0.0,7.317143583930354,10.403559988076035,1.2868690358275106,0.0,0.0,3.302611889358781,2.213093507702437,0.0
2024-04-23,74.85994676198942,0.0,7.723462875713406,10.46604904019693,1.305853914911686,0.0,0.0,3.449678697395188,2.19500870979338,0.0
2024-04-24,74.8997196222108,0.0,7.7069047804144155,10.40667332798892,1.3065477110934074,0.0,0.0,3.483979647100652,2.196174911191799,0.0
2024-04-25,74.81359844528804,0.0,7.724577531016108,10.512637760272831,1.2755628590271633,0.0,0.0,3.4799736984923424,2.1936497059035265,0.0
2024-04-26,74.68368834237674,0.0,7.855377862525975,10.494383086233793,1.2733479073909681,0.0,0.0,3.5033622594772655,2.1898405419952613,0.0
2024-04-29,74.65732114201221,0.0,7.7996467588659915,10.490678026833562,1.2728983497947497,0.0,0.0,3.56096733543066,2.2184883870628243,0.0
2024-05-02,73.77392737937343,0.0,8.062044984190448,10.991611676303027,1.2578365923477752,0.0,0.0,3.722341571738065,2.1922377960472432,0.0
2024-05-03,73.34744362324501,0.0,8.029891052295044,11.222898369787448,1.2505650955797956,0.0,0.0,3.700822882527658,2.448378976565043,0.0
2024-05-06,73.3707720455752,0.0,8.000639623243128,11.226467853603188,1.2509628423758656,0.0,0.0,3.7019999427619084,2.4491576924407186,0.0
2024-05-07,73.21623310056353,0.0,7.833752132724989,11.347087175198638,1.2483279719428615,0.0,0.0,3.7230555844134323,2.6315440351565624,0.0
2024-05-08,82.11174929552355,0.0,5.231979602908655,7.578453804411407,0.833729019796479,0.0,0.0,2.486541640342971,1.7575466370169386,0.0
2024-05-09,82.12599261945601,0.0,5.215540888296746,7.579768383303826,0.8338736406650237,0.0,0.0,2.4869729625149968,1.7578515057633997,0.0
2024-05-10,82.12757551603279,0.0,5.215641412644214,7.579914475777646,0.8338897127475542,0.0,0.0,2.485093496200298,1.7578853865974964,0.0
2024-05-16,82.12599261945601,0.0,5.21746825138623,7.579768383303826,0.8338736406650237,0.0,0.0,2.485045599425513,1.7578515057633997,0.0
2024-05-20,81.93806258648696,0.0,5.242065148259901,7.658571129475369,0.8319654761998666,0.0,0.0,2.5755066694748443,1.7538289901030586,0.0
2024-05-21,81.7651091073963,0.0,5.319269397786938,7.719161296524198,0.8378849524877496,0.0,0.0,2.6084482083229643,1.750127037481855,0.0
2024-05-22,81.44939777323293,0.0,5.3254914247956675,7.704647956946671,0.834649712186439,0.0,0.0,2.636606161695556,2.0492069711427274,0.0
2024-05-23,81.1052280933234,0.0,5.297277995305733,7.870045841169201,0.83112284603232,0.0,0.0,2.682567234754724,2.213757989414611,0.0
2024-05-24,79.87226910020203,0.0,5.177385041179842,7.994087008463192,0.8372328627805348,0.0,0.0,2.6792763739289316,3.4397496134454726,0.0
2024-05-27,79.84981766459165,0.0,5.147820546336739,7.991839936585102,0.8369975235329917,0.0,0.0,2.6785232514538935,3.4950010774996216,0.0
2024-05-28,79.86478388564387,0.0,5.148785400390099,7.993337844114552,0.8184114395734832,0.0,0.0,2.6790252860514325,3.4956561442265532,0.0
2024-05-29,79.80495263757497,0.0,5.109343203384627,8.051027910777774,0.8177983210563948,0.0,0.0,2.6770182759692154,3.539859651237007,0.0
2024-05-30,79.80345800494082,0.0,5.109247512693279,8.050877126538747,0.8177830048633714,0.0,0.0,2.676968139245299,3.5416662117184896,0.0
2024-05-31,79.73327336629634,0.0,5.115981348962606,8.043796632584936,0.8170637903566218,0.0,0.0,2.723265286374693,3.5666195754248,0.0
2024-06-03,79.73327336629634,0.0,5.115981348962606,8.041925422713515,0.8170637903566218,0.0,0.0,2.723265286374693,3.568490785296223,0.0
2024-06-04,79.69002950303693,0.0,5.113206662955726,8.0375638317661,0.816620650456143,0.0,0.0,2.7217883056025367,3.6207910461825614,0.0
2024-06-05,79.67512870023735,0.0,5.11225057240546,8.03606093166187,0.8164679550267349,0.0,0.0,2.721279373292474,3.6388124673761078,0.0
2024-06-06,79.67661852975286,0.0,5.106736524546055,8.036211196380103,0.8164832219999761,0.0,0.0,2.7213302579586975,3.642620269362312,0.0
2024-06-11,79.67065954596218,0.0,5.097005891540868,8.03561017122189,0.8164221575324444,0.0,0.0,2.721126730710736,3.659175503031879,0.0
2024-06-12,79.64832129302027,0.0,5.095576780654872,8.052049289182133,0.8161932471058673,0.0,0.0,2.720363774591833,3.667495615445018,0.0
2024-06-17,72.42135061703536,9.073600747211529,4.633224487810634,7.321438484713062,0.7421351305377794,0.0,0.0,2.473528826813597,3.3347217058780485,0.0
2024-06-18,72.40781345447975,9.071904689250264,4.632358435016622,7.32006994488242,0.7419964089616873,0.0,0.0,2.4730664692142255,3.352790598195024,0.0
2024-06-19,72.38813206790623,9.069438827423632,4.63109929967256,7.343562725340534,0.7417947246756382,0.0,0.0,2.4723942575442344,3.353578097437177,0.0
2024-06-20,72.23841259115721,9.050680619456953,4.6299974429353385,7.328374125534144,0.7402604798365887,0.0,0.0,2.467280635131523,3.5449941059482395,0.0
2024-06-21,72.23718794131392,9.050527184266386,4.6299189510992145,7.328249888415655,0.7402479302822988,0.0,0.0,2.4672388075949696,3.546629297027558,0.0
2024-06-24,72.1980210584309,9.045620003514225,4.6189367678087,7.324276523542285,0.7398465690884864,0.0,0.0,2.4659010748263572,3.6073980027890578,0.0
2024-06-25,66.00845492265034,8.270134648553162,4.222953412832768,6.704108364140112,0.6764192174440778,3.109328662950257,2.8711218999447015,2.254498358198188,3.3012325050594344,2.5817480082269557
2024-06-26,66.00743239440654,8.27000653699127,4.22288799562005,6.704004511684243,0.6764087391234551,3.1092804967512317,2.871077423775133,2.2544634340623393,3.3027304528756725,2.581708014710066
2024-07-02,66.09138505249157,8.280524883274042,4.251524801486807,6.588446551731171,0.6772690409037463,3.1132350872112045,2.874729051668392,2.2573308111285177,3.2805631168291964,2.5849916032753546
2024-07-03,66.29498310230815,8.306033483469868,4.244395994701635,6.347362314154134,0.6793554044414394,3.122825574562519,2.88358480840894,2.2642846395370406,3.264219870121062,2.5929548082952087
2024-07-04,63.58006874234125,8.36643137865045,6.654190806564779,6.482845060276683,0.6842953841067606,3.145533416048475,2.9045529941680295,2.280749541417094,3.289523018457107,2.6118096579693737
2024-07-05,63.5292932263072,8.35974988429196,6.567450079166269,6.477667811968911,0.6837489007207714,3.143021369654668,2.902233396532412,2.3572229650750334,3.369888518942256,2.609723847340519
2024-07-08,66.42438478756529,7.673409213837237,6.127434510919103,5.9458472514754,0.6276126902552928,2.884977358295468,2.6639582276861553,2.1636934919862707,3.093218573374334,2.395463894605453
2024-07-22,66.44348510793104,7.675615701330505,6.114818962295072,6.005066944259601,0.6277931601759075,2.8858069330362444,2.664724248414123,2.092428204882645,3.0941080278405164,2.3961527098343467
2024-07-23,66.44348510793104,7.675615701330505,6.100441470936412,6.005066944259601,0.6421706515345679,2.8858069330362444,2.664724248414123,2.092428204882645,3.0941080278405164,2.3961527098343467
2024-07-26,66.03429050083803,7.628345144315007,6.092878470233329,6.353886092772161,0.6382158203420966,2.868034586624977,2.6483134477153065,2.2795871688856235,3.0750528516001543,2.3813959166733194
2024-07-29,65.94006908522258,7.6174605951989465,6.055647693188545,6.344820013046314,0.6658422959263993,2.8639423146139307,2.64453468610305,2.4190201144301318,3.070665194360672,2.377998007909433
2024-07-31,65.93630582099863,7.6170258592738405,6.055302091453017,6.348738231304478,0.665804295655459,2.8637788666254527,2.6443837599224853,2.420308833033618,3.0704899484952977,2.3778622932377327
2024-08-02,65.94571478707283,7.6181127921403995,6.041896389321734,6.349644182311115,0.6658993044666425,2.864187521582151,2.6447611076791495,2.420654205790183,3.0709281006695335,2.3782016089662625
2024-08-12,65.95512643880788,7.619200035257097,6.0284868607159,6.35055039190909,0.6659943403967934,2.8645962931838245,2.645138563144577,2.420999677128684,3.0713663779083236,2.3785410215478318
2024-08-20,65.96006863145985,7.619770962135132,6.028938591234423,6.343532990128457,0.6660442451200965,2.864810944985973,2.645336770396629,2.4211810890592003,3.071596523541635,2.378719251938611
2024-08-21,65.80978134586925,7.602409629460971,6.214567031703741,6.357560245329043,0.6645266908822196,2.8582835918527048,2.639309480083801,2.4156645281861207,3.064598018028674,2.373299438603466
2024-09-04,65.80978134586925,7.602409629460971,6.200326665457469,6.357560245329043,0.6787670571284902,2.8582835918527048,2.639309480083801,2.4156645281861207,3.064598018028674,2.373299438603466
2024-09-10,65.79104357474469,7.600245024006906,6.198561269803831,6.384222704431407,0.6785737943413593,2.8574697635332975,2.6385579994383206,2.4149767251252805,3.0637254465799275,2.372623697994985
2024-09-16,65.78167868996407,7.599163183454044,6.211913234117423,6.383313955963649,0.6784772042121584,2.8570630231375604,2.6381824195674275,2.4146329704506346,3.0632893471620175,2.3722859719710128
2024-09-19,65.75360002508718,7.595919508913923,6.195033492706827,6.437502099550143,0.6781875987411051,2.855843496412848,2.6370563212142333,2.4136022933483137,3.0619817934979445,2.371273370527485
2024-09-23,65.71619907156008,7.591598914567148,6.163069496282101,6.519161116093129,0.6778018424805582,2.8542190793490025,2.6355563513132627,2.4122294251377214,3.0602401240119277,2.3699245792050734
2024-09-25,65.84728892629464,7.606742541450225,6.061375651364029,6.4466745630806175,0.6791539131469223,2.8599126399897363,2.6408137262698115,2.417041310325777,3.066344652864437,2.374652075213806
2024-09-26,65.89423356762609,7.612165631848203,5.994403797258499,6.451270603860415,0.6796381037245666,2.8619515633123638,2.642696446959219,2.4187644964925386,3.068530748180957,2.37634504073715
2024-10-03,65.88577859289353,7.606911861671067,5.950864214382063,6.367753328883402,0.6795508984763504,2.8615843425884324,2.6423573591441682,2.5467654410851326,3.082393832058729,2.376040128817131
2024-10-04,65.80134802821048,7.597163842027199,5.957476909393028,6.359593252144506,0.6786800752529694,2.857917311749717,2.638971260828393,2.6574101719256884,3.078443840765095,2.372995307702924
2024-10-08,65.81634208758348,7.598894996921851,5.973076217067775,6.361042403593043,0.6645929392102329,2.8585685412934816,2.639572599447649,2.6209870688429273,3.093387107278659,2.3735360387609
2024-10-09,65.94783217451624,7.614076323201098,6.084901098612871,5.931373309399479,0.6659206851860782,2.864279485020766,2.6448460257663715,2.768925750564249,3.0995671793815944,2.378277968351265
2024-10-10,66.03263931128541,7.623867820371222,6.0784375278493545,5.681806280072391,0.6667770412597175,2.8679628713281202,2.648247226552578,2.9153724121595728,3.103553139329625,2.381336369792018
2024-10-15,66.00448744663399,7.620617517229656,6.075846091972175,5.679169703542329,0.6664927724918174,2.8667401653539075,2.647118192513306,2.914129493954097,3.145077487765148,2.3803211285435824
