date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,63.76694668311713,27.99771039141098,1.3953843861087734,1.1542874501930014,2.0897474057217877,1.1201663569041225,0.7799895365942136,0.771292749578328,0.6310742440260334,0.2934007963456234
2024-03-04,63.79206143257613,27.99225199318391,1.4044542932409563,1.1166895429321382,2.096827296704102,1.122037451919826,0.7800152872063801,0.7705845675585126,0.630214703722548,0.29486343095549733
2024-03-05,63.831443081723194,27.959222834583507,1.4001770460193586,1.1151150309417954,2.1077710595878085,1.1140799148625429,0.7839175876581098,0.7708147279993885,0.6226973593303043,0.29476135729398845
2024-03-06,63.75090793640352,27.953403690290727,1.4129942270879599,1.1238711317383079,2.168207513783165,1.1185791463471026,0.7839849022977812,0.7705139536726631,0.6227508300637431,0.2947866683150291
2024-03-07,63.75396599829617,27.93719294980844,1.4028495358545592,1.1868495908020364,2.1386323239807385,1.1260799375483945,0.7714367283209653,0.7685354346073495,0.6189940144299019,0.29546348635143943
2024-03-08,63.71577447514498,27.9141437308082,1.401221011214445,1.2212011843975694,2.1643490212613767,1.125144554549907,0.7752187280206911,0.7692352248352647,0.6190114769924896,0.2947005927750783
2024-03-11,63.66707437512472,27.8682542742682,1.4885611995387815,1.227602385007674,2.158904439954698,1.12737240206407,0.7782473764089612,0.7710224274115102,0.6185027320572846,0.2944583881640998
2024-03-12,63.63837267106008,27.823644567901212,1.4903623510509776,1.2130396710397893,2.261472469682561,1.1159864925160945,0.7738038084144644,0.7712735945029029,0.6178816649231755,0.29416270890874197
2024-03-13,63.67507090589372,27.80011591975637,1.4967446735450913,1.2140457277278522,2.241362714522715,1.1152976435460182,0.773884861930598,0.7713543829870841,0.6179463860849893,0.2941767840055647
2024-03-14,63.73511906900312,27.789082572670626,1.4957866321793678,1.2769835715335367,2.109784577677152,1.115257341079458,0.7745384963389347,0.7903187981163651,0.6178834751210154,0.2952454662804224
2024-03-15,63.730895572798886,27.76074832547789,1.5094306678793576,1.2545414102458188,2.1170475116469674,1.115499025334557,0.7759326584044893,0.8468377183336935,0.6176523081876399,0.2714148016906965
2024-03-18,63.72171333325407,27.75640279984254,1.5063179049762354,1.2523382773459275,2.1277700318052437,1.1215851394620513,0.7758377978549205,0.8478322754833071,0.6188212955549783,0.27138114442073297
2024-03-19,63.70074376399815,27.743057291279015,1.515670336344069,1.2837223879286657,2.128592146930298,1.120295575131214,0.7694564417641782,0.8475766398864748,0.6195860982665522,0.2712993184713923
2024-03-20,63.69349711263427,27.741403292108586,1.516686176202217,1.2804721392064802,2.137345411766065,1.1209827711286358,0.7695262745399549,0.8494833202601535,0.6192763778674714,0.2713271242861747
2024-03-21,63.70954348718734,27.73626592181631,1.5101500881832501,1.2638274633912245,2.150383899658293,1.119995960226831,0.7695522837301708,0.8495120319156134,0.619004537636332,0.2717643262546388
2024-03-22,63.72729426852731,27.722157074237042,1.4978605396981945,1.2625042570465037,2.1559172974216065,1.1237156403081918,0.7695934036685632,0.849557424390114,0.6197695802048407,0.27163051449762704
2024-03-25,63.724529336582734,27.721081655731172,1.49787562743382,1.2684571770807487,2.1549553372273325,1.122647334338974,0.7695635490296878,0.8495244677275591,0.619745537642996,0.2716199772049745
2024-03-26,63.714066027055175,27.71090328285078,1.5000626410880604,1.2623710734191134,2.183190092211124,1.1226780372290486,0.7620166018961758,0.8492708491884868,0.6234386338550607,0.27200276120698585
