date,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-05-02,29.169699330475417,25.672291782392843,13.758692323551273,9.578939191043156,6.247991560114994,6.292180434748119,4.193440247028642,2.218095938682595,1.8439703076681957,1.0246988842947664
2024-05-03,29.31890835141185,25.693951489955936,13.64866906807531,9.586947966241452,6.238873171659808,6.197131119706978,4.1870805968723515,2.219950447974999,1.8829321718817973,1.025555616219522
2024-05-06,29.33187912400001,25.705318570806046,13.664546829888568,9.591189260644171,6.241633267777511,6.145075472364604,4.189432999562924,2.220932560680989,1.883982589189174,1.0260093250860005
2024-05-07,29.297211147233888,25.673438599477766,13.625234015414417,9.579853228436965,6.234256147607499,6.272392072539732,4.1919295109165375,2.2183075928742104,1.8825810228303403,1.024796662668651
2024-05-08,29.35728333827397,25.67421079880724,13.60253310619676,9.57916912334734,6.208428453378042,6.264074755548185,4.189154879445596,2.21814918172965,1.8827505682396661,1.0242457950335488
2024-05-09,29.491319589295205,25.691417457898307,13.558356338173654,9.583967952520855,6.210821771133396,6.155686409525512,4.181151895146982,2.219260396999725,1.8837372082800028,1.0242809810263533
2024-05-10,29.568059611582655,25.682624859775682,13.578298228312985,9.580339611208528,6.205191386407627,6.077887106961159,4.179981573496723,2.218680807383323,1.8850436107049606,1.0238932041663615
2024-05-13,29.682176353190037,25.68106013274094,13.55010230657158,9.579512928621579,6.1943636106422,5.996629980107517,4.188784101319803,2.2184893585554217,1.885076375303528,1.0238048529473935
2024-05-14,29.507533291940558,25.737010721891007,13.68638684358478,9.587259609592639,6.151607327471685,6.002384851798631,4.197039273071399,2.220283388108539,1.8858619175861129,1.02463277495465
2024-05-16,29.49075897824846,25.732091854187477,13.785632564547685,9.58456944749892,6.1427987715640535,5.955785457728906,4.179372133528776,2.2196603819053875,1.8849851453392736,1.0243452654510579
2024-05-17,29.62753646071067,25.712631500733245,13.739295273609514,9.577741436235279,6.141266644308125,5.897300377720816,4.1743757561693755,2.218079104188936,1.8881579205914611,1.0236155257325792
2024-05-20,29.547950311295413,25.715132456146872,13.863780024003017,9.578115016730324,6.123964008712864,5.9779509674227365,4.058647320257443,2.2261985477186252,1.8850401080635393,1.0232212396491622
2024-05-21,29.56142836412024,25.72864729792056,13.896891469790921,9.582582566976264,6.136594761728978,6.014642903468077,3.96090737078401,2.227236920493644,1.8673698407741954,1.0236985039431137
2024-05-22,29.710192125730174,25.842989379768376,13.478773181505744,9.625331562446169,6.119811910026925,6.103447611492382,3.9740393620548105,2.237325602292994,1.8798239247739805,1.0282653399084436
2024-05-23,29.672710359373855,25.83426493826675,13.437884258913199,9.622155217537372,6.131947356559181,6.186381502510072,3.9697617152820497,2.236587288216221,1.8803813494452797,1.0279260138960233
2024-05-24,29.6268450981552,25.800690750124026,13.68856930304761,9.609690837672954,6.11953878566199,6.063164352022503,3.9630292523446173,2.22593559179625,1.8759415735441032,1.0265944556307434
2024-05-27,29.652173240015774,25.7834568250023,13.754458842754461,9.603417850953749,6.0949733610098,6.033550751823854,3.9562845955208896,2.2236553691033243,1.872104845601072,1.0259243182147781
2024-05-28,29.665459578084857,25.778622970555592,13.749573101084772,9.600644758595312,6.088752225719547,6.036050371887124,3.9520084926965966,2.2230132641978044,1.880247165876053,1.0256280713023425
2024-05-29,29.699343579444676,25.777631056257828,13.757953335055792,9.600518479006578,6.050459127987756,6.06099736677036,3.9516300900427166,2.2251601639433307,1.8506922205212284,1.0256145809697352
2024-05-30,29.833680655002436,25.771493801194474,13.761550346089221,9.597341519082875,6.030836039975717,6.015864629251181,3.9503224345804817,2.224423824059175,1.7892115615086017,1.0252751892558365
2024-05-31,29.908022019569273,25.774036480799545,13.76555162184071,9.597162357869061,6.053086352084839,5.966764317494181,3.9553825848411552,2.2243822989689654,1.7303559169045257,1.025256049627739
2024-06-03,30.029101135038815,25.7783255125398,13.717299742303526,9.597787325780976,6.063553189450848,5.872339774042212,3.9583378050704097,2.224527150906324,1.7334055504907033,1.0253228143763824
2024-06-04,30.101881900755256,25.728166500920786,13.996618723720644,9.583965060610149,6.056775904584074,5.711843490271335,3.948509663921192,2.221323495405755,1.627503542826631,1.0234117169841788
2024-06-05,30.076966453956448,25.71376711933069,14.064399603002212,9.578762924918914,6.05922030206387,5.70722054428039,3.9385717919094843,2.2179465621448977,1.6207227266124054,1.0224219717806924
2024-06-06,30.253926028696814,25.685624210975682,13.98471305569979,9.568279270544226,6.03551996884433,5.696458229244943,3.931441667584415,2.2155190894784047,1.6072155158015293,1.021302963129862
2024-06-07,30.31653039260061,25.683594763404077,13.958983618814738,9.567523270963658,6.034609364090807,5.710035064567682,3.8845048377843803,2.2153440390377748,1.6076523798033409,1.0212222689329302
2024-06-11,30.372896071316784,25.682162951432502,13.9646678481196,9.566997977726176,6.034364782858367,5.649083047638217,3.8858745990740267,2.2152224082656877,1.607564113603258,1.0211661999653776
2024-06-12,30.33042544099425,25.687179797862598,13.985861440944007,9.568301282230385,6.035490476730821,5.65966458782815,3.888464363759534,2.215524186247584,1.607783110780318,1.0213053126223532
2024-06-13,30.443616428013403,25.660407147387172,14.063385340570553,9.560645402631199,6.0686939358914564,5.471029466648242,3.8880619659050693,2.2158102266143134,1.6078619501697013,1.0204881361688936
2024-06-14,30.436533215280615,25.577221296804982,14.283407842666108,9.529651723717045,6.028370128211643,5.435458220918986,3.8809010475316272,2.2086270179703154,1.602649586890531,1.0171799200081502
2024-06-17,30.47195480308311,25.577308877421817,14.249329848620103,9.52968435481354,5.993613423160874,5.435866425514637,3.913315591514862,2.20863458067286,1.6031086921985287,1.017183402999668
2024-06-18,30.531512084357765,25.59273354828368,14.273703352169917,9.536236698322996,6.006813052871594,5.310164452578246,3.916589901087422,2.2101531758246633,1.6042109447436486,1.0178827897600706
2024-06-19,30.5799465689664,25.596757516936027,14.28475510517096,9.538783431995183,6.007746958427816,5.236793941989586,3.922197988345186,2.2098353147717087,1.6050285493216032,1.018154624075538
2024-06-20,30.60386143038028,25.609966450941315,14.305674288357878,9.543665512109314,6.021248684026008,5.150932269021508,3.9270609166963553,2.2105769532786357,1.6083377656201319,1.0186757295685755
2024-06-21,30.60652300734962,25.620068519311502,14.305530719370596,9.547188158939335,6.027582874684475,5.120134728567546,3.9292245646647954,2.2117824249608233,1.6129132708436744,1.0190517313076382
2024-06-24,30.632787062096376,25.609911155010263,14.236251410828402,9.543241850950793,6.080338410470225,5.122262251641986,3.9302827431998213,2.2108681898470675,1.6154264173070285,1.0186305086480394
2024-06-25,30.618176349656583,25.58205467479557,14.279319632003732,9.530687909249318,6.128745572370466,5.092944576689019,3.929346745572112,2.207700600106483,1.6137334187472547,1.0172905208094583
2024-06-26,30.609615363775305,25.564731457344376,14.270658465433225,9.524105397163158,6.136213462136241,5.128515435755388,3.930907345316228,2.20604628953643,1.6126188696366461,1.0165879139029974
2024-06-27,30.768099841509034,25.585221306192757,14.234969508910748,9.53070064165937,6.159905488403929,4.992964421024676,3.9362866029940977,2.2075739306158524,1.5669863788428082,1.0172918798467259
2024-06-28,30.74847286011147,25.58030244340557,14.25078148548563,9.527959237475512,6.1722148534697,5.005180183707046,3.935154372220303,2.206938945567312,1.5559963518480473,1.0169992667094057
2024-07-02,30.85858277385408,25.616767062555102,14.113720069637086,9.541364082652048,6.214983158456013,4.97420721474078,3.9471572901196357,2.210043878548452,1.5047443908006148,1.0184300786361895
2024-07-03,30.801515359746297,25.60194206416972,14.246330537143404,9.535367309378834,6.197136176366011,4.943545034924114,3.9515496534333434,2.20865485996068,1.4961690123153968,1.0177899925621965
2024-07-04,30.812320556422723,25.581888785133362,14.283568592981357,9.528662734119257,6.208156948912085,5.117253814639482,3.748855300792161,2.2071018948518812,1.49511701532161,1.017074356826081
2024-07-05,30.755241543003287,25.633143788116875,14.272367014961459,9.547915263046308,6.205009876226839,5.104829907810716,3.7521230202043685,2.2115613131628513,1.4986789322197742,1.0191293412475193
2024-07-08,30.668382294033403,25.620317724682838,14.266475496054698,9.543178056682892,6.3995343024632705,5.033047559755972,3.7420414604816954,2.210464045116669,1.4979353613795612,1.0186236993490008
2024-07-09,30.677901231848693,25.624959716712816,14.191214075293038,9.545076366541284,6.442066613862774,5.0492011092458275,3.742158383826974,2.2109037461956533,1.497692434538573,1.018826321934368
2024-07-10,30.800750429346262,25.64625472774637,13.93572266543384,9.553008574388192,6.476089645648826,5.108804607335839,3.7485595784561063,2.212741064973511,1.4983957134440604,1.0196729932269952
2024-07-11,30.828346109157113,25.640788311947976,13.876000454208054,9.55073046482542,6.574799686990229,5.049606361588524,3.750046997631125,2.212213391776025,1.4980383904523524,1.0194298314231842
2024-07-12,30.817644181727893,25.634457563498515,13.756361733366088,9.548420745832017,6.645130364830501,5.120264224081029,3.7492483144436504,2.2116783969599463,1.4976111795815144,1.01918329567885
2024-07-15,30.793044393787937,25.60498598322503,13.682449576024725,9.53744305895104,6.72130517789224,5.163569233557941,3.7493047771774672,2.2091356609861634,1.5207505836160908,1.0180115547813653
2024-07-16,30.629988931374825,25.629735029512556,13.669982849859291,9.548620732250763,6.87822132854119,5.1479148808531345,3.742032893384664,2.2117247193470515,1.5225739929643294,1.0192046419121985
2024-07-17,30.59584580364624,25.601107560604586,13.663383343784377,9.540565678981839,6.857021621616539,5.25416056848073,3.735264719660672,2.2098589461709985,1.5244468987600763,1.0183448582939414
2024-07-18,30.623787921230676,25.585859912292847,13.654099254185995,9.534883456452059,6.855325873678521,5.2648908356796795,3.733882942413579,2.2085427862372926,1.5209886709616267,1.017738346867724
2024-07-19,30.612642816039504,25.577530391012637,13.624896101292613,9.545648235747395,6.862740906396538,5.289924708365248,3.735155820497677,2.211036206924261,1.5215374513771438,1.0188873623469867
2024-07-22,30.47638579859401,25.568425910599252,13.674685681974028,9.542298836313162,6.858991867124346,5.396978781206366,3.7329584136408918,2.2102603933558527,1.520484464431748,1.0185298527603446
2024-07-23,30.53431647456498,25.589430452959018,13.62206713973094,9.55066302038956,6.875460203480416,5.334324690994496,3.7373129116330874,2.212197769778864,1.524804703957638,1.0194226325110034
2024-07-24,30.483598222046943,25.552813665055123,13.74859528601119,9.53699665126884,6.864259976296068,5.325169736661411,3.7323974114815175,2.2090322606173234,1.529172884628644,1.017963905932946
2024-07-25,30.46730614979325,25.533111650221514,13.699633387485802,9.529804572237241,6.858521843567665,5.428053294490046,3.7295827206367704,2.20736637614838,1.5294237706024063,1.0171962348169232
2024-07-26,30.162620836916926,25.276462045378224,14.378090106455657,9.43401442291256,6.789903221964129,5.561383856272804,3.6914100164001353,2.185178727578805,1.5139650200105055,1.0069717461102528
2024-07-29,30.184368828559588,25.285258507316545,14.398611290975447,9.4383675303059,6.794790561189617,5.492902764134073,3.700601179482521,2.186187027677614,1.5114759204651753,1.0074363898935217
2024-07-30,30.075048385458675,25.229872255776765,14.47698962101753,9.417533836076327,6.792130492425478,5.620510659323445,3.692432691320624,2.181361367740443,1.508908056466793,1.0052126343939194
2024-07-31,30.111514609148475,25.28540832953191,14.417914795243075,9.437305569059236,6.799545035159219,5.5387438400805795,3.704227787712216,2.185941048074267,1.5120759481577084,1.0073230378333156
2024-08-01,30.08446007010243,25.29395602513932,14.367058236267221,9.440495836517334,6.803063335917055,5.593741130410089,3.709973718097151,2.1862520287933096,1.5125871032386031,1.008412515517484
2024-08-02,30.039635298630095,25.28575093752575,14.357792362280563,9.440907787491078,6.8017766273706215,5.664162582496765,3.7103496047490614,2.186347429359943,1.5048208509028866,1.008456519193233
2024-08-05,30.051320488638776,25.288867210630855,14.34021907774334,9.442071306308398,6.812438524231101,5.653173629688555,3.7112777260155085,2.1866168797594723,1.5054343533296737,1.0085808036543191
2024-08-06,29.987863031274852,25.27953983470538,14.269162947923576,9.441033711503737,6.840151759371799,5.771798339536186,3.711190889908447,2.1863765911362862,1.5044129245269122,1.0084699701128215
2024-08-07,30.06289330842093,25.27459409177051,14.267309735623176,9.439186647590317,6.766346279468988,5.817943759280866,3.70990853626006,2.1859488437702628,1.4675961269117161,1.0082726709031709
2024-08-08,30.04059766111911,25.262845220151426,14.269475243631929,9.435597602241264,6.763089121234063,5.867466115887885,3.7087117999706383,2.185117684283338,1.4592102543227286,1.0078892971576154
2024-08-09,30.019395971062334,25.24091826038243,14.32342847215744,9.427407947939944,6.761450141980699,5.87558616703165,3.7042747793592823,2.1832211050526027,1.4573026583142614,1.0070144967193517
2024-08-12,28.998634335566898,24.371624707480123,17.301707662558805,9.102729389688474,6.544680571374329,5.623213164419354,3.5766381956596263,2.108031287804103,1.4004076214980188,0.9723330639502721
2024-08-13,28.99695771699861,24.372643431300105,17.29413111812298,9.103109880007338,6.544603359590012,5.631859858826355,3.576663894106135,2.1081194026389545,1.3995376313398293,0.972373707069682
2024-08-14,28.88213520456155,24.30433917001515,17.666203361361514,9.076906834090808,6.525271114041697,5.506455868099115,3.5715533493436964,2.1020512401941405,1.395509101606661,0.9695747566856674
2024-08-15,28.916428275129867,24.33579719943816,17.705033259741185,9.088655419405525,6.53068864964317,5.3746335875694395,3.5758465279376614,2.1047720049637615,1.3973153620472898,0.9708297141239365
2024-08-16,28.93593658065677,24.350707929762248,17.702851646850817,9.094301095216169,6.540208070803153,5.309924817139175,3.5778410127798206,2.106079443726373,1.4107166305593746,0.9714327725061018
2024-08-19,29.008512351339178,24.37035548941057,17.714886307056965,9.101484807131849,6.560950102128266,5.164314042741318,3.5769537545441423,2.1077430644748896,1.4225999607297992,0.9722001204430208
2024-08-20,29.011755355146125,24.3183232049428,17.650565902408584,9.081937226666094,6.547826456653027,5.328950348031702,3.5694772639254997,2.103216190231066,1.4178359600975246,0.9701120918975811
2024-08-21,28.996215814095518,24.342693424351168,17.664924403208634,9.091038545083554,6.542518876213281,5.298319998694632,3.569551242901983,2.105323894762633,1.4183295264439422,0.971084274244654
2024-08-22,28.916530509241557,24.333804767214843,17.60816922363254,9.088642226715944,6.684404810541703,5.31372220877924,3.559545842666551,2.1047689497699604,1.4195831565271295,0.9708283049105312
2024-08-23,28.908017267816184,24.3294833526904,17.587198781837127,9.087028184403133,6.737739244183483,5.297443320195689,3.558707731977702,2.1043951660893097,1.4193310542632234,0.9706558965437462
2024-08-26,28.89861104992012,24.324669302684637,17.603343380838,9.085230143423413,6.733172891275584,5.303785740597309,3.555491179681256,2.1039787715685305,1.4212537061576205,0.9704638338535274
2024-08-27,28.88567641154462,24.329038531436332,17.66523482541448,9.086862044283583,6.726617207352957,5.256739352875853,3.55213398500598,2.1043566909732014,1.4227028012828535,0.9706381498301432
2024-08-28,28.909643229192394,24.326258574189833,17.631826975000923,9.085823734119568,6.722326889566207,5.275352947934272,3.551007284478839,2.1046311052476967,1.4226020203946954,0.9705272398755692
2024-08-29,28.824403059527153,24.33210308163156,17.639449852836616,9.086960392002226,6.718142122622425,5.362019648671106,3.539669857393431,2.1048943995406377,1.421708930662766,0.9706486551120762
2024-08-30,28.825056937935862,24.350705035312693,17.739033014351083,9.094308720838276,6.713992270107623,5.127480833598119,3.5285218629828203,2.1065392606202544,1.5429548997380054,0.9714071645152674
2024-09-02,28.81994313163802,24.310291632001103,17.821517836100323,9.079138585677043,6.734463846082346,5.132834254796356,3.5131078764793946,2.104054312770833,1.5148617555553696,0.9697867688992137
2024-09-03,28.910754710224403,24.321524258093547,17.39061526109065,9.083333622516509,6.779287898897998,5.415333110590743,3.5183135216847816,2.1050264958993328,1.5055762598985305,0.970234861103509
2024-09-04,28.92934872531233,24.28441741006089,17.695702473750387,9.068277843953611,6.820403203125702,5.109834034550843,3.5181959843519253,2.100509658389986,1.5051361831056802,0.968174483398643
2024-09-05,29.076553075938268,24.29285899816939,17.740944489493337,9.071122985394082,6.831507616996787,4.892025903984231,3.527729759508481,2.101168686176522,1.4976102394773096,0.9684782448615938
2024-09-09,29.14080681173372,24.29416260152464,17.652968783289534,9.071609759979179,6.8574121692945145,4.893211405333269,3.5250403895019553,2.101281439086727,1.494976424917057,0.9685302153394032
2024-09-10,29.111688410965296,24.23850336358019,17.696505888253657,9.050826212324065,6.901933084946036,4.92830512143095,3.515282113495424,2.096939131567509,1.493705413103089,0.9663112603337844
2024-09-11,29.065012663346433,24.248143504321817,17.575228568023434,9.053713264568023,6.975836449604862,4.996725253500406,3.5168138538315437,2.097608017775599,1.5042989286251396,0.9666194964027425
2024-09-12,29.098612615757457,24.24144724095667,17.529067173794026,9.051213029923614,6.994815564168973,5.006824793398657,3.5127653056833683,2.0970287513372687,1.501872966073719,0.9663525589062434
2024-09-13,29.115560255584604,24.243293529137652,17.46727913036246,9.05190239254601,7.0424354991325915,4.988707096032543,3.504415582509874,2.097188466199186,1.522791889803708,0.9664261586913732
2024-09-16,29.076402374188476,24.218153388168993,17.531920006554653,9.042347269967546,6.950989937736732,5.073987130570822,3.50112625955988,2.0949746892498045,1.5446929377624277,0.9654060062406645
2024-09-17,29.29748739219994,24.32296839035669,17.688246168021255,9.08148211372267,6.515167502448155,4.951233171381745,3.518934345545436,2.1040416388688516,1.5498258234125846,0.9706134540426783
2024-09-19,29.30433849431203,24.328656220779852,17.747722128662115,9.083605782570354,6.516691048724979,4.872143160000651,3.517080644334865,2.1045336607246177,1.5553355328443546,0.9698933270461795
2024-09-20,29.294630604982775,24.321008313343555,17.754747818338735,9.080596581742807,6.514532210861901,4.893921503718275,3.512560591598167,2.1038364745427156,1.5545938783676325,0.9695720225034417
2024-09-23,29.293758393560033,24.303758935776905,17.84790960772194,9.073810726234413,6.5099930255096154,4.833821685870221,3.512239182585445,2.1022642947634442,1.553596678711816,0.9688474692661666
2024-09-24,29.297622787293005,24.32051621264741,17.56242420716965,9.078392261021236,6.526326073593978,5.06901185928676,3.517222641799287,2.103325766871266,1.5558215320525461,0.9693366582648676
2024-09-25,29.29052975497925,24.32977024144861,17.65286260127398,9.081616100443918,6.528108444772094,4.970522687233094,3.5154457043632874,2.104072681559575,1.5573909032876971,0.9696808806384902
2024-09-26,29.087724789467508,24.309830204139235,18.061102485368863,9.074556932377984,6.537679001052243,4.976191458519562,3.5071596035662447,2.102437179406897,1.3743912013873971,0.9689271447140642
2024-09-27,29.040951230980518,24.341944515042385,18.12764991053504,9.08759051513563,6.546780548272121,4.906008813724025,3.5022067376331316,2.1054568628112493,1.3710920728079146,0.9703187930579853
2024-09-30,28.81481800778759,24.339403996036907,18.21183716322104,9.090311257454697,6.556652666977991,5.061174157682125,3.4786948768084267,2.1058811739939847,1.3709470719800105,0.9702796280572259
2024-10-02,28.73748646746862,24.306327509569627,18.35800990659113,9.07778106078075,6.504631731491763,5.106605711921554,3.467953350774803,2.1029784015217583,1.3692836771779329,0.9689421827020613
2024-10-03,28.76944236875703,24.31468371709728,18.515130077993664,9.08092494866129,6.512071402050881,4.8867529914218135,3.482780397437763,2.103706721390382,1.3651884547229063,0.9693189204669845
2024-10-04,28.775011863964302,24.31407935032795,18.547147947820697,9.082682930874878,6.513332078222432,4.848882401520954,3.4827134968994864,2.1041139793536088,1.3625293794634825,0.9695065715522108
2024-10-07,28.726237728917646,24.27290767618163,18.628549448227545,9.067287628660903,6.50229186945071,4.880740334498674,3.494546759093936,2.0984511492104123,1.3605487036520967,0.9684387021064462
2024-10-08,28.705002159265756,24.26206997733009,18.73618564981048,9.060584731476482,6.497485118452071,4.844641079060373,3.481551205819527,2.095873042484763,1.3490896120861011,0.9675174242143607
2024-10-09,28.709264765490595,24.259695674378538,18.54785393604346,9.061930200975588,6.498449975390873,4.9790863852446074,3.527954620565494,2.101914940164563,1.3462705642114783,0.9675789375348086
2024-10-10,28.732806846331894,24.23575452544847,18.51668807184193,9.052657680766071,6.568808342162598,4.9826859447505365,3.5210000817038143,2.0945318320258077,1.3290112961062077,0.9660553788626682
2024-10-14,28.90628603901133,24.227799952816998,18.332666122149643,9.04869817985386,6.495729399596499,5.080553646947764,3.518331995649187,2.0936157142411727,1.3306861094544327,0.9656328402791117
2024-10-15,28.79592589655997,24.250604763660856,18.428927937923486,9.058726140298475,6.472436953746216,5.055527317463741,3.5096445030533254,2.0961412314802446,1.365362280611969,0.966702975201713
2024-10-16,29.030303176680473,24.252032425897482,18.14021230686742,9.057802298520151,6.502778180039721,5.106745858457741,3.513680139750386,2.09100009903091,1.3388411274329037,0.9666043873228114
