date,FUTU SECURITIES INTERNATIONAL,QUAM SECURITIES LTD,FIRST FIDELITY CAPITAL (INTERNATIONAL),BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,WATON SECURITIES INTERNATIONAL LIMITED
2024-03-01,60.415448284981906,0.0,0.0,15.842582730088935,16.00485348068094,0.0,7.737115504248216,0.0,0.0
2024-03-04,60.162934890206145,0.0,0.0,16.133782270104085,15.967505122784218,0.0,7.73577771690555,0.0,0.0
2024-03-05,60.228757518376995,0.0,0.0,16.142155456949414,15.8892945571576,0.0,7.739792467515988,0.0,0.0
2024-03-08,60.00040269882317,0.0,0.0,16.08095314847648,15.829050960229168,0.0,8.089593192471181,0.0,0.0
2024-03-11,60.03487050109191,0.0,0.0,16.08095314847648,15.829050960229168,0.0,8.05512539020245,0.0,0.0
2024-03-13,30.593437673291472,28.27100563971333,20.804565805840376,8.180674400939592,8.052527159671703,0.0,4.097789320543527,0.0,0.0
2024-03-14,30.56738852818231,28.29233747389909,20.82026385187852,8.230716190243252,8.058603178909772,0.0,4.0306907768870595,0.0,0.0
2024-03-15,30.548626567549597,28.27497191709324,20.8074845799302,8.225664258083658,8.05365688801358,0.0,4.089595789329728,0.0,0.0
2024-03-20,30.338184245628685,28.27497191709324,20.8074845799302,8.392264429604381,8.05365688801358,0.0,4.133437939729919,0.0,0.0
2024-03-21,28.89279939625218,27.0608439813137,19.914010719872255,8.031900404546874,7.7078326784761915,0.0,4.02308332874284,4.369529490795963,0.0
2024-03-22,28.69511456222076,27.088122523023166,19.93408493383247,8.03999691958325,7.841608112508938,0.0,4.027138776771717,4.3739341720597,0.0
2024-03-25,28.70110393537643,27.08584721084952,19.93241053701586,8.03932158658992,7.840949443515391,0.0,4.026800510512181,4.373566776140697,0.0
2024-03-26,28.44418585046829,27.113176210049577,19.95252188252338,8.04743307786057,7.848860781839108,0.0,4.215842592455636,4.377979604803435,0.0
2024-03-27,28.224285420357003,27.120017079003095,19.957556061714822,8.049463508920041,7.8508411115366314,0.0,4.418752614759785,4.379084203708617,0.0
2024-03-28,28.050335764189114,27.106338791365765,19.947490242377206,8.045403670871988,8.015001891249879,0.0,4.4585540769308345,4.376875563015215,0.0
2024-04-03,27.731825479011334,27.115456116208502,19.954199660042832,8.140607117946677,8.017697769008219,0.0,4.518915675224196,4.521298182558238,0.0
2024-04-05,27.591490012882115,27.142844927689097,19.974355021265332,8.140412448826675,8.025796294504623,0.0,4.54873217593417,4.576369118897993,0.0
2024-04-08,27.536594572196975,27.163422874038485,19.98949828303786,8.146583982101102,8.031880933237202,0.0,4.552180729942545,4.579838625445835,0.0
2024-04-09,27.57754108197288,27.195495104285882,20.01310016099104,8.139335425778532,8.066665298069355,0.0,4.422616824451623,4.585246104450686,0.0
2024-04-10,27.6069292496003,27.216152990346288,20.028302250206767,8.145518121228214,7.988392024771682,0.0,4.425976274761243,4.58872908908551,0.0
2024-04-11,25.65592227992845,25.29276253674886,18.612883790313642,7.601241332150421,7.423845045428582,0.0,4.113188478567413,4.264439402471002,7.035717134391629
2024-04-15,25.644055832219788,25.288795428358597,18.609964404685268,7.615733853093075,7.422680633359121,0.0,4.1203857135363,4.263770535505254,7.034613599242599
2024-04-17,25.625772499551008,25.263039526704574,18.59101069792016,7.607977449957973,7.415120849305998,0.0,4.171029960207625,4.298599966190684,7.027449050161982
2024-04-22,25.637221064874087,25.274326037512633,18.599316414378116,7.566700407265331,7.41843362730804,0.0,4.172893408771558,4.300520407906601,7.030588631983635
2024-04-23,25.629383173422603,25.274326037512633,18.599316414378116,7.574538298716818,7.41843362730804,0.0,4.172893408771558,4.300520407906601,7.030588631983635
2024-04-25,25.58016898677372,25.26442504645771,18.59203029861095,7.571571041119942,7.415527522319267,0.0,4.2496069253967885,4.298835717520516,7.027834461801105
2024-04-26,25.53882509646876,25.254531809614445,18.584749889149695,7.568606107405927,7.4126236933201435,0.0,4.318428608882066,4.2971523465423305,7.025082448616636
2024-04-29,25.515329837443286,25.254531809614445,18.584749889149695,7.568606107405927,7.404791940311652,0.0,4.349755620916031,4.2971523465423305,7.025082448616636
2024-04-30,25.49183457841781,25.254531809614445,18.584749889149695,7.568606107405927,7.38912843429467,0.0,4.388914385958486,4.2971523465423305,7.025082448616636
2024-05-16,25.49203422573355,25.254729598418958,18.584895441460482,7.5678822018892795,7.38918630457674,0.0,4.388948759121135,4.297186001041723,7.025137467758133
2024-05-17,25.484202411388225,25.254729598418958,18.584895441460482,7.575714016234607,7.38918630457674,0.0,4.388948759121135,4.297186001041723,7.025137467758133
2024-05-20,25.5128538158217,25.267592519500752,18.59436123448928,7.559983025299307,7.392949818255398,0.0,4.344169350358557,4.299374674818244,7.028715561456757
2024-05-21,25.536193165559162,25.25967532560829,18.58853499033538,7.557614226159112,7.39063335628526,0.0,4.3428081747332214,4.298027534884331,7.0265132264352435
2024-05-22,25.524525319229408,25.26363330227599,18.591447655950834,7.558798440143853,7.391791405785368,0.0,4.343488655903557,4.298700999308592,7.0276142214024
2024-05-24,25.52652521411924,25.265612755782286,18.592904331077857,7.559390686314335,7.392370566638479,0.0,4.335993787112721,4.299037810671543,7.02816484828354
2024-05-28,25.318455948185996,25.38694880184284,18.682195238768145,7.595694043979565,7.419999006581682,0.0,4.215106334107233,4.319683589376922,7.0619170371576185
2024-05-29,25.22265523345179,25.392746262886508,18.686461576560543,7.5974286258177886,7.421693466026985,0.0,4.223943527040486,4.320670048896963,7.134401259318943
2024-05-30,25.275098015731118,25.601403502819757,18.840011943122615,7.659858205952254,6.879290496635774,0.0,4.290409799436772,4.356173852925549,7.097754183376156
2024-05-31,25.276753261316248,25.570951099273152,18.81760209178569,7.65867682269137,6.958336371192757,0.0,4.277376556388201,4.350992263405511,7.089311533947074
2024-06-03,25.31751049535333,25.66048429120943,18.883489354771076,7.765069073908815,6.966784747273282,0.0,4.292353206052894,4.366226668411424,6.7480821630197525
2024-06-04,25.29414777971406,25.65293122606494,18.877931072096704,7.808128675627018,6.9647341009001815,0.0,4.370642785929174,4.364941486335831,6.666542873332086
2024-06-06,25.39888781777299,25.75105793814346,18.950142286114527,7.822823170449975,6.99137536274273,0.0,4.387361218706835,4.381638110697965,6.316714095371509
2024-06-11,25.440566634028368,25.736671106891357,18.93955505121611,7.81845264566848,6.987469358655226,0.0,4.384910048520073,4.379190137948346,6.313185017072037
2024-06-12,25.464658788424398,25.744890184260633,18.945603450702553,7.900787684287926,6.973733187581613,0.0,4.2825207294382,4.372604825070492,6.315201150234184
2024-06-13,25.450291649270838,25.72230034219003,18.92897963965421,7.9656464678292,6.879869134516545,0.0,4.374484801679885,4.368768084974554,6.309659879884736
2024-06-14,25.308432566624827,25.699750108258396,18.912384976141112,8.086180276777402,6.8897773305763685,0.0,4.434408344174005,4.364938072067518,6.30412832538037
2024-06-17,25.38314506051899,25.726199391235617,18.93184894057271,8.070568220936938,6.92878014078033,0.0,4.2794116189309745,4.369430313500209,6.310616313524236
2024-06-18,25.57870818514731,25.642323620111675,18.870124960106576,7.996543472348577,6.906190065642602,0.0,4.360883492676969,4.355184550597431,6.290041653368859
2024-06-19,25.419534495330115,25.634169890839214,18.86412465012915,7.803213129610945,6.903994039848152,0.0,4.669526683306305,4.433294528149821,6.272142582786304
2024-06-20,25.46723139710035,25.634169890839214,18.86412465012915,7.803213129610945,6.872196105334659,0.0,4.733122552333289,4.480991429920059,6.144950844732335
2024-06-21,25.45711285200822,25.623985018369353,18.85662962670396,7.80011278616629,6.869465670090656,0.0,4.7312420057899445,4.590459611540848,6.070992429330731
2024-06-27,22.794468632706234,22.943887083412072,16.884351931156054,6.98427301121904,6.150965376577703,10.45933305469844,4.23638564678058,4.110328152028375,5.436007111421502
2024-06-28,22.805453713925452,22.94062254447772,16.881949564719182,6.9832792636866206,6.15009019505843,10.457844863100378,4.235782878564602,4.109743319727009,5.435233656740604
2024-07-02,22.900328047386214,22.9145396382849,16.862755216091774,6.975339452218998,6.143097698437028,10.44595455864092,4.230966900826397,4.0979645542350855,5.429053933878683
2024-07-03,22.789241037237343,22.924313774610518,16.869947979765378,6.978314764828357,6.223918369357321,10.450410252952002,4.232771608576614,4.099712530185854,5.431369682486619
2024-07-09,22.794729654576116,22.922684172884626,16.868748759731407,6.977818703140476,6.223475934821822,10.449667373284942,4.232470717043439,4.099421097313292,5.430983587203875
2024-07-10,22.800217491640755,22.92105480282657,16.867549710181244,6.9773227119738355,6.223033563183809,10.448924599227322,4.232169868285678,4.09912970587148,5.4305975468093015
2024-07-16,22.80086577606876,22.92170652305282,16.86802930954558,6.974677774347292,6.223210504292174,10.449221696178679,4.2322902026563165,4.0992462574770805,5.430751956381299
2024-07-22,22.795377829041318,22.923335985772077,16.869228427284902,6.97517359159374,6.223652901087573,10.449964512477374,4.232591068523148,4.099537665490131,5.431138018729737
2024-07-26,22.80086577606876,22.92170652305282,16.86802930954558,6.974677774347292,6.223210504292174,10.449221696178679,4.2322902026563165,4.0992462574770805,5.430751956381299
2024-08-01,22.918668214001244,22.886729020557052,16.842289448655208,6.964034726936576,6.213714162441422,10.433276649609423,4.2258319164472455,4.092990990398363,5.422464870953469
2024-08-02,22.902252252137668,22.891603192578707,16.845876340252413,6.965517852952241,6.215037493167011,10.435498617855478,4.226731889164049,4.093862672068224,5.423619689824207
2024-08-06,22.924138647909363,22.885104757774105,16.841094157536656,6.9635404919405675,6.2132731774212875,10.432536203783767,4.225532010702623,4.092700512325648,5.4220800406059855
2024-08-08,22.929608305403196,22.88348072552147,16.839899036064807,6.963046327090934,6.212832254989803,10.431795863048995,4.225232147523382,4.092410075480252,5.421695264877164
