date,UOB KAY HIAN (HONG KONG) LTD,KINGSTON SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,69.81948178864556,0.0,30.180518211354446,0.0
2024-03-14,0.0,0.0,0.0,0.0,69.84545881981506,0.0,30.154541180184935,0.0
2024-03-15,0.0,0.0,0.0,42.20657726258419,40.3660812786234,0.0,17.427341458792416,0.0
2024-03-19,0.0,0.0,0.0,42.21362817338431,40.37148058335309,0.0,17.414891243262595,0.0
2024-03-21,0.0,0.0,0.0,42.21930303052398,40.36346460974974,0.0,17.417232359726277,0.0
2024-04-03,81.09343859193785,0.0,0.0,7.923991757142254,7.672018246218054,0.0,3.310551404701828,0.0
2024-04-11,81.10528085015154,0.0,0.0,7.925148915577022,7.658535382261854,0.0,3.311034852009586,0.0
2024-04-12,43.24618704907679,46.67895037688413,0.0,4.225772585980653,4.0836114515797295,0.0,1.7654785364786922,0.0
2024-04-16,43.2394532882008,46.671682108599036,0.0,4.225114600987015,4.098546364196214,0.0,1.7652036380169422,0.0
2024-04-17,38.72749360857732,41.80157548512637,10.43482129514969,3.784231442858744,3.6708703753934846,0.0,1.5810077928943935,0.0
2024-04-23,38.72911395502142,41.803324450212514,10.435257884869422,3.7843897739406387,3.666839994180889,0.0,1.5810739417751136,0.0
2024-04-26,38.72965410063423,41.80390747109776,10.43540342289468,3.783047878027198,3.6668911347140303,0.0,1.581095992632104,0.0
2024-04-29,38.73264478423426,41.8018669691444,10.434894057566014,3.782863222643246,3.666712149088623,0.0,1.5810188173234645,0.0
2024-05-03,38.742995104045356,41.82568765875298,10.440840355912623,3.7495233261375485,3.659033798199164,0.0,1.5819197569523233,0.0
2024-05-08,38.74191389275761,41.824520417926784,10.440548980544866,3.74941868717164,3.661722411711111,0.0,1.581875609887985,0.0
2024-05-09,37.664058151760024,40.6609021317543,10.150077898269542,3.644200107314499,3.5598480300187765,1.5098318694707347,1.5378655562705628,1.2732162551415633
2024-05-14,37.65785990034555,40.654210699483855,10.148407532998851,3.6436003931684877,3.5445235274930846,1.5407787456787652,1.537612474743314,1.2730067260880935
2024-05-17,37.65122118012141,40.647043751296124,10.146618465895454,3.6497384623585245,3.577800667231469,1.5174537575263285,1.5373414083826666,1.2727823071880207
2024-05-20,37.63705789384688,40.63175352434415,10.142801605311744,3.6483655376817326,3.614071873571282,1.5168829358822338,1.5367631055870028,1.2723035237749774
2024-05-24,37.63838445202458,40.633185633757805,10.14315909915338,3.6484941282095287,3.6106746489122266,1.5169364000363366,1.5368172704388532,1.2723483674672962
2024-05-28,37.60983309733128,40.602362512302456,10.135464801500419,3.645726489495287,3.66211928060138,1.5374591300439677,1.535651486741548,1.2713832019836582
2024-05-30,37.60932364536641,40.60181252439618,10.13532750941394,3.6456771055344848,3.6607151033955425,1.5401474464515064,1.5356306852488835,1.2713659801930515
2024-06-04,37.61136153604107,40.60401256542585,10.135876700077691,3.6458746494054206,3.614855546000808,1.5808702382931707,1.5357138946009767,1.2714348701550073
2024-06-11,37.61238056419918,40.60511267535132,10.136151317728919,3.6459734293691586,3.6122441229570743,1.5809130697999638,1.5357555026586878,1.2714693179357037
2024-06-13,37.611871043217924,40.60456261293719,10.136014007043235,3.645924038718222,3.6067765374550356,1.5876649684683517,1.5357346983480078,1.27145209381203
2024-06-24,37.614418786179364,40.60731307404774,10.136700597676116,3.646171005355349,3.6070208523290876,1.580998739776692,1.5358387255383557,1.2715382190972913
2024-06-25,37.62104453349689,40.614466017104014,10.138486168714058,3.6468132752225317,3.5805563590697447,1.5812772313365013,1.5455942156020717,1.2717621994541912
2024-06-26,37.61849589292137,40.61171458695826,10.137799336183374,3.646566221574771,3.5803137940019,1.587944615332594,1.5454895092022356,1.2716760438254964
2024-06-27,37.61696687432086,40.61006390780354,10.13738728133149,3.6464180054526634,3.5801682707358373,1.5919446121327268,1.5454266921716666,1.2716243560512068
2024-06-28,37.601683521770326,40.593564493433526,10.133268574358661,3.6449365066356494,3.5787136884444286,1.6319267034408975,1.5447988026063972,1.2711077093101149
2024-07-02,37.600155869527576,40.591915289354574,10.132856887726199,3.64478842296206,3.578568295220502,1.6359231257739353,1.5447360417102256,1.2710560677249243
2024-07-03,37.59964667969708,40.59136558444012,10.13271966628225,3.6447390644113744,3.5785198334377903,1.6372551943910056,1.5447151225447313,1.2710388547956502
2024-07-05,37.58793911876177,40.57872647934225,10.129564598524727,3.58945214705374,3.5638675647025804,1.7355728674937825,1.5442341380668996,1.270643086054246
2024-07-09,37.498085166514954,40.48172305120029,10.105349878722157,3.580871563244807,3.5553481408267205,1.9704739381597594,1.5405426470260806,1.2676056143052274
2024-07-12,37.49724102629823,40.482269790457174,10.105486359856528,3.5809199258862647,3.555396158753181,1.9705005510451667,1.5405634533326937,1.2676227343707622
2024-07-17,37.49572179380083,40.48062961698973,10.105076927512716,3.5807748418807996,3.5593036936102393,1.9704207145454313,1.5405010360988245,1.2675713755614262
2024-07-18,37.4446460410454,40.584633149852756,10.054897447534572,3.5758971981991405,3.5679421833205036,1.967736655766839,1.5384026033636988,1.265844720917089
2024-07-22,37.43959660536223,40.579160284797744,10.053541537856416,3.575414986058795,3.5809461111238963,1.9674713051563986,1.5381951487387573,1.265674020905767
2024-07-23,37.42617525218547,40.544168870911,10.078555965578628,3.5723319053662426,3.577858260941659,1.9994583520319873,1.536868762911393,1.2645826300736163
2024-07-24,37.43626315636834,40.55509720350143,10.08127255380057,3.5732947967578395,3.57882264191495,1.9730431475032804,1.5372830126902557,1.2649234874633317
2024-07-26,37.4505938634154,40.54580774531672,10.078963360473594,3.5724763059913256,3.578002884952816,1.9725912067343212,1.5369308861451558,1.264633746970671
2024-07-31,37.43747863206328,40.531608567304275,10.110453787654816,3.5712252216046827,3.5767498651532947,1.971900403535477,1.5363926515789026,1.2641908711052652
2024-08-12,37.43781480529699,40.53197252455828,10.110544575391284,3.5712572897453514,3.575884023836337,1.9719181103939358,1.536406447756017,1.2642022230218124
2024-08-14,37.427698634355735,40.521020273077326,10.134744071207756,3.5702922908690504,3.5750075464006588,1.9713852731866723,1.5359912913068068,1.2638606195960003
2024-08-15,37.4213158256694,40.51410993849585,10.154557242010116,3.565195607149575,3.574397875219864,1.9710490789907984,1.5357293479088958,1.2636450845554978
2024-08-20,37.41778941791264,40.510292080454434,10.153600324578575,3.574283166866002,3.5740610408751907,1.9708633366509645,1.535584628040947,1.2635260046212504
2024-08-21,37.40620732761579,40.49775275442458,10.180065068085826,3.5745226049538297,3.572954746293233,1.9702532867927836,1.5351093118852601,1.2631348999486975
2024-08-30,37.41426367471721,40.50647494189897,10.182257595571581,3.5752924663454215,3.552186809578216,1.9706776293147907,1.5354399354458597,1.2634069471279474
2024-09-03,37.41224926262202,40.504294042823524,10.181709375164646,3.5804840451192366,3.551995557168819,1.9705715265490986,1.535357266204944,1.2633389243477167
2024-09-04,37.413927924303806,40.50611144241049,10.182166221404046,3.58064469895554,3.54766800208903,1.9706599447270494,1.5354261566208216,1.2633956094892198
2024-09-05,37.40989938931676,40.50174995736501,10.181069859296604,3.5910266280340317,3.547286007856889,1.9704477544285341,1.5352608300075756,1.2632595736945929
2024-09-09,37.40738199546936,40.4990245061391,10.18038475286643,3.5907849800080585,3.5537765216709594,1.9703151586949286,1.5351575189527287,1.263174566198438
2024-09-11,37.4087035849934,40.50045532229532,10.180744422245102,3.590911841166458,3.5503691108396582,1.9703847692299052,1.5352117555228004,1.2632191937073591
2024-09-13,37.42633370607666,40.51954253630788,10.185542443552475,3.5926041802344306,3.5520423427700876,1.9713133799202815,1.488806882516602,1.2638145286215767
2024-09-19,37.42230249921196,40.51517815855959,10.195216398278973,3.5922172192580426,3.551659750727053,1.9711010488890877,1.4886465224724643,1.2636784026028354
2024-09-20,37.42529038003862,40.51841298153745,10.19603040729407,3.592504029962832,3.5439590982458133,1.971258426031542,1.4887653793600721,1.263779297529605
2024-10-04,37.42663054540479,40.52190496608841,10.196909128301225,3.5928136415109844,3.5442645260626913,1.9646952941241942,1.488893685118422,1.263888213389286
2024-10-07,37.411013420644714,40.50499626669043,10.19265423279759,3.591314457158519,3.571052484851499,1.9638754797012354,1.4882724098901652,1.2768212482658392
2024-10-09,37.40379700485587,40.497183035562486,10.190688115758503,3.5829956080018257,3.5972792947861083,1.9634966569770362,1.4879853288534641,1.2765749552047045
2024-10-21,37.40883141989592,40.5026338091117,10.192059745315571,3.5834778661793854,3.5977634754959595,1.9503013001837057,1.4881856062669574,1.2767467775507995
2024-10-23,37.40430038538201,40.49772804689652,10.190825262100752,3.5870812297913814,3.605402510618616,1.9500650756835474,1.4880053541690121,1.2765921353581666
2024-11-08,37.40681749126131,40.50045332362446,10.191511049187207,3.5805931649919653,3.605645134588674,1.950196304451803,1.4881054888323217,1.2766780430622613
2024-11-12,37.40714788655826,40.49992779454416,10.191601065594519,3.580624790541033,3.6056769814089824,1.9502135295388416,1.4881186325074018,1.2766893193067923
2024-11-14,37.40820519073042,40.50107251540765,10.191889128783947,3.5807259960523816,3.6029524187075244,1.950268651862191,1.4881606938279703,1.276725404627917
