date,CMB WING LUNG BANK LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,KINGSTON SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD
2024-03-01,4.359155946397508,1.7876664764406185,15.06223600406121,27.452827377882898,6.825218931846362,10.570151011979657,26.36578864740112,5.688446403237968,1.8885092007526534,0.0
2024-03-04,4.329073738556014,1.7866018603564502,15.181534782618655,27.60139538186324,7.008976529090688,10.508883763224862,25.891983883935016,5.762936257252344,1.9286138031027318,0.0
2024-03-05,4.292818805936643,1.786765564904259,14.917201741867354,27.471062415386342,7.247854163278303,10.606057135265026,25.894356340612497,5.8550933126862645,1.9287905200633157,0.0
2024-03-06,4.5197426154768765,1.7828902735231533,15.068895974141144,27.980494717319278,6.0433033946693895,10.720496060275583,26.173755392085358,5.91363864750407,1.796782925005152,0.0
2024-03-07,4.521343949740127,1.7890209873072445,15.046363524417814,27.997713770582454,5.947913931826684,10.752713154880427,26.263757455222198,5.878211815438089,1.8029614105849634,0.0
2024-03-08,4.532717790567941,1.7935214279225664,15.046946005688024,27.849195128143613,5.981510424552144,10.770445561966167,26.32982626134635,5.888340480244477,1.8074969195687165,0.0
2024-03-11,4.597776492814218,1.802590580176654,14.99661721637876,27.53585867689851,6.002392529315507,10.86704606906497,26.46296612768428,5.91811556712543,1.8166367405416668,0.0
2024-03-12,4.60504587478304,1.8036039285772842,14.901984667024266,27.710617605516685,5.809010055677487,10.826308256992478,26.47784260862029,6.047929017644868,1.817657985163601,0.0
2024-03-13,4.6467902855956496,1.7961990561790413,14.957439413272745,27.85811427091814,5.691851554645274,10.725874364040562,26.36913523512712,6.1444004077605126,1.8101954124609558,0.0
2024-03-14,4.634714382243192,1.904040978677063,14.981551700517572,28.435923216064534,5.591378873968742,10.240025263372985,26.247901491421366,6.069711119831515,1.8947529739030287,0.0
2024-03-15,4.6216220596782005,1.898662369206475,14.846613550429167,28.554724311908547,5.57558412810877,10.604723964592262,26.173755392085358,5.8349136224394105,1.8894006015518092,0.0
2024-03-18,4.677543849076197,1.8821435111248126,14.556479371753476,28.70570182859977,5.6278872475505475,10.616031134176898,26.201662869156255,5.841135034525281,1.8914151540367574,0.0
2024-03-19,4.647907171221785,1.875795538286327,14.475042909977983,29.061663313181622,5.62738661485898,10.54788476331942,26.113291582252018,5.821434429164462,1.8295936777374024,0.0
2024-03-20,4.805744670507868,1.7639583039147373,14.324637775097631,29.094431956813118,5.889120636691722,10.106879205894677,26.167696413979254,6.014125555866782,1.833405481234215,0.0
2024-03-21,4.8364344730301605,1.7650206266518116,14.42591661783134,29.135116729940265,5.7027306861112335,10.112965952705785,26.18345559537018,6.00384969065813,1.8345096277010955,0.0
2024-03-22,4.834642715735512,1.764366738213822,14.420572238314545,28.999289159332502,5.733034178238087,10.11385027889498,26.173755392085358,6.126659303561381,1.8338299956238147,0.0
2024-03-25,4.8513182274600375,1.7670671555088664,14.396263650129978,28.60770413451973,5.996897197041902,10.129329836302794,26.213815125816573,6.200967944659723,1.8366367285603968,0.0
2024-03-26,4.870879892645622,1.7691184357464078,14.598709611513664,28.520185827086088,5.804194343000026,10.145731711564045,26.244245141308912,6.208166269272827,1.838768767862408,0.0
2024-03-27,4.853840578199865,1.764611889593653,14.603205480023066,28.554060344168793,5.974670177364337,10.073571810672428,26.17739212594049,6.164562795404599,1.834084798632773,0.0
2024-03-28,4.859727438715366,1.7633868134767183,14.593067251685286,28.617546393040872,5.9705222818503065,10.066578265910401,26.159218555827856,6.137141508320547,1.8328114911726523,0.0
2024-04-02,4.85150644131134,1.7620819391226128,14.559144210913347,28.545496169437364,5.9661042033285305,10.239499772224317,26.139861207141752,6.104850812708264,1.8314552438124794,0.0
2024-04-03,4.874093572490083,1.4240989702845672,15.28839152615174,28.312695382933324,5.420763822373513,10.143259762542982,25.964539935639912,6.224690660437382,2.347466367146496,0.0
2024-04-05,4.9070669582393425,1.4256708126093687,15.40184371428637,28.15538892069821,5.435944840336367,10.108465955210942,25.99319817054242,6.231561132534498,2.340859495542479,0.0
2024-04-08,4.903144497876148,1.4258675369058216,15.394769825883175,28.159274003445077,5.436694931040907,10.109860793932244,25.99678489868291,6.232421008088348,2.341182504145365,0.0
2024-04-09,4.911377182292419,1.4229223612249067,15.491493448819549,28.183731407339067,5.425465261186579,10.088978548297886,25.943087695623134,6.1965973795278195,2.336346715688637,0.0
2024-04-10,5.0126004185590265,1.4242952610021067,15.667247871023172,27.93984879497729,5.430699995175774,10.098712850589129,25.96811875865776,6.156631128202654,2.301844921813082,0.0
2024-04-11,5.012854357938055,1.426983334215608,15.517292966583273,28.006389202799646,5.427139842065167,10.117772156793245,26.01712840318263,6.168250541448113,2.3061891949742566,0.0
2024-04-12,5.008926458390296,1.429152411522369,15.64255565537667,27.9679612520478,5.417912196735926,10.100569133524653,25.972892057634823,6.157762802057796,2.3022680327096685,0.0
2024-04-15,4.960465548877809,1.4284303571305546,15.634652526277836,28.0824355885845,5.415174890858275,10.095465996697616,25.959769705793867,6.122500533939,2.3011048518405395,0.0
2024-04-16,4.977694510071337,1.4281023917271085,15.631062834209253,28.3239542364359,5.312908254753261,10.093148093299629,25.95380938277047,5.978743775011882,2.300576521721162,0.0
2024-04-17,4.828820384881335,1.4288897618440488,15.777515891229788,28.38092087580375,5.315837474127217,10.016011835434169,25.96811875865776,5.982040096208848,2.301844921813082,0.0
2024-04-18,4.834081191426399,1.42908674005096,15.770500616896769,28.3618576289567,5.33035568636371,10.01739258299387,25.971698568385936,5.9828647445220255,2.3021622404036366,0.0
2024-04-19,4.890571171829575,1.4294808594351482,15.770253468559464,28.319118961764833,5.308843706262367,9.992576811614187,25.978861149605976,6.007496730809449,2.302797140119001,0.0
2024-04-22,4.890121632583653,1.42934946215556,15.741227999623131,28.316515880256365,5.3083557195809385,9.991658298154944,25.97647318361166,6.006944524235746,2.339353299798007,0.0
2024-04-23,4.80796801416699,1.4267920347384864,15.722238916555606,28.536528858130534,5.243804809344341,9.964605464475861,25.929995435183038,6.032898796402282,2.33516767100286,0.0
2024-04-24,4.888202449609059,1.4274469125149458,15.798303128220075,28.375211994225953,5.246211643101553,9.950819634509331,25.941896943840746,6.035667813367054,2.336239480611278,0.0
2024-04-25,5.111595528385401,1.4257454792178113,15.51357781888448,28.456000165038063,5.239958465421088,9.934374448440506,25.91097571877514,6.0284736500688805,2.3792987257686304,0.0
2024-04-26,5.159568247329063,1.4263339777060788,15.350288821164778,28.472332101916376,5.324674431243594,9.93388873219089,25.921670874581217,6.0309619957668605,2.3802808181011414,0.0
2024-04-29,5.325542685621263,1.424113306301129,15.326389826977103,28.501269567248144,5.3072261157653005,9.858893724972125,25.881313206475827,5.998676627827907,2.3765749388112085,0.0
2024-04-30,0.562641925647181,0.16142217608512296,1.736715759423863,3.2461688185298128,0.6145461623305002,1.1164601310581976,2.933627457341206,0.7038214494258094,0.26938298838642705,0.0
2024-05-02,4.630491811570712,1.4300724462745693,15.381325828901717,28.579147152615402,5.444391563952058,9.92313935389235,25.989612431973846,6.2352997979045535,2.3865196129147956,0.0
2024-05-03,4.632746809816092,1.42934946215556,15.368953702405767,28.54631482915597,5.441639109942711,9.987062319176951,25.97647318361166,6.232147494157362,2.385313089577928,0.0
2024-05-06,4.6150696056485145,1.430993666357615,15.359025267851187,28.54694326409195,5.447898716937029,9.989348069653962,26.006354348081157,6.23931643595153,2.365050625427055,0.0
2024-05-07,4.109812349182515,1.4281023917271085,15.603511019577859,28.553552691697494,5.5470986791200865,10.217131259140888,25.95380938277047,6.226710106694402,2.360272120089176,0.0
2024-05-08,4.0849766949784625,1.4274469125149458,15.541270886738284,28.283414765125315,5.5216033304034715,10.50160300911317,25.941896943840746,6.223852133023365,2.473935324262237,0.0
2024-05-09,4.117240254294727,1.42908674005096,15.559124443127173,28.20102793152331,5.436043773248507,10.522857346355943,25.971698568385936,6.231001991990681,2.531918951022762,0.0
2024-05-10,4.104654926618963,1.42790568476342,15.546265751154149,28.287913535949016,5.431551206029344,10.500386820109137,25.9502345025172,6.221261102425832,2.52982647043294,0.0
2024-05-13,4.43851625434986,1.4230706753637181,15.489048990695132,28.187552478591023,5.39943214446684,10.47855899222802,25.862364814005577,6.20019538623099,2.521260264068838,0.0
2024-05-14,4.500242794254097,1.4180096342583832,15.657379691457518,28.128341270691653,5.380229480465892,10.441292805310926,25.770387308129845,6.191823419044645,2.5122935963870394,0.0
2024-05-16,4.871796622979855,1.416008177333397,15.767319350821719,27.92928154659054,5.163193804167435,10.426555389368101,25.734013563628167,6.183083938323965,2.5087476067868226,0.0
2024-05-17,4.88079937357748,1.4199519225281536,15.53728743525179,28.007067799279977,5.177573891147673,10.455594542088335,25.80568574318046,6.200304536312645,2.5157347566334813,0.0
2024-05-20,4.892236421652473,1.416653190999925,15.487526846944515,27.937448612158168,5.119994169401658,10.70461414421165,25.745735805567765,6.185900428867839,2.5098903801960084,0.0
2024-05-21,4.8958995133703604,1.416395115030867,15.57579194021082,27.927804838059583,5.114507119548758,10.720881352998909,25.741045627506303,6.1711105494110114,2.4365639438633884,0.0
2024-05-22,4.903939802428249,1.4187211893536606,15.601371278422892,27.92805121994056,5.122906416862254,10.642689822386144,25.783318849604147,6.1584360309564055,2.4405653900456863,0.0
2024-05-23,4.9062108168749985,1.4154281670205235,15.665285372619431,27.890534153462454,5.192937423056005,10.66805023632189,25.723472668810288,6.216961016559599,2.321120145274814,0.0
2024-05-24,4.87901185259484,1.4115094754948792,15.621915159657155,27.804240428626866,5.142251561851119,10.96075685955027,25.652255805456775,6.199749014553071,2.328309842215026,0.0
