date,MORGAN STANLEY HONG KONG SECURITIES LTD,AFG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,DAH SING SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,2.0313827733906247,0.0,0.056115546226260346,0.0,2.087498319616885
2024-03-05,0.0,0.0,4.000853449626122,0.0,2.026449538557547,0.0,0.056115546226260346,0.0,6.08341853440993
2024-03-06,0.0,0.0,4.002086758334392,0.0,2.0252162298492773,0.0,0.056115546226260346,0.0,6.08341853440993
2024-03-07,74.00037245922991,0.0,3.9959202147930446,0.0,2.025832884203412,0.0,0.05426558316385616,0.0,80.07639114139022
2024-03-08,74.00037245922991,0.0,3.9934535973765053,0.0,2.025832884203412,0.0,0.05364892880972143,0.0,80.07330786961954
2024-03-11,73.99975580487576,0.0,3.9940702517306406,0.0,2.0252162298492773,0.0,0.051798965747317245,0.0,80.070841252203
2024-03-12,73.99913915052163,9.44467808792751,3.9940702517306406,0.0,2.0492657496605315,0.6038279435687267,0.051798965747317245,0.31572702931698127,90.45850717847334
2024-03-13,73.9985224961675,9.44467808792751,3.9946869060847754,0.0,2.0492657496605315,0.6038279435687267,0.07153190507962857,0.31572702931698127,90.47824011780565
2024-03-14,73.9985224961675,9.44467808792751,3.9953035604389098,0.0,2.0492657496605315,0.6038279435687267,0.07153190507962857,0.31572702931698127,90.47885677215979
2024-03-19,73.9985224961675,9.44467808792751,3.996536869147179,0.0,2.048649095306397,0.6038279435687267,0.07523183120443695,0.31572702931698127,90.48317335263873
2024-03-20,73.9985224961675,9.44467808792751,3.9990034865637183,0.0,2.0492657496605315,0.6038279435687267,0.07461517685030222,0.31572702931698127,90.48563997005526
2024-03-21,73.9985224961675,9.44467808792751,4.000236795271988,0.0,2.0492657496605315,0.6038279435687267,0.0739985224961675,0.31572702931698127,90.4862566244094
2024-03-22,73.9985224961675,9.44467808792751,4.005786684459201,0.0,2.048649095306397,0.6038279435687267,0.07153190507962857,0.31572702931698127,90.48872324182594
2024-03-25,73.9985224961675,9.44467808792751,4.008253301875739,0.0,2.046799132243993,0.6038279435687267,0.07153190507962857,0.31572702931698127,90.48933989618007
