date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF COMMUNICATIONS TRUSTEE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BNP PARIBAS
2024-03-18,42.54024905204149,13.138232230828661,11.428991103594615,5.144843799859624,9.378688026654897,6.66874284485747,3.7682699843359084,4.4459735193609236,2.774656173489992,0.7113532649764208
2024-03-19,42.38965318526514,13.218305171555548,11.373132027234746,5.1259279194068395,9.621058116247417,6.6467442907390515,3.7571676518334063,4.4323085556646875,2.7673859810305235,0.6683171010226456
2024-03-20,42.37050245299271,13.272621736091544,11.368255649593088,5.115562143738745,9.66777835677167,6.640265080869891,3.724484896430648,4.432113111954409,2.7666150074595826,0.6418015640977122
2024-03-21,42.31341320994909,13.309440554290585,11.347456290402134,5.122269887430667,9.743090748375101,6.63104687735007,3.7194035746849026,4.402074225658068,2.7678892775731008,0.6439153542862772
2024-03-22,42.290160506315985,13.373999501993271,11.341190944691895,5.131259988096277,9.73107397190951,6.625262699030834,3.7172988001910094,4.399647659515525,2.76616003001839,0.6239458982373058
2024-03-25,42.31555852314304,13.388206911222452,11.335229740066703,5.146306399918109,9.696057120885094,6.623176451250331,3.68882137348142,4.418137553063381,2.7605749394812076,0.6279309874882626
2024-03-26,42.36302111174738,13.441782135880079,11.345785897869858,5.157357793575139,9.570173785434045,6.628872677570681,3.692676054313383,4.423117245429,2.763606736783778,0.6136065613966614
2024-03-27,42.294741438184126,13.422548181342236,11.330717869080544,5.162410861037199,9.614322164981559,6.619893087016796,3.6879061969774427,4.469432937966862,2.760381764455939,0.6376454989573005
2024-03-28,42.2774278246401,13.399447327251321,11.31274327924811,5.15972529784088,9.730303117702574,6.590174893701015,3.6830417899223464,4.466402910096461,2.7511655945244042,0.6295679650727862
2024-04-02,42.2131891596052,13.562098956038904,11.305779143202413,5.175598608628663,9.662533158368333,6.586020637473321,3.6812986904112193,4.448236634062789,2.7461142660109554,0.619130746198203
2024-04-03,42.040322727314255,13.681995886091435,11.272153658149781,5.201787768807414,9.608001666361956,6.584330431759201,3.673766233700794,4.521016856926765,2.7458057323739555,0.6708190385144394
2024-04-05,42.072899681505426,13.778911440334243,11.281837509143388,5.257360972586259,9.445251407620102,6.597197923713198,3.6814622913234856,4.5190103671700985,2.74825326440643,0.6178151421973654
2024-04-08,42.09278066953974,13.83564741724927,11.30057120209739,5.267498520488331,9.358040502995053,6.582157539127882,3.655906503976992,4.5335174519756185,2.743375968512443,0.6305042240372791
2024-04-09,42.054599123107614,13.825473784857456,11.321899974582374,5.263625221902747,9.397688245600975,6.575150943155865,3.6532182417144012,4.534627805848534,2.742539907747011,0.6311767514830297
2024-04-10,42.015981276350686,13.984449559506373,11.31027435340484,5.288939193178761,9.368264815367297,6.509342010089678,3.621915864100908,4.52920158162913,2.7312426301237682,0.6403887162485572
2024-04-11,41.989587027476105,14.048855016405653,11.30219041615758,5.327798239413987,9.345438274501964,6.496411776169599,3.6192645069370735,4.516012798564679,2.730044466921151,0.6243974774522097
2024-04-12,42.02387359347412,14.019335559863155,11.290891505670503,5.352578815727023,9.357722973896166,6.48630391848765,3.6159087768778226,4.469603704122805,2.725955127951213,0.6578260239295397
2024-04-15,41.886109257472675,14.072728772864956,11.292183474270916,5.392423262388312,9.40854463633623,6.48130727760559,3.616276371263659,4.467623836867889,2.726582396811277,0.6562207141184954
2024-04-16,41.800942440437375,14.187651644556645,11.290897577064813,5.424670754674611,9.396265363835775,6.474153016590026,3.6127205546871775,4.4648238193385685,2.724010753073938,0.6238640757410704
2024-04-17,41.75760818528873,14.17617901139015,11.293063211703707,5.450343344938644,9.425930083056002,6.462196686315208,3.6135323031436752,4.465740916580569,2.724655996326309,0.6307502612570033
2024-04-18,41.70722287432106,14.221003947162746,11.284803554339177,5.495643726815718,9.40620450821136,6.461021805359525,3.610267759629135,4.461813864114096,2.723952997958375,0.6280649620888062
2024-04-19,41.65949892353191,14.237324858484133,11.281243419946014,5.519767759561748,9.41872157952108,6.456321689200255,3.609183031815056,4.456092159602211,2.7244461640791173,0.6374004142584768
2024-04-22,41.628724840826706,14.324976529487119,11.267724200224132,5.626235704812839,9.328100939468815,6.438730989609559,3.580719900230363,4.457330118058843,2.717425674106152,0.6300311031754803
2024-04-23,41.57166124189282,14.339016346470284,11.257047861017053,5.705048419286127,9.34285516151771,6.429870481681754,3.577453936128635,4.4587559558187815,2.7132566107369898,0.605033985449844
2024-04-24,41.398908948742566,14.401563785139887,11.273596170368116,5.714335135605729,9.409556083146303,6.433166827476803,3.585050404742534,4.459442828050218,2.7162610320083322,0.6081187847195091
2024-04-25,41.34548674681209,14.456718812977165,11.26969085095371,5.713147424066431,9.386301633390651,6.451032637742686,3.584110027251408,4.446638582654511,2.7141006042164113,0.6327726799349314
2024-04-26,41.341092213035004,14.553637460284833,11.273632440189669,5.6461303255121855,9.331519710483844,6.4419070132496685,3.5859233373113892,4.445883799381755,2.7072997666325387,0.6729739339191132
2024-04-29,41.319966283061255,14.578531860559465,11.273271098378883,5.685311121575622,9.312942787640283,6.429722556026619,3.586808398288134,4.441344234448538,2.700959820397679,0.6711418396235254
2024-04-30,41.24080617036492,14.598924101887324,11.253210820845618,5.696326086155289,9.36770512557553,6.423421651066871,3.5865131585207357,4.438813964823897,2.6962354163657674,0.6980435043940477
2024-05-02,41.19668214785975,14.739599617324547,11.229926975365235,5.766416911247738,9.351626709651601,6.399919031741453,3.568549144909509,4.4373798892019085,2.683434626654036,0.6264649460442252
2024-05-03,41.118462813112735,15.154318139198027,11.196250700748935,5.744634990992176,9.127582908311462,6.371219296731952,3.5370473678639223,4.4700960590319365,2.654206675867985,0.6261810481408667
2024-05-06,41.120581988000644,15.155569138170286,11.21173306635387,5.74510921440518,9.113145139154904,6.370543599920973,3.537339353460461,4.469829203102568,2.65319528507306,0.6229540123580518
2024-05-07,41.117085125376434,15.161290037899402,11.215503348882681,5.747277868940605,9.11874431989474,6.345960276572796,3.5387097824338416,4.474552998182141,2.6532006668939734,0.6276755749233811
2024-05-08,41.02942400027042,15.316454730042341,11.210711641013521,5.772495118327763,9.06570002311447,6.3385423296012,3.538461933895926,4.458035251460313,2.6523721140352343,0.6178028582388074
2024-05-09,40.967871173393874,15.4282306224871,11.201829035134388,5.789638569713089,9.001999486576617,6.328264847353458,3.5363317801008556,4.464084316807697,2.650035360895539,0.6317148075373862
2024-05-10,40.93586533550094,15.492080718733913,11.179245092765099,5.888842908456947,8.954868846105338,6.309951227405601,3.5307623176329654,4.428333523390311,2.64073190278489,0.6393181272239922
2024-05-13,40.892109192963986,15.533524426879053,11.168154084843168,5.953683468413961,8.949986679853868,6.28140184906458,3.527319794778921,4.419566440704448,2.6411735180476854,0.6330805444503365
2024-05-14,40.78347843075857,15.753543965323546,11.156603971784548,5.988243738354733,8.988791639527953,6.152741513866195,3.5019972263588337,4.405705145307261,2.626670604240598,0.64222376447776
2024-05-16,40.72612041411019,15.81683391982831,11.136936908631112,6.140172735592926,8.89994368605347,6.122965300094611,3.496419062996317,4.399043780547776,2.618285669272711,0.6432785228725767
2024-05-17,40.65909508328549,15.803056767144247,11.128803684274592,6.29093887746832,8.85242918836803,6.113104424647277,3.4897254329996428,4.402799935677479,2.6108805020118577,0.6491661041230626
2024-05-20,40.595146019690205,15.790592156895084,11.109297485043768,6.459006105122997,8.815402340691552,6.065809423260679,3.470498908788427,4.398964045056441,2.603320119841578,0.6919633956092726
2024-05-21,40.49586369075055,15.870852005128988,11.097319110590016,6.633775911927689,8.689775566782243,6.056159227635819,3.4725002296270984,4.39220273286303,2.6037289027741206,0.6878226219204446
2024-05-22,40.47431273949537,15.882999211040408,11.094898830931637,6.726381714185262,8.625247588340281,6.046760945586357,3.471225770287969,4.400541886939577,2.5997100072429107,0.6779213059502315
2024-05-23,40.47489150556361,15.885773669910202,11.09224895280541,6.766338999698733,8.614302544894176,6.044829547934471,3.4483097527324715,4.403737523143789,2.6023278242401098,0.6672396790770223
2024-05-24,40.47075970179332,15.913341624484673,11.087983045918778,6.788133716936816,8.570548180003547,6.030512847361169,3.4485414454779075,4.403146149011179,2.6010060050068207,0.6860272840057935
2024-05-27,40.39084947266265,15.996048992631756,11.088659452135321,6.803696578660971,8.555435730071888,6.030022209015181,3.4485419793925667,4.388491070227328,2.6022682496069782,0.6959862655953489
2024-05-28,40.331206327227264,16.011758286194855,11.086382830436845,6.843822412313432,8.61318487326899,6.007554593309396,3.4473035971774424,4.3865493589180256,2.6020887006219175,0.6701490205318353
2024-05-29,40.298611026378005,16.080173381722716,11.084924128496734,6.858163823701595,8.585899570682788,6.004671087065551,3.446828939879576,4.363491634682039,2.6014837041719954,0.675752703219002
2024-05-30,40.22250808718082,16.17606466610941,11.052554854864301,6.867928982794652,8.607287465946808,5.999024631604119,3.4431383470326,4.358454531394081,2.5991619906932164,0.6738764423799892
2024-05-31,40.18887203591339,16.318880168002654,11.055659810087223,6.885585242117777,8.610468983270641,5.968902790073526,3.443991874903089,4.273972051320306,2.6046312892631276,0.6490357550482646
2024-06-03,39.98468082286979,16.50738407055409,11.078879179098891,6.985689213815643,8.54438731991862,5.9781327754909634,3.4513617733630095,4.2131208575413,2.6109289023727946,0.6454350849749001
2024-06-04,39.84406306277921,16.59772122005397,11.051906505301751,7.003570267480669,8.86142045778555,5.969452947691126,3.4457892141088298,4.017460474312856,2.606427896589077,0.6021879538969623
2024-06-05,39.843312422781246,16.629428919606706,11.035112510245034,6.998402469609663,8.866200382494915,5.961377664576475,3.44291176895386,4.008692951181648,2.601692533599491,0.6128683769509617
2024-06-06,39.80614909115664,16.552893332733884,11.036233349428064,7.1505379176058605,8.830371650466374,5.974880160965728,3.4432416358941413,4.001522823687305,2.603100325547026,0.6010697125149788
2024-06-07,39.76653733019112,16.674210632002524,11.038030816905072,7.248811038286618,8.665441371122538,5.9909618346371944,3.444184036129571,4.000637369541243,2.6014388842429406,0.56974668694118
2024-06-11,39.721952937121834,16.680480005390415,11.036693760573584,7.338955798424311,8.549711990959501,5.990276547382259,3.4436383862533995,4.02476978063261,2.6022626056351337,0.6112581876269492
2024-06-12,39.736457821435536,16.754350588612898,11.04716513680024,7.353007010261524,8.460002718848,5.995679296180673,3.4469664344590907,3.9986388245945186,2.604922093530448,0.6028100752770665
2024-06-13,39.63134500932865,16.89399422886598,11.034167628381704,7.561794458077078,8.21566807485881,5.997155252101879,3.442526993100374,3.945158756410163,2.6049546944682733,0.6732349044070872
2024-06-14,39.62971399444341,16.902688524484454,11.032827513465767,7.551463683510437,8.230626155414638,5.9868574815841065,3.4420109670671564,3.9425253523807458,2.6052667741063273,0.6760195535429634
2024-06-17,39.65085395008761,16.942380883742064,11.021326989403134,7.579633776135476,8.184697206860161,5.99357010224038,3.4388980128137203,3.932454267988906,2.6029429444314793,0.6532418662970654
2024-06-18,39.60039244891585,17.09868046066685,11.026518132517648,7.661317764168839,8.030230498845128,5.984544794522278,3.4332598744060805,3.9283013691250668,2.5987858669817907,0.637968789850468
2024-06-19,39.59363410487781,17.140509835650132,11.014062051017966,7.684698626446722,7.875377678867077,5.979175659199408,3.429600084141663,3.922293977444395,2.595293359793617,0.7653546225612157
2024-06-20,39.57773332848743,17.16995060127661,10.994268287471435,7.76396081362243,7.825570976010035,5.9745166340401425,3.4284594098809427,3.9214358158004803,2.5943195656423965,0.749784567768094
2024-06-21,39.52835248074803,17.25356031303019,10.972727051534575,7.816503558936392,7.970370769336362,5.956617736870275,3.426016426945936,3.914556741690086,2.5887806506101483,0.5725142702980058
2024-06-24,39.48743779243157,17.311348953760415,10.971245693107964,7.849883954898035,7.981838701512026,5.95142899637816,3.4260352949771073,3.8563091795524773,2.5856836107686814,0.5787878226135631
2024-06-25,39.29144736574891,17.327222000207733,10.95921935603384,7.866494295035682,8.168548317864927,5.945099464476418,3.421957861122345,3.856382858753958,2.5835636030323634,0.5800648777238275
2024-06-26,39.363307611160224,17.372468732020764,10.973922038396537,7.8910209442692665,7.992383201544394,5.948693817649494,3.425214071960747,3.8650049072170574,2.588765680793518,0.579218994987999
2024-06-27,39.365173506798556,17.425597340801946,10.990165299955232,7.94350575005541,7.9789886153464815,5.9255689731228784,3.430309174461326,3.7844767816190257,2.593934408538175,0.5622801493009714
2024-06-28,39.37201941029069,17.40921858212015,10.986677173780244,8.142234499881134,7.831779514868632,5.9232463903803705,3.4295659438542687,3.7523780381911265,2.593419831726006,0.5594606149073735
2024-07-02,39.402465729445844,17.479639806943155,10.989805184517754,8.1762264194101,6.993728224989175,5.929840592731515,3.4308238425439517,3.7077118753077856,2.602204225094866,1.2875540990158605
2024-07-03,39.19846636121902,17.419045707432623,10.934631999831437,8.173206417010269,7.32068286599684,5.897563408903041,3.4152750859348266,3.6909831912186024,2.6009243177147328,1.3492206447386066
2024-07-04,39.18538277831553,17.482065357087443,10.940243307404252,8.245448773460975,7.927917499982174,5.897825361194275,3.4012013567797754,3.6930937566465936,2.57836494164245,0.648456867486531
2024-07-05,39.17645255777288,17.375901697555456,10.924566583770032,8.26903812396053,8.056512851572267,5.882998164431343,3.396513477202776,3.6878619833458908,2.5738059738403574,0.6563485865484678
2024-07-08,39.18784110164963,17.36534713985884,10.929565762331565,8.300823770035255,8.056295789418714,5.884701878145821,3.3986032866882963,3.6895952521423516,2.5721662281513398,0.6150597915781827
2024-07-09,39.18939076484606,17.36719661805566,10.929300158911907,8.319117097734624,7.996349084538407,5.8857164084621605,3.398373885580834,3.6892517839863324,2.5721392846781352,0.6531649132058771
2024-07-10,39.20604555557093,17.247761075535955,10.930918482459889,8.38114078558802,8.02804945267715,5.883395792277269,3.399039318542383,3.6851799000353695,2.5723989813034396,0.6660706560095956
2024-07-11,39.350747160689146,17.20483462213863,10.922063725957154,8.378597986443918,7.966322832822824,5.87884427351747,3.396900748432515,3.680381263611553,2.5655057272401867,0.6558016591466016
2024-07-12,39.338134487943634,17.161181492510096,10.918779375819604,8.394195659703858,8.02246326888866,5.87621478394592,3.396351795112381,3.6776022781687034,2.564929161986934,0.6501476959202143
2024-07-15,39.312516291198904,17.183661815602832,10.924712514117491,8.401429754178508,8.03029586451905,5.878072717527375,3.3981074564357012,3.6795232276494816,2.5648864978993413,0.6267938608713071
2024-07-16,39.246429209963175,17.15751145201279,10.915715577663276,8.413113897122278,8.12072033799531,5.860962613884669,3.390835616661493,3.686074919692766,2.562282636544141,0.6463537384601017
2024-07-17,39.22327214173069,17.165236336367826,10.910570636355624,8.47256669575749,8.094341408675826,5.856290875309907,3.389278214162571,3.6839921752027798,2.560147153440741,0.6443043629965527
2024-07-18,39.206875251192685,17.184916690160968,10.906542088505924,8.475410229910224,8.107808910540708,5.855299788313647,3.387782795617541,3.682366722858525,2.5600700245535983,0.6329274983461778
2024-07-19,39.188424379377324,17.13079940835521,10.910557537517954,8.482321545331002,8.128340891659603,5.857869677861012,3.391258765246616,3.717191664704158,2.5637646100058507,0.6294715199412713
2024-07-22,39.81963713734825,16.889835798709125,10.77021210836217,8.38685396441431,8.208878490442153,5.778248482149638,3.3457476635403207,3.655135899344881,2.5311254543690684,0.61432500132008
2024-07-23,39.80437763975837,16.91487180367992,10.75048915415302,8.365559978176572,8.301506102885657,5.770231758465701,3.33959192702188,3.6510383109516513,2.528711721583883,0.5736216033233508
2024-07-24,39.81128269945674,16.883512497108537,10.741733702291603,8.406529726568678,8.326675429691159,5.764475931504893,3.3109082350414676,3.6481135929478103,2.52407472042903,0.582693464960081
2024-07-25,39.81587960635247,16.87411067262225,10.737195692978798,8.467761795023957,8.293624042248297,5.758366113147687,3.30971135826052,3.6354805368260315,2.5212500873351895,0.5866200952048006
2024-07-26,39.79811635856044,16.917887230655026,10.728255405360981,8.5264773315891,8.224565530984103,5.74961672998504,3.30727663806675,3.629991809685108,2.519457146077363,0.5983558190360884
2024-07-29,39.79041189693747,16.94679825297892,10.730560237425975,8.564791531843763,8.1877103580597,5.749835967579525,3.307981325146857,3.6300831703870875,2.5224975783334735,0.5693296813072253
2024-07-30,39.7432280138926,16.953400883848506,10.732879522621259,8.560201470010409,8.183422743545632,5.752808887335038,3.308699533669918,3.6419288438219226,2.524014075563383,0.599416025691334
2024-07-31,39.73659898166007,17.09002129888476,10.728894704088694,8.573256504195797,8.127494832785816,5.748204329421299,3.307720300820776,3.6388520799907975,2.5232788366044643,0.5256781315475189
2024-08-01,39.699265156567115,17.104806511553452,10.720831311951676,8.596913217282747,8.127868580962142,5.749529655175063,3.309152703657318,3.639995319490917,2.524400380798423,0.5272371625611487
2024-08-02,39.67388119284537,17.088852941673622,10.691535285243203,8.629477313793785,8.128637240611868,5.765251776110228,3.3111252494571737,3.653918941948961,2.5244905490061087,0.5328295093096758
2024-08-05,39.60886755174642,17.11919788995108,10.701043982863725,8.640009148241427,8.104585546841703,5.78667240620511,3.3138544539615156,3.656930695139663,2.5298201559374127,0.5390181691119428
2024-08-06,39.58351088861181,17.0948836088744,10.693031054892064,8.648666335773786,8.189726181474356,5.782413854300359,3.311287354850327,3.6538582240013917,2.5283241208598666,0.5142983763616393
2024-08-07,39.53088573711223,17.09245502829634,10.691115377000173,8.66020203926525,8.236857144602656,5.77470892751059,3.3101013075845724,3.6545212153643036,2.5275487829676124,0.521604440296272
2024-08-08,39.54847191389075,17.066123528657318,10.686440050279773,8.643368408187417,8.274600635278071,5.768598463603461,3.3088188161527974,3.6429013196242046,2.5249829317389394,0.5356939325872614
2024-08-09,39.56712332494099,17.07140459359542,10.683457052518014,8.644169455277448,8.258188117188622,5.765678281909762,3.3084580048442587,3.642228369751214,2.523512807777815,0.5357799921964662
2024-08-12,44.1154757242234,15.795504922699738,9.870144531500712,8.038578757870651,7.615463909595766,5.328602466581874,3.058129509885021,3.358224591585854,2.3323032100550605,0.4875723760019204
2024-08-13,44.16237964874109,15.770653240470251,9.865089326724334,8.057021416393933,7.579257297967808,5.325018638200843,3.058003547650606,3.352844095592951,2.330174418828193,0.4995583694299918
2024-08-14,44.162096010702925,15.808785996898687,9.861479219700554,8.073453098969075,7.544247707832878,5.320103169194742,3.0570613424513455,3.351682670188801,2.3275761349958235,0.49351464906516873
2024-08-15,44.170688181903884,15.825574932078808,9.861882856011281,8.091693154642469,7.538785790829262,5.29698736662725,3.056976590851483,3.351475118888477,2.3253664199778408,0.48056958818924744
2024-08-16,44.12624628131514,15.774468679938792,9.854295122465127,8.233393404138772,7.525787061645742,5.283423989263406,3.055250414271634,3.3396745381655872,2.3202047650272117,0.4872557437685927
2024-08-19,44.09445869346004,15.769238602602151,9.852418900807255,8.294605552691593,7.506150783949658,5.2759025863957625,3.054919206720334,3.339189013519861,2.316287572509025,0.496829087344314
2024-08-20,44.06493896493943,15.730192882644358,9.848046405219751,8.431012411315123,7.499942023515678,5.25801970111459,3.032047709292427,3.3319315421569864,2.3087959440386365,0.4950724157630227
2024-08-21,44.027075440676924,15.71736565351344,9.856936605926824,8.50748988358918,7.498590602068433,5.253576241047688,3.035166655902032,3.3272258126892593,2.3064575047178497,0.4701155998683659
2024-08-22,43.92241569000865,15.676698463465607,9.857552033416937,8.620103089265422,7.5339909308526645,5.252081736739715,3.035520030704595,3.327613191010761,2.3062123055023,0.4678125290333466
2024-08-23,43.885383436536706,15.67844408676152,9.860173895609629,8.715435605932303,7.457959413875439,5.251680734320418,3.0369196005478467,3.3225730496394372,2.30345132691554,0.4879788498611577
2024-08-26,43.910521796949425,15.661295076447864,9.849655682789729,8.768652811515816,7.417242042034906,5.239457819810466,3.0350985688132917,3.343665245253612,2.3000599345543953,0.4743510218304905
2024-08-27,43.96963491670967,15.692498780513663,9.85357454965262,8.851687258493028,7.255120187653545,5.232443243104741,3.0363489712997,3.340831867395401,2.300212439445446,0.46764778573218063
2024-08-28,43.91118405581023,15.737359945953596,9.839418613726325,8.91070279970716,7.267493959509277,5.2109656684203305,3.033773801224722,3.3293244692888835,2.294319442930127,0.46545724342934336
2024-08-29,43.92431588586761,15.753046699244258,9.837204616788227,8.905507178640752,7.278151859323099,5.184485840075756,3.0343453567419973,3.322430967834928,2.287407229744047,0.4731043657393268
2024-08-30,43.77294877222296,15.775790985812666,9.842217266847152,8.928487944855576,7.277019527987871,5.173103568708854,3.0360490989083795,3.3242094178056116,2.2944647850355446,0.5757086318153816
2024-09-02,43.95775938774089,15.798372310127812,9.812404495694468,8.957917919108915,7.211190565084453,5.170303383359746,3.025634891250774,3.315707901875052,2.302617812872349,0.4480913328855375
2024-09-03,43.923624426689855,15.803372237976273,9.837276413146059,8.919314403610965,7.259078198725293,5.1773576311124465,3.031384169290259,3.2968601740878927,2.30925869701956,0.44247364834139497
2024-09-04,43.95965402702587,15.762324538035577,9.841503571747465,8.952415280944129,7.216975196102187,5.1802711502968295,3.0319929188423753,3.2956197091532697,2.315521631682569,0.443721976169731
2024-09-05,44.016047849797644,15.734447908659755,9.864763123461378,8.886787552321946,7.222107562064312,5.193995657411459,3.032775504414941,3.2939329828553263,2.317744337831112,0.4373975211821256
2024-09-09,43.98953775317181,15.577235709373422,9.89190089528098,8.98656764240999,7.202279021518082,5.217155517157417,3.0376408889224304,3.300530880470023,2.3229760548169014,0.47417563687894615
2024-09-10,44.01421021010015,15.576846598840536,9.891682050821899,8.982383793698144,7.228512910859614,5.22370651849954,3.035720239131065,3.2813929703122824,2.3233764548807034,0.44216825285606326
2024-09-11,44.02964349878537,15.514124224032535,9.906108612945927,9.003707766649848,7.241227007480351,5.232236928483791,3.036949735335074,3.261705007642686,2.316970452308056,0.45732676633636155
2024-09-12,44.09171753642024,15.42696663340298,9.91048275736139,9.033072877225765,7.250133508624063,5.240751881117908,3.0381364556209443,3.246470434975937,2.3194074497109294,0.4428604655398474
2024-09-13,44.057233517557556,15.442975386370886,9.91811617959087,9.042654942802967,7.234379855988793,5.251411928307553,3.039412066149019,3.2488808366699944,2.3206827349683086,0.44425255159405497
2024-09-16,44.02961749281127,15.451280686187696,9.915350776079512,9.054910350072447,7.239185026814159,5.261353403115726,3.0385535166674695,3.2474489913484055,2.320441207108383,0.4418585497949326
2024-09-17,44.022619044094206,15.518625329187397,9.914448840109708,9.033752002358964,7.1996418723408535,5.262726464997787,3.0382619843294734,3.2435367801608175,2.320510039418098,0.44587764300268945
2024-09-19,44.008555158565954,15.519423017173258,9.915258377189998,9.034216355050436,7.195245673071909,5.26505653752844,3.038960145941905,3.251329910091442,2.321914581807603,0.45004024357905303
2024-09-20,44.035698712579844,15.515256744692433,9.9114296462008,9.031791071137224,7.183728053441621,5.261562154701116,3.0427881975241164,3.250471350935306,2.3211627509423334,0.44611131784520797
2024-09-23,43.97532723134556,15.4992863123391,9.916760742503385,9.083569922521198,7.176045346039126,5.265235823280277,3.043873611071918,3.2564912250208975,2.3226764140145764,0.46073337186396285
2024-09-24,43.9714701980845,15.490913397710873,9.919243969091369,9.134634625690062,7.089769533418639,5.2739879483882,3.0444833203063753,3.256448673031466,2.3227705935451826,0.49627774073332953
2024-09-25,44.07133834331795,15.484515238418831,9.915834020468374,9.143629983089689,7.010661870935832,5.270940545667612,3.044006250337904,3.2555241746587265,2.3192569508606935,0.48429262224439523
2024-09-26,44.19617118927165,15.462773464152868,9.910102176536233,9.111166465692538,7.012782484326921,5.242180079183449,3.039650556528715,3.2062399111925495,2.3126349572326386,0.5062987158824418
2024-09-27,44.173187146869125,15.51093696379967,9.913224197081036,9.086002200987096,6.992026062168573,5.226500212491756,3.041563783828983,3.206015025955021,2.3041167804402787,0.5464276263784601
2024-09-30,44.116764793358605,15.49105086472799,9.894184143419608,9.089383208006524,7.120934579629143,5.188235833280786,3.0404902193545906,3.1984193634222295,2.301014809589246,0.559522185211278
2024-10-02,44.0961040454934,15.520916829477438,9.885511815091666,9.071987342399128,7.153266827823295,5.187822200768507,3.018397803755977,3.1916681243752416,2.301762041634304,0.5725629691810512
2024-10-03,43.95680429525646,15.512082639696418,9.881901613083853,9.063042482871694,7.158986300028563,5.155261248391726,3.0154184076321875,3.1700824505429823,2.298788875970146,0.7876316865259674
2024-10-04,43.996461184079486,15.50690675137936,9.872257295008104,9.060018434019348,7.354601962322553,5.160542205369036,2.993041650808112,3.157341394487576,2.2947783650501226,0.6040507574763042
2024-10-07,44.03389004017148,15.493638793133965,9.864067094368536,9.05226653686717,7.35387097917099,5.149881741423288,2.990480756344352,3.1608979621759348,2.2913704413590112,0.6096356549852757
2024-10-08,44.025160631005626,15.493264649127559,9.86249106655703,9.05204794062168,7.311602631327223,5.110975653620266,2.9904085415169512,3.158739233882826,2.2922909963590876,0.7030186559817491
2024-10-09,44.04732021550031,15.478840065442448,9.863647339910298,9.043620276988602,7.375149991338425,5.084591865084445,2.9873708358810314,3.1539299435050125,2.2875883022902967,0.6779411640591337
2024-10-10,44.28762222858316,15.549968918409657,9.853762796696738,8.967134985821207,7.175278327296865,5.090123268402393,2.983509766516553,3.1439278525027827,2.2860518381621624,0.6626200176084813
2024-10-14,44.15827728205787,15.852216090725435,9.84687434661149,9.021687585001029,6.999708485965883,5.0893636839159475,2.9807665760684814,3.1390725410460543,2.282196465763362,0.6298369428444485
2024-10-15,44.15319196976706,15.883857017480754,9.848445134592874,8.953442110838788,7.046103544418872,5.084543926329905,2.981593698175507,3.135849262207108,2.2834111462944726,0.6295621898946636
