date,CINDA INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,KGI ASIA LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,65.60359348680517,34.39640651319483,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,43.26290643086421,0.0,37.2090368916582,19.528056677477583,0.0,0.0,0.0,0.0
2024-03-26,0.0,63.24836701711439,11.040648404990192,9.541219017024606,9.495707239771338,4.983539609232955,0.0,0.0,1.690518711866515,0.0
2024-04-02,0.0,63.24836701711439,11.039022984374004,9.541219017024606,9.495707239771338,4.985165029849143,0.0,0.0,1.690518711866515,0.0
2024-04-03,0.0,63.10918047510825,11.177002063454186,9.54106393460441,9.495552897096928,4.986709395462747,0.0,0.0,1.6904912342734784,0.0
2024-04-24,0.0,63.10918047510825,11.177002063454186,9.662968499356596,9.495552897096928,4.864804830710562,0.0,0.0,1.6904912342734784,0.0
2024-04-26,0.0,60.3404655638267,10.686646586746386,9.239036437967128,9.078965663684434,4.694891350563279,4.343668098253679,0.0,1.6163262989584042,0.0
2024-04-29,0.0,60.3404655638267,10.686646586746386,9.239036437967128,9.047883959940222,4.725973054307491,4.343668098253679,0.0,1.6163262989584042,0.0
2024-05-02,0.0,60.33952783616255,10.686480509735748,9.238892857701764,9.047743350301038,4.7274536708374715,4.343600595000241,0.0,1.6163011802611809,0.0
2024-05-16,0.0,60.33952783616255,10.686480509735748,9.223352247343982,9.047743350301038,4.7274536708374715,4.343600595000241,0.0,1.6318417906189635,0.0
2024-05-17,0.0,60.48333988295609,10.711950457715739,9.292067952760528,9.069307564286975,4.691988042533899,4.115615009420505,0.0,1.6357310903262687,0.0
2024-05-21,0.0,60.49087832858159,10.713285560179076,9.29322608571327,9.070437933113606,4.680109163702039,4.11612796621198,0.0,1.635934962498444,0.0
2024-05-22,0.0,60.53803622107006,10.721637496580147,9.300470962440645,9.07750912712983,4.6057990315255095,4.119336845392821,0.0,1.6372103158609888,0.0
2024-05-24,0.0,60.531429690258584,10.720467441637963,9.299455999752555,9.118611591375139,4.574116329132271,4.118887301147737,0.0,1.6370316466957535,0.0
2024-05-31,0.0,59.86967017188549,10.601724031243373,9.197789748764956,8.898649562468156,4.576536458396377,4.0738575886399016,0.0,2.7817724386017466,0.0
2024-06-03,0.0,59.852135151353046,10.59861892897651,9.195095839952119,8.896043267789384,4.604484706443752,4.072664410587342,0.0,2.780957694897841,0.0
2024-06-04,0.0,59.85674863450781,10.599435884792186,9.195804610318568,8.896728986780964,4.597131491696558,4.072978337043027,0.0,2.7811720548608907,0.0
2024-06-06,0.0,59.86967017188549,10.601724031243373,9.193163869595418,8.898649562468156,4.581162337565916,4.0738575886399016,0.0,2.7817724386017466,0.0
