date,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,FUBON SECURITIES (HONG KONG) LTD
2024-03-01,78.97033247642757,0.0,13.975296946515236,0.0,0.0,0.0,7.054370577057193,0.0,0.0,0.0
2024-03-04,62.05675120004099,0.0,11.294800185015824,18.693064292998805,0.0,0.0,5.5141545703330355,2.4412297516113433,0.0,0.0
2024-03-05,64.15159525495399,0.0,10.658891943860644,17.64062658346487,0.0,0.0,5.24510007663556,2.3037861410849394,0.0,0.0
2024-03-06,55.27386654878629,0.0,9.950263177600796,16.45010978817766,11.278058065747297,0.0,4.896868681744726,2.150833737943229,0.0,0.0
2024-03-07,41.7519896250241,24.40502910269257,7.530685902871288,12.469642241767394,8.533656779625884,0.0,3.6843300541835697,1.62466629383519,0.0,0.0
2024-03-08,41.70937087722454,24.38011743286055,7.537581163519053,12.456913733674115,8.52494596681516,0.0,3.7097338010395884,1.6813370248669892,0.0,0.0
2024-03-11,41.70937087722454,24.36553515163881,7.537581163519053,12.456913733674115,8.52494596681516,0.0,3.7097338010395884,1.6959193060887323,0.0,0.0
2024-03-12,41.69963012911087,24.351331233232138,7.533187121395045,12.449651960634004,8.519976339175942,0.0,3.7075712071998677,1.7386520092521354,0.0,0.0
2024-03-13,40.764826007439595,24.21160082939327,7.4899609310654665,12.378214597335411,8.471087852416499,1.2693375460656506,3.6573164790037085,1.7576557572804044,0.0,0.0
2024-03-14,43.526939599053385,23.135385353481688,7.0889171628586185,11.820620790670372,8.080037343901465,1.210741164878953,3.488483916547537,1.6488746686079807,0.0,0.0
2024-03-15,41.36731816857443,21.627724309420536,6.486111184635076,11.122662158488536,7.546282211411258,1.136593998347735,3.2488955575990026,1.5608705251282249,1.0996157689494352,4.803926117445763
2024-03-18,35.60081233899347,23.863023143834003,7.177889599404964,12.20697967765181,8.272769681690498,1.2503144340979815,3.5025946022726946,1.6314034225730512,1.209636396002328,5.284576703479197
2024-03-19,35.646738030957614,23.831742629860383,7.158507935888522,12.198274381686907,8.266870031618954,1.24942278378927,3.5286223932847465,1.6302400021359995,1.2087737548646191,5.280808055912982
2024-03-20,35.70072330975472,23.83447715218793,7.149343607758891,12.20697967765181,8.272769681690498,1.2503144340979815,3.4597756148035863,1.6314034225730512,1.209636396002328,5.284576703479197
2024-03-21,35.71397693809096,23.824275838502036,7.160550528348475,12.201755009703195,8.254961994725361,1.2497792912598653,3.458294807983111,1.644972058016695,1.20911866363326,5.2823148697370454
2024-03-25,35.63345940211845,23.82767530598563,7.14730333914478,12.203496068683515,8.256139888864498,1.2499576212998258,3.430250424157993,1.7593581587473575,1.2092911918397287,5.283068599158225
2024-03-26,35.148098715013056,24.08331470354582,7.299156530346738,12.190560000425602,8.27801404421904,1.266401489519458,3.475377222838204,1.7246769143798097,1.210743433187838,5.323656946524434
2024-03-27,35.30543895564786,24.034795733063106,7.209424709048527,12.20997667384047,8.29119895903958,1.2684185670067303,3.4229940192037414,1.712944252019363,1.2126718605800646,5.332136270550553
2024-03-28,34.9387308504589,24.181856700298372,7.253536794821905,12.284685483497833,8.341930063726233,1.276179600776057,3.4439381876874426,1.7234251914589902,1.2200917986871551,5.335625328587111
2024-04-02,37.61615375183297,23.191909962581096,6.970566409587968,11.781780166135606,8.000431619036931,1.22393589392645,3.275007944405814,1.652872331638117,1.1701441908258012,5.11719773002925
2024-04-03,37.853414383128516,23.14050269996215,6.911898636936785,11.7556646341205,7.9826978364391055,1.2212229136661201,3.239866749523946,1.6213267678010248,1.1675504454285108,5.1058549329933385
2024-04-05,37.79084251361001,23.153413877842155,6.887857752932515,11.83196706951196,7.98715176006665,1.2219042915287328,3.2277257448650447,1.6222313824747905,1.1682018768896276,5.1087037302785205
2024-04-08,38.18491677072346,23.06981206526995,6.815297825760217,11.683662855095198,7.845717689978768,1.206588701569513,3.3801026030140258,1.6156718572386288,1.1535594036124053,5.044670227737832
2024-04-09,38.17166197983109,23.02857710267987,6.803116168185791,11.6627794859814,7.831694260809805,1.204432045943968,3.401559459015322,1.7090285766077078,1.1514975325092158,5.035653388435824
2024-04-10,41.075531133647914,21.953862109099,6.2364518459897464,10.643102714311892,7.246810807555999,1.0952549753582634,3.2057475480291817,1.7041467253576632,1.0221129478942699,5.816979192756073
2024-04-11,35.12900676000268,23.969810614035424,7.379277959959805,11.57659720266688,7.768791078498914,1.1843619444713795,2.5235305407737147,2.261914992123993,1.1052692803714073,7.1014396270958
2024-04-12,31.55713530019367,25.289615940779083,7.642944022096581,12.21401795244531,8.196549645842692,1.2495742746092955,2.6196853937148923,2.400723178273338,1.1661266775035377,7.663627614541599
2024-04-15,27.640649767507686,25.763807354029076,7.619178958011637,12.59511014345221,8.797174879603784,1.3434784153015689,2.8165518871914914,4.114786059650809,1.2537598224988957,8.055502712752844
2024-04-16,27.440554609160866,25.727672152857767,7.563433802637378,12.614694137074641,8.806216090656383,1.3472078103111718,2.808222384515993,4.126208396192778,1.2572401654445011,8.308550451148522
2024-04-17,28.769236459683086,25.380282448284852,7.173050884239339,12.520220478465555,8.626623828219632,1.3290170420037353,3.0282184302014814,3.4484654525964507,1.2402641915959516,8.48462078470992
2024-04-18,29.0991535498499,25.373036304167613,7.31625361165994,12.455701587721183,8.209296665367619,1.3302279293927164,2.9702364841553455,3.6945714066352497,1.2413942149298465,8.310128246120593
2024-04-19,26.59118004982199,26.00489894056748,7.541561406881417,12.86598532444776,8.479706235478417,1.3740448819526043,3.0210180555771666,3.549615945044228,1.2822850353838515,9.289704124845091
