date,DBS VICKERS (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG BANK LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2024-03-01,0.0,28.74039080874553,23.554907194220736,28.34953023503109,2.658057439680619,8.726961998473456,7.97015232384857,0.0,0.0,0.0
2024-03-04,0.0,27.280156639584668,22.263524176833037,26.89740302750717,2.6309694695297017,8.269614511414915,7.523302477469719,5.135029697660784,0.0,0.0
2024-03-05,0.0,27.253169674421347,22.275532656372615,26.927199488689286,2.6360787451430125,8.272648731405468,7.495105185322291,5.140265518645987,0.0,0.0
2024-03-06,0.0,27.581641435300163,22.278116544251773,26.881377709816327,2.6657879695965296,8.270288023606533,7.183989640333979,5.1387986770946945,0.0,0.0
2024-03-07,0.0,27.768948735557856,22.26546763270079,26.859717873581427,2.7172607759690726,8.272492209649931,6.975944509732702,5.140168262808221,0.0,0.0
2024-03-08,0.0,28.134233137729108,22.23898823498692,26.839458484918012,2.738132190695206,8.26265326345716,6.6524799203084655,5.1340547679051305,0.0,0.0
2024-03-11,0.0,28.47310291439149,22.221541705444984,26.786512378136557,2.7670611705317594,8.266121537075001,6.357866587098843,5.127793707321364,0.0,0.0
2024-03-12,0.0,28.481705810510476,22.2440809345089,26.749655792825,2.739520461424923,8.288334825458211,6.364114663966671,5.132587511305816,0.0,0.0
2024-03-13,0.0,28.484810217866453,22.250080904309115,26.702200758544674,2.7602427321051097,8.264705688068357,6.403847279574151,5.134112419532137,0.0,0.0
2024-03-14,0.0,28.514691285193866,22.26494399378352,26.69247887858045,2.7084738093846976,8.275601680195386,6.4077720614601805,5.136038291401904,0.0,0.0
2024-03-15,0.0,28.532064502182315,22.264288897145697,26.68631548276869,2.702130200515894,8.284660585691753,6.397643843432944,5.132896488262709,0.0,0.0
2024-03-18,0.0,28.554599956546774,22.222727663216727,26.66190168044748,2.7105830174993026,8.26363669416103,6.460805414913695,5.125745573214994,0.0,0.0
2024-03-19,0.0,28.575016728463126,22.219234752596808,26.660082533884218,2.7200508803375016,8.275315768098068,6.4276712591777345,5.122628077442546,0.0,0.0
2024-03-20,0.0,28.547642019731267,22.221157072224205,26.66381134260501,2.740571775901179,8.270413912731435,6.434583311946149,5.121820564860757,0.0,0.0
2024-03-21,0.0,28.551750971871503,22.231150927633372,26.652026671798513,2.747849113837024,8.271104728766456,6.423071624934547,5.123045961158589,0.0,0.0
2024-03-22,0.0,28.5573541901884,22.223621556922417,26.624993499128912,2.7782316309240707,8.269318781631323,6.424427718750536,5.122052622454342,0.0,0.0
2024-03-25,0.0,28.587350798031952,22.227281143451503,26.65010051727432,2.7542304973317706,8.283288189550438,6.368362138799549,5.12938671556047,0.0,0.0
2024-03-26,0.0,28.602442577821407,22.227863625312143,26.596168529586308,2.7889908222969684,8.280378396634006,6.37728649527048,5.1268695530786905,0.0,0.0
2024-03-27,0.0,28.587324928509993,22.231637144611764,26.513208121742636,2.807194580490875,8.276243132488187,6.461136141843915,5.123255950312631,0.0,0.0
2024-03-28,0.0,28.55023582374639,22.200591642420253,26.49263414548847,2.924740955267788,8.249361901962555,6.4680111033826275,5.114424427731914,0.0,0.0
2024-04-02,0.0,28.542309271278977,22.158178946773585,26.433142881174604,3.2284943517797857,8.22178323010708,6.308521600178582,5.107569718707391,0.0,0.0
2024-04-03,0.0,28.51578827027264,22.15249721706568,26.378835610785934,3.322929937765552,8.21646459855999,6.309707468275552,5.10377689727465,0.0,0.0
2024-04-05,0.0,28.948219319953004,21.937428249019774,25.924190871049213,3.4144997800035424,8.157373529014151,6.498183676163487,5.120104574796825,0.0,0.0
2024-04-08,0.0,29.375551220513934,21.930775580174252,25.515121644182166,3.3887675035408313,8.141169479357696,6.532981436597292,5.115633135633825,0.0,0.0
2024-04-09,0.0,29.328429209540406,21.978103328570175,25.538702892688026,3.391899425455372,8.146718044045457,6.4957860612207945,5.12036103847977,0.0,0.0
2024-04-10,0.0,29.32412606116483,22.00436268753484,25.55578839484052,3.3777704731056533,8.143972445605096,6.472258363623048,5.121721574126021,0.0,0.0
2024-04-11,30.933195354661542,20.23957306470808,15.120102093325697,17.68740889293061,2.3390312202298977,5.628993600604392,4.5094756189366745,3.542220154603109,0.0,0.0
2024-04-12,30.933925586902184,20.225845389312116,15.12045902981104,17.70447540695231,2.349316029261252,5.622134535944171,4.501540246904616,3.5423037749123165,0.0,0.0
2024-04-15,30.94149519346101,20.010941026240378,15.144623233399177,17.749031882949247,2.4205213680651285,5.634579507442947,4.55563720321138,3.543170585230735,0.0,0.0
2024-04-16,30.928432370457415,19.893785669004885,15.15893350355002,17.790441475430246,2.505959376981554,5.63514842229026,4.545624446235313,3.5416747360503056,0.0,0.0
2024-04-17,30.989854880098815,19.771122517376284,15.233433029259011,17.892322844725754,2.421981043621388,5.6323158811793705,4.510261457061283,3.5487083466780964,0.0,0.0
2024-04-18,30.998816618669256,19.712711862891595,15.279340509696567,17.93032526458747,2.44886934700458,5.634650188992776,4.44347652388211,3.551809684275647,0.0,0.0
2024-04-19,31.01077963042526,19.69772023050501,15.326216054217515,17.94185343135068,2.393308075937288,5.636110257822325,4.440831926979858,3.5531803927620635,0.0,0.0
2024-04-22,30.999733934605345,19.661327184132148,15.34167518439389,17.92956925093853,2.382038237927019,5.634135691594849,4.501680900051051,3.5498396163571653,0.0,0.0
2024-04-23,31.02739468009727,19.59562363903378,15.363589421671806,17.92733134613367,2.388151593525181,5.639162973240586,4.505739244362364,3.5530071019353433,0.0,0.0
2024-04-24,31.284539408337086,16.03394346958401,19.178698144558233,17.953394165890558,2.5809278829197884,5.6858652240262115,4.499256025615094,2.7833756790690187,0.0,0.0
2024-04-25,31.295668068853495,16.02049939953003,19.186819356801355,17.86852314742905,2.675449833172879,5.687887822569036,4.4807865791322765,2.784365792511882,0.0,0.0
2024-04-26,31.293545030857167,16.0434196886557,19.18819894702181,17.71496985947795,2.6597246144871693,5.688591284583091,4.627373668431246,2.784176906485862,0.0,0.0
2024-04-29,31.386134631871954,16.087694487110017,18.969315363923446,17.638001930502092,2.7256247637696527,5.707271286708538,4.693542961806788,2.7924145743075135,0.0,0.0
2024-04-30,31.475308244949847,16.18085229310796,19.0245595252961,17.030685797135053,2.7192096521463904,5.721716776289321,5.02624930158404,2.8214184094912875,0.0,0.0
2024-05-02,31.443389824895675,16.16909073984236,18.999626668956275,17.27366172644311,2.847585687017555,5.7154935343438495,4.730910649962524,2.820241168538653,0.0,0.0
2024-05-03,31.527521184355894,15.79107416373322,19.06063610901397,17.03887983273544,3.0260290015415947,5.7496962828719775,4.979220493626296,2.8269429321216073,0.0,0.0
2024-05-06,31.531963431896305,15.796415269694238,19.058436230655808,17.04128062160767,3.026455370928858,5.7308258565041035,4.987281968556394,2.827341250156624,0.0,0.0
2024-05-07,31.499570400644018,15.756570970521436,19.091278258075228,17.023773981497957,3.0233462697900757,5.726794131417771,5.054229287550931,2.8244367005025874,0.0,0.0
2024-05-08,31.501582116516325,15.768897589644808,19.09418457618821,16.911485258526955,3.029401729019375,5.7482475472624825,5.118210072081278,2.827991110760568,0.0,0.0
2024-05-09,31.538815599030535,15.873513880366499,19.0979628476712,17.01816222317123,2.7460198946314662,5.732071214303365,5.162542921128548,2.830911419697155,0.0,0.0
2024-05-10,30.855490004688193,15.472256749668755,18.693891616466317,16.71178099415839,2.7282888929241476,5.609077138638157,4.984871696822125,2.7695763888263523,0.0,2.174766517807567
2024-05-13,30.90671015737468,15.123398425290521,18.742841315681968,16.81131499068867,2.742666037905215,5.632043256022251,5.139950666062193,2.7741738891574452,0.0,2.126901261817056
2024-05-14,30.968362102321223,14.624869190708592,18.773263549521246,17.008788390666886,2.7339986836658956,5.628393254130167,5.351473133893781,2.779707742971571,0.0,2.1311439521206377
2024-05-16,30.94388347542799,14.704689976911006,18.794053083012717,16.818650627059807,2.7798120389694283,5.626802927156968,5.425137909151709,2.7775105512541787,0.0,2.1294594110561995
2024-05-17,30.903105973152268,14.691319943569978,18.756751175816895,16.664172857162875,2.9435484033794808,5.633827546952758,5.5770650670723985,2.703555799544267,0.0,2.1266532333490815
2024-05-20,30.981922295675002,14.805214661215823,18.869214593547643,16.122018590860222,3.119711831643426,5.630857772613415,5.629361685960142,2.709621447087252,0.0,2.1320771213970753
2024-05-21,31.01479344445864,14.942355846069352,18.874452012563633,15.82827787536207,3.3570073837186922,5.636831990799641,5.499528988429727,2.7124132495357647,0.0,2.1343392090624818
2024-05-22,30.976506726607212,15.01344883992108,18.841489408802378,15.616057807137166,3.692521913261846,5.638748596967194,5.381369793321043,2.708152474783307,0.0,2.131704439198773
2024-05-23,30.915060853976854,15.093330715624994,18.812600158263393,15.64534533398768,3.658749051328136,5.635344754207633,5.409312695342447,2.7027805071338307,0.0,2.1274759301350294
2024-05-24,30.886378304270284,15.123659375522195,18.794733242551228,15.809551832031445,3.714073923074225,5.613492980929625,5.234816448628546,2.6977918044876787,0.0,2.1255020885047684
2024-05-27,30.897723761576636,15.096814367625402,18.81297252639755,15.985790700224744,3.6111109269135673,5.615554978756862,5.154967110594574,2.698782781203618,0.0,2.126282846707045
2024-05-28,30.85779798356888,15.089700420603815,18.780318075299217,16.179922521593888,3.609212679679964,5.608298605983182,5.055918994463061,2.6952954368592597,0.0,2.123535281948735
2024-05-29,30.84753744360605,15.018429308786985,18.79435186202928,16.11705335527582,3.6483623792101314,5.606433788150075,5.1506034556528055,2.694399222989551,0.0,2.1228291842993006
2024-05-30,30.843488229066278,15.034985863882538,18.78494799548644,16.338339756049653,3.5576967850634715,5.6056978573402745,5.01824744126722,2.694045541580472,0.0,2.1225505302636507
2024-05-31,30.830973670005857,14.990910234585261,18.767171847051426,16.486790205677476,3.5570788214256868,5.603423379291956,4.949010074883084,2.692952448873474,0.0,2.1216893182057786
2024-06-03,30.817156371982225,14.950772060306349,18.792676010182554,16.747915128689485,3.4175145138756546,5.600912132919624,4.860569758696364,2.6917455675421276,0.0,2.120738455805616
2024-06-04,30.77858971735617,14.965261338864611,18.76944604776194,16.92157665605526,3.387771443947387,5.593902776144008,4.776990661527443,2.688376936757654,0.0,2.118084421585522
2024-06-05,30.77912311233579,14.968455034069791,18.733755445820652,17.162648824843718,3.2167341312529607,5.593999718846213,4.738739078196943,2.6884235265063903,0.0,2.1181211281275454
2024-06-06,30.762260788072464,14.984990558338476,18.71658951672466,17.363621925265292,3.177698947791373,5.590935049432343,4.600691976244721,2.686250521401503,0.0,2.1169607167291717
2024-06-07,30.745609323288196,14.96724664740661,18.700366405382894,17.487344961184462,3.186352008157557,5.587908703003252,4.52567207591406,2.683685059655046,0.0,2.1158148160079233
2024-06-11,30.71297347949718,14.948293755844205,18.701034991682906,17.682686317098,3.1234697930544115,5.581977250689781,4.4551591087254,2.680836382126159,0.0,2.113568921281952
2024-06-12,30.7100008678918,14.951297757683369,18.69876119416929,17.66358298606992,3.1267856511190057,5.585350655083076,4.47027961990745,2.680576912448078,0.0,2.1133643556280153
2024-06-13,30.716791685167582,14.924829652481018,18.705980347845703,17.73246582689705,3.086804792998939,5.586002292812556,4.452124062790996,2.6811696609824858,0.0,2.113831678023672
2024-06-14,30.713130004514973,14.90120768845235,18.715347163034405,17.81460633500041,3.062093933221793,5.5853363978606785,4.413848740390675,2.6808500446900485,0.0,2.1135796928346715
2024-06-17,30.722399068684453,14.877159081161611,18.71890913539374,17.904468135627344,3.021104392428772,5.587022023567738,4.373061491453929,2.6816591114015598,0.0,2.114217560280852
2024-06-18,30.722414852036405,14.921198717662158,18.69082757417721,17.96745069403592,2.96265712360826,5.58702489384928,4.353780974364952,2.6804265238249987,0.0,2.1142186464408157
2024-06-19,30.71401482899156,14.919668509487117,18.687197829998578,18.02257464815665,2.950908916411308,5.585504997233635,4.32679603579014,2.67969365029671,0.0,2.1136405836343117
2024-06-20,30.696897058900234,14.945874708475163,18.675139017269256,18.071177030581996,2.9509493116973324,5.58239204078952,4.2869080561197555,2.678200182898314,0.0,2.1124625932684222
2024-06-21,30.679950777682603,14.944820370385953,18.663219053804216,18.15715275664187,2.904096303976277,5.579302589412874,4.283440066553426,2.676721677322671,0.0,2.1112964042201097
2024-06-24,30.678366650832494,14.943629640493125,18.663085200102454,18.121754814783408,2.930356422900388,5.575687578657415,4.299348834943819,2.676583467626377,0.0,2.111187389660514
2024-06-25,30.81829820837071,14.979446852814545,18.845999648348737,18.14008739219024,2.957420999116758,5.601119657754326,3.8480181865102936,2.688792021548717,0.0,2.1208170333456744
2024-06-26,31.00327304422087,15.069438166675505,18.966567099625557,18.27225230257634,2.960809930924532,5.634738197696574,3.254444397661939,2.704930448773297,0.0,2.133546411845386
2024-06-27,30.235694981181528,14.607616147793735,18.521970565418318,17.773963521513135,2.85273350868801,5.495239193147409,3.1701006078209555,2.637961865438107,2.6239954723974823,2.0807241366013187
2024-06-28,30.227117475102,14.591978929738056,18.516351881766127,17.767181090675507,2.845368235335453,5.493674593656088,3.2177293504563735,2.637213507116843,2.623251076175363,2.0801338599781873
2024-07-02,30.050812169198192,14.525375673672707,18.323342185102796,17.65111868938506,2.827524870532925,5.461631710950905,3.8624116687552146,2.6218314669838776,2.60795047452757,2.068001090890748
