date,CITIC SECURITIES BROKERAGE (HK) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-04-03,0.0,0.0,0.0,70.51647655259823,0.0,0.0,0.0,29.483523447401776
2024-04-09,0.0,0.0,0.0,53.62864077669903,23.95631067961165,0.0,0.0,22.41504854368932
2024-04-11,0.0,0.0,0.0,53.459956448100655,23.880958141785626,0.0,0.0,22.65908541011372
2024-04-12,0.0,0.0,0.0,53.479985575189325,23.728813559322035,0.0,0.0,22.79120086548864
2024-04-18,0.0,0.0,0.0,53.49284597811711,23.73451965853072,0.0,0.0,22.77263436335217
2024-04-22,0.0,0.0,0.0,53.479985575189325,23.728813559322035,0.0,0.0,22.79120086548864
2024-04-30,0.0,0.0,0.0,53.48641500360664,23.73166626592931,0.0,0.0,22.781918730464053
2024-05-14,0.0,0.0,0.0,53.49284597811711,23.72249609234099,0.0,0.0,22.7846579295419
2024-05-20,0.0,0.0,0.0,59.74169741697417,14.428044280442803,0.0,0.0,25.830258302583026
2024-05-21,0.0,0.0,0.0,59.99258893280632,14.488636363636365,0.0,0.0,25.518774703557312
2024-05-22,0.0,0.0,0.0,60.00741289844329,14.492216456634544,0.0,0.0,25.500370644922164
2024-05-23,0.0,0.0,0.0,60.05192878338279,14.502967359050444,0.0,0.0,25.445103857566764
2024-05-24,0.0,0.0,35.33738407419252,38.831148065238246,9.090182283338663,0.0,0.0,16.74128557723057
2024-06-11,0.0,0.0,35.28942115768463,38.778443113772454,9.077844311377245,0.0,0.0,16.85429141716567
2024-06-13,0.0,0.0,27.737684342641984,30.48007530593034,7.135236899905868,0.0,21.65045497332915,12.996548478192658
2024-06-19,0.0,0.0,27.781269641734756,30.527969830295408,6.98931489629164,0.0,21.684475172847264,13.016970458830922
2024-07-04,0.0,0.0,27.75856648852562,30.537566802892176,6.991512103112228,0.0,21.69129204652625,13.021062558943727
2024-07-09,0.0,0.0,27.7935158954989,30.576015108593012,7.000314762354422,0.0,21.718602455146367,12.9115517784073
2024-07-10,0.0,0.0,27.8057689885376,30.58949489860184,7.003400932107318,0.0,21.728177352311373,12.873157828441869
2024-07-11,0.0,0.0,27.819785759294263,30.604914933837428,7.006931316950221,0.0,21.73913043478261,12.829237555135474
2024-07-12,0.0,0.0,27.818078597110958,30.637734182804515,7.0144452154166395,0.0,21.762442439916736,12.76729956475115
2024-07-17,0.0,0.0,27.8461829892025,30.668687251373367,7.021531855780766,0.0,21.784428869103998,12.67916903453937
2024-07-18,0.0,0.0,27.755050663981372,30.568317704072,6.998552457675121,0.0,21.713134873182703,12.964944301088805
2024-07-19,0.0,0.0,27.75679758308157,30.5702416918429,6.998992950654583,0.0,21.71450151057402,12.959466263846927
2024-07-22,0.0,0.0,27.75854472209983,30.572165921822876,6.999433499087305,0.0,21.71586832001007,12.953987536979922
2024-08-07,0.0,0.0,27.734104773284702,30.652160241494247,6.993270863467707,0.0,21.6967486321615,12.92371548959185
2024-08-14,0.0,0.0,27.80404766408171,30.098984931593215,7.3891936195700145,0.0,21.75146585965576,12.956307925099301
2024-08-19,0.0,0.0,27.784786173836256,30.112274504856817,7.392456162482654,0.0,21.761069761574365,12.949413397249906
2024-08-20,0.0,0.0,27.78829169820843,30.11607368155438,7.387080494574818,0.0,21.763815291445873,12.944738834216501
2024-08-27,0.0,47.47514910536779,14.595758780649437,15.81842279655401,3.880053015241882,0.0,11.43141153081511,6.79920477137177
2024-08-29,0.0,47.49718225817145,14.602532652655306,15.825764105284096,3.835443877212756,0.0,11.436716833521182,6.802360273155209
2024-09-04,88.35788523065405,5.529676470701745,1.7000436106533494,1.8424536202631305,0.4465267780989614,0.0,1.3314756996036448,0.7919385900251245
