date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,WOCOM SECURITIES LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,72.58460063440332,0.0,17.784355775656948,0.0,0.0,0.0,9.63104358993973
2024-03-06,0.0,0.0,0.0,72.5800348507364,0.0,17.789527380133443,0.0,0.0,0.0,9.630437769130165
2024-03-07,0.0,0.0,0.0,72.58117624280206,0.0,17.788234540010723,0.0,0.0,0.0,9.630589217187211
2024-03-08,0.0,0.0,0.0,72.61377012233494,0.0,17.755489207657387,0.0,0.0,0.0,9.630740670007672
2024-03-12,0.0,80.08930243701849,0.0,14.463053820008879,0.0,3.5293720829345774,0.0,0.0,0.0,1.9182716600380578
2024-03-14,0.0,80.1292107084961,0.0,14.470260718566871,0.0,3.4813010435899976,0.0,0.0,0.0,1.9192275293470304
2024-03-15,0.0,80.17192394787992,0.0,14.477974156707015,0.0,3.4298513131223154,0.0,0.0,0.0,1.9202505822907474
2024-03-18,0.0,80.17167525191556,0.0,14.47815574839223,0.0,3.429894332433805,0.0,0.0,0.0,1.9202746672584023
2024-03-19,0.0,80.17092108704547,0.0,14.478019554201266,0.0,3.43080275527724,0.0,0.0,0.0,1.92025660347602
2024-03-21,0.0,77.8347622120648,0.0,14.05613399500995,0.0,3.3308300944124993,2.9139728511341314,0.0,0.0,1.8643008473786182
2024-03-22,0.0,76.40845749644372,0.0,13.794109607769888,0.0,3.2166868958677446,2.859590722809766,0.0,1.8916470146638942,1.8295082624449917
2024-03-25,0.0,76.42744675396786,0.0,13.796458925093482,0.0,3.1727143024489335,2.859480158757489,0.0,1.914080008096146,1.829819851636091
2024-03-26,0.0,76.43641060039977,0.0,13.787495078661562,0.0,3.1727143024489335,2.859480158757489,0.0,1.914080008096146,1.829819851636091
2024-03-27,0.0,76.44257757613605,0.0,13.78233227054874,0.0,3.1741655565665763,2.859710864838778,0.0,1.9112462483462798,1.8299674835635735
2024-03-28,0.0,76.44159349115924,0.0,13.782208718978813,0.0,3.1753323670311127,2.8596852289913794,0.0,1.9112291149997704,1.82995107883968
2024-04-02,0.0,76.44387775890215,0.0,13.782620566159975,0.0,3.1730366520660156,2.8597706836035233,0.0,1.910688576871844,1.8300057623964923
2024-04-03,0.0,76.23252255949711,0.0,13.842261521406357,0.0,3.1739046744977397,2.859745046683629,0.0,1.9106714481662912,1.9808947497488807
2024-04-05,0.0,76.23161137048682,0.0,13.842096068183082,0.0,3.1750620135310914,2.859710864838778,0.0,1.9106486103699365,1.980871072590289
2024-04-08,0.0,73.8194961189879,0.0,13.40381608032426,3.1647716498036793,3.0743075622431255,2.7692240960568526,0.0,1.8501920022716212,1.9181924903125709
2024-04-09,0.0,73.81992333522737,0.0,13.403893652350643,3.1647899653153546,3.0737466233040958,2.7692401224125827,0.0,1.8502027099045786,1.9182035914853692
2024-04-10,0.0,73.82245633274836,0.0,13.40141179276573,3.164203974071812,3.073177489609328,2.768727371019667,0.0,1.8498601271111974,1.9201629126739155
2024-04-12,0.0,73.81263309196893,0.0,13.399628523807147,3.163782926885677,3.072768554930939,2.7816655235788104,0.0,1.8496139740794566,1.9199074047490388
2024-04-17,0.0,73.81562249718674,0.0,13.396121216297438,3.1639110598189357,3.0728930017900526,2.781778180790483,0.0,1.8496888832844722,1.9199851608318803
2024-04-18,0.0,73.8147683567022,0.0,13.395966206164358,3.163874449350389,3.0740145714975817,2.781745992084586,0.0,1.8496674800353288,1.9199629441655424
2024-04-22,0.0,73.80478179753659,0.0,13.455158440009424,3.163508391258796,3.0259329446424643,2.7814241459919353,0.0,1.8494534747836462,1.9197408057771443
