date,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,SPDB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,GRAND CAPITAL SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,CHINA INDUSTRIAL SECURITIES
2024-03-01,55.927859403788915,0.0,0.0,0.0,0.0,44.072140596211085,0.0,0.0
2024-03-04,55.91211162028944,0.0,0.0,0.0,0.0,44.087888379710556,0.0,0.0
2024-03-05,55.89439536385253,0.0,0.0,0.0,0.0,44.10560463614746,0.0,0.0
2024-03-06,54.0067870376711,0.0,0.0,3.3592792957307096,0.0,42.63393366659819,0.0,0.0
2024-03-07,53.99917825104431,0.0,0.0,3.3592792957307096,0.0,42.641542453224986,0.0,0.0
2024-03-08,53.98966726776081,0.0,0.0,3.3592792957307096,0.0,42.65105343650848,0.0,0.0
2024-03-11,53.98205848113401,0.0,0.0,3.3592792957307096,0.0,42.65866222313527,0.0,0.0
2024-03-12,53.97444969450722,0.0,0.0,3.3592792957307096,0.0,42.66627100976208,0.0,0.0
2024-03-13,53.96684090788042,0.0,0.0,3.3592792957307096,0.0,42.67387979638887,0.0,0.0
2024-03-14,54.122297299875235,0.0,0.0,3.3575099485308986,0.0,42.52019275159387,0.0,0.0
2024-03-15,54.122297299875235,0.0,0.0,3.3479715679952995,0.0,42.52973113212946,0.0,0.0
2024-03-18,54.122297299875235,0.0,0.0,3.3384331874597004,0.0,42.539269512665065,0.0,0.0
2024-03-19,54.11085124323252,0.0,0.0,3.3384331874597004,0.0,42.550715569307776,0.0,0.0
2024-03-20,54.37011587689901,0.0,0.0,3.3551385384633083,0.0,42.274745584637685,0.0,0.0
2024-03-21,39.87438790118665,0.0,26.634208905352157,2.461052092738068,0.0,31.030351100723124,0.0,0.0
2024-03-22,39.86735632377882,0.0,26.634208905352157,2.4554268308118097,0.0,31.04300794005721,0.0,0.0
2024-03-25,39.860324746371,0.0,26.634208905352157,2.4526141998486803,0.0,31.052852148428162,0.0,0.0
2024-03-26,39.98853913490228,0.0,26.731197547487785,2.4587225369725814,0.0,30.821540780637346,0.0,0.0
2024-03-27,39.978659078783565,0.0,26.731197547487785,2.4587225369725814,0.0,30.831420836756067,0.0,0.0
2024-03-28,39.97019045925324,0.0,26.731197547487785,2.4587225369725814,0.0,30.839889456286397,0.0,0.0
2024-04-02,39.961721839722905,0.0,26.731197547487785,2.4587225369725814,0.0,30.84835807581673,0.0,0.0
2024-04-03,40.32721304749205,0.0,26.98139980168906,2.4817360185090207,0.0,30.209651132309865,0.0,0.0
2024-04-05,40.32721304749205,0.0,26.98139980168906,2.4674895430870403,0.0,30.223897607731846,0.0,0.0
2024-04-08,40.318665162238865,0.0,26.98139980168906,2.4674895430870403,0.0,30.232445492985033,0.0,0.0
2024-04-09,40.31011727698567,0.0,26.98139980168906,2.4674895430870403,0.0,30.240993378238223,0.0,0.0
2024-04-10,40.300144744190284,0.0,26.98139980168906,2.4674895430870403,0.0,30.25096591103361,0.0,0.0
2024-04-11,40.2901722113949,0.0,26.98139980168906,2.4674895430870403,0.0,30.260938443828994,0.0,0.0
2024-04-12,39.572173056362544,0.0,26.503383767989387,2.423774258733704,0.0,29.743012757001235,1.7576561599131248,0.0
2024-04-15,39.572173056362544,0.0,26.503383767989387,2.4195760354218097,0.0,29.761205058019446,1.74366208220681,0.0
2024-04-16,39.57077364859192,0.0,26.503383767989387,2.4167772198805464,0.0,29.779397359037656,1.7296680045004953,0.0
2024-04-17,39.57077364859192,0.0,26.503383767989387,2.4139784043392836,0.0,29.787793805661444,1.7240703734179696,0.0
2024-04-18,39.57077364859192,0.0,26.503383767989387,2.4069813654861263,0.0,29.7947908445146,1.7240703734179696,0.0
2024-04-19,37.97643797643798,0.0,25.435542877403343,2.304630211606956,0.0,32.62878262878262,1.6546063057690967,0.0
2024-04-22,37.96300773044959,0.0,25.435542877403343,2.2965720640139247,0.0,32.650271022364045,1.6546063057690967,0.0
2024-04-23,37.94957748446121,0.0,25.435542877403343,2.2965720640139247,0.0,32.663701268352426,1.6546063057690967,0.0
2024-04-24,37.93614723847282,0.0,25.435542877403343,2.2965720640139247,0.0,32.677131514340815,1.6546063057690967,0.0
2024-04-25,37.93614723847282,0.0,25.435542877403343,2.288513916420893,0.0,32.68518966193385,1.6546063057690967,0.0
2024-04-26,37.92271699248443,0.0,25.435542877403343,2.283141818025539,0.0,32.70399200631759,1.6546063057690967,0.0
2024-04-29,37.92271699248443,0.0,25.435542877403343,2.2750836704325077,0.0,32.712050153910624,1.6546063057690967,0.0
2024-04-30,37.92271699248443,0.0,25.435542877403343,2.267025522839476,0.0,32.72010830150365,1.6546063057690967,0.0
2024-05-02,37.92271699248443,0.0,25.435542877403343,2.2576243506476064,0.0,32.72950947369552,1.6546063057690967,0.0
2024-05-03,37.92271699248443,0.0,25.435542877403343,2.249566203054575,0.0,32.73756762128855,1.6546063057690967,0.0
2024-05-06,37.92271699248443,0.0,25.435542877403343,2.2428510800603827,0.0,32.74428274428274,1.6546063057690967,0.0
2024-05-07,37.92271699248443,0.0,25.435542877403343,2.2374789816650282,0.0,32.7496548426781,1.6546063057690967,0.0
2024-05-08,37.90660069729837,0.0,25.435542877403343,2.2374789816650282,0.0,32.765771137864164,1.6546063057690967,0.0
2024-05-09,37.893170451309985,0.0,25.435542877403343,2.2374789816650282,0.0,32.779201383852545,1.6546063057690967,0.0
2024-05-10,37.893170451309985,0.0,25.435542877403343,2.234792932467351,0.0,32.78188743305022,1.6546063057690967,0.0
2024-05-13,37.893170451309985,0.0,25.435542877403343,2.2267347848743198,0.0,32.789945580643256,1.6546063057690967,0.0
2024-05-14,37.879740205321596,0.0,25.435542877403343,2.2267347848743198,0.0,32.803375826631644,1.6546063057690967,0.0
2024-05-16,37.866309959333215,0.0,25.435542877403343,2.2240487356766425,0.0,32.8194921218177,1.6546063057690967,0.0
2024-05-17,37.85556576254251,0.0,25.434199852804507,2.2159905880836113,0.0,32.839637490800285,1.6546063057690967,0.0
2024-05-20,37.85556576254251,0.0,25.42882775440915,2.214647563484773,0.0,32.84635261379447,1.6546063057690967,0.0
2024-05-21,37.85556576254251,0.0,25.424798680612632,2.2092754650894184,0.0,32.855753785986344,1.6546063057690967,0.0
2024-05-22,37.85556576254251,0.0,25.424798680612632,2.201217317496387,0.0,32.86381193357937,1.6546063057690967,0.0
2024-05-23,37.85556576254251,0.0,25.424798680612632,2.193159169903356,0.0,32.8718700811724,1.6546063057690967,0.0
2024-05-24,37.85556576254251,0.0,25.424798680612632,2.186444046909163,0.0,32.8785852041666,1.6546063057690967,0.0
2024-05-27,37.85556576254251,0.0,25.424798680612632,2.1797289239149706,0.0,32.88530032716079,1.6546063057690967,0.0
2024-05-28,37.85556576254251,0.0,25.424798680612632,2.173013800920778,0.0,32.892015450154986,1.6546063057690967,0.0
2024-05-29,30.41823650697963,19.64659385152288,20.42969174626532,1.740694775063439,0.0,26.435250595135773,1.3295325250329553,0.0
2024-05-30,30.23639356388857,20.115617288031483,20.310443481768118,1.7305343265591873,0.0,26.28523930607569,1.321772033676949,0.0
2024-05-31,30.23210209624676,20.115617288031483,20.310443481768118,1.7305343265591873,0.0,26.2895307737175,1.321772033676949,0.0
2024-06-03,30.396006938006053,19.682520142958357,20.420557558994442,1.7366804537521023,0.0,26.435296819939612,1.3289380863494349,0.0
