date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,MERRILL LYNCH FAR EAST LTD
2024-04-25,94.98417896347738,3.814147770068124,0.0,0.0,0.3489113241312437,0.06102289461571074,0.11252832691098584,0.5926670829056883,0.0717402380426205,0.014803399848257749
2024-04-26,94.97677506936844,3.8159917592080546,0.0,0.0,0.3659908887978144,0.060990526604862906,0.10100258235094987,0.5934155630224774,0.07173870053915553,0.014094910108240086
2024-04-29,94.99108643556347,3.8139154983568235,0.0,0.0,0.39104981587156207,0.060815239343454466,0.06906904452478099,0.5934836214823789,0.07174565767366876,0.00883468718385112
2024-04-30,72.80848047752865,2.9281667928299937,0.0,0.0,0.30808284173412337,0.046589494395135676,0.043038390595656034,0.4546180442155525,0.05500055485748813,0.009519168047589188
2024-05-02,95.00558108474935,3.8101298520105837,0.0,0.0,0.38134017159298844,0.06900105562227252,0.05580978551966131,0.5926648988372017,0.07178943649151204,0.013683715176422964
2024-05-03,95.00995179424496,3.8127222332837496,0.0,0.0,0.3666983103392005,0.06876869178616186,0.058235670668775164,0.6015692296457542,0.07185517704280044,0.010198892988606347
2024-05-06,94.9788365657549,3.8092577922486743,0.0,0.0,0.3936459170796134,0.06865170338630347,0.0772413948274125,0.580321467442447,0.07275305583425236,0.019292103426393124
2024-05-07,94.96163426372814,3.8188211457695043,0.0,0.0,0.39909154447185746,0.0685763625957112,0.06338756632896586,0.5904597292301335,0.07267630960392461,0.025353078271753815
2024-05-08,94.85956115876765,3.9239734923453127,0.0,0.0,0.3962342110302363,0.06856602719779875,0.059517381941453555,0.5919573636309966,0.07260257716056577,0.027587787925984528
2024-05-09,94.87191287739711,3.926873186330329,0.0,0.0,0.386756454363838,0.0684018196313413,0.05511204679764037,0.5919590644208563,0.07340676007670671,0.025577790982189093
2024-05-10,94.9210421420406,3.8778003489632096,0.0,0.0,0.3794824299310189,0.06841432182641267,0.05424980784010029,0.5919341351518812,0.07315488695184041,0.03392192729493688
2024-05-13,94.94977220022682,3.86348709775865,0.0,0.0,0.36872666917671265,0.06840424740655413,0.055122351122162044,0.5914267700629969,0.07317181271141134,0.029888851534688864
2024-05-14,94.95347026254692,3.8465430745647575,0.0,0.0,0.37776340770159006,0.06842213120780934,0.055427940082874515,0.5928300331840761,0.073185400180473,0.03235775053150664
2024-05-16,94.9533003174421,3.84609152765723,0.0,0.0,0.3696515712381126,0.06842145241522903,0.05800973557418643,0.5973575704448268,0.07318467413312905,0.03398315109518694
2024-05-17,94.96123663887585,3.8466325534001493,0.0,0.0,0.36674840318781593,0.06868635805562713,0.056422635937285574,0.6042968648901984,0.07319088274667611,0.022785662906407506
2024-05-20,94.96086182338689,3.8533605649128546,0.0,0.0,0.36571078007387603,0.06867257877873273,0.061855186440561205,0.5970542416361494,0.07318172098372393,0.019303103787202194
2024-05-21,95.01105288136168,3.868960304734604,0.0,0.0,0.3604698382419322,0.0689944871830817,0.0691154825067399,0.5233218229851484,0.07318792082863397,0.02489726215818258
2024-05-22,94.94784173367684,3.855568025968988,0.0,0.0,0.3920024033957427,0.08370337955624635,0.08648419225868993,0.5249462169147072,0.0737242090782565,0.03572983915052917
2024-05-23,94.93579428613643,3.8449948878557643,0.0,0.0,0.4356951902968386,0.09931326688928985,0.0698435718245679,0.5024719691200384,0.07375627836646144,0.03813054951062017
2024-05-24,94.9230496909323,3.8434940594611007,0.0,0.0,0.4367550373459767,0.10471748350355402,0.07212974838877961,0.5034434297569761,0.07376150192076258,0.042649048690542396
2024-05-27,94.92766679800162,3.844220041713273,0.0,0.0,0.4286193255038314,0.1079125759301409,0.06987962163076104,0.5049591554846833,0.07379434771874652,0.04294813401694234
2024-05-28,94.97237197192807,3.8459303457588154,0.0,0.0,0.3948799391889397,0.10754384824137417,0.06549677879045919,0.5013077102701796,0.07464553996956012,0.03782386585259546
2024-05-29,94.96660058090325,3.8422512359444627,0.0,0.0,0.4054118488124414,0.10678496880145025,0.06337796008095545,0.5011872810715051,0.07466634717130294,0.03971977721463565
2024-05-30,94.9328903596742,3.8519987644408435,0.0,0.0,0.4010104529309802,0.11068590143039825,0.07912217875792443,0.49660574331676427,0.07467911650954005,0.05300748293935029
2024-05-31,72.58134322797206,2.9454035809484864,0.0,0.0,0.3163060160464575,0.08422625739943354,0.061735562908502926,0.38243043113943925,0.057100085346708164,0.04317992038250969
2024-06-03,94.92643910523827,3.853968310197605,0.0,0.0,0.4075256638594971,0.11412405221483887,0.07462164446649269,0.5035153968392454,0.07466336918243255,0.045142458001614816
2024-06-04,94.8122818135641,3.8515270913403876,0.0,0.0,0.4851521997440663,0.1138256839156017,0.07387269636773657,0.5273285692415745,0.0746140657076201,0.061397880118915046
2024-06-05,94.78452248520736,3.8480210172484903,0.0,0.0,0.5198355302342081,0.11363064220566767,0.07392410408248128,0.5319380760853487,0.07459837759484898,0.05352976734159271
2024-06-06,94.78461762028212,3.8489210559064455,0.0,0.0,0.5207416569528776,0.11306112861846217,0.07385771942695973,0.5319420754544261,0.07459893846172048,0.05225980489698418
2024-06-07,94.78735416776493,3.8495246138204666,0.0,0.0,0.5310164258313446,0.11320167896108725,0.07687086599245511,0.5243189387411752,0.07460955397394273,0.043103754914596455
2024-06-11,94.79940680803766,3.850001293193886,0.0,0.0,0.4960531244318025,0.1132782648849581,0.07689469143759453,0.5391823258678586,0.07463267854541895,0.05055081360082818
2024-06-12,94.77156689239004,3.89973433828831,0.0,0.0,0.48157462371585386,0.12182349115214594,0.07786089158646198,0.5237542765273846,0.07462400346774067,0.04906148287206422
2024-06-13,94.77814773819782,3.8493140102444805,0.0,0.0,0.5127429782436624,0.12182503980021218,0.0774572976321345,0.5367117638612146,0.0746249521051305,0.049176219915350865
2024-06-14,94.81539365171466,3.870209081022392,0.0,0.0,0.46491242386211784,0.12189861875948955,0.07314439250012665,0.5377294246139069,0.0746700235150888,0.04204238401221531
2024-06-17,94.80806299356726,3.8696027586290502,0.0,0.0,0.46511615812079576,0.12190616086368103,0.07772619812033318,0.5383383650065234,0.07467464349440488,0.04457272219794029
2024-06-18,94.73827043417396,3.865725312808546,0.0,0.0,0.4849487226071431,0.12226889906241578,0.07833779398831278,0.5926719270045326,0.07460460782938257,0.043172302525713926
2024-06-19,94.64891611282017,3.8633046349885376,0.0,0.0,0.5781683096411888,0.1212018485461882,0.07835219519401149,0.5907979903897747,0.07454154558354471,0.04471736283656931
2024-06-20,94.75252249293283,3.8652562710591893,0.0,0.0,0.47287640926578084,0.11983517948625012,0.08063936580062807,0.5944428833824961,0.0745841892696786,0.03984320880315854
2024-06-21,94.55624300171812,3.871797960852582,0.0,0.0,0.6575364481350714,0.11915029871174512,0.07912486439276067,0.5944098982354012,0.07450602916956978,0.04723149878474333
2024-06-24,94.5511422742382,3.866910775007268,0.0,0.0,0.6069021375117098,0.11792306178090241,0.08037107924360322,0.6417570257718784,0.07449955911505787,0.06049408733138348
2024-06-25,94.56078166315271,3.8639023970712185,0.0,0.0,0.6106015922046801,0.10672881427037369,0.08037583777537988,0.6550573193085165,0.0745039700116482,0.048048406205475486
2024-06-26,94.56724522568742,3.8640133275130486,0.0,0.0,0.6155794127137565,0.10681299477723497,0.08097630170258983,0.6430045192000676,0.07450850560346843,0.04785971280242587
2024-06-27,94.5559123674706,3.865597261725044,0.0,0.0,0.6123451943356052,0.10685592019714217,0.08402934276829795,0.6509825543597606,0.07453844867262736,0.04973891047093102
2024-06-28,94.56387579778112,3.8642705360124014,0.0,0.0,0.6128253851568243,0.10684521171548443,0.0849399837436797,0.6422339589301637,0.0745237522240875,0.050485374436240404
2024-07-02,94.56383488474522,3.8640159417872417,0.0,0.0,0.6074485561841982,0.10682692946870152,0.08698382579184805,0.6446356117385682,0.07452183911677555,0.051732411167452974
2024-07-03,94.56624632284777,3.863188206651548,0.0,0.0,0.6015793574634127,0.10683512305288002,0.0860787820034068,0.6482386730757519,0.07452755491301698,0.05330597999221978
2024-07-04,94.5614610362112,3.85957524409829,0.0,0.0,0.6029646501468559,0.10680194470398803,0.08614008574452413,0.6426605810941284,0.09135554979470516,0.04904090820630193
2024-07-05,94.54717862912577,3.8570429099466215,0.0,0.0,0.605069489117593,0.11916598094363551,0.08600138341595623,0.622589167791444,0.10910122468066466,0.05385121497831917
2024-07-08,94.54673969836114,3.857825967691143,0.0,0.0,0.6088322967691738,0.11201713780782845,0.0860447388744201,0.6235140777051131,0.10912337443655735,0.055902708354626934
2024-07-09,94.56086413507597,3.8568193080210165,0.0,0.0,0.5903069757216557,0.1119865550315376,0.06423152567891792,0.6510848895888298,0.10909358171185642,0.05561302917021024
2024-07-10,94.56685105704298,3.858959747081597,0.0,0.0,0.5970470850622114,0.11312411534765547,0.06578165851693364,0.6337913604707395,0.10915705675077195,0.05528791972711274
2024-07-11,94.57031207187308,3.891215218995397,0.0,0.0,0.5626752515049597,0.1137904383302417,0.06382515132671604,0.6336908272063114,0.10916012189263727,0.05533091887066129
2024-07-12,94.57498025530604,3.857085318804268,0.0,0.0,0.5916729695184472,0.11376633759098084,0.06386550243885071,0.631102868174019,0.10913700185132252,0.058389746316063536
2024-07-15,94.56317979264648,3.856721549292684,0.0,0.0,0.6054459974284274,0.11361517475665878,0.06344023346520569,0.6255397798047171,0.11389104509784084,0.058166427507989546
2024-07-16,94.56854830872525,3.855279983932517,0.0,0.0,0.6113695317065939,0.11655227895997516,0.05840827951788274,0.6177502742185503,0.11480280908938684,0.05728853384983902
2024-07-17,94.56935982294577,3.8548663234321943,0.0,0.0,0.6107953875407747,0.11436068406403647,0.05840538682116768,0.6188864533064274,0.11479712342784237,0.058528818461797805
2024-07-18,94.59374721798984,3.850441480926708,0.0,0.0,0.5906508179910419,0.11434633716557707,0.05902472166054866,0.6203911076931021,0.11478272177672662,0.05661559479645626
2024-07-19,94.58882634806668,3.8515170837315282,0.0,0.0,0.5901318701932893,0.11505638323794536,0.05862913800322932,0.6212226354578676,0.11481941891807383,0.05979712239140239
2024-07-22,94.59783129908952,3.834213820113624,0.0,0.0,0.59714325904428,0.1139598888420695,0.06052931998546745,0.6193822562999092,0.11467006404355931,0.06227009258157157
2024-07-23,94.59433228994789,3.833864720363488,0.0,0.0,0.590635083259722,0.11394643773708331,0.06043422886459563,0.6211405591472746,0.11465652911398105,0.07099015156597283
2024-07-24,94.59594855982681,3.8339027080232575,0.0,0.0,0.5950928716027976,0.10283413172170414,0.05837844354549534,0.6236965721654472,0.11466230686461305,0.07548440624987456
2024-07-25,94.5951411769001,3.8338884268431954,0.0,0.0,0.5969171328134079,0.10276131865722735,0.05742085655948411,0.6243924742117307,0.11466187975073577,0.07481673426412074
2024-07-26,94.59505223126601,3.8337533559437476,0.0,0.0,0.6045545306771852,0.10219897218721394,0.057418833577623646,0.6194798122425125,0.11465784012268561,0.07288442398301834
2024-07-29,94.58145273668521,3.832544885119634,0.0,0.0,0.610408302114479,0.10064108821168621,0.057400734086422524,0.620299653493327,0.11462169782513032,0.08263090246412441
2024-07-30,94.57949205332223,3.8327647126071516,0.0,0.0,0.6006112359315228,0.10064168873736737,0.056891992960921046,0.6314758408575586,0.11462827230777908,0.08349420327547441
2024-07-31,72.58003945525803,2.9409400346925385,0.0,0.0,0.46639093322401803,0.07734027365879695,0.043899158407569146,0.4760646886299345,0.08796199287822985,0.059978188418291695
2024-08-01,94.68626100907841,3.842831231541349,0.0,0.0,0.4888430961072213,0.10184186089882828,0.05454455875027554,0.6329703869176185,0.11472760965127787,0.07798024705502371
2024-08-02,94.6559044711903,3.8456470345178184,0.0,0.0,0.5229118549586018,0.10028941140679865,0.057872959926731755,0.621131463377213,0.11464534932946688,0.08159745529307147
2024-08-05,94.62516382610752,3.835903686734443,0.0,0.0,0.5980119101025287,0.10027000226636926,0.05319097104818178,0.6263641607890031,0.111093743970007,0.0500016989819374
2024-08-06,94.70209086221455,3.8366706008953977,0.0,0.0,0.5346388118132168,0.10032182900304432,0.0532184639611936,0.6238166565518848,0.11115116519355185,0.038091610367165865
2024-08-07,94.58484621932904,3.835033021259505,0.0,0.0,0.594734086293103,0.1002788903374777,0.05556399980773003,0.6424607968715081,0.1111035914724882,0.07597939462915528
2024-08-08,94.57089177248719,3.849817790421904,0.0,0.0,0.6064767316582027,0.1002664256114759,0.05429547312652309,0.6319676612119497,0.11108978122966581,0.0751943642530939
2024-08-09,94.51752055590396,3.8252816269824255,0.0,0.0,0.6890613451687624,0.10016973498279352,0.058473859375417075,0.6371055320933835,0.11105137406927641,0.06133597142398028
2024-08-12,94.58734359136493,3.8207012864613707,0.0,0.0,0.6351766463171554,0.1000497930959299,0.058780713168240975,0.6165552095383808,0.11091840265483716,0.0704743573991645
2024-08-13,94.55335050008873,3.80363477339037,0.0,0.0,0.6692266793134811,0.10003577443351104,0.06807438802333853,0.6252685312788108,0.11092003163091337,0.06948932184084304
2024-08-14,94.54638463074993,3.830550088991269,0.0,0.0,0.6549641177547144,0.10003008862015579,0.054539921713420904,0.6165401645145914,0.11091372718032273,0.08607726047560355
2024-08-15,94.54067673515173,3.8077123403816997,0.0,0.0,0.7123309541971767,0.09720042556648618,0.050388258681398485,0.6171052766654981,0.1109011724072424,0.06368483694875526
2024-08-16,94.59491967558247,3.8080221631102273,0.0,0.0,0.654948243358371,0.09720736461855659,0.052368964595198825,0.6186102236225877,0.11090908954346393,0.06301427556912204
2024-08-19,94.60041381982654,3.816500900599206,0.0,0.0,0.646384255793922,0.09727668353744677,0.05093156366844391,0.6159383152857608,0.11098817921133441,0.0615662820773434
2024-08-20,94.59970654580867,3.816167144202903,0.0,0.0,0.6427953011106189,0.09716306960750254,0.051057623499770055,0.6188821427875811,0.11097641828642531,0.06325175469652254
2024-08-21,94.60423632866028,3.8160394170581604,0.0,0.0,0.6417924130561947,0.09715981755878807,0.05105591460070443,0.6169658280371195,0.11097270390482042,0.06177757712393218
2024-08-22,94.60914614024036,3.8158400162056614,0.0,0.0,0.6369643941960658,0.09723737830927451,0.05340976340546519,0.616148531575873,0.11096690520901456,0.06028687085828842
2024-08-23,94.55259518204522,3.815779512808057,0.0,0.0,0.686440514466024,0.09718418879872782,0.08798345576560913,0.5885646592806678,0.11096514573409992,0.06048734110159767
2024-08-26,94.54538722909528,3.8152805807459442,0.0,0.0,0.691973893183549,0.09719213787522911,0.08773946382016581,0.591808216281165,0.11095063649193906,0.05966784250672568
2024-08-27,94.54714517679001,3.815041657904684,0.0,0.0,0.6937149620004599,0.09719087804806185,0.08753692932576243,0.5878555871973385,0.11094919832390274,0.06056561040978021
2024-08-28,94.54111998935966,3.8146724970394073,0.0,0.0,0.6928010158953848,0.09732088875008583,0.08688849082701,0.5953477858471558,0.11093846237244327,0.060910869908857114
2024-08-29,94.56792763534081,3.8146747538162518,0.0,0.0,0.7037979234668484,0.09731979367208637,0.049701162769885274,0.5945661012117263,0.11093721406623688,0.061075415656156096
2024-08-30,94.55970722381956,3.8163822863204855,0.0,0.0,0.71174737577183,0.09732314410951165,0.052398867455272884,0.597259224311366,0.10402174149718281,0.061160136714796344
2024-09-02,94.51859444627786,3.8108909645366227,0.0,0.0,0.7541321916432387,0.09716864945078112,0.0526446127163708,0.5969686046788154,0.10392277888662646,0.06567775180968184
2024-09-03,94.52265453204309,3.812471590991017,0.0,0.0,0.7429527332844642,0.09716912596020098,0.058315381387421594,0.5954611274080497,0.10390673911674819,0.06706876980900808
2024-09-04,94.52806009629504,3.8120124666785076,0.0,0.0,0.7707382213740789,0.0971903451535708,0.05831356750348399,0.5624336859714171,0.10613561149944363,0.06511600552446353
2024-09-05,94.55147698048658,3.8125898452022606,0.0,0.0,0.7474461890549452,0.09719890820045551,0.057967932205230395,0.562013822818424,0.1113085486054273,0.05999777342667055
2024-09-09,94.57400707816394,3.815686944432791,0.0,0.0,0.7104427288175423,0.09719788536843599,0.05670352076557018,0.5666194943580688,0.11843109071047637,0.060911257383168625
2024-09-10,94.58217327443286,3.812670872761686,0.0,0.0,0.7090297188959858,0.09720713174989877,0.05831848048688067,0.5608748335008265,0.118442356995104,0.061283331176747655
2024-09-11,94.57021102276363,3.8125135799555734,0.0,0.0,0.7147125388669411,0.0971257416759054,0.05952835755029249,0.5657416830037106,0.11843747062244922,0.06172960556149966
2024-09-12,94.55523888465424,3.812532854131842,0.0,0.0,0.7378683468709352,0.09722940623905255,0.056969903027898255,0.5612771286746688,0.11843806938351267,0.06044540701783947
2024-09-13,94.55330159141661,3.812635915279202,0.0,0.0,0.7404011010676942,0.09723203456372474,0.057337719030444205,0.5603168205930814,0.11844127102499061,0.060333547024243254
2024-09-16,94.55564068321043,3.8125621591201817,0.0,0.0,0.7385915444114144,0.09723015359172467,0.057764783318576804,0.5594135231467647,0.11843897975632126,0.0603581734445883
2024-09-17,94.56784230278066,3.812999427317789,0.0,0.0,0.7251104203716542,0.09734965053521949,0.048835486134083436,0.5604393265924856,0.11845256369201675,0.06897082257609344
2024-09-19,94.55413667866182,3.8129722795434224,0.0,0.0,0.7379776407748754,0.0972612498057444,0.049237561632699135,0.559728516148257,0.11845172033404266,0.07023435309913321
2024-09-20,94.55489457805291,3.812592457747283,0.0,0.0,0.7450977818244258,0.09726669646722284,0.04996265744739303,0.5586402364586622,0.11845835366873134,0.06308723833337668
2024-09-23,94.57084389467981,3.813374461883876,0.0,0.0,0.709936493913304,0.11797556834483656,0.048806605445710645,0.559632124864396,0.11848265076410923,0.060948200103960154
2024-09-24,94.54072013103011,3.8130659142893486,0.0,0.0,0.6977347239584186,0.11239816539256177,0.0534442059711833,0.5973388774262038,0.11847306410083978,0.06682491783133938
2024-09-25,94.5212697776014,3.8141228387383785,0.0,0.0,0.7177090108196174,0.13739433386416092,0.05144437554782404,0.5585451046526363,0.1357082877806802,0.06380627099529934
2024-09-26,94.5803909885482,3.8697528434385196,0.0,0.0,0.6289386196789513,0.089838438138052,0.05567834161430634,0.5653846476945493,0.15095935702276986,0.05905676386464819
2024-09-27,94.56582426986515,3.893807426084351,0.0,0.0,0.6118800270398305,0.08987270868417885,0.048178732405534136,0.5794807852193364,0.1509214549104948,0.060034595791131455
2024-09-30,72.53188884683148,2.9855260848614864,0.0,0.0,0.5793270198705222,0.07122028119305539,0.039541858713429266,0.44552120327449996,0.12925408212179362,0.0386824800048644
2024-10-02,94.37898457364115,3.8559192805643607,0.0,0.0,0.7862216534247919,0.09557549183135422,0.09187074674789386,0.5670902350492921,0.16820593223529282,0.056132086505866395
2024-10-03,94.4312694556971,3.8681282768465906,0.0,0.0,0.7484969394230939,0.10332766065300511,0.1525585399829193,0.48578899589159674,0.1685254277392643,0.04190470376642538
2024-10-04,94.26893367854193,4.069592590725275,0.0,0.0,0.5751317207449521,0.10100817157889892,0.25104988349859103,0.4428751458923283,0.16898222937225243,0.12242657964578417
2024-10-07,93.89564017496758,4.168442085412297,0.0,0.0,0.936933064310771,0.09370479536658358,0.21626865561223213,0.4571804295260898,0.158848148932821,0.07298264587162838
2024-10-08,93.67609979456431,4.246541797701037,0.0,0.0,0.8695970419164274,0.08631795874907192,0.2316851265156575,0.6610218655334211,0.15879910941663816,0.06993730560344516
2024-10-09,93.7019762147618,4.1637425518903095,0.0,0.0,0.9069201911114038,0.08940336238956363,0.28458166333007223,0.6382408693230085,0.15892844756075877,0.05620669963309205
2024-10-10,93.57543179486186,3.989615914274599,0.0,0.0,1.120423892597835,0.08961067173221197,0.28703748442542887,0.7158262329169403,0.1591491649606751,0.06290484423045654
2024-10-14,93.58385516496871,4.013005942332453,0.0,0.0,1.341732451456465,0.08939859396071949,0.253808358275167,0.4837689509943937,0.1591971933548847,0.07523334465720513
2024-10-15,93.81865240546882,4.11355531636313,0.0,0.0,0.9765532625811081,0.08889121733024778,0.26204052499074787,0.5022908623823112,0.15911712555914923,0.07889928532448234
2024-10-16,93.95788644493906,3.989099761266716,0.0,0.0,1.0113750507550276,0.0984251379540674,0.2829249730537895,0.4488981843188497,0.1593529732921742,0.052037474420309496
2024-10-17,93.89794270117328,4.021023774411881,0.0,0.0,1.0740024462702662,0.0787183402067036,0.2898409771352025,0.42984292878417774,0.16949007081179024,0.039138761206698416
2024-10-18,93.94892440138318,4.049004383394652,0.0,0.0,0.9344814131063063,0.10832458421421755,0.29379283328691375,0.4351338582317481,0.1720489125448932,0.05828961383809138
2024-10-21,93.96062162164097,4.004103505889875,0.0,0.0,1.030970415288778,0.1101832630096149,0.22988159925137192,0.433638895515858,0.17469067558884996,0.05591002381469555
2024-10-22,93.97922298524098,3.989352179891,0.0,0.0,1.0186554392630243,0.1096519214097726,0.2385086626522775,0.4304374722056801,0.17476495435406456,0.05940638498320001
2024-10-23,93.94546582006768,3.983824609385462,0.0,0.0,1.1394828050214354,0.10242095523829468,0.1647226537801584,0.43145056587083985,0.17466559328323056,0.05796699735288725
2024-10-24,93.94979245011419,3.981646964404257,0.0,0.0,1.1370906812609172,0.10243284043786412,0.17094581560146258,0.429143039878896,0.17469474153223086,0.05425346677018
